netid,% of videos watched
me445,84.5
mi41,81.58
ra1587,10.33
lo1650,5.47
sp155,83.6
ri569,60.79
be198,93.47
ma1047,72
ab1242,2.92
ka1166,12.44
fr1195,29.66
bi94,4.1
da341,23.89
ca1048,37.67
lu403,100
er769,1.69
is808,7.95
fa1443,69.59
jo167,84.59
te824,62.67
re724,43.6
zo1241,90.06
cl392,90.2
vi1200,100
tr1081,82.77
le319,100
be108,90.02
fe1159,25.29
je826,60.27
da1184,6.07
la1635,23
te646,100
mo1001,95.89
iz1621,0
ri1106,100
sh302,55.49
ka477,5.18
ni1257,77.76
al87,74.08
ch738,5.4
be437,76.35
ma1144,85.81
pe1597,0.05
st311,47.79
rh730,84.06
me267,100
ma114,68.28
jo1506,55.22
pr1024,2.84
ju1316,100
gl47,2.92
al393,78.62
pr796,91.37
ja202,69.17
la1528,2.42
re1378,37.45
al1355,62.22
ja1132,83.64
el1648,25.57
re1217,33.82
li694,13.78
lu323,9.51
ca1454,90.89
br1103,100
de948,5.58
hu1270,32.18
ma786,88.76
ke1130,39.86
sh1264,0.24
je1523,22.69
ra725,29.69
re943,84.64
hu57,2.09
be77,35.27
sh1555,2.65
ce1312,100
gl1688,0
te1070,3.01
ni372,50.16
ba1288,72.6
do1114,100
de1465,36.76
el1254,90.98
jo1576,13.35
cu116,51.92
fa1473,2.12
an687,100
ar837,5.18
ga536,83.78
ro570,97.34
ja188,21.79
ad1575,7.08
va350,9.16
si966,1.18
je1561,26.84
cl641,8.77
je1039,8.31
ca438,58.61
je104,85.68
fl430,1.02
el1448,100
ab330,89.16
ja584,77.76
wa992,100
ir147,13.46
br314,41.43
wi5,82.5
ma585,100
li979,23.92
br933,85.78
ja1165,100
co1624,6.88
ar1530,0.05
ty1085,74.78
ju1562,0.32
al1079,75.11
ow1043,33.22
ar904,90.04
da40,76.52
ma75,88.76
ra1673,3.03
ly890,84.79
ce691,86.18
pe203,53.1
ev1670,9.4
sa754,1.41
ha1441,40.76
jo1438,48.52
qu504,84.98
he1584,0.75
he852,81.11
mo278,45.38
su1239,6.35
ab1588,0.19
ha789,100
an1394,22.9
ju876,63.53
iv1215,16.67
lo1008,24
bo849,98.35
ro969,17.16
er669,95.53
gr1256,100
ma318,7.7
ka441,0.09
ma773,90.23
ed299,22.38
ke380,87.27
ka784,2.69
lu1143,100
kr1472,35.4
ru1211,9.18
ro285,1.44
ki991,4.2
fe1069,16.17
eu1036,87.8
jo911,88.95
cl1030,64.89
