netid,% of videos watched
ca898,92.54
tr232,82.96
ma563,63.89
ca1385,21.48
ji1464,69.86
gi1508,45.26
ro1149,7.71
el1338,12.99
pe835,15.75
ca1311,97.38
ca671,89.1
te646,81.2
di1428,35.41
la976,55.71
li390,92.48
id268,89.11
na1519,1.8
ti748,80.29
ka1370,3.64
an1136,20.19
er296,100
br1209,100
jo911,79.68
un204,80.46
ab273,66.75
er669,84.51
jo145,90.02
ow1461,21.24
ma75,100
el1124,100
ne703,4.83
wi618,66.26
su1046,58.84
gr971,100
es1,100
al1612,14.09
ce1546,0.32
za189,100
va10,80.46
pa739,61.45
ju64,76.27
gl154,93.78
ja1058,100
vi143,88.47
as779,100
el1448,100
el337,7.88
li877,16
do1451,100
ro657,20.47
ka817,26.89
el621,20.8
la1720,0.82
re724,49.23
an488,96.38
st351,5.79
ke380,88.72
hu1018,10.49
ly1410,90.26
gu317,100
ti6,87.72
ca714,100
la1556,5.25
sh1548,1.35
ti1022,79.47
iv1714,2.75
an687,100
ma1507,14.3
hu1270,35.17
ke937,100
ma1144,59.9
ke1130,44.09
do576,11.53
ev1670,0.52
ro809,69.49
ya1512,7.44
sa695,5.76
ho921,3.09
ri1361,100
ra1000,3.02
ju1562,29.93
ch996,84.66
ph1649,0.28
an603,68.81
na402,2.67
ze1476,0.42
jo167,97.66
ge501,69.32
re953,100
ca1454,100
op498,85.82
ar1530,0.19
jo66,84.29
ro818,8.42
el604,100
me267,78.7
pa127,100
be437,26.43
ma1092,96.65
fr452,2.42
ge566,59.67
da46,83.55
wi1660,0.76
ro1499,5.77
be198,75.82
ce1537,2.92
ca1112,86.08
ra1065,14.02
ad914,71.81
ga231,46.92
sa175,19
gl1688,24.04
ne995,63.36
et187,68.68
do1308,73.42
ma325,68.72
ch1404,7.03
ad902,5.45
ma1596,8.98
la1635,0.15
au511,29.62
le28,68.71
ne336,11.68
ea653,100
jo117,4.91
mo1074,48.3
mi12,11.2
ti744,3.42
el1064,61.64
el616,2.49
ke111,83.46
fr642,91.11
ha1202,83.48
oc836,100
al333,0.51
fi1037,94.09
do1114,100
er1107,17.42
ke1292,88.36
we1646,19.21
jo1506,31.29
an1394,33.49
ar1252,7.84
an1541,2.78
ju876,54.23
re740,73.71
be632,98.18
ro399,2.33
dy1520,5.74
ma960,80.2
wa1307,100
ma773,70.3
bo465,61
al649,81.32
ju1187,82.99
ni344,4.74
ed382,6.83
hi1234,88.61
jo1416,6.16
br1203,42.48
wh14,100
br1103,67.14
ca163,1.46
st500,0.59
go422,24.14
kr1472,55.05
ha1441,46.68
or1437,13.71
ga133,0.55
ca339,6.05
ar1185,75.27
tr674,2.64
fr1195,69.83
jo1336,71.31
ja76,22.27
ce766,91.59
ad1191,100
de939,68.48
te1038,11.12
jo1438,18.8
la65,100
st1421,77.82
sh302,35.39
le1284,89.81
pa1348,100
st42,20.03
eu1036,100
ol1488,3.94
la945,76.49
co33,19.38
de1465,38.81
fa1396,27.86
ag238,75.32
ma239,71.38
te824,78.36
ro1563,2.93
an679,6.75
la449,67.48
ni85,84.82
ja584,60.96
al1079,84.23
ad1710,0.29
ir1393,100
tr277,3.57
ja1132,81.92
je1724,21.57
bl95,20.58
el371,27.02
sh1303,51.44
sc1398,22.92
my702,5.09
al1355,38.15
bi1674,0.27
ra1429,65.13
tr1279,14.88
pr796,100
cl69,85.4
el1254,77.95
em1500,100
co1624,7.91
el247,74.04
ma417,66.56
le555,8.83
wi707,44.18
el704,7
ma554,51.77
lu403,100
ja1025,92.71
jo1362,5.47
ma1686,3.7
ta1484,1.64
ed1080,0.73
de24,3.7
fe1159,30.97
do1626,1.3
lo282,1.85
po1134,90.63
an1390,69.67
al216,14.9
jo222,92.06
ty1085,82.44
di530,54.52
