netid,% of videos watched
tr884,70.91
ca1454,72.2
je826,27.92
ma75,93.34
op498,91.81
ro1034,74.72
he746,31.17
fa1412,1.52
sa463,72.36
ma872,86.23
do1626,0
cr1156,3.58
wi1238,87.51
lu726,93.52
be632,61.88
ma239,82.83
ni1418,52.95
ga906,62.78
ha1202,95.43
le28,60.84
sh1264,29.8
ow1043,68.93
ne529,100
ja1132,51.89
fr56,7.61
ch1677,3.63
di530,76.44
ce1312,85.13
kr1472,29.12
ki139,0.64
li979,9.95
iv1714,0.5
he745,43.42
st1421,96.54
di1428,33.89
co1624,3.64
ha172,77.89
la976,46.99
ju284,73.26
ca438,37.62
ni85,85.34
al87,90.65
en919,7.95
mo847,64.75
ma325,51.19
re298,4.01
ka1397,100
al868,24.11
ed717,10.96
ly1410,85.89
ne995,86.1
tr674,15.69
su1344,100
te824,83.55
ma1026,7.85
ro780,18.53
de24,14.03
le1637,10.48
wi1249,45
ta737,71.74
gl154,83.05
co1475,22.79
je778,4.69
bi1674,2.02
ma1186,8.65
rh901,7.34
ed1017,85.83
ge26,100
al15,3.44
pa428,5.46
ir1393,100
je104,86.84
be1010,7.93
wi707,41.74
sh1548,20.93
am1326,24.38
mi1718,0
iv647,100
fr1195,53.59
te1401,80.15
zo1417,3.52
do705,84.87
wi1007,7.58
pa1348,100
ro570,94.63
mo1074,100
mi1693,0.05
tr1277,30.16
ni1517,2.23
li1153,34.75
do1451,100
na1298,89.33
ma60,74.95
ro131,81.71
ja502,0.75
ar287,1.29
ev176,89.54
ma773,94.65
an354,29.4
he256,8.78
es82,69.81
me1531,1.45
ka1566,0.44
st311,33.17
ab1588,0.13
he1332,2.26
yo1289,61.5
sp474,100
es1,100
ya1512,3.07
mi459,90.68
ce1537,1.7
ca1048,26.97
ti86,81.1
el1254,76.57
ro1087,100
mi1590,12.13
is1504,37.04
wi1389,77.75
ti6,81.48
al1612,29.18
al1194,60.7
an280,0.77
br1514,2.17
kr1477,6.45
sa175,53.48
sa1158,100
ru395,90.57
am1543,10.98
zo758,10.48
jo145,100
ei38,100
la1720,0.59
mi41,95.74
ol1040,16.3
mi214,5.72
wa1307,100
du1413,4.17
he1414,1.42
cl610,1.22
ph1649,0.01
ro809,85.13
li655,72.14
my1375,64.13
ed1281,40.57
ig1012,4.13
an1394,4.79
wa200,16.57
ma935,91.45
ma857,4.96
ra1429,42.81
co33,74.81
ch1605,0.15
li1063,4.56
eu258,18.15
do944,71.47
sh1453,82.9
lo394,100
pe866,16.34
el1648,4.68
ke111,100
ko1267,100
ma786,57.96
sh302,48.46
el1064,75.04
sa782,84.16
an156,87.56
ev1670,0.06
tr907,91.86
vi1407,12.88
ma1285,89.48
ju546,0.43
he1584,11.61
je1724,1.11
de1521,23.9
la1635,0.13
ch62,37.06
br874,30.97
ro1499,3.12
wy54,67.58
pr1024,14.21
ga231,36.81
da1365,62.19
ve373,21.56
te1190,61.61
iv1215,34.78
to1363,87.99
an488,74.65
cl69,81.85
gi1508,25.78
je1523,0.37
jo911,97.01
br353,81.95
ce691,78.25
bl1487,16.02
jo1576,2.93
lu1143,87.45
ko1585,4.43
ja869,3.54
ch61,84.83
na402,8.32
an693,36.65
le851,90.15
er296,100
an1390,79.2
ar1711,8.21
dr413,19.63
re943,85.53
bo849,92.17
me90,79.35
fr1155,73.83
lo941,49.24
br1209,93.04
ha789,94.86
au279,79.9
ma417,79.75
ni1449,2.91
jo66,84.46
je1598,1.29
br821,0.52
da439,65.06
re740,90.72
ke380,69.01
co1342,38.93
ra725,43.2
le1228,28.59
pr796,100
ma1708,1.31
ja924,100
ar683,80.33
zo451,5.12
ko1554,5.36
ot848,55.81
va350,4.82
jo1506,50.69
be198,81.8
em1494,88.6
je1561,4.53
en475,72.96
al1120,0.9
da1160,100
li1663,1.93
ez320,24.71
va10,100
ly1357,10.66
ra1673,3.65
na397,73.9
ru51,82.35
zu762,100
al216,36.12
ke937,100
pa127,96.18
ar904,100
gu310,90.37
bi643,11.42
ni372,60.43
eu1036,100
do1440,8.23
la1183,52.99
wi1660,0.49
ma146,7.52
ty1085,79.73
de939,10.44
ja101,35.18
cu116,41.78
ha1333,17.86
ad1575,6.03
cl392,100
ka385,21.7
da341,2.89
ra1430,100
je1609,11.79
el1448,100
ve1498,19.4
bl95,6.59
cl348,100
ni130,46.2
sh1652,2.76
co1213,100
ka862,15.3
ke1130,31.31
ke52,10.86
el523,6.53
ro290,2.9
re1217,30.2
fl752,83.77
ch568,89.69
ed804,5.87
ca606,31.04
ra1587,1.42
ke1292,100
tr885,7.89
ge566,52.45
un204,88.58
ti823,38.41
ar1185,97.47
ar35,5.03
do1308,41.11
bo465,23.45
ed1696,13.99
ge501,77.22
le1171,77.43
qu245,88.09
be1406,79.7
ro697,85.79
gu1247,77.75
de819,100
ho1466,26.89
ro822,1.79
an687,76.85
wi99,100
ga733,92.61
or1182,55.18
ve1299,11.32
ma408,5.5
de407,55.22
el1002,2.04
ca1122,73.09
oc836,100
gr1256,100
ad1191,66.13
me445,100
vi495,100
al393,43.62
ag238,79.96
we573,38.84
ca898,76.21
la166,100
rh730,60.13
em1500,91.91
li390,92.14
an1259,55.81
la1528,1.13
br499,25.96
lu23,71.12
os13,93.83
jo250,8.35
jo222,82.82
mo1076,88.65
fr642,74.66
ma540,68.28
ko1356,71.91
fo1405,21.75
sp155,90.81
jo98,11.79
da40,65.36
pa580,8.23
ja188,8.79
co135,67.62
ma960,100
ja1684,7
to581,96.98
fe1456,73.46
za1321,30.27
el247,49.49
pi1032,4.69
co1104,64.03
pa1403,5.35
ca833,66.21
je734,100
br1203,29.15
es547,2.09
re953,71.53
ev456,57.72
lu186,100
ch261,97.9
te1038,44.08
ph462,96.48
jo1438,78.7
lo1008,32.22
ju1316,76.88
an1108,5.11
ka1733,2.2
do1723,0.48
to269,0.96
ra698,42.75
li433,7.25
cl1030,61.89
le1180,17.84
ma1047,90.76
tr232,75.79
wi159,4.99
li45,20.55
te646,100
do1599,10.97
fo1029,88.59
em1230,75.62
di591,20.86
za303,92.05
ji775,57.26
la1556,19.95
zo431,86.71
al1204,75.89
pe271,92.23
al515,58.59
mi592,86.72
ti1022,73.65
ce1679,3.62
gl1688,2.69
ly890,67.62
na915,80.91
we984,73.53
sa1505,79.82
pe1597,0.05
iz1621,11.72
ja918,68.13
ja50,0.61
ha1441,37.3
ke812,20.64
na1519,0.93
me602,46.92
lu1273,23.64
ma1265,0.6
al1355,59.88
ta940,86.41
tr1081,90.66
br1172,2.5
pa720,49.65
gi963,100
de1659,19.89
ra1065,11.15
al1079,94.05
do440,1.98
te795,3.15
ca1112,59.83
ma1275,100
ch1369,100
br1103,100
ri1606,6.31
he398,86.59
ga659,95.1
ri958,76.64
ko1647,0.39
ju383,8.36
lo484,5.33
do829,82.99
gr513,89.18
ma1062,1
no1489,52.11
gu151,42.71
ja516,0.48
lu1035,95.91
et1201,86.76
am152,3.44
es434,22.26
ca1311,86.75
gr291,65.69
jo1193,83.61
co949,51.5
ni1257,99.03
mi1515,2.82
el767,14.23
an1541,0.29
pa739,97.16
el196,21.09
wa992,100
sa1341,88.56
ka1570,0.19
do843,11.31
is1442,95.08
el378,93.22
jo1639,4.08
ma563,47.57
me1622,0.34
do253,79.87
lu553,100
ma556,100
fa1443,84.67
ti748,86.81
za189,100
em423,97.26
er364,3.64
vi143,68.06
ar410,100
br105,62.54
op424,2.34
mi12,11.99
le120,17.14
su1046,88.14
ju1187,93.87
fe1159,37.75
ca471,26.17
tr1694,0
ar1530,10.79
fa1396,42.89
er490,14.29
lo1650,0.17
ri1361,88.25
mo278,66.02
sa340,5.2
jo871,82.58
fr989,84.1
me435,77.06
ce1546,8.49
ce766,89.89
hu1018,3.98
ba1288,47.77
ma242,96.24
me267,100
jo1336,69.02
ru1737,0.19
je1177,5.38
lo1420,89.54
ju1015,4.34
et187,91.18
bu181,6.17
ho1347,1.08
le729,10.32
ma1686,1.54
fa534,15.46
be437,80.36
la195,75.75
ch55,69.02
do1146,71.62
la65,91.75
ja1058,100
de1465,33.8
wi5,88.66
ma1144,100
lu403,100
br314,47.29
li905,92.58
hi1234,79.05
ja202,65.74
ro158,25.57
pe169,57.84
fi1667,48.37
ja1602,12.31
de942,3.5
el1124,100
wi618,91.96
gr903,1.85
ab225,7.62
li877,38.7
ab330,81.18
ma965,62.23
ad1710,2.22
gr506,0.67
sh759,89.32
pa652,1.3
or328,100
ar1427,84.13
sh1303,35.41
es149,9.63
ga536,68.02
fi1037,76.46
gr971,100
ma1092,67.7
ka1364,79.2
la945,76.3
be108,85.84
el1481,100
li519,23.79
ma585,76.4
ji1464,66.27
bl686,43.25
ca671,77.25
hu235,65.04
sh1627,9.61
ma1178,100
jo167,77.47
re9,100
bu625,5.93
ea653,100
da46,95.77
le710,7.68
ri569,20.26
ab273,27.84
vi1409,33.4
de999,1.83
li1258,74.32
ja544,79.9
al649,75.21
do89,100
be77,42.89
an603,92
he852,100
ma537,12.17
me1223,33.73
de1391,14.09
ri1106,100
cl760,31.13
sh1555,2.75
so961,65.69
jo1084,59.15
pe203,30.27
to765,7.63
al219,19.52
do1114,88.49
ju1221,7.6
ge893,86.06
ta1066,3.1
ma1596,9.45
sh938,5.37
na234,100
qu504,82.51
bu1367,4.54
er669,85.2
br478,76.94
ca251,45.35
ja1618,8.94
ja132,3.9
ti1137,100
da1655,0.05
wh14,88.1
fa180,94.54
ra638,81.37
sh620,100
ch996,81.24
or1271,74.43
gu317,63.82
vi1200,100
zo1241,75.48
ll517,4.85
le229,3.68
xi675,36.58
le1284,71.55
