netid,% of videos watched
an1108,8.57
be77,48.37
ma75,100
vi1200,100
ro285,9.41
ka211,12.34
le425,14.36
fr452,6.98
et1054,6.32
re9,100
ma965,24.02
la492,3.6
ca251,29.97
co415,0.88
al868,21.91
ma1346,1.62
ra1212,5.03
je1724,11.62
la123,83.99
cu116,38.2
jo842,4.29
ar1530,15.73
do1114,68.38
an626,0.21
ja1684,8.39
ch418,82.86
de1317,47.44
br105,85.35
ke937,100
ja931,13.91
ce766,71.66
em1494,86.4
am220,2.47
eu1036,100
vi495,65.33
fr1195,48.93
ma1178,65.95
je826,62.21
za189,67.31
mi295,9.1
ma596,9.13
gr162,3.14
el1481,100
da432,6.37
al333,21.3
ma556,92.54
ma60,100
lo1420,96.38
ko1554,0.7
su1046,86.69
lo816,3.29
fa1396,21.82
os13,96.85
en475,53.03
ru1737,9.8
be437,21.28
ja101,14.16
no1489,50.2
ar43,16.05
br1203,14.55
ca420,29.9
de407,43.97
gu317,76.01
ra1673,2.03
ca1122,78.38
lo941,100
ar1185,74.64
pa79,12.23
do1308,47.95
kr1472,34.18
zu762,100
cy934,12.89
ma114,92.11
br1381,6.48
ce1546,8.23
ju107,10.51
hu1270,58.16
ra509,11.24
zo431,100
ro1563,0.86
em423,83.58
jo66,88.72
va912,25.73
fo1029,92.58
ha172,80.4
li655,87.4
fe532,14.24
bu1367,22.53
me602,21.66
gr513,66.39
br933,82.09
ch312,3.16
et1201,88.99
he1439,9.41
ja1165,100
ev456,19.97
jo250,51.54
va1154,4.91
ma1383,0.01
fi1037,66.5
es1,100
la449,66.73
ri1106,76.06
ar208,23.02
gr971,91.88
wh883,4.2
de1659,2.33
lu726,100
ke380,78.41
jo1193,91.78
mi592,84.73
fr989,76.15
fo1405,66.19
mo847,35
pa1045,5.16
sa1505,85.08
po1134,92.53
ye1323,6.71
vi143,100
ch1605,0.37
ia1014,3.02
mi1590,13.82
le319,100
ra18,6.84
ni85,100
br1514,24.03
ka1570,1.09
lu553,100
al515,90.72
ce1679,2.83
so1051,8.7
tr907,78.01
mi1515,14.33
ca1311,96.17
co1104,69.87
fl752,72.87
an1394,60.95
al1194,66.1
qu245,100
ly1410,76.66
ot848,51.62
sh1627,9.72
su1344,100
ne995,60.8
gi1088,8.02
ph462,100
er296,100
ja1132,100
ju1187,82.87
sa1158,100
sa644,3.43
fi1667,1.99
fe1456,100
sh1264,3.83
an693,56.09
ma585,100
ze1476,7.99
ja1025,74.56
hi1234,100
ab273,36.52
li877,49.52
ch1677,0.58
ch1369,82.16
ei38,100
le583,10.72
al1204,90.22
za303,91.94
jo1506,41.2
cl1030,48.25
au790,2.15
el337,18.75
ra698,96.52
is1210,2.66
ge26,100
ja218,2.22
fr1155,62.43
sh1548,17.18
ne529,100
al1052,17.96
sh1303,39.61
jo1084,63.77
vi1409,9.07
de819,69.31
ha1202,85.32
re1378,31.52
bo849,72.56
es434,2.09
ji1464,97.9
ya1512,10.99
na397,62.83
ch55,100
ly246,12.61
wh14,92.41
lo1650,2.04
ca671,100
el1648,22.33
ca1207,7.81
le28,93.45
be108,77.79
bi1674,2.14
ea653,82.82
da1365,15.57
gu310,100
os263,11.87
li1497,14.87
sh620,69.34
me445,100
ev176,100
th335,3.43
ha789,100
el378,50.85
ce1312,87.88
wa1073,0.66
do1146,65.1
bi599,3.96
ni372,12.97
lu403,95.85
fr1278,4.45
we573,18.64
la195,81.93
my369,8.5
st755,6.84
ta491,0.78
ar904,100
ma1206,5.33
ur1328,3.56
do253,93.42
ro131,100
je1523,3.17
am1543,0.16
iz1621,0.54
co1213,100
gl1688,1.16
ke209,18.27
so961,65.48
ma1686,20.91
pa141,6.86
fe240,100
br1172,9.3
ru51,78.49
ed1696,5.4
ni1517,28.9
ez810,27.07
wi1389,57.53
an1259,22.88
jo117,7.35
pe1597,0.25
pe866,6.34
ce691,89.6
sh1453,85.46
ar683,89.01
li345,30.76
cl392,83.46
za1220,0.06
ha53,4.02
es1272,21.67
jo559,7.82
br2,2.85
gu1247,95.93
ja1058,100
le1171,92.6
te1401,100
ar58,6.16
sa175,50.51
la1075,1.84
ma960,100
an603,96.91
sh959,0.1
wi618,88.46
jo1576,1.71
ti823,25.96
ra1430,74.37
la1635,16.86
je662,2.95
wa1307,89.87
or1182,61.41
ca1112,80.79
ca898,96.69
cl348,88.45
ma1392,63.69
me1531,0.06
