netid,% of videos watched
sh759,100
co135,76.56
sh1453,83.39
sa463,88.96
do944,75.6
em416,5.19
ri1106,85.36
fe1159,37.98
me90,90.26
ju284,86.62
jo1576,4.33
un204,100
ke728,1.14
br314,38.57
ed1696,0.03
li979,44.4
dy1520,1.17
is1442,69.1
ju383,1.4
ju1562,3.71
so961,27.18
ke111,100
ca1311,94.1
ma1047,93.76
ti86,80.67
sa782,73.21
ke1179,6.14
ka1397,96.16
ar1530,0
ab273,40.93
do1599,0.05
ch418,87.79
vi143,93.8
ev176,86.63
el839,1.86
sh909,23.03
an488,66.51
ya1512,1.19
jo250,28.62
to1363,83.26
ja1025,56.98
iv1033,0.28
pa127,100
ph1649,0.03
ot848,45.52
mo1072,4.53
ar904,100
co1213,80.59
fa180,82.62
ro809,82.78
do829,76.39
sa510,5.11
ca690,8.09
be165,8.77
we984,86.54
pe169,20.43
ka1020,5.56
jo1193,90.76
ka1566,7.32
wa201,1.14
ca1048,34.93
am1543,1.56
ll517,16.91
bi1674,0.67
ja584,70.39
tr907,94.31
wi1660,10.23
je1609,14.28
je1724,8.39
la1635,0.25
gi963,62.03
du1199,4.09
wi1249,60.62
lo1008,73.07
br1203,68.86
ma1116,12.99
cu116,56.7
bu1367,24.4
hu235,100
pe203,18.72
bo197,4.74
ma872,100
eu258,0.79
do1308,71.22
jo1384,0.22
te824,66.67
da46,96.24
am1436,3.36
na234,100
ga536,69.98
te142,22.29
ly1357,17.84
ma60,100
br478,66.11
mo929,11.89
el1254,95.74
jo167,96.66
es562,10.28
le319,100
he398,100
pe1597,3.39
an687,100
jo1506,52.9
ch996,84.01
ot577,21.35
re943,73.93
ja101,56.02
al868,33.66
ti823,25.25
le794,6.01
le856,0.99
et187,72.88
jo571,0.62
be700,2.69
wi99,84.92
el974,4.04
ce691,94.72
oc836,72.62
le425,1.72
ma374,7.34
ga659,79.84
ma1474,4.26
be108,93.6
ad902,3.89
al1612,15.5
sa175,11.11
ow381,3.51
sh1264,5.17
ca251,10.33
ly1410,67.83
je826,50.71
sp474,100
ar683,57.49
ka1071,12.01
or1182,42.63
je104,51.43
ab1588,9.35
ma242,100
cy672,17.68
ri1606,10.43
sh230,45.04
ma596,6.87
an354,70.18
mi1718,7.81
wy54,87.82
de514,16.6
es1,100
lu553,100
lo1420,90.65
ed1281,31.2
la1556,2.55
ne995,78.84
zo1192,58.27
ho1466,60.76
ma585,87.08
ca1340,7.96
he1584,0.11
do1451,79.41
jo1639,10.01
de787,1.27
do1146,93.73
ad1575,6.75
mi1590,10.21
wa1073,6.11
ch1404,0.55
dr413,60.76
as779,100
za189,87.96
li1153,43.06
ph462,100
ja1684,4.42
wi1389,82
ja516,10.66
tr884,100
de1659,1.37
gu310,100
za303,100
mi592,100
fr989,80.57
iv647,100
ke845,0.13
gu151,38.77
ni7,4.69
te646,80.88
lu403,65.68
ja742,3.09
ma1295,17.24
al207,2.43
ar1185,60.81
ke1292,100
co1475,25.79
pe651,11.77
vi761,5.44
ma1178,84.79
li1335,0.29
lo1050,5.56
le28,67.2
be437,31.94
la1720,11.6
st1421,100
ka817,0.75
ly244,4.98
an814,15.67
al1355,35.03
de1465,82.07
ca1188,24.33
de948,2.34
ca1112,97.3
ve177,4.52
br1209,98.82
ke1130,74.41
iv1714,19.41
em423,82.52
fo1029,100
do1626,15.08
fa735,5.02
al805,48.4
ia1014,1.6
co1104,52.41
mo1076,72.93
ni1257,82.42
el1435,0.73
my702,0.44
ko1647,1.05
jo485,96.8
la449,91.08
we573,14.21
al957,63
jo871,89.26
hu1270,54.8
al617,0.87
em1494,81.34
ma1392,81.55
tr1081,90.34
be878,7.14
br105,86.99
li655,90.35
ch61,96.1
em363,10.32
ri958,10.89
ri569,37.82
je1598,2.61
br1103,100
ra1673,0.76
ce1312,71.51
la1183,45.44
wa1307,100
ma935,63.78
ty1085,86.24
ma540,30.3
no97,8.04
co1342,71.67
el548,3.61
re100,17.93
ur661,73.41
ja1061,9.48
fe1456,83.65
po1134,91.02
ra1430,100
ca438,37.68
li877,30.69
ab1434,0.26
cl392,74.08
fo1405,54.76
je673,22.48
op498,96.99
la976,63.32
ni1418,57.07
da1613,11.71
da1365,21.65
iz1621,0.13
tr370,8.5
wi707,31.25
re1378,58.01
lu186,68.71
sh302,41.09
al649,76.38
ru51,81.12
ir1393,68.66
mi1458,35.05
ev1670,16.93
cl69,81.47
ba1288,63
ma1285,81.53
gl154,80.45
es82,98.42
le1171,89.11
be1406,80.96
la945,89.71
ma556,90.07
je1561,0.89
ka1294,13.05
el378,67.35
