netid,% of videos watched
ma1275,63.97
be396,0.28
jo1084,61.48
la1556,10.29
ve1229,15.24
jo871,86.63
gu1247,65.58
al1079,83.84
pe271,64.84
er364,5.59
ko1554,8.48
ea653,95.08
fr642,75.88
bo465,34.74
ju876,67.89
re1485,12.71
ca1311,60.23
wi707,14.71
ma1144,68.46
gu317,100
ph462,89.82
ke380,76.75
ez1470,7.08
ju1316,94.31
st1421,100
li390,73.79
ma932,0.66
al515,87.48
er844,11.29
ri958,9.42
oc386,7.03
ni372,47.39
do705,47.66
tr884,92.57
da1365,44.44
gr971,100
os13,69
de1317,34.44
gi1508,61.59
bu307,3.77
ma242,100
lo394,100
na1519,7.43
ma1686,3.91
pe169,51.69
mo847,64.17
fr989,94.61
ch418,42.29
di1428,52.29
do1451,100
br478,63.13
ol613,12.27
me1531,4.06
ar1427,78.9
wi1238,98.35
ve1299,8
sh909,5.05
zo431,87.02
ga733,87.82
ka1566,6.18
lo1650,0.33
ja1165,100
fl752,68.16
hu235,93.57
sh1453,84.56
mi1718,0.63
ce691,78.59
lo1420,71.08
te646,100
ke111,86.2
je1523,14.16
we984,59.86
no233,2.19
ot577,3.23
is138,13.25
el378,71.22
ma417,93.65
do829,90.67
es82,84.84
cu116,47.16
al649,86.85
co135,88.86
ni1517,14.59
la1595,0
va350,25.54
li1258,89.56
ch61,76.15
ed1696,0.38
re953,100
bi1382,2.68
ma556,71.99
ki139,1.52
ti1137,100
ab330,80.53
st311,39.15
fr1195,59.79
da1613,1.97
jo911,61.36
na397,92.5
be77,28.33
el1124,100
gr513,98.04
pa1016,1.21
br353,100
jo145,100
he852,100
lo1141,14.07
an687,92.89
un204,76.4
la1183,42.89
st351,1.73
et187,74.34
al1612,0.39
dy1520,11.5
ja918,89.29
ga231,54
ed550,3.66
ro1563,1.46
er669,73.47
be126,2.82
ez810,10.62
cl115,5.03
je673,36.07
al1204,91.68
le1637,0.26
fa180,85.78
de1391,8.5
lu553,88.31
wi1249,33.76
do262,8.59
as779,81.61
ri590,7.2
he1584,4.33
mo1074,85.91
el524,14.92
ja202,55.12
ti6,87.91
sa1341,90.63
ja50,2.1
jo250,47.1
wi1660,0.14
ve446,21.81
si1329,2.55
ma563,71.33
re9,100
le851,100
ba91,0.71
ma1285,72.72
ma965,38.83
qu245,100
my1375,22.71
de306,7.47
da46,89.26
bo359,1.2
em423,83.57
do576,8.92
lu726,100
ma540,29.55
ma585,66.15
ja1025,91.45
an488,63.12
al393,72.9
ca251,65.97
ca1122,77.19
an156,86.78
co622,19.02
gr506,12.29
fo1029,88.9
pa720,30.84
be1406,83.92
re740,89.2
tr1279,12.05
el604,100
lu323,25.66
li45,0.33
ji1464,79.87
an1368,12.42
pa127,95.72
ar683,100
ma960,100
ra1430,100
al219,9.68
ke1130,55.39
ne995,87.03
al617,0.36
me834,14.01
ru1737,0.23
br933,93.71
li877,44.53
me1098,5.44
lu1143,100
es1,100
be632,84.07
xi675,39.74
ga659,54.11
cl760,88.48
eu1036,100
ra638,88.63
ch1677,2.11
cl69,71.19
an1541,0.95
ma1708,1.64
do1146,64.97
ca1048,21.88
ma1596,0.87
ge893,51.25
jo167,79.63
ca339,3.19
ni130,14.72
ca1454,89.83
ni85,94.96
po1134,87.54
zu762,75.71
vi1200,100
la1635,7.16
ol1488,7.02
em1500,100
lu1041,1.27
fe1159,33.82
ja924,100
ge566,50.99
iv1714,0.12
el1254,73.55
ko1356,84.26
gu151,66.99
ta940,97.58
mi409,9.36
ab273,22.3
ky309,6.62
fa1396,66.94
ja101,36.66
an354,17.67
la1349,1.62
jo1506,19.76
br1103,84.7
de930,6.99
fr288,11.03
kr1472,54.22
el1448,100
ne1293,8.72
no1313,4.34
ca898,76.21
fr1155,85.3
ta629,9.15
ch568,77.02
al1355,26.34
ve308,19.18
ev176,85.31
ti86,84.72
co1624,0.01
de939,50.46
sa1158,87.23
oc836,63.37
lu23,85.03
ba1196,5.84
ho1466,12.88
bl686,53.64
ma164,11.42
bl1331,10.71
ka1397,100
ra698,84.86
ju64,52.74
de1659,3.37
co949,89.14
ma1374,2.29
lo535,10.47
sp474,87.27
wa274,1.96
te1401,91.3
li979,39.67
to581,92.9
tr1694,8.48
we573,62.96
ti748,96.09
al1111,1.59
rh730,95.66
ri270,0.19
qu1302,13.46
te824,90.33
in593,3.34
la1720,8.19
le120,31.3
wa992,91.28
vi1409,20.97
di530,79.57
ne529,100
ce766,95.92
na1298,90.34
em8,5.26
be198,79.36
ra1673,1.93
mi1458,51.3
ra1429,33.26
do440,1.6
je1561,3.01
ce1679,1.24
ad1575,0.98
ma1092,97.23
an1350,2.63
ka1364,80.95
cl348,100
mo1076,91.1
ch996,83.93
zo1192,15.71
sa782,72.89
fr1222,10.76
st489,0.73
ma239,91.36
ra725,35.93
ri569,52.03
iv1215,52.54
lo941,67.59
co1104,33.73
ra910,0.6
ce1312,100
he398,100
fo1405,58.11
an280,2.17
lo205,0.8
do944,72.81
wa1269,2.78
me1223,0.49
or328,80.55
vi899,37.03
ca892,1.03
re1217,40.28
co33,34.01
ma773,67.68
ke1292,93.91
bi391,14.61
gi266,3.59
fe1456,100
le319,100
ki442,3.65
wa927,0.26
pr796,100
ca671,100
gr895,4.34
ju284,90.86
jo66,87.58
ra316,11.75
ch1369,100
gr291,62.33
de819,100
lu1035,84.97
la123,100
gi963,100
ri1606,0.46
li1663,1.15
tr170,15.95
jo485,80.34
te1343,12.32
ma935,85.19
vi495,91.11
en475,88.64
le28,90.22
vi980,7.21
br314,56.18
ko1647,9.68
sa175,56.42
mi1515,5.06
ve472,8.29
jo117,14.19
za189,100
ge501,25.35
au279,94.96
ul664,24.16
du1199,8.51
al494,2.52
ha1441,54.16
ma1047,54.4
ca833,34.85
jo222,80.32
ro1034,92.03
tr1081,78.47
la609,4.05
te1190,34.71
ji775,62.94
la65,67.37
ma554,62.36
sa463,83.92
or1182,71.64
op498,90.59
li905,85.8
co1213,100
na234,100
al216,31.8
ar904,100
me846,0.41
be437,37.25
ha172,74.97
ro1493,5.24
de1465,56.43
do1723,0.24
cl392,92.4
ce1546,0.02
le747,8.35
me1622,10.18
pe1597,0.28
so961,54.71
se1009,87.83
do253,94.63
el1064,65
ab1588,0.67
be108,78.06
ra973,1.77
li655,79.78
ty1085,60.53
ro131,100
ye1323,11.6
li859,0.77
ca1112,95.87
sa1505,88.52
el1648,0.05
ma325,41.81
al87,73.14
ju1359,4.63
qu504,100
iz1621,36.93
ro570,85.8
ka1570,0.27
ce1537,0.38
ar1252,6.74
sa695,13.56
an603,94.39
ma1415,80.95
sh1652,12.09
co1475,33.52
ed1281,24.05
ju1562,1.6
pa739,84.78
ez320,31.24
jo102,10.78
te1038,51.26
cl1030,31.42
ju1187,83
ar1185,67.72
de1376,17.98
ad914,69.39
la945,88.1
be59,0.55
ma75,81.34
me419,3.58
ur661,33.48
me435,93.66
sh759,81.27
wi21,5.89
jo1496,6.29
ir1393,100
ju17,2.41
wi1389,82.38
bi1674,5.43
ca714,65.14
ge26,100
sh302,32.96
ne797,6.76
ja1602,6.75
lu186,75.95
ch261,100
da1655,5.33
co1422,1.03
ba1288,43.51
sh1548,0.99
er1121,4.16
ch88,3.27
fa1473,6.45
hu1270,30.84
mo1001,78.43
em806,17.19
la1528,1.71
le1284,76.39
lu403,87.35
fe240,100
fi1667,0.51
do1114,99.58
ti1022,63.76
wi618,52.09
ga906,27.33
ja1058,78.81
ly890,76.7
el30,34.53
an1259,48.55
br821,4.61
ca144,0.47
ke937,100
em1494,67.96
am152,15.49
gu310,100
me90,96.42
do1599,8.27
mi459,100
me602,51.45
ed1017,81.26
ha1202,49.5
iv647,82.92
id268,83.85
ev1670,2.59
gl1688,1.07
ei38,100
fr1462,0.83
ja584,80.81
ga536,81.56
gl154,69.2
el1481,100
ow1043,47.91
an679,0.35
sh1324,20.19
pr1024,9.22
ja1301,1.35
dr413,17.02
to1363,64.08
ph1649,9.92
er296,91.11
an1390,100
me445,88.43
do1626,1.46
da40,75.78
jo897,2.56
am1543,6.87
ly246,3.07
wi99,80.84
ro809,69.55
ya1512,0.08
al868,57.28
ta1426,15.35
be1113,4.38
je496,4.23
jo1193,100
ma872,100
le1171,88.66
li1153,46.03
el1435,2.79
be227,15.31
ko1585,0.16
pa716,11.52
da1160,100
br1514,11.17
ly1410,76.71
pe203,29.38
th721,2.34
an693,20.79
ri1361,82.37
ad1191,100
mi1693,2.78
os236,7.61
ig1012,11.03
mi592,100
mi1590,5.21
ra1000,10.73
ti823,65.52
ch62,100
fi1037,86.19
bi643,24.9
ar1530,3.68
ri1106,100
va10,65.23
wy54,67.71
po913,12.98
je1724,0.02
gr1256,100
va1126,0.09
ma1178,100
ro967,25.78
je1598,0.68
jo1639,17.67
el247,86.01
br1203,47.71
vi143,69.18
ma1392,91.72
al957,79.32
he745,51.05
or1271,73.78
no1489,28.6
ar410,91.19
al805,59.45
jo1336,62.88
wi5,81.21
ja544,93.22
de407,34.1
re724,44.79
ki25,0.64
la976,27.68
ke209,29.73
ja1684,3.25
fa1443,78.37
je104,67.44
ka1294,5.84
ca438,31.23
ra18,2.1
we1646,0.05
ho597,3.92
la195,83.21
is1442,79.32
jo113,18.8
br1209,100
bo849,86.38
ro697,63.99
le425,15.67
br105,77.01
ag238,91.98
ru51,85.47
hi1234,78.94
je734,84.93
ha789,96.18
da439,94.4
ni1257,82.04
ko1267,100
ru395,100
sp155,100
ow1461,9.53
la449,84.66
sh1627,0.2
ma114,91.35
al1194,81.44
ea194,0.92
zo1241,95.29
su1344,81.94
cr1457,12.34
pa29,18.31
jo1395,0.95
em1230,68.54
mi12,1.35
mi41,61.59
ch55,100
me267,100
wa1307,82.69
le555,13.8
ad1710,8.4
lu768,0.23
ja1132,73.98
ev456,64.69
je826,43.31
ga1056,13.55
co1342,50.82
re1378,36.04
do1308,46.63
an1394,45.69
ot848,20.17
la166,87.45
ke52,2.21
ma1474,1.18
ch1605,8.84
ly134,91.91
da1118,1.16
su1046,84.36
tr232,84.48
ma551,10.56
sh230,100
yo1289,73.74
de1521,37.4
ja1618,24.71
kr1162,6.94
sh1555,0.39
cl1306,22.72
wh14,100
re943,92.08
na915,100
br223,1.12
al207,4.78
ta737,100
sh620,100
es830,9.98
ka1733,2.87
et1201,60.43
ni1418,46.58
lo1008,42.33
pa1348,100
be22,13.1
do89,81.47
ca1207,8.97
ra1587,1.22
ma60,76.97
sh1303,25.82
ma1295,9.32
tr907,92.23
je1609,1.51
el621,28.38
za303,100
ro1087,100
da110,0.77
ar1711,10.23
ma786,76.86
ca471,28.67
mo278,39.8
jo1438,31.1
jo1576,8.18
ni344,18.8
