netid,% of videos watched
ju1015,2.45
li731,10.15
ka1566,1.27
la525,11.4
br353,100
te1070,15.83
sh1453,64.98
ma417,95.29
ja1058,63.03
ir1393,69.17
ab330,91.32
he745,36.01
ca833,24
na1519,1.35
we573,14.23
is808,1.34
to765,19.09
su1046,79.78
pa716,9.01
da1184,2.55
to581,86.14
ni1418,46.71
an687,100
la1183,40.86
sh938,8.07
ma325,35.73
ab273,32.25
ot848,47.13
cl1306,1.48
ce1679,0.01
sa1158,83.33
tr170,0.5
wi5,93.8
lo1420,83.26
ch1411,15.53
ze1476,15.36
hi1234,65.33
al1079,84.73
sh1627,0.03
va10,100
lu1143,100
me602,32.15
wh14,100
ha789,82.48
cl1304,22.54
ca1122,72.53
wi1296,3.99
be878,6.29
ja1684,4.62
le1171,85.42
ag238,79.67
ha293,7.93
be77,31.26
ei38,100
jo145,100
ka1570,0.82
ga733,69.3
he852,100
li877,32.42
qu245,100
ke380,80.04
my450,19.16
an1394,34.53
lo394,100
op498,80.61
ra698,81.11
ro570,59.8
na680,5.69
ma114,92.07
es82,77.26
bi1674,0.01
mi1718,3.14
el1481,92.21
ma537,18.48
rh730,93.09
le1637,0.02
do1440,0.52
de24,5.63
fl752,83.36
ar904,100
ra1673,0.08
fe240,68.5
el337,5.33
al1431,5.03
ce791,13.27
al515,85.62
be198,83.03
pa127,88.71
jo1639,2.64
jo117,8.33
ko1647,7.35
ad1575,0.55
ja1025,69.12
jo485,55.42
fe1456,89.92
la1167,11.82
mi1693,0.19
un204,98.89
no221,4.99
do89,100
ca1048,63.46
ha172,97.8
ke209,46.15
ta1231,1.61
ar1427,96.68
ro276,20.87
fo1405,34.48
ar410,100
we1646,5.5
cl760,81.12
ri1606,0.02
ni7,20.95
pe271,64.76
re943,76.12
vi1407,6.54
sh1555,1.53
ca624,2.4
je1724,0.85
jo1438,51.99
ka1733,2.32
ev1670,3
co622,46.26
ma786,79.52
bi643,48.59
ru1211,3.96
he1219,35.41
sh1652,7.5
ez320,21.55
ra638,72.92
za189,90.43
vi1200,100
ke600,2.76
da110,0.73
co1475,15.14
va63,4.77
ro1563,1.65
an354,68.16
iv1215,13.76
do1599,1.02
fa1396,34.61
lu1240,4.07
is1442,69.85
la609,5.19
mi459,96.42
jo1576,26.79
ph462,100
am1543,13.5
ju1316,93.31
le319,100
je496,3.83
sh1303,59.31
jo1193,100
ra725,56.57
fr1195,46.46
kr1477,3.41
wi1660,5.04
el247,44.34
el1064,19.87
br1203,66.01
ho1466,23.75
ch1369,100
te1401,100
al957,100
li390,92.85
sp474,69.79
ve446,4.95
ca438,81.5
ha1110,0.72
wa201,3.25
lu403,87.04
je925,6.42
pa1348,100
ho567,15.04
ev456,25.81
ya1512,7.7
lo1650,2.78
ru51,80.82
ce1546,1.41
ol454,2.26
ca1454,100
ni1257,80.69
pa739,100
op424,0.72
wi99,100
sa463,90.14
ru443,6.45
ce1537,5.48
jo1084,34.96
pe1131,0.53
el776,0.01
od719,2.47
te646,68.21
ma872,100
or1182,66.1
ma788,31.25
gu310,100
cl348,100
ju876,91.75
al217,16.77
co1624,9.85
el1448,100
pa1019,4.57
ch61,85.45
gu151,36.26
lu23,80.74
ja918,28.52
do1308,43.83
le1284,75.88
ri958,43.88
sa782,99.33
le255,13.6
or1271,77.76
ma554,32.08
ve807,21.62
ed1696,28.99
an693,49.39
ar683,100
ja1132,59.36
sp155,100
ko1356,97.37
ne1293,11.68
em1230,76.42
pr796,100
ja101,51.76
pr1024,0.34
ur661,60.89
dy1520,0.02
ma563,57.45
my1375,34.83
sh302,38.08
na1298,88.52
ja924,55.82
me435,83.81
lu553,86.52
de1659,6.27
lo1008,34.95
re724,77.44
pe169,46.24
mi592,100
ca1311,91.4
ga906,67.31
da40,75.24
al1246,3.41
ca251,15.82
bl507,8.5
pe572,5.76
sp777,2.56
co1213,100
da129,2.28
ha1441,46.74
ab1588,1.11
me445,100
em1500,87.34
ja1165,100
re953,100
wi1249,66.31
me90,90.99
el414,20.97
kr640,1.02
ka1263,15.57
fa1443,80.93
et1054,7.41
ma773,97.44
ch1605,16.04
ty301,4.45
wy54,78.02
wy260,2.52
jo66,81.08
ra1430,72.82
na234,92.72
do1723,2.06
qu504,100
cu116,35.56
pa580,0.48
hu1270,35.53
br1514,0.1
ma1047,40.79
le120,28.38
tr907,67.55
je104,74.66
lu186,100
li1258,75.01
ph1649,8.62
mo847,42.2
yo1289,41.7
el604,100
se1009,67.64
ev376,0.69
tr232,63.28
do1451,100
em423,75
mo956,2.86
ma1415,89.96
an156,89.47
be1406,82.7
au279,92.75
me1622,0
co955,18.99
is193,6.04
jo1336,43.36
tr1081,86.49
bi391,1.55
gi266,11.34
ch568,70.1
ma556,100
ce766,95.87
ma60,100
wi707,51.04
la492,13.54
ca671,100
al1194,93.6
mi1320,3.86
ma1686,1.88
cl69,64.72
ch996,89.45
ju64,83.42
xi675,30.39
ta737,77.96
er296,100
ev176,100
la65,100
ni1517,5.5
al216,24.95
ma1708,12.21
mi1515,11.87
jo896,4.68
iz1621,0.22
an1259,42.82
ro1087,100
ca898,69.14
co1342,23.14
bo849,75.25
ja1618,0.31
la1528,5.24
ga659,93.58
cl1030,40.97
ga1056,12.92
la976,47.84
eu1036,100
jo911,88.13
la449,82.75
ar1185,80.34
he398,94.66
cl392,100
ti1022,73.79
an1541,3.05
gl923,7.85
os13,91.72
li1153,69.24
fo1029,100
je1609,7.4
li655,91.16
el1334,12.58
sh1548,10.61
mo278,29.2
me267,100
pe203,68.01
de819,100
iv647,100
ho921,1.31
eu258,10.2
jo222,64.94
ed1281,55.88
je1561,14.11
jo1506,40.19
el1345,19.67
ma935,36.07
ki991,26.65
gr971,100
ge26,100
te824,74.4
ig1012,5.42
ly134,81.25
da1613,0.21
ka379,0.12
do1083,6.74
ba1283,17.73
ra1587,0.06
ma1285,61.25
la123,71.99
wi1238,86.23
di530,81.91
do829,87.26
re1378,82.44
es1,100
mo1001,91.86
ko1585,0.72
br1103,100
dr413,55.61
ma1226,2.15
ge501,50.01
et1201,80.46
an1390,100
da1655,0.41
ha1202,100
to1363,77.25
na402,8.88
ri569,28.7
ma1092,87.35
la945,85
di591,10.49
ka1397,100
ke1292,100
ke111,77.29
en475,93.24
do944,69.57
co949,91.3
de71,16.63
lu1035,94.32
mi1399,7.81
ti748,78.45
gi1508,58.77
my369,9.54
ce1312,100
kr1472,53.85
hu235,72.83
ne529,100
do1146,71.6
wi636,0.72
ro809,76.95
me331,5.3
ch1677,6.02
sh620,100
ma1596,1.83
ch261,100
ju1562,0.01
ch418,73.21
ma551,13.04
de407,70.84
fa180,94
no1489,49.76
la195,91.52
bo545,6.46
ly1410,86.39
ad1191,66.63
sh230,71.13
an595,25.99
la166,100
ir696,18.11
ri750,3.97
ro1034,76.64
zo1192,40.41
vi1409,57.77
de1317,70.11
el1254,87.59
ji775,35.63
za303,100
he1584,5
an1216,2.34
ti823,56.13
da439,45.07
jo405,9.42
lo941,100
dw1214,16.89
pa1147,7.7
ad914,84.16
ad1710,3.4
je1523,0
ma164,6.28
do1626,0.07
ma1144,61.64
el1124,68.31
su1344,100
mi41,95.25
do705,40.37
la1595,7.43
dr36,26.03
co135,100
ne336,5.21
al393,86.1
br933,86.2
al87,72.88
be632,58.96
ma75,87.87
fr989,86.67
ca1112,82.24
fr635,2.36
ce691,86.32
ca471,39.99
de1465,39.04
an679,0.09
ar1252,3.75
an670,12.77
em1494,70.43
ko1267,93.39
ma1178,100
ve528,0.26
ko1554,2.72
li1663,1.11
id268,71.53
na915,100
et187,56.84
el621,23.84
wi327,7.27
el378,80.98
er1268,9.16
al868,52.62
wa1307,100
ma1116,8.04
we984,89.82
wi1389,76.92
de400,1.69
ba543,6.97
vi495,100
bi1382,7.19
ed1017,83.99
we243,0.38
je734,100
je826,46.36
jo167,83.81
sa340,4.48
br105,78.88
er669,82.66
co33,51.96
ju1221,5.19
st1421,100
gr1256,81.18
sa1341,92.21
ch552,14.74
ni85,85.3
fr642,71.93
vi143,100
mo1074,100
ro697,82.18
de1521,2.7
ca714,86.22
fi1667,0.24
ba91,9.67
an488,81.29
ly479,24.25
ma239,81.74
br314,10.52
be1491,7.64
ra1212,1.94
re9,100
ru395,100
fi1037,89.94
di1428,45.64
ta940,76.7
je1598,4.14
gu317,100
el1648,3.93
br478,95.78
re1217,18.48
or328,100
ju1187,98
ge893,70.09
da118,2.77
ma540,28.77
ea653,100
ma965,54.5
pa720,44.41
la1635,0.31
al1355,61.53
jo1023,0.45
ru1737,0.06
cr1156,5.08
ja742,1.77
iv1714,5.33
ja584,93.34
ja202,60.95
ni130,24.07
sa175,23.86
sh759,85.87
da46,88.86
re740,95.49
ar1530,10.81
de1314,4.54
ch531,8.75
hu356,6.2
fr1155,91.84
ch55,100
da1118,2.46
le229,6.53
bl686,27.43
ju284,87.22
he1332,18.41
di210,8.19
po1134,92.83
gr291,46.38
ro131,100
ga231,64.28
sa644,0.83
mo1076,87.25
ne995,98.83
oc836,100
tr884,100
ma585,100
te1190,61.07
ar39,12.57
ir388,5.18
as779,78.17
do253,95.35
al1204,100
sa1505,78.68
ka1071,9.14
ga536,88.67
wi159,0.41
ma1392,75.52
ja544,90.43
ma960,88.91
zo1241,92.4
zu762,100
ha813,11.53
wi542,0.96
ch62,100
ja1602,1.05
ch80,2.36
li979,31.43
