netid,% of videos watched
sa340,4.5
re740,92.88
do89,100
ka727,8.58
sa463,67.8
ad1710,3.41
ma325,27.84
al515,71.6
he852,100
le425,22.01
le28,64.41
tr1081,67.04
da40,75.38
do1451,93.56
ha172,63.54
gr1256,100
sa1341,82.37
al805,54.21
ma1285,83.22
he746,13
jo1438,26.79
ph1649,1.35
an1233,2.7
is37,8.19
te824,76.21
ni1257,88.86
ni1517,0.1
ma1092,86.39
ca1236,4.89
wi190,1.55
lu403,100
re92,21.32
id268,82.24
be437,26.75
al216,62.88
he398,100
su1046,81.89
se986,19.72
je1523,0.46
ma1125,15.15
na234,91.5
ja1165,100
mo1074,100
ce691,78.66
pa127,100
ni85,100
pe271,76.06
tr907,97.27
ke111,56.34
ed1017,87.82
ma935,79.85
ma786,78.12
ya1512,0.49
sh302,29.35
wy54,92.51
bu181,13.92
do1308,18.23
fa865,20.06
tr885,10.8
la173,3.6
do1146,83.63
qu245,100
co33,48.67
gu317,61.02
al1194,89.84
jo1506,26.32
co1342,59.51
pa652,5.64
fo1405,8.06
ni7,8.63
bi643,52.06
ma518,44.11
ri569,55.44
ju107,4.5
je1724,20.02
ma1275,100
sa1388,7.53
ja215,11.56
ti86,86.1
ma1392,62.69
zo431,100
et187,96.06
ka667,5.9
pr796,100
ro399,5.04
ch55,100
po1134,92.27
ka1397,100
ir1393,100
or1182,22.02
lu186,100
ca471,21.02
ce766,79.53
lu1143,90.16
br1209,100
jo485,70.08
ca438,37.21
ab1282,17.06
ke209,54.51
rh730,79.59
ma596,0.95
ch1605,1.63
ke1408,2.89
co1624,23.79
th347,3.35
fr1195,72.87
lu23,85.03
pa1348,81.83
ar1427,97.31
jo117,18.44
fa1396,36.02
el1254,94.04
ad1575,0.8
mo1001,79.83
fi561,13.82
ja168,2.76
ma554,39.7
es82,79.69
be165,8.93
jo1576,11.25
ja918,44.96
al1431,10.96
ga536,73.1
bl686,48.02
fa1412,1.51
al957,100
ja1684,2.44
mi1693,28.65
er296,100
da1613,3.55
ro697,77.75
ju1015,1.61
re943,68.75
ja753,6.5
do944,92.31
ma408,20.22
jo559,0.68
le120,31.04
ma417,95.23
di1428,57.36
ho1466,40.89
na1519,1.87
mo278,54.5
ti748,73.91
ch738,4.4
al1204,100
ch1411,2.14
cl392,100
al868,28.69
br314,43.29
gu811,8.55
la1528,5.39
ly1410,86.28
la1057,1.06
ci1339,23.39
do1723,0.1
ga231,30.39
es1,100
jo250,49.3
da110,3.56
el616,2.34
ma563,36.69
ma1374,2.37
ru395,100
la195,88.5
ri1606,0.57
gr903,9.47
la166,100
ca947,2.58
le319,100
ma75,100
ma540,43.93
fr635,0.83
al87,100
ro1087,100
be77,21.05
lu323,1.69
gu1247,61.53
de939,45.83
ge26,100
li390,69.04
mi592,100
ha789,100
te1070,7.99
el1064,4.92
jo113,2.11
sh1627,1.44
ra461,2.02
so961,63.56
ja202,84.06
he78,18.76
wi99,100
li1258,94.97
gi963,100
ma1144,100
ma1047,84.73
li905,100
le1060,1.82
za189,100
ju1316,93.7
el1648,0.99
el247,75.1
da1118,3.22
ez320,39.16
ja467,3.15
le1637,10.5
jo66,80.74
pa739,69.97
re298,9.54
ma872,100
de1317,34.03
el1124,79.65
be632,80.5
jo1336,53.3
ji775,43.02
lu1035,81.37
ma965,28.18
ja1025,80.08
ca671,100
zu762,100
jo222,93.93
ma585,100
ba1288,67.52
ma239,68.79
ra698,91.78
la449,89.08
vi495,100
an354,53.36
ma1206,4.23
ar1711,0.17
ev456,29.89
ja544,66.68
sh620,100
ti6,78.81
ty1085,91.06
qu174,2
ma444,4.2
da439,87.24
je1598,7.19
pe203,30.82
sh938,1.93
ag238,80.97
hu1270,44.48
ju64,84.84
wa201,17.09
ph462,100
be709,4.56
ma164,24.76
li877,79.3
mo1076,55.56
me435,95.08
mi1458,17.11
br469,6.58
ja1058,100
cr275,5.35
is1442,86.21
re1217,38.83
ha1441,59.06
re1378,42.05
an603,98.99
ca1454,100
cl1304,2.32
ga733,74.91
an1394,51.33
fi1667,2.58
fl752,71.91
cu116,18.85
br1103,93.72
el1481,100
iv1215,58.41
gr513,70.24
ri958,44.36
se1009,92.41
ma1596,8.18
la1595,6.36
he745,24.9
sh1548,0.14
em1500,100
lo941,100
te1038,23.98
kr1472,45.24
an280,19.65
ra1673,3.61
me267,100
et1201,90.37
xi675,61.51
ke937,100
la976,50.04
ot848,64.97
or328,88.87
ko1356,78.62
la1635,10.93
al1355,66.79
lo205,3.3
ga659,91.78
de1465,69.28
va10,100
ja1132,96.29
ka1364,95.64
jo140,2.69
ro457,3.03
bi1674,14.12
co1213,100
ri1106,65.76
ch261,100
fo1029,100
ja924,100
jo1639,6.14
re9,100
ro1563,20.56
er669,65.13
mi185,6.34
gr291,12.64
sa1505,92.48
al1612,2.27
do1626,0.14
di530,77.74
qu504,63.98
wa1495,0.34
