netid,% of videos watched
na402,3.31
ma1178,77.36
el776,27.18
ji775,28.81
zo1417,31.06
da1174,3.32
ca471,69.59
am1543,0
so961,48.83
ga659,96.57
je723,0.17
ce691,91.07
ju178,2.79
je627,2.73
sa782,62.96
lo816,2.58
ma1044,1.73
ma417,88.6
jo66,88.83
wi1660,0.06
ab273,24.57
ja168,0.33
gi468,23.01
ni1517,3.73
co949,76.34
ke111,100
ru1737,0.13
ma960,100
co1475,54.18
to581,93.8
ca714,100
wa1073,15.7
al87,100
tr370,4.86
sh759,100
li877,26.95
pa739,100
wi5,80.81
he745,37.44
ch1605,2.19
ch61,61.51
ga536,74.71
ar1427,79.33
ja1684,55.09
mi1590,1.01
ro1034,43.08
ca251,25.5
ar1530,1.51
th721,15.79
pe203,29.84
os13,94.04
la65,74.27
me602,60
iv1714,0.02
na1358,5.93
ne995,79.1
da1365,45.36
la1720,8.21
fr642,78.72
ge648,33.58
ag238,90.88
gu1247,87.22
ar683,94.72
ty1085,82.67
le319,100
an354,41.17
ni85,90.82
ca833,20.68
br353,82.86
fr452,5.05
ka1566,12.84
ga906,59.21
ja584,90.19
er541,45.77
el1448,75.07
ro158,13.67
zu762,100
ce1546,1.64
wi618,84.82
al1355,45.88
es1,100
ge501,43.4
se1009,74.26
ju631,13.36
ed1696,22.6
ma1275,100
la1556,0.72
ta737,87.4
oc836,100
me267,86.62
tr1694,0.58
jo1576,2.08
ne529,50.45
ge893,88.85
la1528,13.1
kr981,6.82
gr1256,100
el247,83.13
ra461,5.53
je673,17.41
ke1292,100
st1421,89.96
le28,93.79
em806,5.31
al957,82.33
so212,9.62
te824,83.61
di1428,27.89
er490,2.33
lu553,76.87
gu310,93.09
ev456,32
pr796,100
re740,88.82
fr989,80.75
ow1043,51.15
pr781,0.05
ca1048,40.61
ev176,61.52
do944,69.52
cl115,14.64
le851,100
sa1158,100
ja76,6.74
ma1686,5.75
ri1106,100
li1258,61.37
de407,30
an693,48.43
ma1346,1.03
ru1330,2.46
br314,62.2
bi1674,3.91
br1514,0.06
ti1137,87.1
mo847,74.96
an1541,5.04
ma60,100
el604,100
gi1508,50.51
jo485,70.3
el1338,9.01
be1406,94.47
ti6,97.92
mo1387,49.99
al216,39.48
br478,91.86
ma1285,87.47
st42,2.96
do1308,27.47
na915,77.61
ma798,14.59
er844,0.73
et1201,98.19
de1659,3.71
he256,13.97
me1622,29.5
el1648,0.66
id268,67.3
so367,10.16
ma932,10.3
an1259,9.79
li1663,4.96
sa175,43.09
ro457,4.12
be437,19.13
br1103,83.54
ce1049,0.3
ni1418,49.89
ly890,60.27
ro831,19.16
da129,8.42
pe271,86.21
ri958,33.53
za303,100
an687,100
jo1023,1.42
le1284,88.55
je826,36.15
re1378,32.03
ni372,30.25
es1272,15.35
ma786,99.21
ka1166,1.55
al868,41.45
ja924,100
fe1159,21.68
vi495,100
fo1029,66.5
in593,0.85
ja1165,79.97
la123,100
ro1563,15.18
re724,32.44
wy260,1.23
me445,84.22
ma935,77.33
ce1312,93.09
me90,87.43
em1494,75.28
ju546,4.59
ja918,60.33
tr884,100
gl154,54.01
er769,2.06
th335,4.38
ch261,89.1
st500,5.7
da40,60.58
su1248,10.47
dr413,48.11
en919,0.09
ra1000,8.17
ho1466,12.64
ti744,18.6
je1177,15.35
wi707,82
al217,2.26
el1481,83.39
do89,66.02
ca892,13.54
re1217,45.35
ja1058,85.6
bi643,83.45
ez320,28.45
an387,7
ni130,22.66
ju876,96.33
ch418,78.26
co135,77.09
br1381,6.63
ea653,94.01
sa754,0.45
jo222,81.09
or1182,57.65
cl392,100
ed1055,2.07
wi1249,75.93
ma1144,74.9
ab1434,0.75
fi1037,72.51
je1609,2.94
ty301,0.61
ro1087,75.18
tr232,88.97
ar1185,88.8
ma872,100
co1213,86.17
la525,3.07
ab1588,1.68
sa1341,59.04
de514,4.72
ru51,70.03
we573,72.23
qu605,14.84
ma239,72.76
we243,6.53
mo1001,80.18
au279,73.43
ke937,100
be198,76.26
ma1415,86.7
br1209,74.68
ch1677,9.46
na1298,89.08
ce1679,12.62
un204,100
lo1650,5.75
te1190,37
qu245,100
sc1398,27.88
ab330,82.79
gi963,100
ke1130,42.99
bo849,74.86
ja544,75.42
do829,94.03
ko1267,88.9
be632,67.76
je1598,0.66
we984,66.04
sa1388,15.32
wi1371,5.72
bl95,17.18
jo1193,65.48
ta1231,10.22
gl1688,0
ja713,2.02
cl348,71.62
op498,82
mi1693,6.97
jo911,86.29
jo832,21.86
cl760,98.19
pa127,100
ji1464,59.42
an679,10.25
ca898,83.07
mi1718,0.77
ar1711,0.02
fr635,22.41
an1390,69.94
jo167,83.64
de819,100
sp155,100
ki442,8.24
da1655,15.41
wi190,9.86
fr1462,5.2
ra18,5.83
le389,10.97
ha1441,23.39
fa1443,81.33
ma1596,4.75
ad1710,1.26
sh1627,6.01
ir696,10.73
ju1316,95.22
ha813,1.47
ko1554,2.28
me435,63.23
ed1281,42
mo74,0.81
sc1225,6.49
or328,100
ju1359,0.12
an1233,8.42
di530,81.28
el1124,100
an1394,28.59
et187,74.01
lu23,72.65
wa992,100
ma1374,14.14
pe651,3.11
ch55,100
ti1022,97.07
fr1195,17.12
mo1074,88.03
ka385,29.76
pa1348,70.46
cl1030,47.57
al1501,21.97
to1363,100
ca1122,63.86
li1153,21.44
ar904,84.55
bo465,53.27
sh334,26.35
sp474,100
lo1008,72.61
ko1356,94.53
li655,49.29
fe1456,100
pa962,0.03
ro1149,4.54
he852,100
zo1241,90.95
ra1430,100
jo1084,29.14
el378,92.62
em423,95.8
zo1192,18.03
tr1467,2.57
ro570,80.75
ji249,6.99
na1519,4.51
we1646,1.84
ei38,100
ra725,15.36
ka1397,100
mi459,100
jo250,70.31
mi1458,47.35
ja1602,0.17
is1442,51.52
ki4,1.02
je1724,14.74
ca947,3.66
fe240,100
li390,73.61
cl1425,7.75
vi1200,97.43
gr513,93.92
de939,41.74
co1342,49.41
ro818,15.71
fr1155,76.5
iz1621,0.48
as122,5.29
de1521,0.42
es82,73.09
qu504,95.77
jo1639,0.47
er296,100
hu235,100
re9,94.7
da439,83.22
