netid,% of videos watched
ja1618,3.95
ca892,0.02
sa1505,84.03
ev456,51.63
ot577,9.28
wi618,81.98
lu403,100
ma786,78.01
ma965,58.93
ro1087,100
ur661,25.48
ke111,100
br105,85.25
my702,14.69
sh759,100
el1124,100
so961,14.4
ez810,6.05
sh620,100
ko1267,100
ko1647,5.16
br933,75.89
so863,11.26
ro809,91.11
jo485,96.37
ma556,100
tr1467,2.33
ma239,96.11
el1345,2.99
ja1684,0.95
mo1076,85.11
ed804,0.09
ju64,92.02
wi1660,16.31
ar873,5.41
pe1597,2.72
ma563,37.65
na234,100
iv1714,5.55
el1448,100
gu317,100
ke812,19.97
br1203,29.35
ji1464,92.53
dy1520,1.73
le1637,1.51
gi963,100
el1254,71.4
ch55,100
sh302,33.78
an1259,47.93
sh230,100
va10,100
la1556,22.79
te824,76.83
gr291,24.17
ch996,77.7
la166,100
ju977,10.31
fr989,88.3
fa920,5.99
ch568,64.3
na915,100
ja711,9.41
al1204,100
jo1336,53.83
el1064,67.83
as779,100
os13,81.77
to1363,57.51
le851,100
tr232,81.38
ka1397,91.5
zu762,100
wy54,85.71
la195,79.98
ca1207,5.95
lo1141,4.61
do1146,81.62
fo1029,89.64
te1401,100
co949,95.29
br478,86.03
ru1330,20.4
de930,0.68
ma1596,1.39
lu157,2.17
el1648,6.59
al393,92.61
de819,81.03
li905,100
gi1508,47.07
cl1030,46.62
ca671,100
ve682,14.86
le1171,74.39
di1428,70.18
en475,72.7
fi1667,1.84
ri1106,100
lu1035,77.41
zo1192,40.46
te1038,43.31
jo167,67.22
si966,25.09
jo222,85.53
ed1696,0.96
de1317,81.46
mi1718,2.78
jo832,2.46
li1486,1.8
be198,57.84
or1271,92.04
ar1427,97.16
en919,1
ev176,100
ab273,42.35
ma242,100
co1213,100
br314,57.2
id268,92.26
sh1453,79.9
ma417,70.2
sa1380,2.53
ad861,9.94
zo431,100
cr357,7.37
je1561,0.05
ha1202,78.82
ma1275,100
ju178,4.39
ja584,80.58
re724,18.81
de815,9.66
cl348,100
an1541,1.82
ma1144,100
le389,12.3
tr884,100
gr971,67.92
ju1316,100
na1298,56.49
al1355,33.79
ch418,68.04
ca1385,4.08
ow1043,69.64
ja924,64.43
es830,3.11
ti86,100
jo145,100
he852,86.21
or1182,41.89
wi1238,77
al87,100
wi1249,57.14
de939,58.04
no1489,47.14
ca471,73.62
ha1441,28.07
mi1458,62.81
de400,1.93
li877,43.51
un204,100
na397,77.05
su1239,4.43
ma1178,100
ti748,84.86
ma1140,6.11
am858,2.44
mi1515,24.66
br1209,100
la1349,4.4
ly890,49.76
do1451,100
ed1281,57.13
co1104,64
fe1456,100
em1260,10.03
st828,2.99
ka1364,86.08
pa739,100
be108,84.07
ve373,6.95
al649,70.25
ma1708,0.39
ma518,6.84
fa180,62.37
ja918,70.56
sh1652,1.43
ro831,6.95
sa644,1.86
th224,4.28
ca1311,89.61
me90,94.71
je826,40.13
ke380,79.08
el247,91.29
ch62,100
ma480,10.89
da1365,27.04
ja1058,100
lu1143,100
ru395,100
ta940,88.67
ka1733,2.83
de1521,1.87
ri569,44.53
ma1392,79.04
de1314,3.67
ma114,98.98
ho567,0.34
re953,100
is808,1.43
mo278,26.4
bl686,55.19
ye1323,10.3
fr642,91.15
gu151,78.05
ke209,79.67
me1622,1.33
ic292,5.05
ca1112,91.61
ha172,86.29
ga659,87.98
ph1649,4.55
sa782,64.27
ev692,1.62
ju1187,77.81
iv647,100
ce1546,11.94
ev1670,0
bi1382,19.33
wi327,6.39
kr1162,19.9
ju1562,0.52
do253,93.96
vi495,100
do1723,0.45
al15,4.59
em806,2.21
ar1711,4.01
ad1710,0.1
sp777,11.05
la945,90.45
ra725,25.23
ma526,10.84
ne529,100
em423,88.24
ca1122,96.52
lu186,100
gl154,93.5
me602,55.54
ad1575,0.13
je1598,0.08
jo1576,0.98
cu116,39.77
ho1466,24.27
pa1045,5.54
he398,100
lu726,100
fe240,100
er296,100
mi185,10.81
an1390,100
ph462,67.73
sh481,25.28
ir1393,100
al216,15.46
iz1621,11.26
ja544,89.43
la65,100
sh1555,10.63
jo250,56.77
je673,56.46
la123,100
gu1247,70.73
bi1674,1.5
co1624,2.42
ba497,3.81
lu1251,0.17
cl69,85.19
el226,6.46
je104,80.14
al805,64.89
de1465,31.73
br353,100
fe1159,29.81
br499,6.09
al957,100
jo66,74.96
ra1673,3.55
an687,100
ro1034,82.24
co1475,50.65
ra638,76.04
am1543,0.27
sh1548,2.92
ni372,30.31
al1612,10.48
bo197,6.08
mi592,84.68
ty1085,80.43
wi1296,20.26
tr887,13.28
mi459,100
ma1346,20.25
ru1737,6.71
co135,100
ja1165,100
ma585,74.33
br1514,13.47
fr452,23.7
ly1410,81.24
po1134,68.27
ad914,81.19
be437,47.13
op424,15.64
al1194,92.47
go150,9.39
mi329,11.41
ja168,10.95
ju876,60.45
la976,25.44
os236,6.56
ka1570,18.72
br821,1.72
an280,3.45
ba543,5.8
yo1289,45.68
gu310,100
fo1405,48.95
da1613,7.64
ei38,100
tr907,66.04
la449,79.53
ni1257,81.16
an488,66.13
be1406,87.59
ca606,8
al868,18.4
em1500,100
ra1429,22.86
ch1677,35.95
ja101,19.24
ce691,82.58
re1217,22.34
mo1074,100
an736,2.09
ma872,60.14
la1528,0.13
ca898,78.73
ra18,3.06
ch261,100
ar1232,8.37
he78,7.83
fi1037,99.51
li1663,3.22
qu245,66.65
la1720,29.25
do89,100
la1253,1.83
ga231,37.38
ru51,73.76
ca947,1.3
ch88,6.48
iv1215,54.1
lu23,73.41
el621,46.04
be77,69.11
ka1566,0.48
ma1474,16.13
sa1158,82.01
ro967,1.48
ot848,57.65
ce1312,100
ta737,100
ni130,44.68
pr796,100
es149,4.74
he745,52.83
he1584,0.61
kr1472,52.52
ma1686,6.49
pa127,100
di1319,6.28
vi783,4.05
me445,90.44
ar410,100
mo847,29.6
ke937,100
br1103,100
we1646,0.82
be741,5.89
ma1047,68.63
et1201,47.47
ke1130,18.62
fi561,3.46
pa1403,11.21
ma960,100
je1609,0.14
le582,6.33
sp155,100
eu1036,100
je1523,1.18
