netid,% of videos watched
pa720,57.8
lu756,3.43
gr162,9.82
mo96,3.22
ad1191,100
je1360,15.98
ja1618,29.33
jo871,96.8
cr357,6.94
br933,81.32
fo1405,42.22
ce691,80.63
lu768,9.56
ju546,10.15
jo1084,27.64
ka1370,17.43
ke1490,10.4
ja1132,100
co1624,3.88
co622,67.79
ke937,100
gr291,76.52
la976,31.29
au279,70.35
ru1737,7.21
la123,78.18
do1626,0.31
ol613,13.81
ce1537,0.12
ma325,61.1
ma1474,1.25
wi1389,78.06
da439,92.69
ra698,69.86
br1514,2.15
sa175,42.91
la449,66.72
mi1590,8.13
we1646,2.12
ra725,25.79
da46,87.83
li345,12.25
cl1030,56.62
wi21,19.43
ma1092,90.67
tr148,1.58
ma554,55.68
ro809,95.2
le120,42.59
za303,100
ti1137,100
ab273,31.51
jo250,56.98
iv1714,28.22
gl47,4.41
sh1303,40.86
ar1530,0.9
ca671,100
ju1359,11.9
ma1144,100
th224,6.78
sh230,100
mi592,66.31
sa1505,71.15
jo1438,64.97
el1334,26.13
hu235,100
ha998,6.45
xi675,16.72
ma857,12.16
gu317,100
li1153,63.22
si1329,1.51
ma75,92.91
re740,74.92
do829,86.24
su1344,100
ji775,48.51
sh481,7.23
iv647,100
va10,100
ju1187,86.5
au511,0.93
be632,69.29
ma1392,91.46
la1183,16.34
ma417,97.54
li1335,5.03
fr1195,66.5
ba1288,17.33
ko1647,0.03
fr989,87.02
el1124,100
ja869,19.93
re1378,37.97
lo816,0.51
is138,14.16
ph1649,0.61
al87,100
ma773,97.88
sa1158,100
ho1151,12.32
vi899,11.8
le375,7.24
cl1425,11.61
el378,88.94
mo1001,91.71
di530,88.75
ru1091,19.12
jo1639,2.77
zo451,19.18
fl752,78.81
ma786,84.51
ju1562,3.56
be108,82.5
ke1408,13.48
wi411,3.34
te646,100
ch503,5.26
wh14,100
ma114,94.98
li979,69.4
or1271,96.13
ez320,16.89
ya1512,1.48
li877,79.25
ty1085,97.8
de407,39.8
gi1508,77.58
ca471,72.33
el1064,59.76
kr1472,11.52
zu762,100
ju876,90.43
la1635,17.78
ja1025,36.48
la1556,0.05
do944,52.91
ce1312,52.4
sh1548,5.76
ri1606,0.17
sh1652,0.01
la1349,1.63
yo1289,84.15
pe169,62.12
br469,2.67
ga536,78.65
ko1585,3.94
of1250,5.2
al1079,96.31
ri569,40.46
pa127,100
tr1694,16.47
ne529,92.33
je1609,4.92
le1637,2.67
jo1193,100
mo1076,76.26
ja168,5.39
ev1670,0.03
wi99,100
ki25,2.18
pa141,0.95
lu186,100
ar873,3.49
sp155,94.42
ti6,77.26
he398,100
wo699,8.74
ma872,86.75
ch738,7.37
ab1588,0.03
al515,82.81
do1723,0.12
rh730,70.48
ad914,70.95
ad1575,5.8
ni1418,30.81
ju1316,100
ei38,100
or1182,42.96
da1613,0.03
an1108,5.11
ma788,8.45
pr796,100
am1436,1.17
ni1517,9.51
al1027,10.1
gr513,85.05
lu23,87.27
lo1141,6.79
ro1563,4.38
tr232,74.47
we573,41.05
ce1546,3.81
fe1159,31.7
fa1443,64.36
be878,33.6
gu310,93.6
ti86,100
vi1407,4.49
st828,29.84
ta940,80.97
un204,100
jo145,100
ir388,2.08
al1355,40.15
pa580,4.86
mi1515,9.31
tr1081,72.71
st311,26.49
ly134,87.34
pa1348,100
al957,100
zo1192,68.66
na1298,71.19
ma1708,5.76
ca898,70.9
cl69,83.5
od719,2.19
sh620,100
an595,1.61
es149,1.31
ma1686,1.09
ly1410,75.02
fi1667,3.23
el615,15.44
as1170,5.64
gr971,100
br353,100
tr907,75.19
ar683,88.17
me1622,4.81
ni130,46
da1365,51.55
pa739,88.67
be198,77.83
ko1554,8.24
li286,14.17
iv1033,7.04
de1465,46.68
ot848,80.98
ca714,100
va1154,18.58
ma103,12.01
ja1684,0.66
ca833,16.88
ro1087,100
ar1711,11.49
et187,85.92
te1038,32.27
an354,55.58
re953,100
li905,53.68
ja1058,100
ly479,4.76
he1584,0.05
ro1175,13.61
lo205,1.98
ch1605,5.59
ir696,8.82
ga659,86.75
el247,59.57
do1114,100
re92,7.12
je1598,2.46
el1002,7.7
wi1181,9.31
hu1270,54.66
el1481,100
do705,53.91
la1528,3.1
da1655,3.48
sa340,16.08
ly890,80.77
oc836,100
he852,100
ra1430,100
an928,11.34
br821,6.53
by1455,5.27
do576,5.7
pe572,4.98
pe271,94.5
la166,100
ke380,92.58
fa1396,28.04
me90,78.4
an488,85.75
sa782,81.52
ch568,86.13
qu245,100
ke111,100
le1284,88.59
ed1281,36.99
ch61,77.56
ge893,85.77
ev176,100
ke1292,94.07
sh1555,6.77
lu726,100
di591,3.91
et1201,80.89
fr1028,5.27
co1261,11.14
ma60,81.54
or328,100
wi5,95.03
br314,38.66
li390,63.51
fe1456,100
ke812,9.09
mo278,48.27
ja1165,100
la65,89.87
ma960,100
ru455,18.45
ri1106,71.62
no1489,26.46
ar1427,68.65
ma1596,0.04
ro1034,94.24
ka1364,69.71
em1494,75.6
ce766,89.44
ga231,42.79
co1104,65.18
ch418,83.2
ev456,24.19
ve997,10.59
br1203,23.58
an1259,30.54
da341,3.85
ra461,1.27
ch1369,100
ri1361,100
co135,100
br478,78.68
el1448,82.1
fr1155,86.98
wy54,89.05
sp474,100
ar904,100
ur661,48.46
ha789,100
te824,80.98
ju64,93.12
je1561,0.86
ro131,100
be77,37.68
cl392,100
je104,68.92
ha1441,53.41
lo1650,4.17
lu553,100
jo405,1.33
sa1341,90.73
es82,91.57
za189,100
er669,77.97
br1103,76.91
me1531,1.66
da40,100
jo167,90.95
bi94,6.34
th721,9.36
su1046,77.66
vi143,96.83
ed804,1.39
an1216,5.25
do1451,100
lo1008,79.19
ra1673,2.71
jo1336,10.84
gl154,90.56
sh909,0.81
mi459,100
ka1570,16.73
ha172,97.05
ru51,82.81
ro697,78.99
el604,100
al1204,100
to1363,100
je826,31.06
ma1178,84.45
ja202,87.6
io34,0.75
je1177,2.06
le1171,91.85
cl1306,17.62
ka1566,5.36
st1421,49
gr1256,100
ma1044,17.48
id268,97.13
ar1185,91.94
la945,94.95
ti748,78.49
an1394,51.96
qu504,100
jo1469,1.92
se1009,88.03
ea653,90.69
br1209,49.43
na1519,6.94
ma1140,9.91
je496,0.75
iz1621,1.6
ir1393,100
mo628,0.93
co949,83.7
fr1222,1.3
lo394,100
sh759,100
zo431,77.11
da1160,100
gl1688,2.95
ad1710,5.18
jo832,15.25
ca184,10.42
jo1416,1.02
di1428,63.7
jo222,74.38
ho1466,63.17
da129,3.16
ja1602,3.41
ad861,13.49
ca251,30.62
eu258,17.27
sh302,19.05
ge26,100
lu1143,78.79
le255,3.98
ni372,72.17
tr884,83.86
ja918,10.45
sh334,4.69
do1599,0.35
ha1202,100
ju284,90.61
dr413,49.4
lu1035,95
fi722,4
cu116,39.25
pe1597,2.62
jo1506,26.34
ma1205,17.95
re724,68.37
co1213,82.21
is1442,84.43
ma556,100
ra1587,2.05
ma242,95.9
me435,71.78
eu1036,100
ti1022,50.49
el1648,0.22
mi1458,15.64
am1543,10.79
em363,5.66
ka1733,0.08
ch261,100
sh1627,1.82
de939,38.81
ow1043,17.59
mo847,22.62
co1342,55.94
jo1576,2.12
li1663,2.5
al1612,0.29
ne336,7.92
ma563,62.17
mi1718,0.02
vi1200,100
de1659,16.93
jo66,76.8
le729,1.28
na234,100
ch55,100
fr635,2.54
wi618,95.92
ma935,89.85
al805,27.16
ne995,96.1
br105,87.91
fa534,2.64
je673,46.61
ni1257,62.78
jo485,75.52
an280,12.63
st489,0.15
we1218,14.5
te1190,29.78
he745,50.45
bo849,90.37
me602,40.45
da118,1.38
bi643,50.58
me1223,4.48
de948,13.58
rh901,27.1
wi1660,0.65
ca1122,94.92
ja101,17.65
ch1677,8.29
pa962,0.39
ab330,68
je1724,22.25
os13,88.47
de1521,0.38
vi891,2.28
ti823,27.28
ca1048,62.2
ge501,43.83
sh109,5.31
ge566,25.84
ma540,54.32
na397,56.67
gi963,100
hi1234,100
ed1017,46.85
el30,7.99
fo1029,100
wa992,100
al216,67.81
bl686,56.86
em423,88.51
em1500,100
fe240,100
ko1267,81.82
le851,98.13
jo140,1.19
ca1112,92.48
de1317,58.89
em1230,90.54
ke1310,0.84
ag238,67.87
le28,67.94
ar39,9.95
ru137,0.47
my369,2.86
tr674,3.59
an156,94.01
ra1429,16.24
to581,77.31
is37,17.04
fr642,71.22
an603,78.02
ph462,100
ga733,90.52
ze1476,26.72
ca438,45.75
lo1420,84.17
me445,100
ji1464,59.84
ed1696,0.01
na915,77.44
je1523,0.08
re943,86.97
ke1130,49.44
po1134,84.78
my1375,43.02
mi1693,5.74
al1194,94.53
cl348,100
ru395,100
co33,5.01
wi1249,29.54
fr56,4.78
vi495,100
ma1415,100
mi41,92
do1146,97.42
te1005,1.56
ma1285,76.25
ma1047,53.64
ma965,57.94
gu151,32.25
is124,0.48
be437,54.37
ro570,86.09
al649,97.58
co1475,67.98
dy1520,2.2
vi1409,9.41
er296,100
so961,43.51
le319,100
ro153,0.32
ch996,96.44
en475,77.98
cl368,10.31
de819,100
do89,83.79
cl760,65.96
la1720,9.26
do1308,26.62
br464,3.17
ly1357,10.13
el621,48.91
de1376,7.66
ma585,100
me267,100
es830,7.79
al393,57.16
bi1674,17.36
ka1397,83.81
wa1307,100
bo197,2.21
ma239,95.71
as779,87.94
gu1247,87.7
an1400,6.54
ke209,54.93
re1217,16.82
sh1453,74.15
ta737,100
es1,85.77
he265,2.31
zo1241,84.5
ni85,100
ma1082,0.43
sa463,85.17
ko1356,59.96
de757,11.49
fa180,78.82
te579,5.85
wi707,60.77
an1541,4.53
ar410,94.57
ea1004,2.18
mo1074,100
je734,100
ca1311,94.82
lo941,100
ja544,78.71
el1254,83.94
li655,78.68
ga906,20.53
be1406,82.9
ja1301,2.63
ch62,100
la1595,21.84
fi1037,87.64
ca1454,100
op498,92.9
re9,63.66
wi1238,66.25
an1350,1.46
iv1215,50.85
is1504,0.2
me324,23.6
jo911,74.6
ma1275,100
ra638,90.26
lu403,100
an693,64.23
ja924,100
bo465,29.97
an1390,100
ta1484,18.19
do253,52.08
la195,91.34
we984,79.6
an687,68.07
ce1679,18.23
kr1162,1.31
pe203,14.16
al219,53.55
li1258,91.18
al207,6
te1401,100
ja584,91.63
ri958,33.31
al868,75.6
