netid,% of videos watched
la65,62.03
mi41,77.53
ge893,86.98
gr971,100
ab273,37.6
fa1443,77.09
mi1068,26.69
ke52,8.87
xi675,28.17
ph598,4.53
ro809,98.96
ma1047,91.77
cy934,0.61
gl365,27.63
to581,84.05
je104,94.32
vi495,100
la1169,6.18
la1183,49.42
mo929,9.02
mi1693,10.83
ma585,100
ly890,81.3
bi1227,16
ho1466,43.3
th803,15.57
je673,48.24
br1103,100
op424,8.45
ma975,2.46
el378,93.73
ne336,19.38
co135,100
ge501,74.7
jo427,5.62
iv1215,42.52
br478,87.71
je1039,2.07
ja1684,9.62
ad1710,3.33
tr170,0.72
ke1130,36.84
ro457,18.91
wi1249,45.92
te824,89.57
el1124,100
gr1256,98.24
jo1384,3.58
de1465,56.04
id268,93.83
we1646,3.7
ru51,84.44
tr1279,6.99
ma965,58.87
je734,54.53
cu116,17.83
li694,9.88
me435,69.49
ag238,88.21
ca339,4.74
or328,100
te142,7.9
em1500,100
he852,100
ar410,100
re1217,60.61
ma75,100
le406,26.65
di530,71.67
gu1247,85.82
we573,38.53
fr1195,76.37
ke209,52.76
gi1508,45.72
ch1369,96.88
le1637,13.89
al217,2.7
re1378,55.62
gi611,9.56
la945,95.43
ad1575,15.83
ru137,16.06
sh1555,6.36
ja202,67.5
wi1660,0.04
se1009,64.61
op498,84.28
ka1733,24.77
ka1570,1.21
ja1025,95.54
mi185,4.37
ca1122,90.31
ko1554,6.44
ca1352,6.18
ju1187,86.79
iv1714,0.56
be108,85.83
ma1178,100
ha789,100
pa79,0.8
en475,73.94
pa720,48.56
ra725,59.69
ma872,74.05
ma1078,3.59
sh1627,5.96
mi1450,1.22
kr1472,36.96
an687,83.92
ma60,74.37
ja1132,92.74
rh730,69.7
fo1405,39.21
vi1409,29.04
ru1737,2.83
sa175,76.61
gl154,60.54
es16,1.97
ty1085,95.47
jo66,71.88
we984,76.29
or1182,22.74
be198,84.22
ta940,83.12
ya1512,13.85
da1613,0.05
ja544,97.15
je1724,0.35
li1663,0.39
ra1429,45.12
co1502,6.24
ma786,85.92
lo941,76.17
ta737,100
sa463,89.36
