netid,% of videos watched
lo816,4.04
te646,100
ja101,69.7
ra638,89.26
do68,13.36
an1394,38.87
al87,100
os13,77.02
jo167,86.72
jo1084,47.86
de819,80.58
ma798,13.57
al199,1.65
bl686,13.78
iv1714,18.36
la65,89.91
fr1155,96.22
wi1389,72.81
na436,16.84
al1194,72.97
da46,80.21
do829,90.64
an928,22.59
ro1087,79.81
jo1576,2.64
jo1193,100
fr452,14.55
sh759,84.18
la1556,0.21
sa175,38.24
li655,79.3
mo1076,87.89
pe169,65.12
ot848,43.45
ma960,100
fo1029,100
sc1225,0.68
ka951,4.13
co1213,100
sa782,89.2
va10,100
ke1292,100
tr884,100
ba91,8.03
ce766,91.42
je1561,3.73
ho650,0.18
od560,6.96
ke937,94.55
ch62,100
sh1627,9.77
ez320,63.85
en475,96.26
ra1212,10.76
pe835,2.31
gr291,47.96
ha520,1.39
wh14,50.16
wi5,91.2
li1663,4.63
ti748,76.02
ar683,100
ma585,100
ro1034,79.93
ca947,0.7
ed1696,6.83
el1124,100
re1378,38.66
er669,83.46
kr1477,10.04
pa428,2.04
be632,83.57
gl47,18.08
ju1187,91.72
ru1737,16.55
be227,3.4
st1421,100
ve682,13.28
me1098,13.25
do89,100
ti823,44.88
or328,100
ga659,94.87
pe203,64.47
le555,14.4
li877,11.86
ce691,98.26
de1659,0.01
ge26,100
br314,67.81
ko1554,6.52
do944,82.71
ma1686,4.36
et1201,73.54
da439,86.25
ev176,100
ru1152,16.52
ch1605,6.24
ko1356,94.51
ag238,75.81
pa79,33.5
ka862,24.22
ri1361,100
le1171,79.97
bo849,81.92
gl365,10.2
ra725,59.57
ni85,100
vi143,100
da1174,15.9
ma1377,17.31
la1720,1.93
po1134,52.21
cl348,100
is37,30.29
sa1505,80.41
no1489,51.71
vi1409,83.83
me435,75.94
xi675,39.4
au279,77.23
an488,54.47
al649,84.32
di530,85.8
tr370,7.56
ni1257,75.42
sc1398,1.48
hi1234,90.33
lo1008,19.11
mi459,83.18
co622,65.68
ch1369,100
de306,10.75
al1111,9.64
ch1404,30.77
od666,1.82
ed804,5.77
bi1227,7.64
ha1202,100
ru443,8.92
pr1024,10.3
ja753,6.78
el776,15.17
el378,74.27
gu310,100
je1598,1.29
ma556,95.82
an693,70.37
sa463,95.3
he1584,1.15
ve528,2.11
ma417,86.25
ch61,50.53
jo1336,64.07
