netid,% of videos watched
li1153,15.6
ar410,89.18
br105,79.37
fr1155,91.92
cl69,67.03
me435,79.31
ju1562,0.34
ac466,12.98
ly1410,78.69
he746,3
lu1035,48
bi922,1.79
ch55,55.25
ph1649,4.7
lo1420,92.78
el1189,3.97
mi1068,4.04
vi891,12.3
or1271,98.47
bi1674,5.39
br314,40.3
et1255,2.02
la1528,0.77
am1543,0.08
mi1590,1.65
su1344,91.95
le1284,78.02
or328,100
be198,89.81
ba1288,26.69
el247,91.97
jo1576,8.07
do972,5.35
sh1652,1.88
ge501,27.3
ad1191,100
tr1081,85.61
ry1305,1.26
ra509,3.4
ke209,67.91
as779,90.66
ma242,100
qu245,100
ma60,88.53
de939,37.02
ha789,89.14
ro1149,3.29
cu116,33.01
to1363,70.81
wa1307,100
an1108,13.71
do1599,19.58
ma1415,79.89
ma1144,100
sa175,51.71
je1598,13.39
do829,86.77
en919,4.99
he78,22.82
co1624,18.14
fi1667,48.34
ca1454,100
ha172,86.72
ed1080,0.2
mi1718,2.92
zo1241,89.37
di530,94.35
li655,78.2
te795,14.33
mo278,36.64
ch503,30.6
st311,36.45
ad1575,2.75
al805,35.17
zo1417,0.16
ma1708,1.65
ez1470,6.55
ju876,76.94
ja869,2.66
ko1356,77.65
em1230,87.96
gr513,90.78
le851,100
wi327,2.06
do1146,80.52
ce691,90.2
me445,100
ju284,90.11
sh1303,22.77
fe332,15.59
de1317,55.21
kr401,8.29
gu1247,90.6
mi41,94.3
li1663,9.54
co1094,0.77
te824,60.23
ma1392,77.64
el604,91.87
ro1087,91.41
ca438,55.26
wa992,100
da1365,25.17
oc836,100
et187,95.71
el1481,64.17
de407,42.29
an354,25.67
ph462,89.91
sh1627,1.55
sh1453,69.24
sh302,53.59
sa1341,86.53
he745,45.55
ce1546,48.07
ti748,85.64
al216,41.81
ev456,30.84
me331,2.49
na397,80.39
re740,82.53
no1489,40.23
gu310,100
so961,39.76
ge26,91.29
je104,94.02
bi1227,12.63
je1561,2.32
lu186,100
be165,10.18
un204,66.14
jo1506,54.29
ha1441,2.22
ko1267,45.53
ri1106,100
na234,100
al393,84.55
tr907,62.28
he398,73.04
co1475,28.72
br1103,63.88
er296,100
ga536,94.83
ma1596,0.37
la449,68.03
ch62,100
bl686,55.33
jo167,80.12
wi21,5.11
ma1047,83.65
fo1405,9.68
ch1605,4.79
li877,46.49
ka379,1.31
do944,89.25
fa180,92.37
na1519,1.3
la976,48.1
or1437,1.56
co1342,44.79
ab330,88.07
ni1418,62.89
ru395,100
ri93,0.66
cy672,16.67
to581,94.18
sh938,2.86
ch261,87.86
be22,5.04
ja202,94.33
pe835,10.76
ga906,14.06
bu181,2.01
ni372,74.5
do1723,7.3
be108,79.52
fr989,77.47
br933,94.72
sp155,100
na915,87.86
ni130,36.72
co1104,62.04
me1622,0.39
wi707,29.6
gr971,100
cl368,15.25
na1298,88.91
lo1008,30
pe169,43.15
wi1389,69.63
ji775,32.66
el1064,61.18
ro1433,9.4
za189,96.55
li1258,92.67
cl760,92.44
ro570,97.97
jo1336,52.6
su1248,7.73
au790,8.33
mo1076,77.14
me267,100
ma556,100
ce1537,2.92
ly1357,25.99
an603,82.55
be48,17.36
ez810,8.84
ro809,93.43
tr1694,10.02
ka1566,1.01
va10,100
lo941,81.83
hi1234,100
la492,3.15
jo1639,0.7
ja584,85.95
pa720,39.88
gl154,74.18
be1010,17.41
ka1570,2.81
la1556,16.25
ca671,100
au279,77.4
ow1043,58.97
es1,100
se1197,8.48
ra1429,61.62
mo847,35.92
jo250,48.29
ca32,34.83
gi1508,67.76
my369,1.14
tr170,11.82
le794,10.76
op498,73.86
be1406,95.73
pa739,100
al333,0.43
lo1650,0.56
tr232,92.02
