netid,% of videos watched
er296,83.03
he398,100
ad1575,0.72
ad1191,100
sh1548,0.01
ma1178,100
my1375,37.41
ro131,100
ja1061,7.97
ma242,100
an1390,100
ja918,50.95
mi1693,0.2
lu1035,80.85
al805,51.05
rh72,6.25
he601,10.69
sh302,41.44
ma935,73.31
co949,65.74
ro697,98.88
ab1588,0.38
pa720,65.66
ca1122,88.74
er669,93.23
ol454,1.48
do1308,44.29
we984,88.28
al957,100
re943,80.66
he852,88.1
tr885,11.03
ca251,34.55
ev456,14.47
re298,10.71
jo832,0.15
za303,100
ev692,0.21
jo1506,17.46
vi761,4.09
el1254,66.87
ly134,94.28
fi1037,77.76
ta940,95.21
ve1299,13.43
ti748,89.29
oc836,100
ja1618,18.22
ed550,12.32
fe332,4.44
de1391,7.32
ce1049,2.37
br933,51.15
sa1505,55.57
br1172,2.35
mi1718,14.31
ca1311,73.9
ar410,100
do1599,2.06
pa1147,15.07
co1104,20.97
li1006,8.85
qu504,100
do1451,100
co1475,66.05
yo1289,27.82
tr884,91.81
ka441,5.82
gr506,4.9
br1452,24.11
ir1393,100
st351,13.51
ur661,45.09
et1255,0.48
ka1733,0.77
jo1193,100
ch312,10.32
li1258,76.65
ar1427,73.86
ti1022,82.64
la1556,16.55
id268,86.82
an488,83.05
le1171,74.08
de24,7.9
de306,8.52
la195,96.04
se986,0.07
la123,100
pr796,100
me267,100
na1519,0.89
sa463,94.19
ca671,100
ed1281,40.37
ju876,90.1
el247,59.3
de407,15.74
do253,71.69
jo485,82.68
lu1143,100
co1213,56.68
ma325,52.02
ra1673,1.15
jo66,71.93
iz1621,22.68
ge501,37.36
wa1495,39.65
lo394,100
br2,5.93
ca420,6.54
hu1270,56.06
ch1369,100
jo167,92.37
lo1420,67.51
ja1025,55.63
da46,88.91
ol613,27.52
er364,5.04
ri421,5.67
al87,100
wi315,8.3
pe271,55.45
ar1185,79.7
gr1256,100
ja1165,100
ge566,34.62
wi1660,0.55
mo278,84.58
st311,35.9
tr1694,13.92
el604,100
sh1453,86.44
lo1650,0.4
ch1677,0.48
la166,72.6
ji775,43.23
ar1711,9.67
je723,1.64
li1153,41.99
