netid,% of videos watched
jo485,95.91
ri1361,100
jo250,39.03
fa1396,43.2
re740,87.22
li390,88.33
wi542,0.8
ge501,42.73
bi1674,0.8
mi1693,1.62
de1521,2.36
an693,59.85
li1663,9.4
au656,11.91
da1468,5.65
kr1472,71.78
tr907,56.67
wi707,49.66
tr232,68.07
al1204,100
be198,85.17
bi1382,4.48
wa1307,100
jo1576,0.61
ma417,89.09
vi495,100
ul664,5.1
da439,81.22
jo145,100
ma60,94.8
ma1346,21.4
ni85,100
da1613,5.92
ja1165,100
tr1467,6.61
do262,24.76
de407,46.31
an595,9.8
ti823,45.09
ca438,27.57
ca1048,56.38
fa920,13.36
br105,83.84
ef917,15.29
le1637,0.81
jo889,13.73
le1060,0.27
ji1464,81.65
ca833,55.28
mi1458,35.2
ho1466,68.99
be1406,68.25
be470,6.04
ti6,82.67
bu625,0.12
jo871,69.79
or1271,85.01
be77,63.87
sh1324,0.27
ja1025,85.5
te824,82.85
ma1596,0.03
an603,85.4
al957,81.35
ka1397,100
je1609,0.45
fa1443,94.38
em321,4.09
so961,58.23
ca606,2.8
ma960,77.59
we984,98.12
co1475,38.35
ma1186,6.21
sh1303,74.55
ra1430,85.31
jo1438,62.24
ja584,87.13
za303,87.64
lu186,82.77
er296,100
te1070,0.6
ba1196,3.41
hu57,1.9
jo1639,0.59
ja713,9.79
ju876,91.65
cl760,97.32
al216,73.46
do1599,11.72
ot848,36.48
ly244,1.21
ge26,90.44
ad914,70.93
be1483,0.65
qu245,75.88
du1413,16.39
do1146,78.83
tr1081,65.87
gr971,100
ja1684,1.19
me1531,0.66
al1355,27.17
gr1256,72.63
te1038,54.46
ei38,100
ru395,100
ph462,100
se1168,8.53
mo278,31.64
ra725,17.66
my450,32.12
ga906,14.55
ar1427,84.93
br933,89.12
ce1537,11.5
ju1316,96.42
st311,46.19
ko1585,2.49
ro131,100
ma1415,100
do829,82.99
da46,83.94
br594,7.22
es1,90.75
sh1652,2.54
jo427,10.37
sa644,6.37
an488,98.05
ni372,34.98
br1103,87.23
ko1647,6.83
lo1650,0.4
ma1092,80.07
ro809,98.24
pa580,3.54
gi963,100
fo1029,90.22
he1219,4.26
me267,69.79
ma242,85.42
ab1588,19.51
es1272,28.67
he630,1.72
ma114,73.02
be437,70.69
ma554,89.67
je985,15.27
zo431,100
ti1137,76.31
la1318,0.19
pe271,95.34
me1622,1.04
ma1474,2.94
ja1602,0.31
wh14,100
ar1185,84.3
sa1505,89.59
di530,71.81
do89,100
je826,53.44
ur661,55.15
ga231,62.53
cl1030,40.63
fi1037,82.49
cl392,64.88
te646,81.46
ev176,100
id268,61.36
es562,4.6
wi618,88.48
ni1257,93.5
lu1143,100
na1298,63.4
la945,72
ri1106,100
ha789,100
ka1364,75.75
lu553,65.4
ad1575,1.95
ma932,9.62
wi1238,97.48
ju64,73.09
ma1044,0.56
un204,100
an1394,60.35
de1376,0.03
fe841,8.41
ma1708,0.08
la123,100
ce766,71.67
ha172,91.24
pa127,100
su1046,94.18
se1009,92.56
ra1673,6.71
la1183,16.39
le425,9.5
le319,100
he1584,15.93
au701,1.72
gr291,51.02
ke111,100
ko1554,0.93
ma1686,0.01
jo1084,40.12
ra213,7.43
ma585,100
am858,3.62
se881,15.03
do1451,83.67
ma1392,80.92
el1124,85.79
co1342,44.63
ke52,2.18
ra1587,5.66
ma1295,5.53
sh1627,1.93
tr884,80.85
ke209,13.13
ga536,76.66
do972,18.94
be785,4.76
wi1249,29.31
be108,97.03
la1169,3.91
ar1530,0.84
le375,4.77
ma965,66.51
br314,37.88
as779,69.45
ro1034,83.54
el604,67.75
an687,100
vi891,9.92
ke937,77.78
or328,100
od560,0.59
ne995,84.43
bo849,73.12
jo1290,11.59
ju864,5.14
sa1341,90.61
ke1292,100
hi1234,73.37
ca32,6.88
ka1733,8.97
cu116,33.68
re1378,22.26
sh759,100
vi1409,50.76
mo1076,93.92
ne161,1.87
ne867,1.44
fa180,97.23
ja1132,79.77
al1079,96.65
je723,21.11
ti744,14.49
ti748,88.3
ch1369,100
th721,6.31
kr1162,19.66
fi1667,0.02
gu151,31.36
lu157,3.5
fr989,83.31
jo911,73.47
ad1710,1.93
ta940,86.87
je673,36.27
ca1311,71.28
pa1045,3.27
ta737,100
sa1388,6.15
ga1056,4.03
ar683,82.64
na234,95.33
re943,93.62
do253,83.57
ev456,44.34
gr513,86.27
ro697,90.07
ya1512,0.38
ra1291,2.59
fo1405,26.07
ma935,82.86
th803,14.82
bu1367,12.86
ma1144,100
mi1590,0
ar1711,2.82
mo1074,100
da40,93.71
br1209,98.28
em1500,74.09
ho1151,21.45
am1543,0.01
ev1670,0.25
wy54,85.45
jo1193,100
el1448,100
er669,95.95
ed1281,43.9
de1659,1.78
dr413,42.2
da1160,79.55
la195,88.16
co1624,8.32
ce1546,14.38
al228,4.73
ka1566,0.56
li905,100
mo855,2.31
ab1282,23.92
ch62,100
ba1288,74.38
el621,34.7
be1113,26.06
or1182,58.69
ze1322,13.8
sa695,2.16
te1190,28.49
da607,10.25
an1541,3.26
rh730,78.31
em423,74.73
ma239,87.76
