netid,% of videos watched
ze1322,15.17
he49,5.94
to1363,100
jo222,94.29
me1531,0.39
ma935,82.75
jo485,83.86
ma585,100
ma1178,100
ma554,40.6
ed1080,4.92
ma975,4.92
an387,10.91
zu762,100
sp474,93.58
pa428,0.85
jo1395,4.7
ve446,10.29
ne161,10.73
bi94,13.94
co949,64.46
ja1165,100
fr642,81.46
je826,65.91
te1038,66.75
ja544,87.81
fa920,13.25
ga231,26.6
ma146,4.92
iv1215,54.61
oc836,100
la1057,2.66
da40,92.81
el414,9.6
ko1267,94.96
de819,100
el1338,15.08
ta940,96.07
wa1307,100
su1344,90.72
op498,57.72
es1,100
de407,44.04
mi1320,16.35
ke1130,31.17
ar1427,96.25
lu403,91.99
ci1339,2.73
al515,86.27
ja711,17.79
li433,32.07
ka1733,17.36
co33,45.1
is1244,14.31
br105,81.88
le28,93
ly134,89.16
os13,81.45
sh1555,0.44
fe841,3.06
ju876,67.11
br1203,51.63
da439,87.22
an1390,97.96
ti1137,100
el604,78.46
ca471,40.3
do68,11.8
li390,92.25
in593,2.45
kr1472,23.02
lo484,26.93
op424,4.11
re9,100
ca898,65.1
fi1667,2.44
ei38,100
ea653,100
ta629,6.4
ra1291,12.13
fa1396,28.2
my1375,35.06
ga659,79.53
ev1670,3.25
le1284,45.93
fl752,72.3
st1421,100
el654,6.82
ba1288,34.96
de1314,6.41
ke1292,100
re850,0.43
de1391,0.46
fr1222,6.05
tr888,25.22
la195,88.92
tr170,12.3
pa1045,4.61
fe1456,100
br478,77.23
em1230,78.17
lu726,49.75
an693,31.55
la976,35.78
bi1674,0.63
ja584,65.94
je673,68.17
ri958,16.23
er490,9.21
mi1590,0.04
ko1647,13.17
ra973,2.48
dr413,14.45
tr1694,0.04
da46,64.28
em1494,90.04
lu1143,100
ph1649,13.39
ta737,95.68
ma1082,25.89
su1248,7.57
ca1236,5.15
jo1469,6.22
ch418,93.5
ri1106,100
la1556,0.04
sa1341,85.2
ve1299,3.63
sh1627,4.85
za303,70.51
co135,100
le1171,93.37
co322,1.9
gu1247,87.47
ju1316,100
mi41,93.48
my369,4.3
ab1588,0.86
ly1410,58.32
ba633,2.22
je1561,0.03
do1114,87.51
ra725,45.82
ju284,80.77
su1046,63.1
or328,92.28
jo1576,0.07
ad861,7.48
ta1484,1.76
wi707,25.49
no1489,18.57
ti86,100
lu1273,16.64
na397,93.58
ch55,100
or1182,24.8
lo816,1.88
ne300,16.59
ti1446,0.46
so961,41.27
sh1652,3.26
la123,100
li519,0.42
