netid,% of videos watched
tr1081,83.93
wi1238,95.51
pe1597,2.67
ke209,69.14
es558,4.2
mi41,64.41
tr907,85.39
de407,50.23
sh1453,69.87
ma1067,2.33
co622,44
ko1267,52.04
li877,38.44
jo897,2.37
ti6,82.74
ca32,8.75
ph1649,0.01
me602,50.82
lu157,0.13
ed1696,2.28
al87,87.59
ke1102,11.04
do1114,95.06
ir1393,100
al1079,73.05
zo1241,89.69
lu23,67.13
ro809,77.62
ir696,4.86
br594,3.37
mo278,64.3
bl1487,7.81
cu116,60.98
al649,88.66
fr1155,98.37
th347,8.37
da1365,44.76
ad1575,3.45
sh1627,8.18
re1217,53.55
ch55,100
qu245,96.9
hi1234,96.87
or1182,7.93
fr1195,77.81
di1428,55.69
ha1202,100
je1598,1.91
re9,100
ce1537,0.51
ge893,71.95
gl154,77.12
to1363,89.26
sp474,100
ar1530,5.29
li1663,0.02
la65,77.59
ab1434,8.86
ma374,33.31
wa992,100
pa1016,18.33
ja584,92.04
bo849,81.16
be77,59.69
ol1040,0.56
ma932,15.97
ma114,81.31
jo1506,37.63
be48,18.3
ma417,64.26
ho1466,37.64
do1723,1.49
ac466,0.84
ei38,79.71
jo911,76.56
bl95,19.54
ha172,83.17
ve373,2.02
ro822,1.05
br105,78.38
sa1341,91.14
ju886,0
ca898,88.08
el704,1.8
le28,73.74
jo66,68.32
la123,100
ne995,80.96
ma1415,52.07
je1609,0.29
ni1418,54.86
em8,1.96
co1213,86.02
lu1143,100
co1342,25.71
be741,2.87
br1103,81.01
al1612,0.21
ru51,93.43
ur661,75.72
ka1479,6.02
bi1227,13.6
ve1498,3.35
al1204,100
cl69,75
ha1142,4.46
al393,88.95
co949,72.72
em423,82.7
la1183,65.84
ar43,9.87
ad1710,16.25
ce1546,1.52
lu403,100
ge26,100
sa340,24.4
la195,59.96
na1358,18.36
ra1673,11.47
da40,100
ju107,14.09
ke380,59.91
pa652,16.26
fa1443,70.76
te1190,24.22
tr1694,19.18
ra1587,3.42
mi1693,3.44
wi618,79.19
de400,5.25
gl1688,0.01
ma556,76.47
ko1356,76.87
de1521,3.74
ag238,45.17
ti748,94.89
xi675,26
co870,2.19
la976,44.3
he746,4.63
le1284,76.64
ju1187,80.05
ni85,81.66
fa1396,33.6
ke1138,9.3
cl348,89.29
na915,100
ca714,100
ri1361,100
fe240,100
iv1714,0.01
je673,55.82
ph462,65.04
pr796,100
ar410,95.09
ca671,100
ti1022,88.74
ma773,88.14
sh1652,1.7
ed1281,51.99
er490,10.02
la1720,17.6
an1419,15.36
ju1562,2.58
je1561,2.03
hu1270,24.72
cl392,100
sh302,11.58
ka667,2.1
wa294,0.33
ja869,15
sh620,100
fi722,3.52
ha1333,0.74
ma563,39.78
al216,37.53
ad1191,72.41
do1599,5.48
jo427,1.79
li1258,73.55
di591,0.45
za189,90.57
ju383,30.91
ly890,96.89
ja924,65.74
ju1359,4.08
ma965,44.42
li905,100
ty1085,83.15
st1421,89.01
ce1679,8.37
na1298,85.35
ro697,84.98
ne336,13.84
la1090,7.06
de1314,9.57
sh1548,0.17
do1146,78.72
va10,76.56
ya1512,7.57
ed804,22.17
kr981,10.55
br223,1.05
er296,88.97
wa684,1.49
ni130,36.99
da46,95
ge566,13.22
la1595,1.17
gu151,27.98
ke1292,100
se1009,98.56
ju876,66.47
ga231,57.48
de1465,50.6
an488,53.43
de1317,67.2
