netid,% of videos watched
la166,100
ma75,100
vi143,100
fr989,80.18
ju1316,100
er669,87.68
kr1127,5.23
ma164,7.25
el1064,7.7
ev456,41.79
ma239,71.47
ne529,100
cy934,2.61
ro697,89.54
pe203,26.01
ly890,91.03
la1528,0.92
hu235,100
op498,74.86
le851,81.25
jo1576,1.19
no1313,4.7
do1146,85.24
el604,100
tr894,18.56
po1134,78.12
la1720,13.87
eu1036,100
ni1418,31.45
da46,61.23
ja467,7.07
ga733,96.13
et1201,90.44
wi1660,1.75
ce691,83.26
lo1420,67.44
mi459,100
de1465,70.56
ro1563,3.23
gi1508,82.47
na1519,3.63
je1523,6.34
ka1566,1.61
jo140,18.07
ma325,30.59
am1543,0.39
tr907,86.43
va1154,2.75
su1046,92.53
me435,94.92
er1107,0.17
al1355,83.05
em321,1.73
ja1025,84.13
se1009,77.12
ea653,100
sh1652,0.16
fe240,63.53
ka1733,1.86
ad840,2.9
sp474,100
qu504,100
br1172,11.32
ma773,97.07
br478,80.86
ch61,39.22
ad914,82.19
mi592,79.06
to581,91.32
ko1554,9.56
do1337,0.4
ra725,71.48
ir1393,63.16
he745,15.18
au701,15.28
ca833,35.64
tr1694,0.79
la65,90.45
ir696,3.93
co949,85.22
em1230,74.18
ke111,100
id268,93.93
pa1019,13.69
re953,100
sp155,57.23
tr884,100
fr1155,80.65
si838,7.85
sh302,61.12
br105,98.24
ra1429,31.6
jo66,83.08
iv647,91.55
de819,100
er490,15.12
et187,74.1
ca1311,75.08
gr971,100
le1637,6.83
he248,12.84
je1039,8.23
os13,71.63
wi1101,1.03
el539,7.24
do1440,5.19
or1271,53.52
ma1116,1.89
ko1267,100
pe1131,2.58
ke937,100
bi1227,3.24
ab1282,10.38
su1344,89.32
te824,82.08
be1406,90.58
cl1425,3.34
ma1415,100
fl752,84.2
ma551,2.11
gr513,87.47
fa180,77.78
jo313,0.35
wy54,80.77
ju1187,92.85
be59,10.52
ti6,83.1
ju284,52.35
ha1441,67
le28,83.47
da880,2.84
ty1085,96.79
ru51,86.42
tr1277,13.45
st311,19.9
sa175,55.24
ma1392,60.09
br933,90.3
ro1034,65.84
jo485,91.38
co1624,9.39
je1724,0.91
br1452,18.99
ti1137,100
ev376,1.02
iv1714,18.95
pe429,4.17
cl69,72.69
el1448,100
ch55,100
fa1443,89.14
mo1074,77.13
jo145,100
qu245,100
je104,77.02
st1421,100
li1153,45.53
er541,0.87
or328,79.4
ka1570,2.26
ca471,63.81
ti748,76.17
ed1017,87.68
br1514,1.33
wh14,100
mo847,30.98
ph1432,3
ad1191,100
re943,94.71
le1228,1.44
ja544,96.87
je734,100
jo167,82.99
is1442,95.2
wa70,3.4
jo1084,6.52
ed717,4.82
ca1122,82.07
cu116,43.37
he265,0.26
iz1621,1.19
ev176,100
se881,7.79
lu1035,86.08
jo222,87.3
ma554,33.38
ch1677,0.38
au279,76.32
lu186,100
le1171,89.53
ce1679,1.14
sh481,19.61
cl348,100
al216,53.36
wi1249,74.99
da40,100
lu726,100
ol454,0.88
ei38,100
el1334,37.86
sh1163,3.96
jo1438,37.61
el1481,100
br1203,30.45
re1378,28.49
ha172,88.8
vi1409,45.46
ke380,54.35
do1626,0.17
ka727,0.51
de1659,1.59
ja918,65.73
ko1356,96.59
th335,1.03
sh1453,61.49
fe1456,81.99
we243,4.76
ma1686,1.46
al1079,72.9
ly1410,86.89
mo278,54.2
je1609,1.47
zo431,100
na915,100
cl760,79.25
ri569,53.25
gu1247,56.1
fi1667,1.44
jo1639,17.77
xi675,36.13
te1005,12.52
fo1029,100
ka1397,100
ed1281,47.7
ro285,1.98
ri958,50.57
de718,3.01
ma1144,100
sh230,88.54
zu762,100
oc836,100
na397,76.66
ra461,12.12
el621,54.87
wi618,90.05
st500,7.74
je662,14.44
re9,100
ab330,78.05
ma556,100
co1342,19.83
en475,76.28
li390,83.24
ca898,79.47
al1204,100
re724,54.4
ez320,44.33
de939,29.02
do253,76.9
do1599,1.05
ma1092,91.63
fr642,72.99
sa1505,87.17
mi41,88.19
ri1361,100
ni372,30.08
ch62,100
ma1178,100
ma1226,3.29
el974,5.61
le425,10.31
be77,29.59
lu403,100
ja202,63.55
ge893,86.27
be198,94.27
ga659,96.55
de407,40.5
ma1478,1.61
ni85,100
my702,0.48
ce1537,7.02
pa720,25.82
rh730,82.87
ru1737,1.92
ya1512,13.24
je826,56.87
me90,92.95
ev1670,1.02
ad1575,1.81
ab273,29.05
ca1048,42.96
ca438,72.5
me1622,31.1
ni1517,18.83
wa1495,4.86
be1491,7.95
ma872,34.68
hu1018,6.87
fe1159,41.26
as1170,1.05
lu768,9.51
wi5,86.17
jo1336,60.75
ri1106,100
ta1484,7.32
bi643,38.5
vi495,100
we1646,7.14
ja1684,0.25
ch1369,100
br314,65.44
ja76,8.78
do829,81.73
ph462,100
no1489,41.12
ja101,65.18
ju64,79.47
ji775,7.84
ad1710,0.47
li905,100
ca690,2.78
sh620,100
ed1696,7.23
an1259,23.07
ca1112,91.55
ke1292,81.86
my1375,17.68
jo1193,100
ke1130,58.08
ja1058,85.88
ro780,12.75
mo1001,70.8
ra638,77.23
gr1256,100
ja1618,2.38
sh1555,2.38
la1556,2.03
bl686,18.12
wi1238,76.16
ni7,4.18
cl1030,51.72
we984,92.59
ni1257,73.64
li877,53.58
eu254,10.55
mo1076,88.64
an488,92.64
ba1288,56.81
sc1398,2.96
wi707,48.91
em1494,93.38
es558,8.38
fo1405,21.32
do89,100
ba1243,11.23
do1723,0.05
he384,3.8
yo1289,15.37
co870,5.48
ce766,76.29
da1613,14.54
el247,83.59
as779,100
fi1037,94.83
ra1587,9.06
ta737,100
es562,11.32
be437,38.62
ca578,6.89
fr452,10.78
ca671,95.56
fr1195,22.83
he398,100
lu1143,72.18
ju876,76.09
ja924,100
la449,95.42
co1213,100
mi1693,9.21
wi1389,66.86
mi1590,1.75
es1,100
ro809,77.12
ez1470,1.66
jo842,13.92
la195,71.77
di530,91.72
le583,8.46
ja1602,0.03
qu361,3.51
do68,6.83
ju1562,3.95
me602,27.36
li345,1.06
fl430,5.11
te646,100
le120,20.12
ar904,100
ma1596,0.73
ma965,31.79
da1365,48.63
ge566,34.5
bo849,85.82
cr1156,7.81
ca73,4.38
he630,14.28
al805,37.33
pa739,81.55
bi94,0.87
le389,25.04
di1428,21.16
an687,89.08
do1451,100
ab1588,0.13
ta940,93.87
ru395,100
ko1585,2.24
be825,0.86
an354,55.45
