netid,% of videos watched
iv647,100
an1390,100
lu1251,14.95
dr908,21.53
es830,4.87
am1543,13.77
ra316,5.38
re9,100
ju1164,15.48
sp474,100
da1655,6.85
do829,87.88
pa1176,1.6
ri1361,89.37
te1005,9.81
je673,29.17
do1114,100
ha1333,6.79
br1514,13.42
el1064,19.77
bi643,41.06
la945,86.3
fa180,76.91
ma554,33.32
ch1605,11.78
za1321,3.2
zu762,100
rh730,86.68
co1624,23.51
bo465,48.38
tr512,11.37
ch61,79.13
do253,63.48
al1612,5.69
em1260,0.1
ty1085,92.12
le1637,2.62
ma1392,92.13
em1500,100
li1258,78.14
my1375,17.84
pa720,61.03
da1613,0.02
ur661,36.19
ju886,2.35
ol454,12.43
re943,58.8
na436,3.9
qu605,5.76
wi707,44.29
el616,8.76
fr946,0.83
ra725,30.75
iv1714,4.6
pa1348,80.97
wi5,66.25
br933,91.64
pa739,100
el1334,37.29
wi1007,4.06
je826,63.11
bi599,2.83
me1622,0.36
de1659,3.61
za189,100
br223,3.09
an687,100
sh1453,77.32
ni130,70.03
ca714,91.63
ti823,35.7
al1204,100
wa1307,79.28
ca420,12.16
ji1464,59.25
li655,89.56
mi592,100
gu1247,64.79
ja467,3.03
be632,50.69
tr907,91.38
ro657,2.1
sh1548,8.11
sa1505,95.14
an1394,71.7
sh1652,12.79
by1379,2.66
ph1649,0.14
ed206,2.6
em1230,88.31
lo1008,34.17
ch996,63.63
ke1138,12.26
re724,29.46
br478,76.09
al617,9.67
pe1597,3.66
li1153,42.05
wi1249,38.34
an1259,55.76
le375,5.83
ma1206,2.73
mi1515,0.77
ma114,95.24
pa141,4
fr1462,5.97
sh909,4.53
el247,79
to581,89.44
lu756,3.45
wh14,100
bu307,8.8
sh938,0.94
go422,7.94
hi1234,100
al649,86.87
zo1192,52.04
lo484,4.29
st311,57.08
tr1694,1.31
co135,100
ma1295,9.45
da46,92.16
le28,94.69
do1599,0.25
la1183,55.97
ca1157,4.74
ar1427,67.17
ge566,28.43
ho567,2.51
el645,3.32
le1171,88.9
ja1025,84.52
ma1205,2.99
gu317,100
ro818,2.68
oc386,12.69
ma1119,3.13
al1355,56.2
ka1479,7.49
ma146,2.63
el1648,0.27
ka862,5.39
si508,11.26
ju1562,9.31
or1271,78.98
ta491,6.98
os13,70.8
wi618,81.61
es827,5.08
lu23,69.73
ba1196,1.27
jo1336,72.33
cl681,1.09
pe835,8.25
lu403,100
ru1737,1.39
fa534,18.75
li905,100
co360,7.57
el1481,100
ru51,78.64
la123,100
an1541,0.06
ra1673,13.15
br1209,100
mi1458,68.44
co1104,61.68
de1465,48.87
ma786,87.03
xi675,23.27
el226,0.23
co949,96.16
ab1242,1.62
wa70,12.86
me435,80.8
zo1241,96.56
ju64,83.37
jo250,58.07
zo431,100
me1235,8.87
or1182,40.84
ma444,21.34
le1180,6.49
ab994,12.32
pe203,55.1
ul664,17.17
al1194,76.1
ed1017,88.15
ad1191,91.62
me90,92.74
sh759,100
ea1004,31.68
ma325,63.75
ca1454,100
el414,2.92
bi1227,14.15
la166,100
bl686,36.7
ma75,100
hu1270,22.18
da252,6.16
we573,27.55
br314,34.64
la65,100
ab273,37.67
da1468,0.67
gr971,100
ca1122,68.47
jo1576,0.01
cl69,85.14
iz1621,7.15
la195,89.85
ru1330,3.49
ki442,10.83
ma417,84.83
jo145,90.34
ca624,12.77
ca898,96.32
ar683,100
vi1200,100
ja1618,9.05
la976,31.62
ro570,92.74
de939,40.11
fr989,79.36
mi295,2.08
te1190,45.46
ke812,1.95
ro697,75.81
ke937,100
ma540,42.41
ra698,90.76
ol613,6.8
gl1688,5.11
na234,100
fi1667,0.47
el1002,1.51
ad1575,0.23
jo1193,100
ma563,28.71
ko1356,86.97
ab1588,3.8
ch418,84.33
si1329,0.35
sh481,5.11
so367,12.45
ni85,100
ja1132,100
we1646,1.73
be785,7.71
la1556,0.02
bi922,5.53
al216,8.14
ad914,86.24
ko1585,3.35
br594,4.34
mo1076,69.43
lu726,100
mi459,100
lo106,10.15
jo1639,5.41
wi1389,61.92
sh1555,16.61
st755,23.84
su1046,80.04
fe240,100
ja202,85.97
ge26,100
li877,65.02
la1528,0.16
da439,94.06
ch568,85.03
ru586,6.96
ch1369,85.44
da677,4.15
ar410,100
ma242,100
do1451,100
he1584,15.61
gr1256,100
ju876,94.01
ma60,100
au511,12.15
co1475,26.29
ce1312,100
el1448,100
ju1099,8.03
ho764,0.61
ke209,38.9
di1428,41.05
el1254,84.37
ar1530,20.37
ar873,10.32
na397,91.46
er669,72.08
el767,2.39
za303,100
el548,15.59
lu553,100
ro131,100
ja544,77.65
ca833,66.98
tr1081,90.64
el621,64.66
he398,100
el539,3.74
cl348,82.35
de787,1.05
bi1674,11.6
tr884,100
gr513,95.63
al393,82.45
lo394,66.06
cl1030,40.35
ma975,2
da40,100
an693,9.52
ka1570,0.37
sa782,73.74
so961,21.51
me1531,0.06
al957,100
je1598,0
an354,59.04
co622,47.06
no1489,68.23
ra638,97.5
sh302,16.88
be437,62.95
au279,76.08
pe651,19.37
eu1036,96.61
ga536,67.04
br1203,48.03
ka1020,6.5
do1723,0.03
de1521,0.54
ro153,3.85
ma1092,53
ar1185,70.65
jo113,6.38
tr232,81.32
co1342,64.2
ha172,81.98
pa127,70.88
ni1418,52.19
ge501,30.34
ke1292,66.14
an448,3.88
br1452,0.68
al1021,5.13
ka1733,0.08
ga906,36.7
ba1288,35.04
ke111,100
vi899,4.6
al805,34.49
el378,81.23
vi980,2.49
fr1117,6.29
ca690,1.49
jo222,87.3
ca1311,90.32
jo1469,3.91
ce1537,4.81
qu245,100
ow1043,40.11
ta737,100
je1523,0.45
dr36,2.14
ca438,21.11
te1401,67.59
ko1267,100
do1337,1.98
pr796,100
ly1410,94.38
ha789,100
ag238,77.6
vi143,61.94
co774,4.37
ce766,78.06
al1402,3.1
mo278,35.5
be108,87.7
ra910,16.48
mi1590,16.69
cl760,93.53
or1437,11.94
ko1647,0.04
de407,33.53
es1,100
fa1443,96.97
cr1156,21.65
hu57,6.36
wi99,78.62
ja521,12.78
vi495,76.11
jo485,80.05
gu310,85.18
le729,13.68
jo1506,29.82
wa927,21.5
vi81,4.28
si1351,10.8
ma1285,73.63
ti1137,86.34
re740,92.65
do1308,46.62
re1485,7.52
is1442,96.29
lo941,100
jo871,61.08
li1486,8.3
gi1508,37.75
be198,82.55
ko1554,4.14
ja742,5.69
jo66,89.06
an1482,10.47
ca471,68.41
gi963,100
cl368,19.21
mi1693,0.7
co33,52.26
wy54,78.63
lu1143,64.78
pa29,1.95
ja918,60.5
li1663,0.51
re1217,75.84
lu186,100
ri1606,0.08
ce1679,4.57
fo1405,82.28
or328,100
sh1303,10.32
ma1415,100
br353,100
ta940,77.26
ke1130,57.53
sa463,77.85
al868,50.3
la171,9.94
ca1112,49.73
ma935,53.2
re953,72.28
mo1001,81.86
ke600,6.04
ni1517,3.24
ka1397,100
ly890,95.54
qu504,100
lu1035,77.83
as779,77.5
ed1281,49.36
fe1159,35.75
em423,90.65
va912,21.81
id268,87.4
sh1627,9.85
al1079,83.46
ab330,62.97
et1201,80.66
sa1158,100
bo849,80.56
sa175,9.21
er490,0.63
le120,43.14
sh230,100
an488,85.5
ma239,87.22
al515,87.92
ot848,53.88
ke362,15.19
sa754,13.25
er1121,7.99
te824,87.99
os619,10.7
ro1034,92.6
br1103,100
ja1061,12.74
fl752,77.99
ar533,0.41
le1284,87.38
je1561,3.39
le879,6.26
re1378,34.21
ce691,81.21
mi1718,1.82
my702,19.03
fa735,2.77
ne995,85.04
de948,3.79
ka1566,12.33
ta1484,3
op498,75.26
do705,52.4
ne529,100
na915,100
ke380,95.16
ma1144,100
mo1074,98.53
ga231,61.93
ch62,100
li390,80.37
ro1087,100
da1160,100
ez320,84.77
ev456,69.77
ho1466,14.17
ar35,7.54
di530,81
an603,87.53
wi190,14.66
el604,100
ka1364,68.34
ga659,94.71
ra1212,2.43
li979,33.61
ro809,74.02
jo313,8.22
ja924,100
an156,80.04
su1344,77.21
he745,17.63
ar904,75.93
ed717,20.79
el1124,100
ad1710,0.14
le851,100
br499,0.66
is1504,2.03
ma872,100
ti748,83.73
ar208,2.35
dr413,32.47
gl154,88.28
ca1048,21.85
ra1430,100
mi329,21.13
jo167,88.57
ja1602,9.68
to1363,100
va10,100
ja1684,18.37
ma1686,15.55
de1314,0.33
la1057,4.09
pe271,86.48
ni372,37.44
ir1393,100
je104,90.83
mi41,88.27
ri958,48.96
ca671,100
me419,20.01
vi1409,18.03
jo140,7.85
es82,77.67
je734,100
ju1187,76.29
ma965,56.61
ei38,100
kr1472,44.06
ti1022,78.18
il792,2.16
ti6,90.41
te579,4.98
te646,91.31
do1146,83.57
mo1387,20.59
cl392,100
ev176,100
co1213,100
ya1512,0
mo847,27.49
iv1215,30.23
na1519,8.88
jo911,90.6
an1216,6.51
ke678,9.2
ma798,22.73
la1720,2.41
ja1058,91.63
fr1155,89.52
oc836,93.72
me602,19.77
le319,100
wa992,100
fe1456,100
br105,94.82
st1421,100
ji775,53.15
wi1238,78.23
ke1310,13.63
ch1677,2.56
ma960,90.2
ma1062,0.28
pe169,48.55
ro1563,6.92
do1440,12.1
ty301,6.21
ga733,62.29
je985,4.13
et187,97.73
je1609,2.17
ru395,100
ce1546,0.35
ti86,100
em1494,78.63
ma1708,0.91
hu235,100
ha1202,100
ma556,100
da341,12.66
fr642,81.84
we984,92.5
gr291,14.42
wi1660,11.29
ev1670,8.84
po1134,91.79
ly134,90.12
ri1106,100
te1038,41.91
lu1447,11.46
me324,4.79
sa1380,0.41
gu151,13.15
pe429,0.76
jo1084,25.29
ma773,65.42
al87,100
sp155,100
en475,88.49
bi391,20.64
ea11,10.69
ja689,19.56
le229,25.47
iy1309,13.01
sh1324,5.8
fa1473,13.52
ra1587,5.73
cu116,54.47
fr1195,39.14
ta1066,0.23
ph462,89.42
na1298,88.5
fi1037,66.8
al1111,14.54
kr640,3.89
ma585,100
th347,10.5
do89,100
sh620,83.1
jo1438,50.58
de771,16.43
ge893,81.48
ir1459,2.82
ja1086,5.67
je587,1.77
ja101,28.71
je1724,0.71
ky505,0.29
ma1275,100
is193,5.8
gl923,6.73
fo1029,100
ch261,90.91
yo1289,36.82
la1595,7.24
ed1696,14.95
ma1047,75.6
ma1596,0.02
er296,100
he256,0.42
lo1420,87.88
