netid,% of videos watched
ly890,85.28
ch1411,0.69
ma773,87.59
wh14,76.99
ma798,4.6
ri1606,6.52
lo660,4.86
ja918,37.51
ab1588,3.37
ko1647,0.12
et187,77.73
un204,100
da1160,100
de306,5.22
jo98,23.1
to1363,100
ke111,100
er1031,28.22
me834,2.24
jo485,57.18
ja467,3.87
vi1200,100
el1124,100
te824,78.56
ed1055,26.71
ja1618,0.64
lo1420,80.68
le28,79.63
te1038,29.09
pr796,100
br1209,100
bi643,75.18
jo871,72.22
ja1602,18.71
el371,4.69
wi1101,9.77
jo896,15.7
ir1393,100
ce1546,22.47
or1182,62.28
ma1144,100
ja584,91.62
li694,6.72
de799,4.12
ag238,73.93
te1070,2.34
tr884,100
vi143,100
ar904,100
be126,10.7
no1313,2.76
ja544,77.87
di1428,15.66
sa175,73.24
ra316,11.03
ya1512,1.43
ar1185,93.75
da129,13.32
ti823,70.11
de1659,2.49
sh1555,1.13
ju64,73.67
ed550,2.64
ra1430,100
ni1257,81.47
be1483,1.53
ca833,57.81
da880,0.65
la166,100
da1365,64.64
va912,22.3
pa79,6.06
li979,32.77
os13,89.03
ka1364,90.06
ho567,1.83
ev1670,0.1
an670,7.33
ru395,100
lu756,12.24
fa1396,43.56
di530,80.59
ic292,3.12
ro457,0.48
ca471,53.95
ch338,33.36
le1284,81.18
al1431,8.71
mi185,5.83
ma60,100
be437,39.71
su1344,100
ri958,30.12
co949,64.5
st42,16.14
ma537,17.28
ka1479,6.9
do1114,43.98
ri1361,100
me602,43.91
ow1043,49.97
la123,86.99
ha172,83.28
eu1036,100
er769,16.24
ma563,60.3
iv1215,30.14
ad914,77.78
ca1157,0.52
ha789,100
ea653,84.1
pr1024,13.36
ha1202,100
te1401,100
ju864,0.57
ro131,100
ce791,4.19
ma786,79.22
so367,1.89
co1342,61.97
ed1281,59.32
di982,11.42
gl1688,3.08
fr989,75.97
an928,4.63
co622,37.33
ja1165,100
he398,100
jo427,7.5
cy672,10.12
ar1711,8.83
mo278,71.73
ju876,91.38
me267,100
al1120,3.84
mi1590,12.22
al393,80.29
re724,54.79
au511,11.57
vi495,100
he589,13.15
ce1679,5.4
ve997,8.89
fe240,100
tr1694,4.53
fi1037,86.08
qu245,88.74
ja924,100
de939,19.08
je412,8.91
do829,93.85
de820,13.89
cl1030,55.88
ca1112,77.42
gr513,82.38
al1204,57.26
ce1312,100
ma556,100
je1561,15.11
ma1275,100
ar1530,15.02
ca1311,82.79
et1201,91.66
ni1418,37.58
ha1441,44.94
bl686,68.65
ma343,16.55
al1355,40.81
ch1266,25.92
ch62,100
le952,9.02
bu181,1.74
jo1084,54.8
re1378,11.69
na915,100
va663,11.34
ce766,99
li877,22.68
iv1714,0.07
fl752,85.13
ti1022,96.72
do1723,17.52
su1248,14.55
co1475,20.39
ge501,60.67
er296,100
wi1238,80.27
ot848,56.58
sh1652,2.86
ta940,83.77
we984,80.2
je826,49.78
fr460,3.04
jo1506,21.9
ch531,13.33
br574,0.29
sh1548,12.94
lo941,64.5
ke380,83.78
iv647,100
tr907,98.4
em423,82.27
de160,12.64
da1655,6.35
sh230,92.99
ma1265,14.38
he745,38.08
ad1710,16.71
gr895,1.05
ja742,8.27
mi41,96.67
ju1359,6.78
sp474,100
de948,11.42
iy1309,31.58
gi963,56.67
jo66,68.35
jo1576,0.85
zo431,100
el1481,84.05
ed1017,75.52
ab273,39.59
ir665,2.41
ne995,93.98
el1448,78.53
ir696,2.65
lu23,87.97
ma1383,13.58
co135,100
su1046,85.45
lu1035,66.77
ka1733,9.47
ma585,100
el621,49.09
ca714,76.25
ba1288,43.42
sh1303,58.52
fr1195,19.1
ca1122,97.08
gr291,66.99
ca438,57.62
do1451,100
ro1034,93.32
sp155,100
sh302,77.15
ol1040,8.12
lo394,100
ke1292,100
mo628,3.28
yo1289,22.99
la1528,0.22
ru1737,0.64
le319,100
br933,90
re740,90.45
ca1011,6.58
pe169,39.96
si1329,15.82
hu1270,32.38
me1235,2.54
co1261,1.75
ei38,100
be632,82.58
mi459,100
an736,8.95
te646,100
ph462,78.21
tr232,78.9
na1519,0.07
st311,57.42
gu317,100
iz1621,0.08
za303,100
pe271,79.31
de71,1.45
ho764,6.43
ri358,4.36
ar1427,87.71
al649,93.79
de1465,72.43
do1626,2.31
ja202,89.5
ty1085,91.34
er669,75.83
ge26,100
va1126,2.49
ri1106,100
jo911,80.64
do972,0.82
ko1585,5.23
te795,1.76
ed804,4.98
le1637,3.42
ar1232,0.39
or1271,80.06
ch1369,100
he852,100
ur661,48.13
em1500,100
wa992,100
ne529,100
na397,90.89
lu1143,100
sa1341,74.88
an488,82.74
ra725,20.8
ma540,38.95
ta476,1.14
ch55,100
ma325,27.79
pa1403,15.89
da1174,7.52
cu116,27.26
as779,100
li655,82.37
be77,4.34
es558,4.68
ra1587,0.04
br1103,100
kr1472,63.96
ma239,92.11
sa1505,89.09
ma1285,78.26
da1613,0
be878,0.78
ca1372,13.68
ni7,26.74
me90,80.77
la65,80.79
do1308,56.59
je673,51.85
be108,82.44
ga659,94.89
na234,100
ni372,21.39
he1584,30.41
ti748,83.92
be1010,21.93
ju284,62.64
ad1575,3.8
ur1328,4.32
ju1187,84.31
va10,100
ab1242,10.36
vi1409,88.53
ra638,83.47
an426,0.91
ta491,8.6
is1237,0.82
go150,22.02
ma960,51.6
pe203,47.03
el196,20.86
le851,100
ma75,94
ea194,1.76
cl348,100
ch568,96.05
gu151,18.93
lo1008,21.74
ma1392,90.08
do89,78.16
no1489,58.49
la1556,8.21
is808,0.51
cl1386,0.35
ge566,20.03
ly1410,71.56
zu762,100
ja1025,83.63
qu504,100
gu1247,75.97
la1075,0.59
ma114,85.98
wa70,11.28
co1624,0.57
al1194,71.47
ju977,7.61
hu235,100
be396,0.37
ar208,24.05
bi1674,1.12
ta737,92.69
ad1191,71.2
la1720,0
ca671,100
rh730,83.36
es82,80.81
ch418,86.43
pr781,1.59
mo1001,46.53
je1609,3.94
al216,77.32
gu310,58.05
es149,2.09
ko1267,74.52
al805,16.97
je104,82.35
zo1241,78.02
ro967,10.52
ja1058,100
ka784,18.8
dr413,20.64
wi1296,3.13
el378,86.34
ma1047,89.66
an1390,100
lo282,0.39
li1663,0.2
ra698,89.69
jo140,2.71
da439,92.31
so961,40.08
de999,0.44
jo167,74.19
op498,78.67
wi1389,81.7
cl69,75.3
ma1596,12.59
al515,90.11
tr1081,90.05
to581,93.37
ki442,29.39
ke1138,10.66
al217,21.32
al207,3.86
sh481,6.84
ma444,10.76
ma554,74.27
ma1415,58.12
mo847,35.66
ga536,82.84
ja101,17.81
dy1520,8.63
al957,94.53
la195,83.47
jo1438,59.77
do705,73.57
ca251,47.32
ca339,2.81
mi1458,24.9
gr971,100
da341,6.79
fa180,86.48
be198,62.92
st1421,73.82
ma1686,12.71
sh1627,5.57
ka379,2.31
ji1464,88.19
na1298,78.24
gi1508,53.15
br105,76.75
sh1453,91.7
zo1192,38.93
je668,10.62
li1258,49.54
ro1499,5.06
ev376,7.11
