netid,% of videos watched
je662,0.41
mi459,100
em1230,86.75
je826,53.26
st1421,100
ka1733,2.05
he745,80.91
al957,100
al1194,90.29
lu726,100
ru51,80.65
ar1252,8.91
ji775,60.76
ru395,100
cl392,76.83
la1595,5.46
vi143,100
sh302,28.55
ju1015,2.8
ca671,100
ma1144,67.43
re943,72.37
te824,77.76
re1217,31.43
fr1155,91.01
ha293,9.05
ca1122,82.56
an1394,37.81
ce691,83.94
wi636,12.81
hu235,94.73
os13,74.22
he398,85.87
co1624,0.02
ni1257,92.83
sa1505,90.43
re724,71.31
gi963,100
je673,65.11
sa782,83.24
jo1193,100
ma417,56.55
da1655,1.01
be77,41.27
ev376,1.2
le1637,21.24
pa1348,100
ad1575,1.32
da1365,42.39
zu762,100
ke1130,54.62
od560,8.66
je1561,0.12
ri569,37.93
qu504,100
to581,75.95
br478,44.18
en475,74.5
li877,48.21
na1519,39.37
al333,9.56
ca1454,100
de983,20.46
ad1710,5.13
st311,17.71
ma242,100
an679,0.45
ai637,6.91
el337,1.49
an603,87.94
ru1091,3.16
am858,1.72
te1190,61.88
ga536,93.57
ma554,17.45
ma935,83.21
sa695,0.68
la1090,5.17
ly1410,83.46
ke954,2.46
ce1312,100
ti823,34.52
we573,46.07
to1363,100
sh1627,10.51
ma114,91.07
ev692,10.73
gi1508,51.72
ba1243,6.53
bi643,33.22
fi722,23.64
sh1096,7.37
wy54,75.45
ma965,95.5
la1635,10.83
ja1618,0.76
iv1215,80.92
he1584,0.25
ya1512,9.13
he852,77.68
la1528,0.04
wi618,84.05
ha789,95.87
em363,3.27
ja1025,73.75
do253,96.59
ca1048,27.51
lu553,100
ma239,85.37
st351,8.75
me419,24.62
vi81,3.66
br105,90.43
co33,41.73
ir1393,100
wi5,65.34
ed1424,9.42
ve528,0.74
ju284,69.39
bl686,9.39
ar683,100
pe271,99.35
de71,9.43
be227,7.18
wi99,100
so961,35.85
ma518,2.87
jo911,85.94
mi1693,0.17
ca1311,91.92
ra1587,0.03
de819,100
ur1328,30.86
ma773,79
ja101,78.16
wh883,22.14
ce1546,0.48
el621,56.74
ge501,36.08
ju1316,100
al393,92.39
ka951,8.73
id268,88.04
al1612,7.31
ha1110,4.67
mi409,1.35
ar904,100
et1255,8.22
de1521,10.78
jo98,5.26
ev456,48.74
ma1285,73.61
as122,4.21
ce766,74.31
ge26,100
sa1341,73.39
br1381,3.92
ow1043,36.68
lo1650,0.01
os263,19.82
op498,61.28
je668,4.51
ma1686,5.22
lu1035,89.41
je734,87.12
gi882,7.78
ro1087,100
ca251,48.6
tr148,22.28
jo1084,32.81
ma563,55.39
gr1256,100
sh1652,0.06
el1064,59.7
ga231,66.82
vi1200,100
ar410,100
do1451,100
an1105,0.18
ve373,4.78
tr1694,10.53
es82,90.6
ju1187,95.09
ol613,10.84
ma540,46.2
em416,1.38
ja1132,100
ju876,75.17
zo431,100
an1419,10.73
gr291,58.61
sh1555,0.36
br314,53.13
pe1597,0.57
be108,69.25
do944,96.79
jo1639,1.44
ma960,100
se1009,83.18
ha172,89.06
ca833,14.89
el1481,100
al1079,99.82
ni85,100
el524,14.15
an693,34.73
br1514,4.96
de160,0.27
qu245,100
ed1696,2.21
ke111,100
di530,87.3
ma1596,3.51
xi675,58.75
th224,6.71
wi190,1.28
ja924,95.79
ma872,100
zo1241,86.44
jo1438,29.36
ro809,91.92
pa720,39.81
gu1247,69.69
da46,88.92
gl365,4.08
ca163,4.7
la1720,0.41
ta1066,5.32
jo427,5.92
la1075,2.46
ga733,93.82
ar1530,1.34
do89,100
ru137,8.34
la1183,45.67
je1523,16.33
fa180,83.15
jo871,77.24
mi1590,5.57
ad1191,100
sh759,100
wa1307,100
sa463,81.18
sh938,0.93
mi1718,14.75
er296,100
tr674,6.2
mi41,84.77
cl1030,12.26
be700,7.09
ca1112,81.96
li1258,59.26
ma1392,83.46
el548,9.13
ha712,7.6
je496,19.43
or1271,80.66
gu151,85.77
tr884,100
li45,3.77
ab225,0.29
jo222,94.85
ly890,71.45
sh481,1.2
ra638,69.33
de1659,6.76
be165,4.57
lu23,98.39
sh230,100
ve682,9.75
jo1395,1.92
ri1361,100
iv1714,23.31
fr1117,15.39
me1622,1.95
ch996,83.52
re1485,5.41
le319,86.86
cl69,93.56
sh1548,13.3
fi1667,1.41
st500,0.4
la65,100
ra725,60.59
ma1047,84.76
ko1554,0.08
la195,77.8
su1344,100
iv647,80.32
da1613,3.68
bi922,3.06
gl1688,3.76
ch88,2.19
ab330,87.19
ad914,89.19
ge893,94.08
or1182,59.75
an488,82.01
jo117,3.49
st828,10.39
mo847,29.12
te579,15.1
be632,71.86
ro1034,84.45
an736,9.46
an1541,0.65
du1199,15.62
te1139,7.72
el378,98.8
ma526,34.29
ni1418,27
ma788,0.01
je1609,8.52
di281,11.85
lu1143,100
tr232,47.26
el604,87.73
ma585,100
mi1515,2.37
ly134,77.84
le851,100
he1439,7.24
co135,100
pr796,100
li1153,38.74
an1259,21.85
ar1427,76.99
ja544,66.56
do1723,15.68
vi1409,17.26
ha1202,100
sa175,15.22
yo1289,38.54
ke209,40.71
as779,100
do1114,100
lu403,97.85
ko1585,3.26
kr1472,32.26
ko1647,7.73
em1500,49.03
ja1684,19.21
wi1660,0.02
al1204,100
de407,48.81
ev176,100
he1274,13.69
pe169,39.52
ju1562,1.75
jo145,100
di1428,31.49
ab1588,0.32
