netid,% of videos watched
la1528,15.74
em423,72.39
di978,15.01
re1217,31.67
op498,72.49
ea653,85.58
sa1341,87.46
je673,33.21
ne875,5.97
co1624,0.24
jo559,18.38
ch1677,4.69
an626,14.55
da880,27.53
ho921,11.79
en475,80.18
ce766,84.96
te1190,67.4
al1612,1.07
br821,2.54
an1390,100
ca438,30.67
ma935,83.89
fo1405,48.75
ra1000,17.92
la1595,6.11
mi1458,38.84
le583,3.47
ow381,3.72
cl348,100
wi707,44.45
al1204,83.11
ma164,2.84
do1451,82.14
ad914,91.83
pr781,0.93
ev456,17.66
ju64,78.39
ra725,10.95
ni130,67.57
cy934,2.02
sh620,100
sc1398,8.54
li655,79.69
ve373,7.06
ro822,3.93
ga733,66.05
he483,1.88
pa652,5.39
ma537,6.34
je1609,2.87
io34,0.22
ma1047,98.46
ke380,66.1
do89,100
wa294,18.18
ro1087,80.71
va1126,4
gl154,78.86
ha1202,100
mo278,44.25
ru51,56.57
de819,92.09
co33,56.06
la492,10.34
mi459,87.67
ce691,78.24
my1375,8.98
ga906,19.61
le319,90.89
ja924,89.08
de407,48.78
le1637,1.06
ch738,0.4
fr642,65.59
bi1674,0.26
he1584,1.88
gl1688,8.43
li1663,0.6
ha789,100
do843,5.69
id268,61.78
el1124,100
ed550,6.4
de1276,6.07
ma1285,81.28
de1465,66.29
sh230,87.98
tr1694,20.3
to1363,80.87
de83,6.27
ni85,39.75
zo1241,84.2
ko1554,2.87
ma1026,8.37
st1421,67.5
le851,82.2
ke1130,78.36
fi1667,0.32
ju178,1.43
li433,8.32
ra698,91.94
sp474,79.59
da40,95.28
ho1151,4.29
ad1191,100
te1401,96.54
ja1132,66.97
ca1112,80.29
jo1438,81.62
zo758,2.52
sa463,87.26
ra1587,0.98
je662,3.86
tr907,92.27
gr162,4.2
da439,93.76
er296,100
he746,0.64
zo451,0.46
ma1044,3.42
iv1033,6.61
bu307,17.8
xi675,30.49
al805,19.16
na1298,66.05
wi1007,16.97
wi1371,4.59
su1248,4.52
co1342,61.02
co622,63.21
ga536,89.68
me602,52.72
ar1185,90.63
al216,28.73
do1723,9.04
ca578,0.64
ko1356,85.32
br478,70.28
me90,66.22
ll517,23.48
ri1361,85.98
pa127,100
sh1627,0.06
ag238,78.7
dy1520,2.52
ev176,91.12
he852,93.45
do1114,100
ba1283,1.56
la166,100
ti1137,92.56
te142,1.3
ja1602,1.24
fa1473,11.1
ma1206,0.11
fe1159,23.73
ro570,72.77
wy260,5.84
hi1234,85.53
de1659,2.04
as779,100
ju631,13.16
mi1450,19.42
ja1058,78.58
me267,69.68
br105,90.16
ma417,80.07
ph462,100
no1133,8.47
ka1733,2.03
jo145,80.14
an1259,41.82
fa865,1.32
ar873,9.61
ne995,93.35
li390,86.45
cl760,80.63
tr884,100
cl1030,66.72
ch55,81.6
ma239,95.05
ha520,12.66
jo485,64.03
sa782,99.01
lu186,100
zo431,68.93
ma1144,57.62
mo847,50.56
ar410,75.01
al751,5.93
ed1017,86.02
br314,25.24
sh304,4.52
ra1291,33.19
kr401,3.26
an687,100
em1230,78.08
ti1022,93.91
el247,67.06
an693,59.76
ni372,49.74
pe203,58.29
br223,3.02
jo1336,41.57
je826,24.9
ro1493,11.22
ka441,9.98
ad1710,1.12
bi922,6.26
ke111,89.44
ma1275,77.54
vi783,0.19
iv647,86.1
ma585,62.99
sh1303,20.17
na397,65.53
ro1563,3.76
es1,100
an182,2.16
fe1456,100
ch418,81.15
re943,80.13
hu235,85.17
ch261,77.12
wy54,88.49
ju1316,92.92
co1104,51.9
or1182,40.12
jo1506,48.82
wa1307,100
be198,97.53
br1514,3.33
et187,83.84
el1064,44.62
wi618,58.26
dr413,21.12
la1167,5.86
is1442,94.28
ba1288,47.15
ca1385,1.97
je1724,0
do944,66.93
eu1036,100
fr1155,68.19
ma1226,9.37
mi1590,13.44
fa180,88.54
al393,96.6
he78,1.61
ca471,55.84
ar1427,90.26
ir1393,100
gi963,100
do705,59.49
ar1530,5.13
ya1512,2.63
le676,14.94
ko1585,1.98
da1365,15.62
ri569,37.75
su1046,93.62
da1613,1.37
co1261,6.38
lo988,8.31
je1598,0.89
br353,100
ge501,56.92
co1475,42.19
la84,0.98
be396,0.52
my369,12.31
or328,100
ti86,94.9
an488,81.88
pa962,5.03
re9,95.16
jo871,75.13
ri958,59.06
ka1397,100
fo1029,100
ja1025,88.93
ed1696,2.19
ch62,100
ra1430,88.49
bl686,40.43
el1254,96.8
po1134,78.04
em1494,82.79
ka1570,0.66
ro285,0.63
et1201,96.39
ma242,100
fl752,86.68
za189,100
sh1453,72.63
re92,5.37
ni1517,1.41
al957,100
gu317,80.08
cr1457,3.12
es82,83.49
ab1242,11.47
da1655,1
kr1477,6.67
na1358,9.05
er1268,12.69
la1635,14.14
el1448,74.33
da252,1.79
mi592,100
ha172,90.8
mo74,1.07
fa1396,46.15
tr370,3.82
lu1143,100
ta737,86.54
al87,86.3
al1194,76.98
fr1462,0.09
ch1369,100
tr1081,71.07
ru395,100
ma114,73.64
lo394,63.09
we565,2.32
ka1479,6.71
la945,72.21
pe271,90.88
ji775,38.42
am152,2.52
sa175,38.56
em8,16.47
gr971,67.83
ch61,74.16
de1376,13.3
ar1711,0.01
ma1116,4.85
le28,64.06
ke52,0.01
ly1410,97
ga231,36.86
bi643,44.14
ma872,100
re724,31.57
pa720,29.52
iz1621,2.26
ma556,100
or1271,93.74
di1428,53.91
da968,5.16
el1648,2.08
ev1670,0.5
va63,2.45
st311,49.31
wi99,100
na234,100
fr1195,19.26
gr291,60.28
ca671,100
ei38,100
el378,78.98
te1038,8.02
je1561,0.11
jo1362,26.3
ic292,5.33
cl237,1.38
fr989,86.23
gu310,87.51
de930,8.84
ab1588,4.25
ke1292,64.99
ca624,19.28
ti748,88.33
do1146,89.58
ma773,96.07
ji1464,65.95
to581,92.05
ea194,7.8
ea11,5.84
wh14,100
al515,86.02
ka817,15.96
ma1186,14.61
be741,1.83
ju876,72.32
ce1679,0.12
la1720,0.16
ma788,0.5
ef639,0.59
co949,84.82
lo1650,0.81
ja202,62.75
gu1247,63.97
le1284,83.27
ez320,33.71
re740,96.25
va10,80.36
me1531,41.9
ma1392,79.76
ro697,83.9
li877,7.68
os13,90.22
ke209,55.25
we984,83.42
lu1035,87.71
wi1660,1.35
br1103,76.12
sh759,100
ju1015,16.49
ge566,44.96
be108,98.11
ma965,33.84
au701,19.74
vi143,100
la195,90.72
kr1472,47.95
lu403,100
ca1454,85.54
va912,5.68
ro809,66
ma1178,100
pa1348,72.67
vi81,3.32
je734,92.68
so961,49.85
ge26,100
sa1505,83.64
fa1443,42.32
ol613,0.61
ju1562,0.32
er669,88.12
vi1200,100
ru1737,0
ad1575,5.81
we573,36.17
el1481,100
ca251,78.13
ri1606,0
ca1311,86.49
vi495,97.98
iv1215,47.28
le229,11.21
je104,83.83
do253,69.61
ra1429,60.95
di530,81.23
na915,84.65
al283,10
em1500,100
ma325,56.78
es562,15.3
mo1076,85.51
we1646,0.15
el1002,6.6
ma563,62.87
ma540,67.98
ma554,43.31
ty1085,73.63
ef917,14.58
hi854,15.3
fi1037,95.77
ce1312,93.59
qu1302,6.96
ke954,5.95
lo941,78.92
la1556,0.49
ma1205,11.77
ro1034,94.75
ca898,89.89
el604,100
se1009,72.84
la1183,48.79
cl69,87.5
lo1420,83.87
oc836,100
me445,100
re953,96.35
de1521,7.2
wi1238,85.13
jo140,8.71
ka1566,0.12
fi722,5.4
ra638,90.03
ma786,91.3
be1492,9.61
sh302,70.91
lu1041,0.44
ca1122,83.2
da46,77.73
br1203,24.85
br1172,7.46
jo405,0.66
te824,73.51
ra18,5.22
gu151,60.01
jo222,97.53
al1355,53.1
au279,91.22
hu1270,31.74
ch996,52.52
mo1074,59.31
qu245,100
mo929,10.11
pr796,100
do1308,42.77
no1489,45.65
ma1686,7.01
sh1548,0.4
la976,51.26
ne529,93.2
an603,77.95
ja215,11.43
ra1673,1.03
ve1299,3.44
wi159,1.89
ta940,95.73
ze1476,5.86
la65,100
fr635,4.23
jo1639,3.36
cu116,47.47
he398,100
ma1078,16.11
le1171,78.51
ga346,9.85
ro131,100
ab330,86.81
rh730,89.96
ly890,83.3
ur661,16.42
ow1043,43.76
re1378,30
zo1192,85.54
da118,9.78
ju284,77.06
er364,32.33
ti823,52.39
jo1084,53.27
ir1459,8.65
ce1537,4.61
lu23,73.16
zo1417,10.77
br1209,76.14
fa1412,5.14
ch1605,3.63
al868,7.33
st351,37.91
ir388,2.85
jo66,85.47
ho1466,25.52
ko1647,1.52
ma1596,8.28
za303,100
sh1652,34.08
li905,100
ju1187,77.87
al1120,1.3
be437,26.47
al15,0.99
ni1257,92.83
ge893,58.86
iv1714,16.7
an1541,5
lu726,89.12
la449,95.49
ed1281,34.97
an354,41.5
ha1441,45.85
el839,10.6
be785,11.51
ma1415,100
jo1193,100
cl115,5.9
mi1718,1.56
cl392,100
ma1708,4.68
bo465,33.64
yo1289,28.83
te646,100
ja1684,6.3
ju107,5.7
ri1106,100
jo911,74.02
al1079,70.31
un204,100
ma1092,63.25
jo1576,3.04
ja584,75.95
he745,49.04
mi41,87.75
sp155,100
do829,47.89
pe1597,13.45
ro1499,3.31
mi1515,1.03
lu553,91.08
al649,84.2
bo849,88.28
op801,8
he49,0.08
ot848,55.83
ar683,100
pa1147,7.07
