netid,% of videos watched
zu762,100
de407,64.84
de718,12.72
li1153,42.53
me267,100
mi459,100
ad1575,6.26
ma103,4.59
re850,0.39
je1561,18.04
sh230,100
ch418,91.55
fi1667,3.8
wi21,1.48
br933,82.91
ei38,64.57
la609,7.81
wi707,27.51
ed717,6.23
mi1590,16.01
na234,100
jo1362,17.69
ma1275,100
la1556,14.03
la1183,51.02
an814,24.58
qu504,100
al805,26.15
ne529,100
ta737,92.52
le1171,73.82
ma1346,31.98
er669,77.64
sa340,11.7
mo278,32.49
li655,83.98
ca714,100
sp474,100
su1046,74.44
br1103,100
ju977,3.25
ce1537,2.17
mi1718,6.02
da40,100
ma540,57.51
fi1037,85.86
ti823,48.7
be741,9.08
le1180,27.5
mi1458,23.4
iz1621,0.03
we984,71.84
kr1477,4.65
ti6,93.42
he852,100
ga231,42.68
al1027,38.17
ya1512,1.02
me1622,7.26
eu254,11.55
mo1076,74.79
an354,63.04
so961,41.2
ro131,100
je826,27.17
te1401,100
ga346,1.96
em1494,61.78
re1059,6.65
lo1420,85.79
we573,35.69
wy54,95.76
al1079,79.89
he1584,1.02
de939,20.11
de983,17.69
wh14,100
gu151,51.14
el1648,15.21
de1317,33.44
pa739,100
wi1238,72
do1308,61.3
od719,19.27
je104,93.75
da1613,14.19
el1345,13.74
lu756,20.32
he745,41.38
se1009,92.22
da439,91.18
as122,0.24
ma239,76
ni1517,2.3
ph462,100
pe572,7.12
gl154,68.5
fe1159,18.47
pe1597,0.08
bi1227,30.92
el621,52.37
re1378,38.47
ga659,79.87
mi1693,11.47
ri958,36.13
co949,82.61
ja544,89.94
ma417,89.42
al957,100
lu1143,100
re1217,22.43
cl760,86.61
xi675,44.54
mi1515,1.48
de1659,0.05
ev1670,10.4
ga906,36.59
ma75,100
sh1327,1.4
zo1192,54.18
ma773,78.56
li905,100
jo911,98.82
iv647,100
pe835,10.97
su1280,33.47
me445,93.63
iv1714,3.24
jo1576,7.18
sa782,81.55
co1624,0.06
an603,78.4
ar1185,69.95
do576,7.59
ca1454,100
je673,27.29
re953,100
ma114,68.26
ji1464,61.51
ja101,21.76
ce1546,8.4
ma1047,79.36
el378,84.3
sh1652,0.03
ju876,84.54
vi1407,1.9
co135,100
ve1229,2.35
ma872,100
le120,33.04
ge566,37.53
ka1570,0.01
es82,88.19
da46,81.38
bi643,39.37
ca251,15.77
le229,18.59
jo1290,0.64
di530,95.63
de1521,3.04
lo816,13.33
et1201,86.73
ed1696,10
sa1158,100
ja1684,0.06
zo1241,89.29
do1723,8.16
li877,13.23
ja711,5.76
ma1392,90.36
ma563,23.55
ad914,87.14
al1612,7.39
ro1034,65.46
jo1336,67.56
od666,7.45
ja918,42.52
mo1001,80.76
wa992,83.82
ma537,4.15
ni1418,56.67
ja1165,100
fl493,4.73
go150,0.8
be1483,4.7
an693,59.85
ju284,88.54
hi1234,100
ur661,84.42
ru1737,0.47
me90,78.92
gu317,100
jo222,74.34
pe429,4
ke812,8.87
ha1202,86.2
ca898,93.36
ab330,84.99
ev176,100
or328,73.78
no1353,9.55
de757,9.91
sh1555,13.73
pr1109,6.94
ma935,94.17
ke1490,1.23
ra725,27.4
jo167,73.78
ta940,71.08
vi1200,100
ar1530,1.53
ce691,87.62
ne995,68.64
ju546,7.41
ju64,89.57
fr989,79.92
ka477,5.78
st755,6.03
dw1214,21.07
je1598,0.14
wi618,89.96
te646,100
ni372,22.23
jo98,3.93
mi41,86.95
me419,15.92
ul664,27.53
bo545,7.09
da1365,38.17
la1720,2.55
co622,59.01
ic292,6.6
ci1339,34.5
cl392,86.6
ti1022,93.65
ot848,28.25
fl752,80.58
el1064,39.58
fr642,73.67
sh1053,3.02
jo485,85.42
ma1285,70.15
le319,100
ly1410,97.72
ce900,22.02
un204,100
am858,2.03
je1724,3.25
jo313,1.3
sh1453,92.85
ez320,19.72
ju1187,93.32
fe1444,3.9
sp155,100
fr527,1.69
my1375,75.38
ar904,100
ma965,51.64
ma1092,93.37
eu1036,100
ju1316,100
an1368,25.75
ti86,100
su377,7.13
mo847,44.52
vi1366,4.9
ev456,7.19
ti1137,100
ca1311,94.32
em1230,93.79
ja202,86.49
la1595,0.74
tr1081,56.99
st1421,85.48
ma960,100
le28,98.38
is1442,85.41
op498,79.17
li1663,0.01
wi99,100
ri1106,100
do89,100
wi315,2.57
do1146,91.38
li1006,2.5
ab1588,0.09
te1038,26.9
as779,100
br314,31.24
ra638,89.44
do1451,100
de71,4.6
je734,100
do1083,19.47
lo660,4.15
lu403,89.79
ka1397,100
ke1130,49.97
an1105,13.77
vi980,0.2
de819,100
or1271,80.89
le851,83.66
ar533,5.75
wi190,0.61
tr907,93.01
ed1017,69.05
jo1438,67.97
ma1708,0.27
dr413,37.08
cr357,6.73
er1031,9.09
la1318,34.06
sh759,100
ko1267,100
al494,3.65
cl1030,40.62
to1363,91.42
ca1048,52.37
bl95,8.79
jo1639,0.04
os236,3.32
ch261,83.81
el196,6.13
el247,79.96
ga733,83.32
ha789,100
co774,32.95
tr232,87.54
br353,100
re9,100
sh1548,0.65
ar410,100
na1298,81.52
co1104,38.71
cl69,82.61
me331,2.12
an1541,0.4
ch27,2.39
ch996,76.28
ca671,78.63
pa1348,100
ra1587,1.37
fr1462,0.65
fa1396,60.97
ka379,2.34
mi592,77.44
ru395,100
an1390,100
be1010,7.94
de787,4.12
am1543,0.14
do705,21.5
ni1257,78.79
cy934,0.42
is808,9.08
re1485,8.19
jo20,1.35
sa1341,84.89
la195,70.2
al515,78.09
ph1432,3.3
be198,86.21
no1489,58.19
ce1679,0.81
ti748,68.34
da1655,2.7
do688,0.96
de1391,10.58
gi1508,64.5
ko1356,80.8
an1259,77.32
ha172,81.79
ch568,95.24
el1448,68.97
la166,100
fo853,0.85
ka1364,68.61
la945,83.39
li979,45.95
ba543,0.62
yo1289,27.95
oc386,6.15
ar683,100
ir1393,58.19
pe651,2.61
co1213,100
ko1585,0.06
is1504,12.68
ma585,100
lo1008,39.83
wa1073,20.89
bo849,87.3
ra1430,89.51
ri1361,100
el1189,10.11
lo941,88.24
ra698,56.32
al216,15.04
lo1650,5.95
va10,58.55
gi468,13.97
ro1563,3.65
la65,79.33
ma1377,1.62
ig1012,9.35
en475,92.85
le879,5.63
ar1427,87.96
ze1476,9.29
ma1415,85.24
ka1733,28.8
pa141,1.54
la976,59.9
ca339,6.28
su1344,100
op801,0.23
am152,5.36
ly1357,16.33
wi411,3.22
re724,44.89
ro809,55.07
os13,78.34
la1090,1.97
ho1466,61.82
ma1144,100
pr796,100
ch1677,0.69
lo394,84.52
er490,11.14
ma786,85.7
ad1191,100
ro697,67.94
pa720,31.6
ar837,4.91
jo897,2.01
be1406,87.22
ta491,6.55
te793,7.77
ja869,7.5
el1124,86.14
ni85,100
ro1003,21.75
ja584,92.22
st42,7.05
jo871,64.96
ea653,100
br478,85.19
ka1479,4.16
lu23,90.64
do1599,0.86
re943,62
en919,2.49
al1204,100
la123,78.44
sa175,71.89
hu1270,54.69
jo1506,48.78
gr291,38.59
fr1155,89.67
oc836,100
sh620,100
es830,9.3
el1254,94.38
ro570,86.85
ge501,28.61
kr1472,38.08
al87,100
ra1429,52.28
al393,89.01
ce1312,100
no1133,19.81
ce766,90.87
je1609,15.14
te824,78
ja713,8.22
ma1119,15.94
gl1688,7.5
vi143,100
sh302,69.35
ri569,66.99
ma242,100
fo1029,81.69
li1258,83.57
je987,3.4
at1173,5.6
ri1606,4.47
sh1627,14.09
ro1150,5.2
ha1441,35.26
an156,79.51
ka1566,2.43
la1528,0.95
do829,89
ky505,21.27
la1635,9.69
br1203,19.27
vi1409,55.25
bl686,30.03
za303,100
el1481,100
ch1369,87.79
sa463,87.62
ca1122,86.58
ar1252,3.72
ja924,100
ty1085,98.12
wa1495,3.22
an1394,47.95
pe203,51.09
br574,0.36
fr1195,52.02
ro1433,0.56
ca1236,4.03
ca438,35.83
gi963,100
he78,7.67
li731,10.02
jo1084,25.64
be437,29.25
ar1711,10.11
fr1028,8.2
ja1602,1.14
ju1164,3.29
ag238,84.82
te1070,1.36
ma1596,25.79
la449,94.37
ke111,100
ja1025,84.2
la84,3.95
wi1660,3.94
co1342,23.02
ge26,100
lu186,100
ow1043,33.19
au279,76.12
do1626,0.03
le1637,9.18
so367,5.36
pa127,100
vi891,0.45
ja1301,2.5
fo1405,71.17
co33,10.21
ke1292,90.63
ro1087,100
ga536,85.79
br105,99.45
ca606,0.77
er541,12.14
ed1281,43.07
er296,100
be825,4.41
pe271,81.69
ke380,64.25
ev376,10.44
me435,93.49
mo74,4.25
mi1068,5.03
br1209,100
or1182,46.36
ja1618,8.24
st311,82.71
ab273,34.03
fa1443,95.01
cl348,96.17
do944,88.51
gr1256,100
ma1686,25.36
do253,88.64
em423,77.93
dy1520,1.07
ma60,100
we1646,11.54
ke209,46.86
es1,100
ma554,46.12
ra1673,2.56
ra973,10.08
gr513,63.59
ke937,100
an687,78.73
br1514,0.33
le1284,83.73
ch1605,0.01
ji775,19.43
ad1710,1.05
te1190,9.57
he398,89.53
wa1307,100
be632,86.67
ch61,71.18
al868,28.86
ro818,3.47
vi495,100
pe169,50.04
ma857,1.21
ho650,21.6
ju1562,11.84
be108,92.73
sa1505,55.98
sa289,12.79
an488,92.91
ca833,72.65
da1160,100
an1108,3.15
bi1674,3.02
ch62,100
lu1035,83.49
ko1554,0.14
qu245,100
po1134,83.7
el604,100
es1272,3.22
ja132,12.63
hu1018,10.3
me602,47.29
jo145,100
na1519,0.01
ed550,19.85
ni7,32.15
fa180,85.02
ra316,41.15
re740,66.54
sa644,9.38
so212,19.47
ma1178,94.7
do1114,100
zo431,100
cl237,4.74
za189,100
wi1389,78.34
ly890,83.47
ni130,55.28
al1355,47.61
ma556,100
tr884,100
ja1132,100
co1261,3.2
ko1647,0.1
na915,100
jo1193,90.43
li390,96.77
fe1456,78.36
je412,0.81
lu726,100
id268,92.36
ab994,0.91
gu1247,91.94
je1523,1.33
me1531,7.5
di1428,36.41
ca1112,91.8
to581,90.29
el1093,4.04
ba1288,36.19
al649,87.07
mo1074,74.87
hu235,100
cu116,50.4
ma1062,1.55
ha813,22.71
fe240,90.83
ca352,5.82
ph1649,6.7
sa754,8.51
ru51,84
he1274,3.17
be77,32.59
de1465,16.25
et187,99.05
ja1058,100
sh1303,23.62
jo66,89.78
iv1215,37.07
li345,2.65
em1500,100
bo465,12.49
rh730,94.31
tr1694,1.11
ca471,37.02
gu310,100
co1475,34.27
al1194,94.01
ch55,70.6
lu553,77.34
jo250,43.22
wi1249,40.37
ja931,10.17
ly134,96.11
ma325,47.19
ge893,96.5
na397,80.56
gr971,100
al1431,4.88
jo117,2.41
wi5,73.86
by1455,12.9
cr1457,5.24
