netid,% of videos watched
de815,6.55
la1635,2.75
gr895,3.67
wa201,8.35
ar1530,0.17
co1342,32.19
ma1392,87.32
lu1251,2.53
po1134,85.18
co33,40.42
be1010,13.63
ca251,56.04
jo485,96.75
jo1576,5.63
za303,100
th224,5.74
ha1202,86.23
ma1144,100
be198,67.82
cu116,40.71
wa1307,93.56
ja1602,2.69
de939,14.7
lo1008,32.8
rh730,78.12
ju1187,58.26
wi99,100
be1406,50.94
sp474,100
jo897,10.86
jo964,7.55
ne995,83.5
vi1200,83.03
ma1092,66.52
ma1474,31.83
su1046,80.08
ma1047,54.8
ly1224,0.68
jo1336,41.97
jo250,28.69
lu323,9.14
ki4,7.66
ma935,91.66
er669,87.02
sa1158,80.97
pr781,3.43
ja918,54.08
as779,100
or1271,98.14
ri958,54.68
ma242,100
ro809,62.42
je925,0.37
he1332,2.6
br314,33.99
ea653,100
ni85,100
em423,90
jo1084,30.62
sh230,100
ad1710,0.74
ev456,25.82
es16,7.17
cl610,7.89
di210,3.7
mi1590,5.91
pe271,94.39
ol1040,14.61
gl154,79.02
or1182,53.53
le851,100
be993,3.8
la1169,14.29
li1258,96.92
ke1490,8.45
wy54,75.74
jo1193,85.17
el1481,100
or328,73.05
mi1693,6.96
fa1287,0.97
ma1346,14.7
fe1159,15.09
ha789,100
lo941,100
lu403,71.01
ar410,100
el1254,77.04
ma1285,96.44
tr884,93.53
li1663,9.56
li655,97.52
ri1606,3.33
ra1161,6.36
do1626,0.15
so961,40.56
ge501,32.68
la976,50.15
ke812,1.67
la166,100
ca1048,52.66
me90,93.28
le583,18.6
el378,74.11
is1237,41.45
ph1649,20.36
ko1356,85.98
be1483,0.6
ti86,82.47
ja1058,100
te1401,100
le1171,89.58
ju64,72.08
an1394,57.99
al1355,31.26
fr1155,92.6
do1599,0.24
ca1297,3.91
le794,9.14
ju1316,100
to581,90.18
da1160,100
vi143,100
ja924,66.54
an1259,57.27
he601,0.62
da1613,7.81
ji1464,84.96
do843,9.06
ro1003,3.36
lu23,87.83
ma1686,7.48
co135,100
su1344,100
ri1106,100
sa782,83.05
br1203,54.93
an354,18.9
ma872,100
lu186,100
kr1127,9.34
ha172,62.09
pa127,72.34
ch1369,100
ka862,4.65
al649,76.06
fa1443,78.41
do89,100
ma540,77.19
jo1384,37.6
ca624,1.66
er541,4.4
ri569,42.97
ne529,100
co1213,93.17
cr1156,3.41
la1183,42.09
va10,100
ly890,91.2
ro697,84.71
am220,2.89
de1521,1.16
sh1303,36.62
fo1029,85.18
ro1433,4.97
cl760,83.81
pa1147,1.6
fi1037,45.3
la945,70.45
tr1081,90.93
li390,90.92
te824,95.05
re953,100
ma1082,3.64
ju1562,0.07
st1421,100
gu151,25.16
zo431,100
ke1292,100
ro131,100
un204,100
be785,9.25
br464,15.08
el621,29.16
hi1234,100
ja544,79.05
ar39,2.1
cl348,68.23
ow1043,25.45
ar1185,64.14
bu19,7.77
ma417,79.31
da1174,3.2
lo1650,0.18
sa289,9.68
na1298,59.69
la1556,1.44
eu1036,100
he745,42.84
ez320,42.89
te1038,45.52
jo167,89.36
mi1718,8.17
co1475,50.95
ga733,88.73
ke52,6.74
gr1256,100
ze1476,22.2
ja1132,81.33
ma1596,3.24
so863,2.09
be108,92.06
