netid,% of videos watched
ar1530,3.38
ca1385,10.96
la123,100
co949,70.5
ab330,69.33
lo394,100
mi1718,5.83
el1648,0.42
ma1708,5.52
ke209,56.01
ja168,7.3
ch55,100
na234,100
ha789,91.68
ma526,1.29
ty1085,85.2
mo1074,100
ka1364,89.63
ma318,4.45
to581,94.04
ar1185,92.3
lu186,100
ra725,51.64
je673,64.55
gr506,7.36
pr781,8.4
de942,26.21
au656,1.45
ma857,3.03
ja918,37.3
je826,44.94
al494,5.11
ro131,80.19
ro697,68.37
ja202,74.78
ma1078,15.17
ca1454,100
al957,100
al1052,1.81
do1114,100
ta737,100
el378,84.08
ha813,1.23
re1378,46.06
ma1596,0.29
gr971,66.38
ma417,68.88
na1298,76.93
jo871,79.88
pe1131,23.43
sa1505,76.03
hu235,100
vi1407,1.02
al283,10.52
na1519,24.95
en475,85.46
de1465,30.26
je1561,5.51
le319,100
fe1456,100
al515,84.99
ma1275,100
ab1588,7.34
mo1076,93.96
co1094,9.74
lu726,100
ma556,100
sa782,84.66
ja584,58.03
ma1178,100
ja1602,3.85
zo1241,97.76
ma1392,84.75
dr36,22.78
dy1520,19.83
ra1212,7.33
fr642,70.29
jo1084,22.18
ja869,2.8
he1584,0.05
lu768,2.62
oc836,100
br105,90.69
da860,1.71
er1121,8.88
ad1191,100
la1720,0.34
br353,100
te1190,48.31
et1201,78.26
ir1459,4.94
ha1142,3.04
sa1341,98.2
ch1369,100
do1451,100
ca1112,80.91
ke845,21.47
ly134,81.16
li1663,0.12
el1254,88.79
ja544,93.06
ka1733,7.03
fl752,80.75
au279,94.08
ju864,1.8
ca1352,16.31
la1556,0.92
te1038,38.24
my1375,61.14
ka1570,0.81
ra1429,69.41
ky505,5.54
de757,17.76
ti1446,6.37
to1363,91.48
ch996,73.84
be108,95.94
ru395,92.37
ru455,3.26
ot577,7.06
vi899,2.37
bo849,92.12
al393,82.49
li979,28.08
gu317,100
gr291,55.8
da439,81.11
yo1289,54.69
ha1441,8.81
fe332,14.94
ka862,3.04
wa1307,95.19
ly890,83.8
an1390,100
jo145,76.94
em423,68.08
ar1427,82.25
ce1546,0.14
ko1585,0.19
ro570,94.06
co1342,43.32
ly1410,93.54
le1171,81.88
fi1037,77.01
di1428,43.14
ma773,95.12
co622,58.6
ma325,36.14
el1448,99.42
ar1711,0
br478,66.06
gu151,26.63
he852,100
em8,7.97
an1541,3
of1250,11.77
ri1361,100
do1337,7.58
jo911,91.22
ma75,100
fe1159,50.74
ti748,92.42
tr894,14.05
ke380,86.33
cr357,4.62
ma1285,76.52
co33,58.91
ke1130,57.22
