netid,% of videos watched
de160,4.98
ru1737,4.11
me445,78.46
me1098,7.25
ma1392,50.48
be785,4.6
os236,0.59
al1355,38.58
cl760,69.49
ma935,89
ma872,100
sh1627,1.07
pa127,100
ko1554,1.74
fl752,61.32
pa1348,100
do1337,18.4
na1519,8.29
ra638,86.72
an708,0.04
wo699,20.73
ra725,54.04
ro1493,25.5
wi1660,0.02
sh481,8.23
fr1278,17.15
do89,100
ti823,43.32
ma965,29.41
br478,80.3
ga733,79.41
de407,31.91
de24,11.2
al15,0.8
as779,100
fe240,80.63
ur661,58.18
ga346,5.49
ru586,3.22
al957,100
mi1458,24.32
cl69,64.85
os13,78.7
al805,67.52
gr513,88.43
ke111,100
ti1022,92.59
jo1084,19.01
ha1202,100
pa720,39.74
pe1597,27.52
ol1040,2.29
ro131,100
ha1441,29.89
dr413,48.21
hu235,100
vi44,6.45
ch80,0.91
ma1092,93.58
ma786,94.72
ar1530,1.64
el621,70.54
zo1241,91.36
we1646,0.01
ab225,6.2
wi707,64.33
br1103,93.03
ar410,100
li1258,78.34
iv1714,8.08
el30,12.11
jo1336,27.33
le28,82.4
al393,89.86
el615,5.17
ab330,83.95
mo628,0.59
ch62,100
tr1467,12.12
ch531,5.74
ri958,33.23
do1451,88.69
dy1520,1.27
de1659,0
ma563,59.59
ri569,27.15
el247,76.55
br353,100
ce691,78.19
ch1677,3.92
wi1249,46.75
al1246,14.44
ce766,88.15
co1094,8.89
ju1316,84.54
ca1122,91.9
po1134,81.91
ev456,29.97
je1598,1.06
la1318,6.6
ru51,80.59
me267,100
wy54,92.05
te824,83.39
ga231,44.86
co1475,16.8
ch1605,5.25
ke937,100
la1183,77.97
ji775,60.16
qu245,100
fr642,88.18
ic292,9.84
ca251,48.85
mi1590,11.14
ma1415,67.44
ja1602,0.16
ro657,1.48
bi643,38.93
gr971,100
gr1256,100
jo1023,1.75
ma1178,94.08
eu1036,100
co949,68.52
ne995,86.12
ti748,95.3
ad914,88.66
ma1275,100
sh1303,60.44
he852,95.86
la1595,3.37
le1171,71.65
jo1506,57.64
wi1389,71.65
la976,20.39
wi1238,74.72
te646,100
no1489,62.03
ly1410,94.02
ca471,33.98
se1197,1.38
ma374,19.21
zo431,100
ka379,1.8
jo485,84.68
ab1588,0.21
jo145,100
ch552,15.62
jo66,93.08
bi1674,4.23
he1439,1.27
jo222,92.1
ka1397,100
ja1058,100
ka385,12.21
ji1464,91.48
we573,42.77
am220,1.86
au279,78.33
ca438,9.37
su1344,100
cl1030,62.6
ed1281,46.94
al216,25.66
ad1191,100
ma1047,97.2
te1190,41.51
lu403,96.63
pa580,7.72
fr1155,94.32
ta491,1.28
ha1142,9.51
de1521,1.8
ar904,100
fo1405,49.74
ja1165,74.73
jo871,69.25
ro399,3.12
gu1247,71.69
ma60,100
wa684,10.79
sp474,100
co1261,10.53
ph462,100
me435,76.96
ol1488,18.25
je104,86.55
na915,100
gl1688,1.37
de1317,77.02
ti86,100
na1298,91.37
wa927,5.5
es1,100
la1720,2.14
ma960,36.06
ra1429,20.53
ph1649,1.25
re953,100
br1203,27.01
be1406,87.64
zu762,100
be396,6.03
ka1364,71.31
le1284,85.21
li905,100
do1308,24.04
jo117,5.67
ma325,29.41
la1167,0.49
is1442,93.38
le120,36.09
es547,13.28
jo1576,2.6
br1514,1.95
et1201,75.82
en475,55.76
ga659,67.95
na1358,11.35
ca833,38.77
an687,80.28
id268,77.87
je673,46.27
sa1158,97.04
be437,30.32
te1038,58.09
od666,9.1
la1556,0.02
fr989,57.48
fe1444,2.51
ja1684,8.37
ed1055,0.36
dr908,4.93
ja869,35.55
pe271,56.53
wi5,72.69
ra1673,5.62
zo1192,21.09
ja101,61.36
lu323,6.59
ev176,100
or1182,40.27
ge355,5.57
mi1718,1.69
te142,27.45
ja1025,80.05
wi99,100
tr1081,68.54
ga906,24.99
em1500,100
an1390,100
ca1112,91.8
ce1679,1.71
sa1341,69.32
gi963,100
ro1150,8.08
ru395,100
to581,79.15
st1095,2.52
ta737,100
he78,9.88
je826,19.34
ge26,100
tr1694,0.16
be825,8.58
we984,90.63
st500,5.02
gl154,91.06
er541,12.26
al1612,0.56
sh230,100
ez320,36.55
lu23,73.78
jo167,91.91
sh1652,0.7
be741,10.18
am1543,11.6
na397,77.37
ir1393,100
fi1667,0.73
bo465,33.7
lu726,100
sh557,4.64
ch996,54.43
ki4,2.46
fa180,83.99
re943,74.4
da1613,3.63
ba1243,15.41
ja544,83.05
li979,19.74
ag238,66.05
je1724,0.52
lu1143,52.21
do1723,2.01
ma103,1.91
ma239,80.56
va350,13.32
er669,74.1
ot848,34.15
em1230,85.79
ke209,28.27
al87,100
my1375,17.87
ge566,46.02
bo849,97.77
ed1696,6.86
ra1587,0.7
ka1566,0.55
br1209,100
ja1618,24.2
jo250,78.71
an1259,54.87
