netid,% of videos watched
ma1092,92
ge26,100
al515,80.89
co622,19.99
la1635,0
cl348,76.72
al87,100
ma563,27.87
jo1639,0.45
ed717,2.77
cl1425,8.7
an1394,27.15
mi592,100
ri958,70.37
ha712,0.85
cl760,93.63
va663,4.85
je1523,0.06
bi1674,1.88
di281,8.28
br1381,0.52
do1308,76.54
be632,85.7
ha1202,100
vi1409,41.82
je734,100
ge893,86.48
be1406,78.92
ce691,84.3
co1342,29.78
cu116,57.01
br1514,0.03
ay1300,11.34
ma1265,2.51
lu553,100
ha1441,29.58
we984,74.89
di591,3.94
lo1141,9.73
jo485,89.53
me324,14.21
pa1145,4.4
el378,90.52
me90,78.78
ma1047,91.54
ar1185,71.69
ur661,8.78
mi1458,47.74
la1556,1.81
eu1036,100
wi1660,8.39
ro697,73.67
gr513,92.83
ru51,97.85
ly134,90.98
sh304,3.82
ma417,92.46
fr1222,20.6
ma1415,87.09
li859,3.48
cl368,8.64
ro809,95.12
wi618,79.25
ka1364,94.28
be227,3.87
zu762,100
ca1122,98.75
me445,85.39
lu1240,16.62
ma60,100
ra1212,14.23
ko1647,8.9
ad1191,100
ma1144,100
ca1311,86.77
ti1022,92.12
no1489,65.43
ca671,89.16
ad840,6.43
ur1328,5.26
he248,5.88
or1182,28.36
do1599,14.01
er769,15.9
mo628,4.68
li979,38.75
do440,1.16
za189,100
bo465,58.01
al393,90.69
ly890,90.38
fr989,94.93
ca1454,100
pa720,54.47
kr1127,2.71
ed1017,89.33
co135,91.83
ve1299,3.28
li655,67.87
pr796,100
zo1241,97.54
cr1457,0.42
fi1037,82.93
fr642,68.99
me1622,3
er296,100
ra638,88.85
an693,45.9
na397,84.59
na1298,79.78
be108,96.64
an928,12.29
lo282,28.76
de983,15.56
ke937,85.89
he589,3.83
lu1143,95.81
da1160,100
je1360,17.73
lu403,100
ab1588,5.17
ni130,45.68
le1284,41.17
lu1035,92.41
el704,6.52
te1401,91.16
ju685,38.17
to1363,100
be1491,37.61
mi1693,9.09
ge501,69.85
el604,100
fr1462,13.55
do1440,0.7
la1528,3.89
bi643,28.14
ga906,59.7
ka1570,3.2
ju64,76.24
ja1684,0.19
os13,75.3
jo20,6.84
ch1605,0.28
li905,100
ju1562,3.34
is1244,25.46
na1519,3.05
al649,98.4
ot848,38.54
ad914,96.34
mi459,93.48
lu186,100
ni1517,3.44
ce766,92.83
er669,74.19
sh522,2.32
iz1621,5.83
ka1566,0.24
st1095,0.03
ma965,78.98
je1724,0.26
ka1071,9.9
an354,55.17
ti6,63.07
tr1081,70.72
cl69,76.56
wi5,85.91
ky309,6.24
za303,90.18
bl1487,9.44
ma786,74.37
wa927,17.33
tr1279,9.61
be825,7.24
is1442,83.54
an1350,23.82
ar1530,5.7
el1064,14.89
jo911,87.21
fo1029,100
ch996,78.63
el1124,100
fe1456,82.09
re953,93.14
el1002,9.02
ne995,89.98
ma1474,6.91
ri569,55.02
ya1512,5.96
le729,12.23
ar904,100
to581,85.78
da439,91.64
ch1677,1.4
ru1737,8.44
je104,85.18
jo1438,39.63
lo941,80.99
ko1585,0.09
an1108,0.16
hu1270,14.5
ly1357,15.13
ti86,100
ve446,0.62
ka862,4.92
el1254,87.56
jo66,88.82
ju876,72.91
ja1618,3.19
ga733,95.13
ni372,47.3
ka817,10.42
li731,4.46
ni1418,20.59
ja202,76.45
ce1546,7.9
ho763,3.25
al868,23.74
je1561,35.54
id268,62.59
fa1443,74.44
ju864,0.8
ir665,1.74
do1146,75.85
gr971,67.86
vi44,4.78
gr1256,86.59
he265,16.61
ag238,74.92
do1114,89.6
ba1288,47.77
be1113,1.29
sh1548,11.93
pa1348,78.21
au279,88.08
li877,22.94
ra213,10.36
ru1211,2.43
ta737,100
jo1084,71.08
re740,95.57
el30,1.63
da1365,31.63
li1153,32.42
al1079,93.48
ri1606,0.88
re100,16.64
al805,62.75
va10,100
ma935,85.58
pe549,9.58
em1494,74.9
be77,69.19
ar683,100
si838,0.05
mi214,7.23
ca352,5.18
po1134,75.52
se1009,71.89
ma1686,8.92
da607,4.81
re1217,16.1
as779,100
ce1679,1.71
al957,100
ke111,100
ju631,1.34
or1271,83.75
ca438,61.87
ca1112,85.78
sh759,100
ev456,46.9
