netid,% of videos watched
ro1034,84.71
li859,6.39
ja1602,16.86
ma60,65.48
sa463,69.56
ja1684,0.01
ni372,24.13
sh759,100
rh730,92.3
da1655,0.2
mi41,96.7
de1659,0.21
ca339,18.34
ly1410,52.3
el1448,81.72
yo1289,15.33
za303,80.46
be785,2.4
bo849,82.1
de1521,3.23
da860,1.92
ge355,1.15
de983,0
za1321,2.37
an603,76.67
vi1409,21.44
ar1711,0.11
al1194,85.37
la195,95.85
na1519,14
le1284,86.8
re740,87.77
et1201,96.49
ma556,77.27
er296,100
as779,77.89
lu1041,6.67
ro967,2.24
th1423,10.67
sp155,100
iv1215,34.33
ca898,92.05
ma564,0.08
ni1418,63.34
am1543,3.33
wi1389,80.72
em1494,93.12
lo1420,65.63
ch1266,6.28
ir1393,100
ko1267,94.94
ro697,93.53
el1481,100
ar1427,44.93
ro1150,6.22
lu23,86.61
ur661,38.52
ga536,88.66
ja218,4.37
da40,83.93
ch418,88.93
ol613,2.3
st311,50.53
cl1030,63.18
br1203,14.7
br353,100
ma554,51.82
ma563,53.98
ow1461,11.95
re1059,1.37
wi707,71.01
ri1286,7.94
di1319,0.5
jo1336,41.33
ga231,21.9
el378,98.26
wi327,2.06
ph1649,46.49
ge893,72.95
em423,87.11
ri1606,7.91
la166,76.01
ja584,62.32
fa1443,73.34
gr513,85.82
ja544,79.9
sh1548,2.12
pa739,100
wi5,76.21
fo1405,19.16
mo1074,92.96
ge501,61.06
ta940,72.89
tr1277,0.84
su377,21.32
na915,100
la1720,16.61
ko1554,16.25
ro809,77.86
sh109,18.72
cl760,82
hi1234,71.95
cl348,100
ja924,100
iv647,100
je1561,5.72
ed1055,5.42
ra725,40.45
wa992,100
ma242,97.69
li905,98.68
jo1506,34
ja1058,100
ru455,4.43
ma1415,100
ed1017,66.96
ch552,3.86
mo1076,72.16
lu553,100
pa1348,81.73
ja1025,70.32
ar1530,0.09
do1308,71.33
ce691,92.72
dy1520,26.32
ma1178,100
em1500,93.3
jo250,54.57
ma935,83.65
jo222,95.42
ga906,57.42
ko1356,94.41
ol1488,10.26
bi1382,4.24
cy934,5.39
ig623,8.23
je668,20.42
sh1555,3.69
ca73,2.71
bl686,32.69
pa720,31.59
du1413,9.03
ca32,27.1
ma114,59.93
le747,0.35
ta737,88.95
ro1087,87.1
fr1195,48.2
ma1140,7.9
ly890,83.94
ti1137,100
jo167,73.1
li655,77.19
do1723,8.25
et187,78.68
ra698,90.96
ri1361,93.94
br1381,1.59
he1584,7.73
or1271,92.1
bi1674,7.01
da1613,0.63
ba91,0.65
je1609,0.01
je1523,0.78
pr796,100
jo871,84.03
la1635,14.69
al15,2.19
an156,97.84
le582,11.82
co360,3.45
ro818,9.64
me1622,0.58
pa127,100
dr413,75.19
ru51,82.82
wa70,16.36
gr291,18.79
ma1708,18.05
we243,8.45
la1528,3.03
te646,74.96
ei38,100
ha789,92.84
ha1333,15.77
me267,75.47
br1514,0.01
je673,57.83
wi618,84.86
gi963,100
de819,100
ke1179,11.56
br1452,7.18
ma1275,100
ab1588,1.32
le851,100
el1334,5.81
ke209,69.38
an182,2.66
ke937,100
an928,3.71
ju1562,0.48
tr743,8.48
ti1022,73.12
ar410,100
da439,83.52
ca471,54.91
te824,79.45
he78,3.72
he256,6.52
ev456,37.57
be878,4.8
cl1306,0.57
jo911,92.44
ch568,86.62
do1146,74.27
el247,62.15
li1663,0.71
ro969,2.55
le28,83.96
li877,64.43
tr884,100
sa175,38.18
wy54,85.65
ka1397,100
ho1466,60.69
la1183,75.04
pe866,7.3
ab1282,6.87
er669,79.44
xi675,75.5
os13,83.74
ca714,100
ed1696,0.01
ab330,84.46
le229,6.24
ti6,77.57
jo1438,10.45
mi1693,0.04
vi891,2.08
la1057,7.56
an687,91.42
be1406,70.85
pe203,18.6
de1314,5.79
an354,55.31
we984,85.49
ch261,73.22
ne995,45.92
te1038,47.57
fl752,79.3
kr1477,5.14
ma408,0.09
he745,73.69
le1180,24.11
fi1037,94.81
ev176,75.89
da46,78.02
mi1590,6.92
ji775,16.52
na1298,95.02
ch1605,0.15
ce1679,13.75
me435,87.6
lu1035,65.39
ch62,100
sh302,53.4
jo1084,42.86
zu762,71.76
al868,44.54
co1502,1.01
ne529,92.5
we1646,0.06
al1204,89.44
br478,77.72
wi1660,18.55
sh334,5.01
li1497,6.23
an1368,8.63
lu726,100
pr1109,2.3
mi459,100
co1213,89.69
ja918,38.41
gr895,0.71
lo1650,0.57
ph462,100
ca1048,77.95
lo394,100
an1390,100
lo106,12.1
ro831,1.23
pe1597,0.15
ju1316,100
ro1499,10.86
co1624,11.76
he483,2.89
el1648,17.65
en919,3.45
re943,62.68
mi1718,0.72
ro570,82.5
ju876,95.92
to581,95.59
ro1433,55.66
br314,48.65
al957,62.88
be632,73.41
mi1458,47.05
sa1341,94.92
bi643,54.82
ri270,8.6
la123,100
ma585,100
an128,3.73
al393,88.74
ti748,77.28
zo1192,21.47
ha191,6.99
po1134,81.54
za189,85.99
gu317,100
tr1694,27.63
em1230,83.77
ri958,19.47
op498,90.65
an488,89.75
lu403,100
fr989,91.45
do944,81.34
wi159,1.16
ga659,80.13
ko1647,1.64
mo278,28.03
de588,1.38
de939,51.17
jo66,95.09
le120,55.27
na397,98.38
ka1566,1.25
ma872,84.01
je734,70.13
eu1036,63.88
ri1106,100
wh14,79.96
ra461,6.33
el1254,87.58
ma1044,4.63
do253,93.26
al1612,0.49
co1104,13.2
br1103,100
do1599,0.06
be77,51.46
vi495,91.51
ju1187,93.76
ed1281,42.23
ir665,2.95
sh522,10.56
ma1047,72.19
ph1432,21.25
al494,1.17
ad1191,98.12
le1637,6.43
ar904,81.66
ro131,100
na1358,0.06
pa962,2.56
ma932,1.15
co1342,54.23
el621,20.96
te1401,100
lu1143,80.46
al515,47.39
ra1587,11.81
