netid,% of videos watched
ri1606,0.43
ar1185,78.37
cl760,53.54
el604,100
ma444,7.23
ge26,100
su1344,100
no1313,4.92
ja544,61.79
ha191,6.23
sh230,95.17
pe271,89.28
ma556,100
lu1273,4.44
me331,6.2
ke1292,100
ke111,100
ma114,89.14
le1637,1.83
ad1575,1.21
el524,1.71
ra1429,40.56
de1521,23.14
de771,4.81
ni85,95.34
ne300,4.96
al1355,28.49
em423,67.61
so863,1.77
bu625,6.68
ad1191,100
ma872,100
je1598,0.02
sa1505,94.71
la166,100
ti1022,91.05
ma60,100
cl487,2.81
ve1229,9.29
ma585,100
an1541,0.27
ro1034,84.97
co1475,32.02
jo911,93.47
do944,86.82
da40,100
ma343,18.26
ma1047,94.42
ba1288,47.17
iv647,91.3
do843,11.45
za303,83.74
is37,1.7
fe240,89.57
ju64,95.06
ai637,1.61
be108,85.51
ju876,79.11
ri1286,7.02
fi561,5.83
ly890,72.5
su1046,81.23
pa127,61.48
ge501,32.32
ca251,42.36
ne995,65.01
ma242,100
jo250,39.91
ty1085,82.94
wi99,100
pa1176,17.48
fr527,7.7
ju1562,1.16
cl69,90.6
ge566,11.84
cl641,1.33
ar1711,7.54
jo66,75.67
je1609,2.55
je734,100
ja1132,100
eu1036,100
le319,59.34
tr1081,90.68
br933,73.38
al868,10.04
li390,94.53
an1216,17.03
tr1694,12.83
ho1466,51.84
ra1430,100
od560,0.41
br464,20.46
an1390,100
fr989,73.71
ja76,20.23
tr907,91.36
ma325,55.9
ju383,1
wi542,19.91
ko1267,74.53
ir1459,12.18
er669,85.79
ze1322,15.55
mi41,70.44
he601,9.23
an280,5.4
ta1231,4.81
al393,68.36
ca892,27.57
ju284,89.43
ke380,77.11
mi1515,11.66
ro158,9.04
ma965,18.17
bl507,12.68
ja918,48.46
ma786,95.03
lu756,2.71
mi459,100
pi1032,6.96
ch261,100
ti748,89.21
br1208,3.43
co1104,44.69
di1428,36.08
go150,0.58
po1134,85.54
la1635,2.06
mo278,39.38
ha789,100
la123,100
he852,100
we573,41.48
ko1585,0.74
ke937,94.33
ad861,8.05
jo102,4.12
pr796,76.76
da1655,0.82
wi618,89.56
ra458,10.49
ga536,82.61
gu1247,94.39
xi675,57.45
co135,100
os13,96.5
he745,19.1
ar1427,92.01
te824,81.61
gu811,2.18
do1308,47.55
bi1674,3.64
sh1453,98.1
es1,100
ag238,69.44
pe169,14.35
je925,1.67
gl1688,2.17
er1107,1.41
po913,2.97
wi5,87.75
ca1207,1.05
ma1275,100
ow1043,30.63
za189,100
el1648,1.11
bi643,25.73
je104,98.72
ca471,36.5
ce1546,17.4
di530,71.44
la1595,25.91
co1213,100
er296,74.95
ro697,66.55
ev456,52.23
qu245,70.08
ma563,57.35
ma103,1.22
wi636,2.44
ja584,75.69
ri958,60.69
al649,95.76
be632,81.16
fi1667,26.51
be77,47.67
ja1684,0.03
de787,36.44
ru1737,1.91
me1531,12.17
do1626,0.88
la195,92.3
ha1315,10.07
gr971,100
ev1670,0.8
yo1289,44.64
ro809,90.95
ko1554,0.36
ma1144,78.34
mo1074,100
fl752,76.91
me90,82.96
la1556,4.63
be59,13.16
jo20,24.87
ma540,47.58
