netid,% of videos watched
la1556,8.93
ne995,91.39
jo167,95.58
pa716,1.76
ru51,87.74
ir665,0.7
ea194,21.98
le1171,86.4
ly1410,91.3
fl752,83.1
ve446,1.64
tr887,8.93
le319,60.62
ja544,96.65
ma554,54.31
el621,22.94
re9,100
ki4,0.24
jo113,6.49
ga536,86.69
li1258,97.26
ed1281,59.58
hu1270,43.78
ma239,78.02
tr674,1.87
ja101,60.78
ch1677,5.42
wi542,24.05
em1494,73.23
fr642,66.01
ca1207,26.58
ni1257,90.79
wi618,91.08
mi1718,0.81
ne867,5.28
ar904,100
ch996,62.48
ju1187,89.14
ca1122,93.01
do1114,100
zo1192,38.76
ed1017,89.16
ho1151,6.52
au279,75.54
el1435,10.08
je1609,1.81
co33,24.95
ja1618,0.81
gr1262,2.59
ol613,2.5
me602,58.75
al1355,45.74
id268,73.34
da1655,11.35
mi1515,6.04
es562,1.74
an488,82.57
ca144,10.92
sh1264,0.65
ed1696,7.83
be709,0.43
ca1112,78.07
ti823,51.68
fe1456,100
ne529,100
do576,8.87
lu1354,23.78
sh230,100
li1153,44.96
fr1195,45.62
cl760,79.24
vi495,100
el1124,100
wy54,74.89
de1314,8.79
gr513,75.95
li905,100
de1317,10.87
je1724,4.52
in593,3.54
lu186,100
tr907,89.22
al957,100
wa1307,100
li519,3.77
ch568,76.57
os13,95.28
da118,11.5
le1284,90.08
cl1030,46.75
at1173,15.34
no1489,29.94
ja931,2.67
my1375,50.65
le851,100
dy1520,0.86
ro697,70.05
ce1546,4.33
ma1047,73.39
ar1427,81.48
ce691,91.51
lo816,3.27
ma1392,63.88
la123,100
ma1265,19.99
ma1596,0.24
ch261,100
ot848,40.87
we1646,3.39
es447,2.59
te793,7.19
ro1034,90.53
kr1472,47.77
le1637,2.64
do829,57.11
em1260,3.44
gr971,100
lo1008,33.13
gu317,100
pa342,28.68
ri1106,100
al1079,71.03
ju546,19.77
sa1505,82.08
de160,5.42
ra698,46.86
ce1537,0.56
re1378,16.22
ma1178,100
vi1200,100
ti748,86.05
do89,100
el1254,78.79
al216,43.79
do1083,17.8
au790,3.48
ju284,85.61
jo145,100
st311,50.67
mi1458,71.88
da1160,62.35
ro1563,4.9
za189,81.32
de1465,40.5
mi592,100
ph1649,1.96
re850,10.83
ma242,100
ju876,85.15
gl1688,1.77
sa754,20.45
co949,98.49
rh730,96.67
fo853,19.55
ve373,2.18
ch738,8.52
ly134,82.73
sp155,100
ga133,4.51
ru1211,4.38
sh302,37.23
ga733,80.19
do1599,2.42
do253,79.99
ch61,93.33
br874,5.83
ev176,100
