netid,% of videos watched
li286,6.69
sa782,85.67
ru51,77.98
br353,60.08
ni372,31.64
an928,3.16
ca1048,30.49
ta737,100
ma1067,1.77
an387,1.71
ra1000,4.72
ha998,9.07
na1519,0.09
tr512,20.42
lu1354,2.76
le120,34.2
wi636,7.57
li905,100
gr1256,100
tr1081,89.56
al515,85.23
ba1288,40.74
cl641,15.57
hu235,83.81
ce1537,2.3
ha172,83.35
da1613,0.99
do1626,8.76
ca892,9.11
yo1289,68.29
eu1036,100
za189,100
da439,73.91
to581,93.17
ro158,8.49
ma75,100
jo1639,8.7
ga906,40.42
or1182,34.3
ad914,81.2
wi618,72.61
br1514,0
sh1453,95.36
lu768,4.27
fe1456,100
se1197,3.19
te1139,1.04
ro570,77.26
by1455,6.32
an1390,100
bl686,48.8
gi882,3.58
da677,24.09
ne336,2.38
no1489,52.39
le319,100
ev176,100
pa1348,100
da341,0.21
gr971,89.83
mi214,7.23
li655,73.26
is1442,72.67
ti6,91.45
za303,100
mi592,100
zu762,100
et187,83.81
ja1058,100
br1203,52.53
ed1055,4.15
ma596,5.92
sh302,45.99
cl348,100
ra1503,0.77
el1064,37.1
rh730,79.87
ca1122,84.19
la31,6.26
ja1165,100
ra1429,48.5
an488,86.47
fa180,93.41
ri358,0.59
mi1515,0.02
de400,0.53
lu1041,7.08
co622,48.94
ch996,93.05
co1624,0.08
mo1001,89.92
ja101,29.65
al216,10.41
sh1555,3.57
ra1430,100
do705,38.63
ja1025,92.49
ke362,10.96
sh522,3.89
ko1554,0.07
di1428,28.41
ma114,80.1
em423,80.54
ad840,3.72
jo1084,17.32
co1475,12.84
ph1649,0
al1194,81.35
ev456,61.13
ma60,100
ca714,100
lu1143,100
zo1241,65.49
be77,26.2
el1124,67.66
es558,5.6
ow1043,53.92
lo1650,0.13
le425,5
ma1265,1.02
gr291,53.43
al15,0.4
ge893,95.11
ri421,7.55
da1160,72.93
el524,4
ed1281,34.82
de983,1.61
mo847,38.64
to1363,68.67
an1419,19.96
me90,71.23
lu23,69.16
ka1566,0.64
cl1030,48.87
fa1396,34.03
ma540,35.44
ce766,79.07
ro1149,4.06
zo1192,46.78
ad1710,0.01
te1038,36.25
ce1679,1.99
le729,5.86
an156,72.53
vi1409,26.9
ma556,89.21
ro1034,94.91
le28,64.72
os13,89.39
ca671,97.98
co1213,79.17
lu1035,55.45
je734,100
la1556,0.1
br933,94.95
mo1076,66.39
ke111,100
lu553,100
ch1369,100
pr796,100
ma417,71.33
po1134,67.92
al649,81.04
bi599,7.58
iv1714,0.62
ri569,30.75
we573,33.13
an354,41.24
sa1341,82.88
ti1137,100
li1663,0.08
co322,14.5
ja544,71.66
fe841,1
si966,0.26
ju64,96.47
ro1563,0.63
as1170,17.79
je1561,7.24
da1655,0
el1448,100
de1465,23.04
ja202,95.87
he49,3.12
ko1356,98.68
ch404,13.61
no1313,13.9
ar1427,93.87
hu1270,39.78
br1208,1.52
ke937,82.53
do1599,8.89
mi1068,17.25
ce691,88.09
mi1718,0.37
jo1336,50.73
de819,100
an693,85.59
ar1252,0.7
ni130,48.71
al87,100
gi468,6.63
sa1505,81.03
ge566,41.53
vi143,100
gi1508,52.8
al1079,89.28
ma965,53.81
un204,91.03
ma103,2.04
je1724,1.57
pe169,47.32
fo1029,100
be108,87.8
fr989,69.23
ne995,82.67
hu1018,1.81
ce1546,0.15
la1635,1.46
do1723,2.86
je673,30.37
gr513,75.88
ma935,96
ta940,85.21
ow1461,6.52
er669,93.36
iv647,100
me267,100
gl1688,12.16
ve308,3.08
he852,100
tr907,88.95
ca833,44.29
ab1588,3.89
fr635,7.49
sh1548,0.13
je104,78.59
ja1618,12.85
au279,97.22
ha1202,72.98
lu726,100
ar410,75.18
ro399,26.42
al1355,57.39
ar1185,87
ch312,0.1
sh1303,48.29
ti1022,93.13
ga536,76.47
qu504,70.78
de407,30.48
ma960,100
wi1249,91.51
ch418,71.07
kr1472,58.92
me445,94.61
ed299,7.11
ro153,9.16
ed382,10.42
li390,93.6
ca438,18.66
la1720,4.15
ke1292,63.31
ly1410,76.35
na234,100
la1253,11.27
ch1605,0.98
je1609,12.32
li1258,81.93
mi1458,18.63
va10,100
ot848,33.85
