netid,% of videos watched
do89,69.32
jo250,57.67
an1394,28.69
wi1660,0
ha1110,7.89
gu317,74.4
me90,76.11
be108,69.64
ar410,81.56
ko1585,2.58
sh620,76.94
su1344,81.68
ri1606,30.84
jo871,88.92
ke1135,8.8
la1635,1.62
ir1459,14.67
we573,47.02
ca471,48.76
zu762,94.1
ow1043,19.06
ja584,77.87
he384,3.38
or1182,50.8
ru1091,0.85
mi1693,0.56
co949,70.04
ja1301,2.8
ma585,100
li905,88.8
el1481,100
br1209,100
di1428,37.81
za189,83.79
ba1288,29.86
br3,18.58
an1259,42.62
le28,68.03
al1204,70.95
la1595,1.13
ta1484,13.98
fa180,81.8
ce900,1.73
ti6,85.46
la1720,1
bl1331,3.86
pe203,35.5
ed550,4.61
co135,100
re943,95.41
ca1112,72.96
he1274,17.85
je1523,4.94
ce691,62.7
da1655,42.92
bi643,35.1
ra698,73.71
ra725,17.36
do1114,100
er364,11.1
sa1158,100
ha1202,80.56
co622,60.97
me267,86.92
al1120,4.34
he852,100
ch418,83.07
jo1639,0.03
ed206,8.48
rh730,85.42
he398,100
kr1472,58.03
le1637,0.68
le1171,83.56
at1173,13.27
ma1392,83.75
th721,7.29
do1146,98.35
da46,86.28
es447,8.65
ho1466,54.74
tr907,77.93
wa1307,100
ne995,82.7
ke111,100
pa127,89.78
vi495,100
sh1453,71.47
ja502,11.42
ru395,100
wi5,87.96
ju685,5.14
na915,100
sh1324,0.16
br105,78.59
ad1191,100
tr884,58.99
ar1530,1.81
ke1292,100
ed1696,1.94
by1379,2.96
ma242,86.07
mi459,75.4
ja202,87.46
ch1404,5.96
wa1495,5.62
my450,5.92
ju284,94.12
de1521,13.06
ma556,100
ir1393,90.42
jo1193,100
sa1341,96.86
ni1257,83.17
lu23,92.92
ar1711,19.27
ma1092,93.26
sh302,55.54
bo849,77.95
em423,91.36
ja76,0.03
wa294,11.26
ja1132,77.55
te1401,100
ma453,9.68
ma1186,4.89
ca144,0.56
na1298,73.96
va10,100
ma1047,84.48
li1663,1.76
ra1587,11.24
cy672,1.52
ni85,94.71
re724,54.71
pa29,15.97
ni130,39.39
ja1684,0.32
ke1130,25.49
ru51,92.05
ro1087,100
jo20,11.11
cu116,54.83
hu57,16.86
el247,84.55
je662,0.41
fi1667,0.64
sc1398,6.6
le120,37.76
sh1652,5.96
da1365,52.48
ad914,89.49
ko1267,100
ja1602,21.48
ma114,77.09
be165,8.31
ag238,85.73
ev176,100
na1519,6.33
sh1303,39.6
mo1001,91.18
ar1185,82.83
be1406,91.96
fr1195,43.52
ch996,94.25
bi599,7.45
gl154,74.18
mo1074,79.23
da1160,77.73
op498,58.38
sa175,32.09
ev456,23.92
lo816,3.7
ve682,4.9
ch503,10.14
er669,79.13
ca833,48.09
no221,25.85
el1064,22.83
co1475,43.3
al957,90.1
ad1575,8.8
ma1686,8.59
be396,17.63
te824,83.37
bi1674,10.53
fr1222,7.99
os13,75.39
el615,2.35
ke1310,6.65
pa1348,100
ol613,5.39
wi99,91.32
ma417,92.35
dy1520,2.86
br1452,13.49
ma1596,19.49
em1500,100
cl760,94.36
ur661,31.6
ja1058,100
et187,88.39
ya1512,1.98
ka1566,8.32
ne161,27.62
ro1150,3.58
ma773,88.16
de1659,2.54
yo1289,52.88
ca714,100
ma1116,8.16
ar873,2.14
ge566,48.87
zo1192,64.4
st1421,100
jo222,73.78
sp474,81.05
de815,11.16
ma960,100
al649,65.91
jo167,86.77
mo278,27.26
su1239,1.24
we984,78.09
sh557,1.63
no1313,0.05
gl1688,40.84
fi1037,79.77
gr1256,94.76
el1448,100
ro1563,2.32
ti823,19.8
br1172,8.23
ni372,65.96
jo145,77.45
lo988,5.71
la1556,4.84
be77,42.32
gu1247,72.13
la65,79.87
br1203,34.52
jo66,81.07
or1271,74.74
ea653,97.57
de819,100
la195,95.72
ha293,0.38
te1038,27.74
el1648,0.22
ge893,89.8
sa463,83.87
sh1555,6.34
ta737,80.24
es1,100
we1646,3.33
em1230,98.22
de1317,53.51
gr513,89.07
ke380,75.66
ke209,19.5
se1009,91.29
id268,97.39
ha172,87.81
ha789,86.08
an1123,5.54
ro570,77.99
ju1187,82.58
vi891,11.25
iv1714,2.11
an354,35.05
an670,4.42
en919,9.83
vi1409,26.43
is1210,2.96
na436,2.6
wi618,97.96
do829,89.9
en475,85.87
ir388,18.39
vi1407,3.82
li1153,47.07
to581,75.03
mo1076,86.49
to269,7.22
sh1548,1.01
ma1178,100
so961,48.1
ty1085,94.83
al1246,0.63
co1104,60.03
jo1336,24.45
ra213,1.73
fr989,93.43
sh230,100
do1599,3.55
ma1708,0.01
ei38,82.97
la1528,0.01
lu1251,13.12
ru586,5.92
ch1369,93.38
st489,23.01
fe240,100
je104,71.27
jo1576,8.9
wi1389,59.05
jo1438,23.85
ce1546,0.53
am1543,0.99
ja924,100
ka379,2.61
ro809,80.15
xi675,44.39
qu605,0.3
ce1679,1.1
do944,80.34
br1103,100
ad1710,0.96
za303,100
lo658,3.57
mi1590,28.81
ha1441,39.7
ma540,45.73
ko1647,3.74
la945,81.46
de1465,66.64
ca1157,7.1
ma1285,68.97
ja132,4.83
me1531,3.8
le319,100
el1002,17.09
lu403,87.6
ga536,76.15
sa782,95.79
ve1229,11.34
an156,87.24
fr635,7.63
ca1122,90.57
pe1597,0.5
ca1311,68.4
an1541,18.01
wh14,94.52
ma872,100
lu323,0.71
re9,88.25
bi391,8
ji1464,79.51
wa927,14.94
mi41,71.06
er296,92.89
di978,4.84
ch55,78.2
ch62,100
