netid,% of videos watched
li979,64.76
cl69,93.83
et1201,84.63
cl368,11.65
al1204,100
me602,49.2
bl507,1.98
ho764,1.45
el974,8.45
ch996,62.43
te824,81.67
ro1150,0.68
la945,75.89
ga659,63.74
jo250,10.73
br1209,79.6
de1521,6.39
ca251,40.17
ro1563,1.38
re1378,59.25
ja924,100
el1124,96.89
no1489,37.21
dy1520,1.29
ph1649,10.2
da40,88.31
qu504,70.19
to1363,92.56
br1514,1.34
su1280,1.46
ru1152,5.59
sh1303,63.19
ma1178,76.41
kr1472,82.39
jo871,86.89
al805,58.99
fl430,8.54
ch1605,0
al1246,1.66
ru395,100
ro285,17.48
ch61,73.66
ye1323,11.12
to581,88.85
ca471,59.94
al1355,48.67
br353,100
iv1215,27.13
ke1130,57.68
an687,90.28
co622,35.02
lo1420,79.23
li1497,4.47
he1274,8.81
ju1187,67.53
tr884,80.26
vi1409,29.1
ar1427,99.03
bo197,21.66
jo66,77.27
bi643,38.8
sa1505,77.64
ce1537,1.52
do705,13.3
cu116,34.57
ce1679,5.76
ni372,46.86
ma408,21.37
ro1034,82.62
am1543,5.05
fr1155,65.88
mo1076,70.48
al649,77.27
em1500,100
sh1627,3.73
lo660,5.39
ad1191,75.96
yo1289,27.85
ch88,4.68
fr1278,10.53
id268,85.66
an128,6.21
be437,11.26
ma1596,10.44
ch62,100
le1284,71.38
ge566,31.09
mi41,66.54
wy54,90.91
ed1281,57.42
my369,1.43
lu1447,2.76
lo1008,69.42
le851,100
va10,73.01
dr908,5.35
oc836,100
pe203,41.89
ad1710,7.44
je1561,2.7
br469,26.48
ha789,81.3
li877,41.46
ka1364,84.85
ka441,3.47
pe866,6.73
oc386,5.88
gr291,67.29
lu186,100
ca1311,79
je673,55.87
ca1048,22.88
de1659,19.19
ca1454,71.51
la1556,16.52
is808,9.56
ma554,15.91
li519,1.46
rh730,92.59
gu1247,73.54
je826,71.37
sa1158,100
re9,100
sa463,97.22
ce1312,80.56
al217,4.85
ch418,74.47
ch404,17.22
tr1694,12.39
ti86,100
mi459,100
he384,17.84
cu297,22.29
ni1517,10.08
br933,84.4
je1598,1.22
al515,81.36
jo167,88.9
ch55,100
de407,49.82
ti1022,71.57
ez320,30.42
lu1041,3.07
le120,33.19
ly890,94.44
lo941,100
fr1195,23.76
da129,5.3
ta940,88.28
fo853,33.78
ma556,100
mo847,53.55
as779,90.86
pa739,92.36
fl1097,7.92
ma114,91.84
pe271,93.14
fa1443,82.91
ro831,1.81
es149,4.17
ko1647,0.69
au701,40.9
ei38,75.48
ra1430,100
ju1316,91.79
ma239,98.33
da1365,18.63
ro697,95.76
ke111,100
ac466,39.45
te646,81.71
lu403,92.04
ti748,71.35
ta737,92.48
hi1234,100
fr642,60.3
ca1011,21.86
di530,84.95
ja689,11.13
gr506,8.72
al1612,9.87
ge26,100
sa1380,8.36
tr888,15.94
co1475,23.81
ro809,80.73
er669,71.92
dr36,3.05
pe169,44.64
ni85,100
ma960,77.62
do262,19.61
ri421,11.58
do1114,100
li694,30.29
pr796,100
sa782,93.48
wa1269,4.7
ri1606,0.18
ev456,59.13
an354,3.58
iz1621,0.62
ma1144,100
la1528,3.86
el1648,2.59
ma1092,96.04
cl1306,13.25
jo1576,0.01
be1406,85.97
bi1674,4.07
co1213,100
sc1398,9.13
ni1418,26.77
wi707,65.83
os619,1.15
he1414,1.35
zu762,80.26
th803,1.78
an1259,57.36
sa1463,4.13
ed1696,0.09
sa175,13.76
ra725,57.24
hu235,92.11
ma242,66.78
li905,100
li1258,82.85
co33,38.16
be77,21.28
xi675,57.85
ko1356,78.42
bo849,81.76
le1171,90.15
he398,100
be198,81.89
ri270,1.19
la123,100
hu1270,22.07
fa180,92.39
el1481,100
na234,53.44
lu768,0.73
mi1590,1.08
re724,75.15
ba1283,3.69
ja1025,88.41
gr1256,67
je1724,0.47
br1103,100
na397,96.82
sh302,24.9
el1064,79.66
ro1087,100
wa992,100
he1332,25.47
er1121,4.11
to269,5.94
ni130,30.64
da1613,7.78
ca714,77
br594,15.89
an1368,10.3
fl752,81.6
ar1530,6.34
el604,100
do1626,6.12
ly1410,88.69
ur661,45.58
me445,100
ak1460,0.7
za303,76.24
co1261,0.66
ho1466,62.95
ma1275,58.3
bo465,31.35
gl1688,25.96
ch568,84.29
na1298,87.59
ro131,52.99
ra1429,55.44
an603,68.42
em423,90.03
do1723,0.05
an595,14.91
jo1336,31.28
ma935,83.76
ha293,7.36
ju1562,3.24
el1338,7.39
