netid,% of videos watched
ga659,82.69
gr971,77.73
ma1067,18.25
mo1001,87.71
ma1392,84.84
je1598,4.68
ho1466,11.85
ju1015,3.2
ab273,49.11
le1171,78.14
ev1670,0.7
ti1137,100
do440,20.77
ma551,6.32
ay1300,3.74
ch1605,0.72
pa127,100
ca438,45.3
an128,4.2
fr642,72.68
ma1596,0.25
ha1441,52.58
em1494,96.47
jo485,97.86
sh1548,18.58
ca251,22.73
lo1008,27.28
ro158,13.18
jo222,66.72
al393,77.25
er769,7.9
la1635,3.86
ra698,94.71
au279,88.12
br478,80.8
fa1396,32.95
ri1361,100
mi1399,3.04
ta737,100
qu174,3.18
le389,6.18
da1365,44.5
ag238,80.18
ja202,83.13
wi707,36.63
ge501,44.14
te1401,94
un204,100
ni1449,0.52
we1646,3
je987,9.3
bo465,28.13
sh230,75.59
ca833,36.45
va10,100
he745,57.45
fo853,18.11
ro570,77.37
ha789,87.71
qu504,100
ja1165,100
ca1112,79.49
ar1185,84.24
jo1506,44.87
bi1382,5.36
ru1152,5.47
ca671,100
is1442,88.24
mi41,88.49
od666,7.86
an354,66.51
ar1252,2
ro1087,73.72
iv1714,6.06
me445,100
el704,6.95
le851,100
no1353,2.36
fe240,54.09
do944,52.15
li1663,4.32
es82,69.58
jo1639,0.95
tr884,100
al868,32.19
zo431,100
na1519,0.35
ly1410,46.88
ky505,10.01
sh759,100
sa1158,100
ka1364,50.46
ir147,14.09
yo1289,39.74
ri750,20.46
ma786,69.39
la449,73.36
me435,84.93
ha172,81.48
hu1270,21.34
ke380,86.64
mi1590,2.54
ke1490,8.51
al216,34.53
ra1429,8.98
bi643,10.07
li877,36.61
br1514,0.2
sa782,91.89
el1064,49.11
cl760,83.56
rh730,83.9
qu245,100
ma563,45.96
an387,12.55
et1201,92.84
ri569,53.73
ve308,5.31
ma960,100
ca898,88.66
ch418,98.8
ca947,14.91
la171,0.77
fr56,8.77
ro809,79.09
la1720,0.01
ar257,1.72
ir112,0.55
jo1084,51.49
we984,98.09
ra725,37.83
ke1130,66.09
br105,74.34
oc836,100
pa720,41.84
su1046,90.36
al1612,2.16
dr413,9.19
fr1195,25.1
ar1530,2.14
ar1711,5.73
jo1576,7.81
dy1520,8.25
el1435,2.58
mi1509,0.32
er1268,5.3
ma585,100
wi5,89.33
ju876,90.7
hu1018,20.8
cu116,12.28
he398,100
ra458,3.33
ca471,63.68
jo1193,87.98
le1284,94.03
br1203,44.86
he746,1.34
sh481,17.26
al1111,10.1
al1079,75.48
cl348,100
ga536,81.89
ha1202,89.37
an1419,1.26
ja101,48.11
el1648,3.77
ch55,100
iv1033,0.3
ca1311,88.2
ca73,0.36
de799,4.01
lo941,100
ta940,89.82
ma1415,82.94
de1659,10.02
er669,64.48
li1258,65.42
wa1307,100
mi1320,8.93
la945,83.61
la65,100
la123,100
ka1397,100
gr513,88.79
an687,100
br464,5.54
je1561,3.01
la1167,12
ne995,75.68
te1070,0.1
de1276,9.07
me90,83.02
br499,6.63
ke678,11.89
ow1043,28.86
jo964,0.95
vi1200,100
vi495,100
ri958,44.36
co1475,59.44
re953,100
ir1393,100
ma114,68.63
ro697,77.41
te824,74.45
ro276,1.33
ko1554,0.5
ne797,12.71
mi1718,3.02
ma1144,100
to1363,52.38
mo1074,100
cl392,100
ni85,100
da40,100
ja918,6.77
ma164,0.31
sh302,35.81
ju1187,88.23
ge26,100
wa1269,5.64
ar873,6.44
be1406,96.65
ko1647,5.55
el1448,100
ja1058,100
jo145,69.5
ce1546,28.66
ma325,57.08
ja1132,100
ro131,100
lo1650,0.14
we565,5.37
na234,100
je104,89.01
et187,69.03
ma417,66.04
ma935,87.05
ma1125,11.25
ti86,100
he1219,10.31
ja1602,0.43
ca714,100
je1360,0.19
zo1417,9.48
da1655,4.77
le120,33.1
ni1418,49.99
gu151,19.85
do1599,6.1
ze1322,5.42
do829,80.03
di281,1.86
er296,100
de820,1.2
ch61,89.49
al515,73.66
or1182,54.92
mo1076,78.93
qu361,7.67
al1204,100
je734,91.14
fo1405,37.06
wi1249,19.47
fa1443,80.91
ve472,2.93
wi99,100
ce766,72.23
ma1092,62.76
em1230,86.58
ea653,100
ch62,100
be126,9.89
ph1649,2.93
do1723,0.12
pa1019,8.69
de1317,24.91
wi1181,1.27
do1146,79.22
lu768,2.01
el1481,100
la1595,5.57
sp155,100
el1093,0.57
ow1461,3.66
al649,87.08
di1428,36.74
ma1285,95.58
ed206,0.64
ta1231,5.96
wi1389,80.06
am1543,0.35
he852,89.5
je259,10.5
kr1472,67.75
so961,34.24
el378,94.59
be632,80.03
iv1215,14.07
sp474,75.29
lo1420,69.56
la976,43.58
ge893,71.85
ke52,9.5
ma1275,100
el1124,100
da1160,100
li979,50.46
li655,85.8
cl487,4.84
st311,38.69
ly244,0.94
ch568,78.92
zo1241,81.62
he248,3.36
ga231,42.91
ak1460,4.53
gu1247,73.09
ch80,0.32
co1624,5
ly890,88.12
ve997,14.19
id268,72.25
el1254,79.8
el621,55.59
we573,40.65
bi1674,0.78
ma965,27.28
an1394,20.65
ne119,12.16
en475,69.87
ma773,93.73
ko1356,93.78
vi143,100
ot577,2.49
ad914,91.57
ka1733,1.86
ma75,100
ma318,5.15
ar410,86.88
da1613,3.68
hu235,100
je1039,3.88
bu181,5.46
fo1029,100
is1504,10.11
mi1693,8.95
ma872,100
ha712,10.6
lu726,100
ju1316,100
or328,100
fi1667,20.73
ja584,86.47
jo167,84.4
ar683,100
ju1562,0.28
bu307,3.59
ma1686,10.79
mi1450,1.28
an1510,3.68
po1134,98.91
be198,85.74
wi618,91.67
ca352,4.46
br1103,100
by1379,37.42
me1531,0.81
da46,97.24
al1194,74.85
ma1047,65.88
ph462,92.98
lu403,100
gu317,100
mi1515,0.01
cl681,6.95
le28,90.71
ju977,6.83
ch531,12.17
od719,10.36
gr291,17.26
lu1273,2.81
bo849,86.34
ar904,100
lo816,14.56
al957,100
ga733,95.05
gr1256,82.19
wi1238,57.73
pa739,100
lu756,18.97
ca1454,100
co33,50.01
em321,14.82
bu19,0.83
ja50,11.75
ke937,100
me1622,4.82
ha1142,7.31
ru1737,4.61
ko1267,88.53
mi592,100
be77,27.35
fr1155,87.86
mo847,37.39
ve1498,13.08
jo1416,5.32
iv647,100
my1375,30.02
ab1588,4.6
ne529,100
li390,68.5
ya1512,10.24
wa274,9.75
co1342,52.61
br314,69.99
st1421,100
gi1088,1.87
sh522,24.45
je826,39.81
ni372,29.87
is1210,9.1
co1213,100
hi1234,100
me1098,11.05
br933,79.02
el767,14.28
fe1159,34.43
pe169,40.38
os13,75.97
fl493,4.37
su1344,83.58
le879,16.65
el337,6.41
br353,93.99
do253,71.65
gl154,73.12
to581,73.21
te1038,37.13
ev176,100
sh1303,19.64
tr1694,10.47
ma239,87.04
ka1370,11.28
ma1178,100
wh14,79.31
gi1508,4.32
ti823,61.11
ma60,100
vi899,17.55
vi1409,66.1
sa1505,82.63
bl686,30.53
lu1143,100
jo1336,66.93
