netid,% of videos watched
ru443,2.33
cu116,12.43
bu181,6.2
sa510,4.87
do1146,87.8
la945,75.27
li1258,79.75
se1009,58.21
fr1195,57.63
al1111,5.24
op498,92.75
ke209,38.96
wi1249,48.83
gu310,100
al87,100
to581,86.81
re724,55.4
bo849,69.38
ar1185,73.05
re1217,49.95
sa1505,97.33
ti86,100
te1401,90.2
ra458,22.81
ma114,89.48
jo167,71.15
sa289,5.03
al207,0.94
mi608,0.11
kr1127,2.12
wi99,75.9
ju1221,8.88
id268,69.04
va663,5.8
ro657,2.5
la1720,2.25
pe271,62.98
un204,100
jo1496,11.86
ar1427,87.62
sp474,78.58
ka477,6.8
wa274,5.84
sh1555,0.17
pe1597,0.18
lo1141,9.69
ja584,96.75
ge26,81.01
la171,1.15
cl1304,21.06
co135,87.01
an1123,7.51
an1394,42.77
ce691,91.87
pr796,87.57
mi1590,1.09
he1584,0.68
li1663,0.01
sh1303,83.54
ab330,69.45
la976,43.41
je496,12.2
lo1420,47.52
ja1602,0.01
sh1627,3.74
ma75,100
fi1667,26.24
ar410,100
di210,30.54
ni372,36.83
er1268,2.03
an156,91.8
me267,69.71
an1390,100
hu1270,25.72
ca624,10.19
mi592,100
eu1036,100
je104,78.49
ko1585,0.81
ch1369,100
or1271,87.42
ra1429,22.67
ti1137,100
ch738,21.74
cl69,82.36
do576,0.02
de1521,12.27
ti1022,76.51
ma965,59.59
al1355,74.15
ma325,55.12
br1514,16.79
ca1112,76.17
fo1405,28.72
sh302,74.17
je1724,9.3
an687,100
vi495,100
br499,0.4
mo1074,100
br464,1.56
ru455,15.94
es82,70.29
co1342,54.54
ca833,37.97
do944,93.86
de1314,0.32
te1190,46.81
iv1714,0.23
mo74,3.24
ge566,42.12
an736,30.68
ja76,0.01
ra461,11.94
ce1546,24.98
wi1101,10.39
lu553,100
ab1588,3.41
ro1175,9.37
je723,12.94
co870,5.17
ma936,0.82
lu23,90.91
ja742,8.8
el1481,97.1
pa720,25.58
ke1135,4.16
do1451,100
os13,71.2
is1442,66.57
ne875,24.67
la1595,3.09
ed1281,85.81
ma242,100
ma1596,2.78
ja544,65.37
tr1081,58.09
ne529,100
ni1418,31.1
gl154,88.3
de407,46.63
de71,18.83
ad1575,12.01
ju1562,0.08
mi1515,3.17
et187,79.49
mi1693,3.25
an928,4.83
al494,0.62
pa127,100
de1659,0.28
pa1348,100
le28,79.27
gr291,31.31
ke937,81.42
gi963,43.52
ce766,77.92
ka1397,100
qu605,16.87
zo451,2.11
la123,100
jo1576,5.74
