netid,% of videos watched
el645,20.95
ro809,57.07
ma1686,0.41
ro1563,0.03
go150,7.08
pa1045,32.47
pe1597,2.03
fa534,10.93
el621,20.14
de819,100
fr460,4.48
an1390,100
ru51,82.01
he256,2.9
cl610,18.9
ka1566,0.06
ja1618,1.27
ah179,14.9
la65,100
dy1520,2.96
ko1267,100
ha172,65.84
ke111,100
wa70,20.76
su1046,73.44
li1153,37.39
fo1405,40.87
sa1380,1.51
ma975,14.62
we573,16.31
ma935,78.91
ro697,80.77
ce1546,3.06
la1595,0.32
ch62,100
el1448,95.37
al1194,75.96
an156,90.33
he852,95.52
fa180,91.36
em416,6.05
ta1231,2.53
pr796,100
ke1408,1.42
br478,98.57
mi1590,5.37
al87,100
lo394,100
tr907,80.77
ja753,11.24
mi1718,0.36
su1344,94.33
ma1415,100
ra698,66.74
al1079,86.76
an488,86.28
ti1137,100
ra725,29.43
wi1389,78.99
ch55,100
wi707,52.17
vi1200,100
sp474,100
ar1711,2.5
ar683,93.64
ca1236,1.41
fa1473,0.37
ma556,100
ab330,87.36
ga733,84.54
do829,81.76
ta940,79.71
lu1143,74.09
ga659,65.85
za189,85.89
ha813,7.72
me267,100
gi1508,65.95
sa644,0.88
pa1348,100
la1090,7.57
ni85,100
ju876,84.14
el1481,100
he483,13.97
ti1022,84.7
le425,11.05
ei38,68.28
do1599,0.72
ur661,27.14
ge501,26.91
ge26,100
fa920,15.75
st311,39.2
ir1393,93.24
ma965,43.67
or1182,83.97
bo359,7.78
kr640,16.77
jo113,3.05
el1064,23.2
iv1215,38.93
sh557,4.31
hu1270,49.15
ne995,91.08
fi1037,64.05
ma773,82.72
ca1311,53.8
ve264,16.97
iv1714,13.82
wi1660,0.4
be700,10.35
un204,100
pe271,87.73
sh1652,0.52
jo911,80.01
no1489,38.35
ca73,5.01
da1655,0.08
mi1693,16.64
sh302,29.9
vi1407,5.73
fr527,25.87
ko1647,2.01
ky505,8.19
li979,52.37
be77,4.6
ja467,4.38
au279,72.04
ma417,65.75
du1199,0.02
te824,96.19
me1622,7.45
eu1036,100
os13,68.36
cl760,96.44
au701,3.66
je1598,0.21
qu245,100
er541,4.12
ar1530,8.49
sh1453,82.09
ar904,89.82
do1451,100
jo1438,21.49
cl348,100
ra638,84.56
du1413,8.71
ju178,0.72
fa735,7.59
el378,79.64
is138,11.37
de1659,0.24
de939,29.33
fi1667,1.98
mi409,6.31
er364,8.35
je668,4.73
pa141,4.87
gr291,58.19
ti6,92.2
ro570,88.5
mo278,19.56
ko1356,91.44
to1363,86.94
ju17,23.19
je1523,0.05
ca714,85.82
st1095,17.35
zo1192,59.42
ro1433,3.99
co1342,24.19
ri958,20.13
bi94,1.79
me1531,0.49
ji775,68.79
am1543,1.2
gu310,74.92
et1201,67.9
iz1621,0.05
co774,1.07
fr635,0.03
gl365,1.91
sh1627,0.96
mi41,76.79
ph1649,1.87
ma239,79.14
ma551,8.23
ha789,100
bi1674,0.69
re1378,42.72
ka1570,0.16
da46,99.09
ad1710,1.16
ro1087,100
el1254,69.36
wa1495,0.16
lo1420,91.51
wi99,100
la1635,11.96
ca671,55.52
wi5,84.73
fr1117,3.94
br314,55.72
st1421,100
ca471,61.39
id268,60.67
fl752,88.25
al1501,3.52
wh14,89.52
mi1515,3.69
ot848,44.4
tr1277,18.72
la195,92.91
ma242,100
jo250,13.69
al1355,31.07
ja924,100
ni130,27.57
wi1181,52.61
ho1151,1.1
na234,71.16
ma114,84.06
re724,55.43
cu116,46.9
ti748,68.39
al494,1.52
do972,0.25
jo1506,62.24
ce766,95.05
ma1047,95.37
hu235,100
ph462,100
ma1708,28.44
ja521,5.65
ba497,0.05
be1406,79.9
sa175,24.81
ma75,100
te1038,48.48
sh1548,16.91
li655,72.86
ru395,82.42
fe240,100
ja1602,0.01
li390,70.6
la1556,0.02
iv647,100
do1626,1.55
ch88,8.09
ri569,36.13
ta1484,18.25
je734,100
jo1193,84.8
je673,28.84
ce691,84.75
na915,100
ko1585,0.12
zo431,100
an814,6.81
al805,53.46
fr989,83.95
br105,90.73
wy54,79.24
ma585,100
ro1003,2.24
mo1001,87.53
tr884,84.95
ty1085,80.82
sa1158,100
wi1238,93.4
mo1074,100
tr277,10.21
br353,100
cl115,5.43
fa1443,96.59
ma1178,100
de1465,45.1
ly890,94.85
ca438,8.49
el839,7.84
ar1185,99.25
sh759,100
es1,100
ed804,3.92
za303,100
ch996,90.27
ju1221,9.56
ly134,88.6
do89,100
an1259,23.78
ad1191,100
ma872,100
lo1008,38.83
ch1411,5.38
ri1606,13.94
gl1688,12.48
ka1364,83.59
le1284,84.33
kr1472,56.88
je662,4.86
sa510,17.53
ca352,11.09
ja1058,100
le1637,0.01
no1133,0.95
da1160,100
de948,1.89
mo1076,81.33
do1114,100
do1308,36.8
ro1150,3.54
ju1187,93.46
co1104,53.92
ca898,83.12
hi1234,89.85
ma1392,76.25
lo658,12.15
ju64,58.41
ca1112,83.73
ez320,36.14
da432,3.77
dr413,75.26
at1173,0.35
ev456,61.65
be1445,15.53
gr513,88.43
la1183,52.39
ev176,100
da40,100
jo145,100
ga906,72.02
la166,100
vi495,80.43
me602,54.01
ge893,87.62
or328,100
al1204,100
fa1396,23.64
di1428,48.55
di591,3.48
em1500,100
sh620,100
ta737,100
ha1202,82.07
gr903,30.38
lu403,100
qu504,100
ph1432,42.49
de407,55
be470,4.19
ly1410,93.93
ri802,7.48
ka385,6.01
pe169,52.66
ne875,0.35
tr1694,0.1
ma1275,100
li905,100
ni372,34.28
te793,4.54
lu726,100
co622,34.79
ja1025,92.62
ma526,18.83
gr971,60.09
br1203,34.8
la1720,4.59
sh1303,17.37
gl154,80.19
ba1288,59.91
al957,100
ch418,74.61
do705,70.13
ju284,79.87
li433,0.09
be437,31.31
ge566,34.58
ti86,96.88
be878,13.68
ri1106,100
ke209,61.41
el1124,60.66
lu1035,78.32
ju1316,100
lu553,78.86
si1245,0.84
io34,5.39
sh1555,0.42
ma798,9.76
el1648,1.87
ed1696,22.47
da1365,47.2
me435,99.12
ha1142,1.42
ke937,100
zu762,100
la976,64.05
wi636,7.52
he745,36.58
cl1030,32.92
ca1340,8.91
li1335,0.26
po1134,91.64
me1042,18.97
la945,90.43
jo485,87.81
lo816,4.65
lu23,71.49
re9,100
ga1056,0.2
co1624,4.86
my1375,51.45
ch531,0.94
ce1312,100
je1609,5.65
br933,82.72
ga231,31.24
le319,100
ka1733,6.77
yo1289,34.74
an387,3.68
fl1097,26.11
jo559,12.72
mi459,100
jo871,78.99
le851,92.93
wa992,81.16
jo1084,39.61
sa1505,83.46
vi1409,37.62
ev376,1.43
sc1398,2.67
oc836,100
de1521,1.01
sh334,1.92
am858,4.88
ri1361,78.53
er490,11.3
ma453,12.41
ag238,70.26
he746,8.84
ce1679,10.2
do1146,94.17
ja101,70.5
da1118,12.88
bl95,7.34
al393,89.96
da1613,8.59
le1148,0.65
ma1285,83.61
br1514,9.45
ha1110,16.1
te1401,100
sa695,4.53
me90,70.05
li877,61.29
cl69,75.36
xi675,59.76
ja502,5.08
ev1670,2.88
wi1296,2.03
zo1241,90.7
je826,29.67
ti823,64.19
jo167,76.85
ad914,88.81
de1317,58.01
sh230,100
fr1195,48.71
vi143,69.05
ka1397,88.53
di530,64.46
da677,7.05
gu1247,87.57
bi643,71.46
wi618,93.85
el247,81.27
su1280,6.41
ra1587,0.89
al649,92.65
ke678,1.67
cl392,100
co1475,32.88
ri358,14.26
al515,88.19
an1394,56.66
wi1249,66.24
em272,10.91
je987,4.8
an603,92.81
mi1458,52.94
bo849,83.14
ja544,94.95
la123,76.42
va10,100
co1422,8.38
ca1454,76.81
ve446,9.35
em1230,97.56
is1442,75.77
ga536,77.74
gi963,100
rh730,59.46
an1541,0.15
ja918,30.18
re1217,35.73
se1009,78.78
en475,93.48
ca833,33.03
op498,76.44
an736,1.58
ab1588,0.21
jo1336,8.52
vi783,26.95
jo1639,0.04
he398,100
re943,84.4
ca251,32.89
bo465,78.11
mi592,100
pr781,35.12
pa720,82.4
pa739,100
ro1034,86.74
ch568,81.18
do1723,0.66
ra1212,1.68
he1219,3.44
co33,68.82
ow1043,40.32
ma563,50.9
as779,100
ni7,1.29
em423,94.46
ta629,16.86
he248,12.21
jo842,16.59
da439,84.81
ma60,100
ja202,94.64
jo222,67.65
or1271,96.32
li1258,53.86
si508,2.52
to765,11.09
do944,87.01
be632,59.3
ma1144,100
ed299,4.91
di1319,6.25
ce1537,0.26
ja1132,100
fo1029,100
pe835,2.43
em1494,91.9
ed1017,66.33
pa127,100
ge648,0.87
ea653,100
ve997,11.75
je104,86.23
ir696,3.08
br1103,100
ru1737,1.83
al216,23.59
we1646,1.13
ch1677,1.93
ca1122,90.13
mo847,45.89
te646,100
le1171,79.44
tr232,84.13
je1561,9.96
ja689,5.02
be993,3.57
ea970,3.79
la449,93.94
ja584,68.54
te1343,1.06
sa1341,86.38
ad1575,0.56
bl686,48.53
ke380,58.63
al1612,7.91
ar1427,95.72
co1213,100
ni1418,46.22
do253,89.4
es82,88.11
ne529,99.4
ch61,84.53
