netid,% of videos watched
ad1710,22.39
cl1386,11.02
ca1352,15.27
gr291,56.52
le28,82.16
te1401,88.17
al515,68.39
ja1480,0.44
qu1302,5.09
li519,8.97
el1124,93.45
em1260,7.24
zo451,1.48
ch418,77.88
ca1048,60.71
to765,15.26
ro1087,95.01
ce900,15.12
ka1397,100
ma1686,3.01
ra725,55.82
ni1517,1.01
mi1693,6.29
br223,15.68
al87,93.2
ca251,16.22
my1375,52.8
fl493,7.79
ti6,95.72
st1095,3.42
ma1275,100
ed1281,37.24
ch1605,4.31
id268,82.47
bo197,22.32
ot848,51.03
ke209,26.01
fi561,0.03
or1271,96.42
da607,5.15
jo1336,14.27
ki25,3.08
em363,25.22
wi327,3.32
me1531,12.93
la1556,0.57
wi411,14.85
lo658,9.71
br1514,4.81
me267,100
ga906,83.26
ma114,81.66
sh938,4.54
mi1515,0.1
fo1405,70.93
hu1270,31.03
so212,1.73
li877,39.43
fr635,1.75
ro1433,10.29
ed1696,5.65
wi1660,5.45
el378,90.59
el30,5.18
ph1649,7.26
ka1566,27.93
se1009,78.19
li1258,91.99
jo145,100
be108,79.04
pe169,68.05
le1637,13.25
gr1262,30.43
rh730,66.47
ca1372,9.9
da1160,100
el604,60.62
mo847,21.9
li979,16.69
ma103,1.32
no1489,28.74
je104,86.87
do253,70.32
br933,90.64
ru1330,1.63
ri958,46.81
de514,1.29
ly890,80.36
gr513,94.09
vi143,80.46
ju178,16.08
sa1341,86.92
de24,0.95
do1451,100
di591,0.01
da1184,1.07
gu310,100
ma872,86.9
ma1285,89.13
ow1043,51.02
tr1467,9.61
mo1001,91.17
qu504,89.55
zo758,3.36
mo1074,87
fe1456,100
cr1457,7.55
br105,72.03
he852,94.73
fe240,100
jo167,86.01
ya1512,14.47
do440,19.9
ra1065,7.39
do829,49.72
re740,61.77
al1431,4.16
sp155,82.42
la65,100
ko1267,41.77
ic292,3
an1541,2.75
fr1195,33.6
ji1464,90.78
la1635,5.03
po1134,76.05
la1183,59.11
ve1229,26.76
zu762,85.15
ga733,87.15
ke111,100
fa180,86.15
li1335,0.87
el839,9.15
jo1576,0.3
va350,1.45
wi1389,82.51
co1342,35.37
co1213,80.37
te1190,65.94
jo1506,27.97
ar683,100
he265,7.66
ta737,92.28
hu235,100
la1253,0.96
ju64,68.6
ka183,15.95
em423,92.73
do1599,2.62
er541,9.17
ja1684,6.09
be198,63.12
mi592,88.96
ge355,13.18
lo1420,75.24
al1612,4.78
jo485,82.19
ka1570,0.62
si966,5.49
da46,66.2
an1259,17.23
sh620,75.33
br1103,100
de757,4.87
wi618,72.42
dr413,48.47
ca471,44.42
ta940,94.97
de1521,4.64
ar873,14.43
ro1563,1.49
ma935,86.86
ru586,1.16
pa79,3.92
ne867,32.91
jo1193,96.19
lu1143,100
cl392,100
za189,100
kr1472,56.06
ad1191,87.68
wa201,25.04
ri270,5.19
da1365,29.76
ab1588,0.31
be59,8.69
bl95,3.45
co135,100
an687,84.11
sh1548,1.67
gi468,6.53
la166,91.92
ca671,100
lu1035,94.08
ve177,6.78
an1390,91.3
cl69,87.65
we1646,5.47
co774,1.65
ba1283,0.38
bu19,11.94
la1528,9.62
fr989,79.38
ch61,90.41
au511,10.28
di1428,12.52
ne995,85.01
ga536,73.21
to581,72.89
ci1339,0.02
gi963,100
be470,0.99
ur661,77.26
el1254,87.42
tr232,62.08
li1663,4.38
pa962,5.43
wi1238,70.57
ma1047,89.28
al751,3.7
re724,35.97
is37,6.59
gu317,100
ra461,6.07
jo871,57.29
ru395,100
ab330,91.8
pe835,6.44
wi1249,65.9
al1111,3.33
ja1132,100
au279,95.4
lu323,12.81
al805,46.65
ka1733,0.18
de819,100
er296,100
al1079,92.88
ha520,5.4
gi1508,55.41
me90,88.65
lu553,100
ju284,89.49
ma1415,100
ma786,72.69
iv1215,69.51
ch1677,0.76
ni372,72.85
ar1711,0.18
fr1155,82.64
ph462,87.47
jo222,92.03
ch996,77.38
ha1202,91.99
mi41,81.7
el1002,26.71
wi5,98.43
ca898,76.33
ja584,87.2
fe1444,18.5
ja1602,0.08
te1343,11.19
ky309,7.75
el1064,41.12
ha1441,59.92
ta1066,2.44
ve1299,0.47
dy1520,0.01
ki305,39.14
me445,100
ma1092,88.05
op498,75.76
du1199,6.26
ir1393,100
jo66,86.87
lo1050,0.92
el524,12.97
lo1650,4.97
tr884,100
ma417,66.72
pr796,100
pa1147,10.42
pa739,79.5
ow1461,3.66
ed1017,96.62
ca1157,19.25
st1421,87.81
la976,30.49
ra698,73.52
he78,1.72
wi1007,9.79
ad914,62.74
mi1718,5.06
de1659,2.08
ka817,34.62
er669,86.39
ri569,42.55
co1261,5.46
al216,50.88
na234,100
ev176,100
jo1084,64.28
ar904,100
ma857,5.82
iv647,87.18
yo1289,54.31
li1486,2.17
ev456,29.48
hi1234,93.75
ma1708,1.18
be22,22.4
ab225,1.02
an670,0.82
lu157,8.1
je1561,12.8
de407,35.12
gu151,31.44
be77,31.3
jo250,55.85
iv1714,0.83
cl760,74.87
ma1144,100
tr907,72.43
xi675,56.11
ja1077,2.6
ra1429,30.98
te646,100
ke1130,22.55
fi1037,77.91
ly1357,4.88
ro697,85.39
el1648,1.33
ev1670,0.58
li1153,33.35
ch62,100
jo1639,0
ko1585,6.38
an182,2.15
la195,95.4
bu625,13.68
na1298,83.9
ju1187,47.75
ma239,85.37
le851,100
ge26,100
ma540,38.94
za303,100
cl1425,1.43
ce1546,0.84
wh14,81.49
vi1200,86.75
pe203,55.69
vi1407,3.15
le406,0.51
su1046,80.56
ha789,85.81
es547,5.93
ar1427,75.07
tr1081,66.06
ja1025,84.78
ke1310,8.86
el1093,2.55
ma75,100
co870,11.71
al649,83.7
gr1256,100
ma556,100
la945,79.22
ch55,67.28
do705,34.4
ti748,89.4
no97,3.53
ma634,6.28
li655,85.93
sh302,38.49
ch1369,100
ma325,35.14
br353,100
ch568,67.5
ma564,0.68
ca1236,6.5
an1482,1.08
je673,33.32
ab273,29.74
ce691,74.22
ge501,48.07
pa720,38.34
ja1058,70.32
mo278,59.08
ju1562,1.2
qu605,4.22
je1609,7.75
sa1505,88.97
ce1537,1.16
le319,100
ra638,61.08
al957,100
ti1137,94.26
ma1226,5.2
cl348,82.19
jo559,4.35
en475,61.34
re9,100
bi1674,0.28
gu1247,75.4
ri1606,20.78
ar1530,0.24
co1624,10.24
re1217,20.29
ca1454,65.08
et1201,93.54
ni344,0.29
sp474,76.55
me1622,0.57
sh1327,26.74
li694,4.15
jo136,0.34
me435,76.73
ca1112,75.3
pa1019,6.6
ko1356,93.76
la1595,1.23
fa1396,35.65
ke937,78.3
ce1312,100
to269,28.89
je1523,20.39
or1182,55.8
br821,20.03
je734,100
al1204,100
ro1034,79.01
co33,71.75
be632,96.92
ro1175,8.79
la123,100
ad1575,2.4
do89,100
ju1316,97.42
ma554,27.34
al1501,11.1
et187,71.72
ra1587,1.15
jo1438,36.92
lo1141,14.17
ga231,54.92
ke380,73.64
se986,11.62
an156,87.81
ma563,25.06
do944,92.76
es82,82.9
re100,2.5
ho764,1.34
al228,5.72
de939,43.39
ba1243,10.39
tr1279,5.03
el247,77.9
ni1418,17
fa1443,85.67
lu186,100
he398,91.43
pa428,6.37
we573,65.66
fi1667,3.93
na915,100
ba1196,4.44
ch80,0.44
wa992,80.39
ea653,100
vi980,14.07
ju977,2
ei38,100
am1436,0.68
al393,84.07
lu23,94.18
em1500,100
ar800,14.39
an693,55.49
he745,43.84
ri358,15.44
to1363,86.92
bl1331,3.13
el1334,16.22
su1344,100
ma60,100
sa754,13
ma773,87.99
lo941,84.7
ru51,94.26
ma960,100
os13,87.51
mi459,72.69
sh1652,2.91
ad902,1.04
ul664,57.07
br1203,16.38
be437,67.16
an448,3.25
ke1292,73.9
st311,32.1
oc836,100
de1317,40.19
eu258,8.67
fr642,72.58
tr1694,13.32
ni85,100
sh230,100
el1435,1.33
de815,27.38
ni7,5.17
di530,86.6
sh1453,87.5
al1027,10.11
al868,31.32
el1189,13.3
sa1158,100
je826,57.25
je1598,3.06
do1723,12.43
ow612,35.38
ma1392,85.53
ke1138,0.34
la449,96.23
na1358,14.06
an488,82.2
le1284,81.75
le1171,88.96
bo849,65.2
ma585,83.99
do1146,82.27
wy54,53.79
kr1477,19.94
wi1371,0.39
ca438,63.77
mo1072,8.49
le120,54.55
do1308,30.68
re943,64.6
an603,88.27
gl1688,1.33
br478,82.22
ja50,11.52
ez320,21.64
lu403,91.37
ja918,51.53
ce766,82.31
ar1185,91.36
cr275,5.96
pe271,93.3
ce1679,0
vi495,100
ca1122,54.13
cl1030,13.27
ag238,90.35
br314,79.14
je1724,0.02
ch261,90.44
ge893,75.49
lu726,96.21
te824,82.99
me602,35.27
ri1106,86.35
an354,31.69
sh1555,0.59
ra1673,0.22
ca1311,92.86
re953,100
am858,7.65
ti823,2.8
ji775,71.66
vi1409,28.57
ni1257,84.49
da1655,16.33
ma1596,3.86
lo1008,50.09
or1437,5.81
ba543,8.98
co622,25.85
ha172,89.29
ru1737,0.19
el1481,74.8
ma242,56.32
ja544,88.06
co1475,58.38
pe1597,3.97
wa1307,88.05
fe332,2.09
na1519,13.57
vi891,3.08
am1543,0.41
iz1621,16.27
al15,14.65
cu116,36.12
li905,88.93
wi707,11.28
ly1410,83.52
ga659,80.82
co1104,52.11
lo660,5.22
es1,86
an626,7.49
ch531,13.84
pa127,73.88
fl752,93.49
or328,78.9
ty1085,87.65
ca714,75.57
al1194,97.22
ro570,96.48
be1406,76.84
je668,0.63
ho1466,47.89
da40,100
de771,2.01
eu1036,91.67
pa1176,30.27
el1448,100
an1394,56.59
ja924,100
ar410,70.86
we984,80.63
ra1430,100
sa782,67.86
he384,22.1
ja101,54.67
vi81,26.44
so961,67.68
jo911,65.86
ma965,65.43
da432,16.85
ba1288,58.8
is1442,63.15
le389,23.76
sa175,74.6
ti1022,77.85
lo394,86.41
re1378,52.28
em1494,88.87
mi608,0.8
ka1364,74.43
do1626,1.18
ly134,87.06
he1584,2.88
un204,100
ja1165,100
me419,5.44
zo431,89.1
ma1374,10.36
be126,9.59
ca833,28.41
al1355,48.47
fo1029,100
be165,8.19
sh759,84.88
mi1458,19.51
ju876,74.2
ro809,75.84
ja202,83.51
fe1159,19.43
co949,76.94
te1038,37.15
br1209,71.2
da439,59.1
bl686,13.11
ga1056,6.81
ko1554,0
qu245,100
ig623,13.46
bi643,66.94
ja1618,0.82
ti86,100
mo1076,86.43
ma1178,100
pe429,13.76
ke1408,13.24
ri1361,100
la1720,0.69
gr971,93.46
el621,50.02
as779,100
sh1627,9.5
ma1140,0.6
li390,96.06
na397,87.34
sa463,90.15
