netid,% of videos watched
ma114,45.24
ma1415,100
cr357,0.17
co135,100
ma1047,98.17
as779,100
ne529,100
ca1311,95.67
gu151,76.81
ch531,2.34
ch503,0.31
mo1074,100
ja749,15.68
ma965,19.38
be165,5.63
da46,88.01
do89,70.94
an1394,29.78
ph1649,2.84
lo205,12.7
ce766,94.76
br1514,0
ja544,89.81
fa1396,26.16
lu553,100
ke362,4.17
li1663,9.58
ma554,65.43
pe271,54.29
ho1466,28.37
ce691,64.69
na234,100
pa652,11.03
wi1249,26.97
th224,7.08
do1308,20.34
fa735,5.86
an1541,0.41
vi1409,43.16
re1217,17.35
sa782,67.09
ca578,12.17
su1344,100
gu1247,84.35
em1230,80.61
st755,6.96
li390,78.75
we1646,5.15
et187,93.45
ke1292,100
la1595,4.01
va1154,6.11
ka1570,7.25
ti744,10.97
je1523,4.65
fr642,86.4
se1009,52.05
ro969,10.05
os13,87.84
ma1285,87.44
da40,100
wi327,27.63
el1124,100
ri802,2.29
ar208,9.79
ki305,4.4
ja1077,10.37
ma872,100
va10,100
ma551,5.92
co33,70.68
me1622,5.31
al393,92.21
ru1737,2.93
al805,46.2
de1465,68.49
me445,69.72
ke678,11.46
ka1566,0.71
be1406,74.54
ja1061,13.88
ri1361,100
pe866,10.93
da1365,58.38
lu726,100
cl348,100
ot848,83.01
do253,89.04
re1378,31.3
mi459,100
an708,16.03
ma585,100
lo1650,0.1
co1213,100
wi1238,76.71
ke1130,32.21
ha1202,100
an1259,59.1
do262,7.34
fa1473,0.31
kr1472,30.78
gl1688,15.65
br1203,49.11
bo545,0.73
pa739,100
jo1438,57.4
ce1312,100
ja924,100
gl154,93.29
da129,8.41
le583,4.6
yo1289,57.9
ro131,91.11
le120,36.51
fr452,12.07
pe835,8.46
ro457,22.86
re740,97.5
te1005,17.32
ma1116,11.19
ev456,54.04
sh1303,54.87
ig1012,6.18
da1613,12.55
ja1165,100
ur661,17.55
ge26,100
el1064,19.96
ne995,98.66
do1599,12.99
em1494,93.69
jo167,78.98
na915,100
ga346,4.87
ju1316,100
mi592,100
ja713,4.69
ce1546,2.88
be22,7.96
ar1711,0.46
jo896,16.28
ga906,53.33
al1194,81.64
ja1684,0.23
ni1257,76.66
fe240,100
ni130,67.42
le794,11.32
re724,48.57
jo1506,62.72
pe549,10.19
na436,0.21
xi675,31.15
tr907,91.86
de819,100
la1528,1.77
he78,11.1
hu1270,67.46
ka1364,87.97
ja1602,1.95
la525,4.28
ad1710,0.56
fi1037,87.67
bl507,27.25
je734,100
ne703,11
ce791,19.89
ch312,0.04
jo1193,100
de1659,3.11
br1103,100
al649,92.21
zo431,100
ab225,3.11
lo394,100
op498,96.79
da1468,3.81
je1561,0.55
ca471,25.41
ji1464,72.52
fr1195,56.22
le1171,73.13
fr989,77.6
mi1458,62.82
me267,100
tr232,94.14
le1148,7.87
ar1185,91.12
be825,8.95
tr1694,0.91
lu323,1.51
jo897,0.13
dy1520,2.34
ge501,47.08
vi1200,72.45
fi561,17.59
ka784,6.5
na1519,11.8
pr796,100
ce1537,12.75
eu1036,100
br105,92.55
ja742,11.87
te646,100
la945,76.18
ma1092,90.21
do1451,100
ch55,100
ho650,3.94
ra638,83.96
jo911,85.47
ei38,93.33
ko1585,0.01
da677,2.9
gu317,100
ph1432,12.71
hu1018,0.19
ev176,91.68
ar683,100
ru395,100
he745,53.09
al957,100
so961,62
ra698,98.88
gr1256,80.42
dr413,19.85
ro1087,100
ju1187,95.34
as1170,4.42
le1284,91.67
ru51,71.33
da439,80.49
or328,100
ja101,39.5
de718,3.37
da1655,4.81
cr1457,3.82
ma1275,100
em423,90.38
ma1686,6.3
ra213,21.98
te824,70.57
er296,100
al1355,48.8
fl752,80.51
wh14,100
ma540,16
br1209,100
fa180,76.17
ti748,94.04
le1060,19.07
jo1384,1.02
do829,80.36
tr894,15.47
mo855,24.85
sh1555,2.02
cl1030,44.66
ch61,96.44
au279,93.09
ro1563,7.32
ky309,7.34
wi99,100
la166,100
jo1336,45.52
ro780,7.64
ha712,4.51
mi409,8.63
kr981,29.01
bo465,53.99
za189,100
ag238,81.13
ma773,94.15
ti1137,100
be59,4.06
ch1605,21.27
la195,98.64
wa992,100
la449,86.94
la123,100
wa1307,100
ma366,8.59
en475,80.49
sa644,8.97
an1400,4.32
jo485,93.1
or1182,19.53
be632,81.96
ro831,1.03
qu245,100
ra725,20.5
wy54,96.56
li1258,78.12
an156,95.94
ad1575,0.36
ko1554,32.06
co949,88.36
do1114,80.18
li1153,53.52
jo871,94.7
je104,92.64
ma374,7.5
ad1191,83.47
ca251,26.46
mo278,51.96
le319,100
cr1156,1.52
br478,81.23
bi1674,1.41
zo1192,30.96
ca671,100
br3,6.2
mo847,64.23
di530,86.35
ca1454,100
sa1341,73.43
br933,69.87
ma325,42.52
ar904,100
ed1017,79.87
me419,2.08
po1134,86.26
ti6,68.64
ph462,100
ya1512,1.65
oc836,100
bi643,39.11
bo197,2.46
re9,100
ha789,100
be437,39.47
tr884,100
be1483,3.97
jo222,87.61
fr1462,4.7
ic292,3.81
la1720,3.96
co1104,69.01
be198,95.74
mo1076,97.06
ph598,20.93
ma239,92.34
ma556,60.55
sh1627,0.21
ez320,46.27
ra461,4.64
mi1590,0.9
al1612,14.95
is1442,59.96
na397,82.89
ri1606,2.79
ab1588,0.36
mi1515,1.18
le255,0.35
ka1397,100
ly1410,85.59
je1724,2.35
me1042,4.23
wi5,86.89
sp155,72.72
ja918,50.52
lu403,100
ca714,100
sp474,82.39
be770,3.01
vi495,100
la65,100
ru1152,5.06
lu186,100
we573,32.78
ki4,3.23
ma164,19.2
jo145,100
zu762,100
ad914,89.92
al494,16.46
je1598,0.71
ko1647,21.86
tr1081,84.83
bo849,76
ca1048,16.65
ko1356,86.75
jo1576,3.54
ma1708,2.15
ho921,3.92
no1353,3.09
jo250,75.96
de407,82.72
ro809,67.73
ma935,88.3
ea194,1.33
ar1427,81.89
de1521,8.31
le1637,2.04
wi190,6.43
ly134,76.2
ra1430,66.88
wi1389,86.03
do705,72.24
ro1034,68.76
je1609,2.69
fa1443,76.07
je778,5.03
sa1505,82.33
ju876,85.2
me602,21.24
ti823,45.41
cl392,100
or1271,77.25
em321,13.5
co622,4.68
ca1122,83.64
id268,86.72
my1375,56.14
el1648,0.07
ve373,2.78
ra1587,1.22
iz1621,0.63
ji775,38.04
gl365,3.34
al1204,100
lu1143,100
ca898,93.43
am1326,20.76
na1298,86.21
je673,16.55
jo1639,4.93
ke1179,20.28
fl493,3.28
ma1178,78.37
ed1281,32.26
et1201,90.74
ke111,100
el616,1.02
ce1679,0
li877,61.18
ma242,84.85
el378,79.54
lo941,90.94
ir1393,100
vi81,3.73
en919,1.51
ro570,84.85
wi1660,0.01
ha172,90.14
an693,34.88
du1128,5.18
el30,6.4
sa463,87.64
kr401,3.43
gu811,0.67
fe1159,56.43
ge566,33.81
ch62,100
eu254,5.29
mi1693,0.9
sa1158,100
ma417,88.11
ha1441,45.93
ga231,58.95
pa1348,100
ke728,23.82
sh1548,9.94
al1079,88.07
gl47,9.06
ja1618,0.95
he746,3.85
pe169,56.49
la1183,48.46
wi707,14.79
me90,95.81
ev1670,0.51
ha1142,3.54
do1723,1.58
ne1293,6.88
ca833,64.62
ke209,60.13
ri1106,100
iv1215,25.37
gr291,22.56
jo66,79.38
ch261,100
te1401,100
sh909,0.89
ni1418,73.77
gi963,100
ar43,9.75
za1220,2.04
pa1176,11.51
ma960,100
la1635,0.75
br353,100
st1421,100
sh304,12.85
gr513,62.85
gl923,4.75
la31,4.21
ka1733,9.83
bl686,49.01
ab273,13.81
iv1714,2.68
rh730,79.83
ja753,11.05
sh1453,96.75
el604,100
wa201,8.75
sh302,50.91
ch1677,14.23
ja1025,54.29
we984,77.4
ju1099,6.13
ja202,75.74
ga659,76.28
ja584,82.03
sh109,24.35
te1038,67.6
