netid,% of videos watched
lu323,13.78
el1481,94.62
ni1257,85.07
ka1733,0.41
ja1602,17.31
al1194,91.83
tr907,95.74
ba1288,17.68
le851,91.05
to269,25.55
kr1472,61.78
jo1506,76.13
la1595,0.24
he852,91.39
gu310,91.24
sa463,91.75
ne300,3.91
to765,19.6
do944,67.91
gi963,82.8
te1401,90.12
vi1409,25.09
gu317,100
as779,100
sh1627,0.1
el1254,71.87
je1360,3.22
ju486,1.73
la1183,54.38
te646,100
fr1278,1.48
es82,56.53
em1494,74.55
ev176,92.88
jo1084,30.85
ch55,96.25
ja1058,100
li905,80.7
ow1043,29.09
bo849,78.9
ch1605,9.51
da439,94.29
pe651,2.58
he745,49.85
wa1269,1.76
sa175,39.06
fl752,98.65
su1344,89.81
cl368,3.13
ad902,5.8
be198,90.93
sa1158,100
ca898,94.75
an1259,31.33
ni1517,6.94
ma417,65.32
li1663,8.24
jo222,88.24
jo1438,41.31
ro131,85.78
ch538,8.95
al1204,70.56
iv1215,43.95
ly246,14.33
pe271,89.6
ol1488,1.14
ca32,2.8
mi41,76.03
an354,41.43
do705,48.61
br105,79.73
sh302,70.23
ji775,53.29
wh14,92.64
jo559,3.82
ch62,89.83
ed1281,45.73
ja1025,75.9
bl686,20.62
ni85,78.93
jo1193,78.58
be1491,4.72
la449,65.84
ru395,86.32
sh620,83.25
ga231,74.19
lu726,100
le319,92.13
pr781,11.03
ni130,19.21
jo1469,15.76
lo394,77.04
es149,15.2
ce691,83.2
sh1453,69.99
ar1427,77.09
pa1129,19.32
ad914,63.61
pa127,100
zo431,88.56
ri1606,5.28
tr1081,78.36
qu245,63.02
ed1696,0.12
ev1670,0
la166,85.33
em416,10.42
pa1145,8.69
br1103,88.82
ro1087,70.86
gu1247,77.48
lo816,24.78
al1120,9.85
ru1737,0.9
al868,31.63
ve264,0.13
ci1339,9.63
li877,31.67
ce1546,3.18
pe169,36.11
co622,22.83
al1052,4.22
wi707,39.56
bo465,22.66
lo1420,80.78
ju864,6.34
sh759,75.37
fr642,96.16
la945,64.86
id268,71.49
te824,65.56
tr1467,2.39
gi468,6.46
le120,28.44
an693,49.81
do688,3.79
el974,11
le28,90.4
ro614,4.08
ar683,89.95
ca251,54.78
mo278,29.86
ma786,86.16
ka1166,1.26
er669,93.27
br1209,100
ga536,77.35
cl69,94.5
ha1202,100
co1104,44.53
je1561,0
ir388,23.76
ga906,44.81
fe1159,65.22
co1624,15.56
jo1362,8.07
ca606,1.73
he384,7.48
da1365,43.1
me602,26.68
ga133,1.24
cr275,9
jo485,71.55
ce1537,20.94
ne995,74.06
ke209,25.51
br469,3.14
op498,81.11
ca1188,7.63
jo871,75.48
pa79,2.26
ya1512,0.24
br464,27.71
ab1588,3.62
fr527,15.67
iv1714,0.07
be632,78.59
ga659,74.29
ly890,84.34
ma1178,100
co135,100
de939,21.13
ho1466,63.06
be1113,7.19
he398,100
fi1037,81.86
pa342,1.18
ha789,100
vi1200,92.32
ur661,36.45
al1027,12.06
sh1548,6.2
oc836,100
na1358,2.77
rh730,78.47
co1213,100
al649,76.15
al494,3.22
me1531,0.68
ca1157,1.7
fe240,89.82
ju876,91
ju284,65.83
ja918,50.5
da1655,0.07
ra509,1.07
ro697,81.31
el378,62.82
de999,4.94
fa1473,9.43
iz1621,0.09
ma1346,1.64
al216,18.13
la65,87.92
he265,7.81
gl154,90.85
fo1029,100
fa1287,10.12
ac466,6.79
