netid,% of videos watched
ke209,65.43
lo394,51.55
lu186,100
da1184,2.4
al957,100
cu297,27.6
be709,10.86
kr1472,36.96
mo1076,91.84
iz1621,3.24
fa180,75.64
al1355,62.79
hu1018,3.38
ka1397,100
ro697,90.29
de1521,0.75
cy672,0.52
jo889,11.52
tr1081,98
al1194,71.99
el616,7.47
vi783,5.57
su1344,91.55
ma1047,77.42
el247,93.42
fa1396,24.88
do1451,100
mi1515,9.36
mi1693,4.19
fe240,100
ja502,0.05
th347,1
ti86,100
me90,96.28
ko1585,3.24
ea653,93.11
hi1234,100
ti748,87.26
ja1301,2.14
ji775,8.33
le1637,0.16
ju284,94.85
jo66,76.38
ji1464,95.75
lo1420,85.54
al751,40.09
do829,63.82
ot848,80.17
ha1441,81.5
gl154,81.37
er669,86.48
ka1570,7.53
do89,86.7
ri958,27.49
qu245,100
ir388,6.42
ch61,87.28
an1394,74.67
sa1505,96.43
hu57,7.83
al649,80.78
br1209,100
po1134,78.05
em423,78.69
bo849,58.25
co1624,22.89
ma1119,2.42
ev1670,17.61
li390,88.13
je826,40.21
ta1231,9.72
ca471,59.79
pe169,32.47
do253,93.49
ly134,83.17
re724,72.28
do1626,0.21
ko1554,1.98
ca671,100
jo145,100
me419,0.35
re1217,20.39
el196,8.95
ju383,0.06
ni7,7.85
me1235,18.66
ca833,11.32
wa1307,100
an488,90.56
ra1429,31.4
xi675,44.44
wi1101,7.55
zo758,28.26
wi1249,58.34
an687,100
he1584,1.52
an156,90.32
kr1162,1.33
ad1191,88.86
et1201,76.77
co949,87.64
hu235,84.51
ve528,4.9
th335,4.05
so863,3.96
ke380,71.76
ra1291,4.23
ma872,100
na1358,9.69
jo1639,0.83
el539,13.08
la1635,4.73
wi618,69.68
ri1361,100
ez320,41.49
da110,6.25
ra638,80.52
ar410,89.5
an928,8.36
al805,36.2
ne995,76.23
er1031,17.88
ma60,100
je1561,3.48
an693,42.5
fr635,3.73
ri1286,7.51
fe1159,46.3
da1613,3.74
lo941,100
si838,16.77
li655,72.89
gu310,91.18
lu323,10.37
wh14,100
ru1737,0.95
ju1562,0.15
mi1450,1.96
no1489,74.89
se1009,61.16
el1124,100
sa1341,87.67
gr1256,100
zo1192,47.15
jo1576,9.36
an1105,0.11
ab273,49.15
pe835,4.94
ma1392,87.23
re1485,0.45
ma1415,86.45
ma1596,0.61
lo1650,1.67
hu1270,35.07
ed1696,0.4
jo1336,27.29
ar1530,0.58
al87,89.75
ja1165,100
ar683,91.45
je104,71.76
ja1602,0.62
la1075,5.88
an1350,7.55
ge26,80.37
ma75,87.3
rh730,95.93
la171,23.04
fi1667,15.05
va10,100
cl760,68.12
os13,73.26
al1079,77.82
re9,100
ho597,0.98
na234,100
ho1466,58.71
lo1008,21.24
ni130,81.42
do688,7.01
be108,85.88
li1258,79.54
ly1410,86.08
ed1055,0.87
or328,100
ma960,89.39
ba1288,46.11
no1353,10.91
za303,88.32
be632,50.17
fr1195,33.73
ag238,81.78
ko1647,3.44
la166,100
jo1506,36.03
sa695,2.94
st1421,100
ni85,59.64
do1599,1.93
ch418,87.71
jo1362,8.72
be77,35.62
sa782,91.09
ga906,33.1
co33,62.57
bi643,38.24
ch568,98.4
lu726,77.65
de939,22.92
de819,100
ke812,10.06
bi1674,11.44
mo628,15.9
ma634,3.75
ca438,32.01
le255,2.3
al393,86.98
la65,100
ca578,17.97
ur661,40.56
gl1688,0.29
id268,69.22
my1375,31.95
ly244,3.92
gr971,100
wi159,1.17
ta737,83.19
tr907,93.29
ke1292,100
br1203,41.92
eu1036,66.55
qu605,7.48
st311,59.94
