netid,% of videos watched
ha172,62.31
ti1022,81.84
je1724,0.67
ke380,70.44
fr642,76.06
be632,90.18
fr56,9.52
sa1380,16.84
ha1202,100
ge26,100
an814,3.66
el414,7.49
me1531,2.01
ri93,9.27
mi592,100
ar1530,2.95
ke1130,34.42
ca1454,100
ya1512,22.89
ve67,4.21
jo911,54.09
ur661,49.01
ma554,49.58
be126,6.29
ma242,100
ly890,96.7
ru395,100
ro1087,86.82
or1182,62.7
hu1270,52.78
li905,100
be77,60.17
ma114,87.64
zo1192,60.68
tr232,82.08
me1098,14.11
da1160,100
ra1065,7.18
ju64,85.65
vi1409,47.32
hu235,96.6
er769,3.15
el378,71.25
da1365,24.24
ja584,73.53
ma1392,73.28
ga659,71.61
co622,71.24
al1431,19.92
ad914,73.55
wi618,96.46
br1452,4.69
br105,79.01
ot577,10.36
de1659,12.43
br478,90.04
cl610,3.68
ma1047,84.04
es1,66.14
je826,51.28
ni1418,74.83
be108,78.47
mi1068,15.72
ke937,92.64
ji1464,84.77
iv1714,7.92
an156,78.98
la1183,29.74
ra698,95.11
lo1420,96.31
em423,98.72
ma103,4.1
ce1537,0.05
ri1286,11.04
br1209,88.18
ga906,32.03
ju1359,3.69
al1355,27.92
gr971,61.32
la1169,7.12
tr1081,88.96
ro969,0.07
le1284,80.43
gi1508,29.6
ce766,65.22
ma540,50.95
al1194,72.33
le28,64.85
jo1469,10.35
ge566,24.72
sa175,62.47
wi5,90.77
ni130,56.91
co1475,22.5
cl392,100
ed1281,19.9
mi41,79.43
ma1415,100
di530,79.96
st1421,100
ma1078,1.7
ni1517,3.41
ma1285,96.33
de1521,12.92
ma1346,18.91
da1655,0.48
dr36,6.69
sa1505,87.4
sh620,76.71
pe572,15.17
er296,100
su1344,100
co1422,6.43
em1230,94.53
ti748,85.72
jo222,91.08
lo1650,0.76
el247,90.34
li1258,90.99
cl348,100
an687,72.55
sh1548,0
de1317,27.56
ma75,100
br1514,1.48
ca144,3.15
ma935,89.75
ja1132,89.41
jo1438,47.15
ly134,89.07
me331,0.66
ro967,0.01
