netid,% of videos watched
je104,82.91
ga536,81.52
zo758,32.16
ro809,69.75
st828,11.59
ma1285,92.75
le1180,23.77
ja516,11.52
ba1288,55.54
ri958,51.81
ni372,52.52
ca1122,85.49
ti823,24.69
wi1007,2.07
mi592,100
no221,7.75
vi980,6.3
di530,86.45
da1184,13.09
me1223,1.35
lu157,1.81
je587,6.02
ma965,53.18
ya1512,2.18
oc836,100
ro1563,5.1
ow1043,25.57
ei38,100
ka1570,7.14
je1609,3.63
pa1348,76.52
ni85,52.72
me602,36.63
we573,31.6
ri569,38.51
be1483,5.13
sp155,100
ka1166,28.58
al1079,72.82
co1213,100
be1406,79.96
el247,85.84
do944,74.85
jo167,78.52
ro697,97.11
li877,77.78
st1421,52.13
ma239,95.49
sh230,100
es830,16.59
ha998,12.87
pe169,35.59
el30,6.15
ke1292,100
ca1112,77.54
ke1130,68.35
ce1546,2.41
re1217,42.12
ad914,94.9
me846,3.42
ma773,85.74
pa720,35.04
ka1294,16.7
ma1092,91.14
ma366,0.68
da439,72.38
se1168,6.17
ke209,54.97
la1528,2.89
ke600,3.05
re9,100
ma798,27.25
ge566,37.01
la1075,2.95
cu297,43.24
sh1652,3.19
al515,96.96
vi1409,70.35
ra213,22.58
do829,89.18
lu726,67.41
bi1674,10.55
te1038,35.33
ev1670,0.01
co135,100
do1114,70.82
qu504,100
ve264,2.57
mo1074,94.16
ma1346,10.56
me1531,22.53
fr452,7.92
an626,10.61
ju1187,83.97
or1271,82.19
su1344,100
ka817,25.02
jo98,18.03
el1254,75.01
li1663,0.25
eu258,28.43
ro818,2.38
jo1506,19.12
sh620,100
sa754,0.34
iv1215,17.75
ke678,6.65
gi882,22.17
le1171,69.5
et187,80.75
ta940,75.2
sh1627,1.38
ma75,100
de939,51.82
le120,47.19
na1298,79.48
os13,74.46
za189,100
il792,2.55
fr1155,80.12
an1259,26.02
ja215,34.59
le389,10.01
ca1011,16.02
an687,70.11
es82,58.5
dr36,29.6
mo1001,91.4
za303,100
co870,18.27
em321,3.23
je1561,4.22
ke380,79.54
de1465,24.55
gi963,100
re724,49.03
tr1694,1.69
be198,89.35
lo394,83.43
la1183,28.3
ru395,79.6
em272,10.25
ho650,6.01
ti86,100
wi1238,94.88
sp474,100
ja1165,100
lo484,27.35
vi1200,100
mo847,31.17
ji775,17.42
fr1195,64.14
re943,91.05
be77,46.88
ot848,26.33
la1556,11.9
jo222,52.55
lu23,81.29
ar1530,4.5
fa180,95.4
ti748,80.42
ar1427,65.8
ma554,62.06
ch1677,16.31
pa127,100
ka1566,1.34
ca671,100
ca578,15.47
ta1426,1.49
el604,52.14
al1612,5.87
he630,1.54
ho1466,58.12
re850,10.24
we984,80.66
er541,5.68
ly890,86.17
ju1316,81.85
ra638,93.32
ja584,57.02
wa1073,3.93
mi459,100
ly1410,72.07
co949,76.37
er769,5.51
br1103,100
do1723,0.11
gr1256,83.89
ju383,1.44
he746,0.78
ca1311,79.74
gl1688,2.63
de407,39.25
ma1708,0.29
he745,45.08
ch80,6.72
do1308,64.54
ri1106,100
ab273,42.36
ch61,73.86
wi707,75.92
ro1087,88.7
ch62,100
ar257,0.68
ed1696,3.81
je673,66.03
sh1453,68.33
ra461,1.76
an1390,100
de514,5.5
lo941,89
ar43,7.68
li655,71.29
ka1397,100
et1201,93.95
eu1036,100
ma1383,4.36
ar800,3.58
fi1667,2.28
ra1587,0.28
lu553,89.2
le851,100
ji1464,58.51
wi99,89.3
pr796,100
su1248,2.2
wi1389,70.98
te824,79.52
na234,82.26
ma1596,1.74
de1659,3.84
er669,69.09
pe271,95.44
em423,80.77
el1124,100
po1134,60.28
ur661,4.32
ni130,40.93
ja1301,1.38
or1182,28.15
da129,7.22
ma1415,100
ma872,83.37
al868,57.85
ca1454,69.81
co33,40.88
am1543,16.16
do89,100
sa175,17.75
el776,0.49
al1021,15.85
ma1140,3.15
lo535,8.87
ma1178,93.39
hi1234,66.68
bo849,92.8
rh730,98.9
ja924,100
fi1037,80.82
ra18,1.08
me267,70.46
li286,2.47
le710,0.25
hu235,100
sh759,100
ca438,7.1
ce1537,0
ma417,72.8
ha789,65.59
bi643,43.49
ja1132,91.05
ma1686,27.41
ke937,100
mo278,31.1
ma540,54.1
lu1035,67.34
wi542,11.41
kr1472,46.47
gl154,69.54
br478,91.92
li519,14.78
em1500,84.73
ca251,29.15
de757,19.75
cl760,78.88
au279,95.95
sa1158,100
mi1718,2.27
is1442,78.12
cl392,83.43
em1260,13.04
vi143,100
jo250,36.48
ca1207,1.38
ma60,96.42
ar410,71.21
ma1275,100
id268,94.12
wa992,100
li905,86.22
iv647,85.14
ma563,47.07
ju977,1.82
re953,92.35
br933,44.76
ce900,4.58
ja918,64.12
