netid,% of videos watched
mo74,11.57
br594,7.19
ta940,71.1
te824,53.42
oc836,100
an128,18.78
da1468,6.48
po1134,62.98
ho597,1.05
ed206,6.1
wi707,33.61
me445,90.9
vi1409,47.04
ma1507,8.29
pe271,87.36
ke1292,84.27
ar58,3.2
ab1588,4.07
za189,100
do1308,39.91
fa1443,70.94
mo1074,83
ja1165,100
jo1438,61.09
ma1596,2.06
ma773,83.36
fr1462,12.72
ge501,48.32
al1612,0.12
an693,67.92
el1448,76.87
ke111,61.73
ly1357,5.58
op498,84.49
mi1515,35.37
do89,100
sp155,100
co360,18.24
ma1092,90.29
lo941,71.09
ir696,9.63
fo1029,100
lo660,10.09
tr907,57.51
al87,100
ma325,55.89
li694,11.53
ei38,82.23
le676,14.79
jo911,85.2
el1254,94.47
fl752,84.13
de1659,0.7
li979,61.75
br821,6.72
ar533,6.73
we573,49.64
co1213,100
ka1733,11.62
fa1473,2.97
le1637,0.35
cl348,53.69
ka1566,0.64
ko1554,15.57
an670,9.73
be108,85.97
ju1187,96.1
jo1506,24.8
ma965,45.81
ai637,4.89
cu116,36.96
pr796,100
ju977,1.63
el247,90.66
ne300,7.33
ra1429,50.45
we1646,3.32
ol1040,2.24
gi963,97.17
la449,88.28
mo278,39.2
er296,73.35
ar1711,6.47
ke1130,17.78
br105,92.15
is1210,3.99
ti1022,85.8
wi1007,8.46
in916,2.62
ke380,84.47
al1027,12.2
al228,4.35
el604,65.8
es16,0.16
ty1085,80.05
wi618,85.95
co774,6.91
ma1392,64.38
da46,98.44
sh759,100
ju1099,16.75
ke209,31.48
ti6,92.86
do944,74.38
fr1222,5.36
ed1696,0.13
mo929,8.25
ka1570,3.83
br933,86.77
mi592,100
fo1405,45.34
el1481,83.7
cl392,100
ja1058,93.93
ka1397,100
ab330,93.3
br478,83.95
ma1374,5
ca251,29.07
an354,53.69
ni1418,66.34
ri1361,96.4
de1521,1.51
ta737,100
hu235,100
gu1247,72.73
bl686,64.16
st311,52.15
ag238,98.06
ma554,56.96
ar683,100
ca892,2.94
ty301,4.62
ma1686,0.31
ja1025,97.33
za303,100
wi1389,82.03
ro290,3.15
dw1214,18.43
li45,13.47
sh1555,1.67
bu625,12.81
zo758,0.5
co1624,0.01
ch27,18.25
ju64,92.21
or1182,50.56
lu403,83.61
je496,2.62
re740,86.16
ar837,4.93
ma1708,19.17
vi44,10.44
ju284,66.93
ge26,74.81
le120,69.35
ru395,93.9
be785,0.35
qu245,85.98
oc386,7.9
eu1036,100
al515,73.68
ja1602,1.3
el1124,100
ti744,9.32
ma1415,62.43
ar208,2.58
do1146,72.97
od719,2.43
de407,27.84
my1375,46.82
ru51,77.54
sh1548,0.01
wh14,100
cl760,72.28
an1259,67.02
br1209,80.84
ch568,79.03
er769,1.26
em321,33.17
na915,65.04
la166,80.94
wi1238,80.02
ro1563,5.5
br1103,84.38
me602,69.33
ri93,4.84
de1314,5.22
ir112,7.17
le1228,9.62
ce766,49.34
ar904,100
ca1122,97.61
br353,68.88
lo1050,2.29
pa127,67.49
da880,12.71
ra725,51.99
se1009,90.38
as122,0.44
mo1387,8.26
ri958,30.92
sa463,82.22
un204,92.11
fi1667,0
vi495,80.88
ha293,12.94
lu1041,1.02
co1104,54.83
ch61,81.45
br464,3.59
jo98,2.77
re9,95.18
ji775,45.66
mo847,54.66
jo1023,4.34
do829,93.32
ga733,89.48
fe1069,2.27
ma1119,0.86
jo145,100
ca833,62.58
me834,13.78
li1663,1.74
ma935,71.64
bo465,31.75
zo1192,26.22
la976,15.88
br1203,77.22
wa1495,18.52
je1598,0.31
ad1575,0.76
pe169,42.58
do1083,2.65
de819,91.03
co622,29.49
jo871,83.57
li905,100
ni372,45.71
mo1001,84.01
an1394,35.48
tr887,10.54
eu258,3.52
sa782,82.75
de588,7.57
la1528,0.37
do1451,84.71
sh1303,33.38
gl365,0.91
el1435,2.91
gu151,50.53
mo1076,85.9
is1442,75.72
jo1576,13.12
be198,80.8
tr1694,34.3
ke845,13.01
ju1015,7.17
an687,94.61
cl1030,68.25
le1284,72.14
es1,81.71
ma960,100
do440,0.49
gi1508,24.65
je1523,0.35
br1381,3.39
je104,53.69
ni1257,75.6
ce1537,4.45
ca714,100
ja1618,0.27
al649,78.67
em423,79.35
bi1674,0.01
al393,89.16
ma1062,0.09
ma242,69.97
ho921,28.99
an1541,2.4
ch55,100
kr1472,72.73
zo1241,96.8
ja544,91.34
wi1101,4.28
re943,90.18
mi41,95.05
tr1081,76.39
ca471,21.78
au511,12.62
wa1307,90.75
al617,6.47
su1344,100
ja918,51.4
ne529,94.48
id268,60.95
ur661,25.82
ru1737,0
ev456,41.59
fa180,60.19
ja584,83.71
ga536,77.44
ri590,3.97
lo1008,48.98
ca1454,100
la31,0.4
na1519,3.8
jo1639,9.84
ch261,100
ke362,3.56
ma563,38.41
li877,79.92
mi1718,0.05
le1171,80.91
lu553,67.54
co135,100
da40,95.94
la195,97.75
di1428,31.15
sh1652,13.44
co1342,80
xi675,24.22
el1064,93.59
so961,34.6
an156,92.64
iz1621,3.33
te1139,9.91
et187,83.03
al216,32.58
ha789,100
le319,100
jo1384,6.71
ce691,72.34
ja924,100
ma1285,93.56
et1201,82.73
ea653,100
fe532,16.18
vi143,100
da129,8.01
ji1464,87.61
el337,1.75
cl69,72.81
ma1082,18.39
es830,10.49
ma518,9.19
tr232,81.97
ry1305,1.62
de71,0.81
de930,0.46
es562,4.26
ed299,1.98
ta1426,4.23
lu1143,70.28
vi1200,43.06
or328,81.69
an1390,100
ma556,85.11
pa428,2.63
iv1215,48.77
al957,82.87
mi185,10.1
ka1263,0.72
el378,84.23
pr1024,5.52
wi636,21.67
te1401,63.08
li1486,13
me90,87.4
ka862,2.66
he745,32.22
ga659,86.24
lo1420,71.15
ma932,28.41
au790,7.82
tr1277,5.43
am1543,8.62
je1609,3.3
be1406,84.07
de1465,29.21
ma417,80
jo1084,25.35
ch1605,24.18
ir388,4.34
ti86,100
jo889,5.58
ma1474,5.42
gr513,88.59
fr1278,1.22
ma872,98.52
re1378,47.45
di530,88.06
sh230,100
ma786,91.62
da439,90.87
li1153,81.07
no1133,2.58
ni130,33.92
ca671,100
sh1627,2.13
er669,92.67
al207,4
ro809,80.56
ho1466,50.73
al1079,67.05
je673,47.39
br1514,20.89
hu1270,59.56
ro1087,100
ne875,1.71
be126,8.31
ro1034,53.47
bl95,0.41
br874,0.98
de939,33.42
so1051,5.71
ma343,0.62
ju1562,11.29
wi1249,25.16
wi5,80.07
lu1035,67.48
ka1364,82
me1622,4.75
ch1677,10.57
ro570,41.29
ko1267,100
la1556,0.83
os13,91.9
ge566,43.39
ol454,3.36
ga906,27.46
ju1316,100
ri1606,0.44
ar1427,84.59
mi1590,0.07
sh620,100
ni85,79.79
ca1352,4.95
ca898,72.6
sa1505,59.43
fl493,5.45
is808,16.59
jo117,4.01
co870,11.87
pa1129,0.35
bi643,23.39
iv647,100
el1648,5.68
te1190,39.12
je734,100
hu57,0.08
ca438,21.28
em1494,72.2
be77,45.48
jo66,89.62
pa720,13.96
sh1453,96.45
ro697,86.78
wa992,89.68
al1246,2.61
is1237,5.4
is1244,0.1
jo485,86.95
ly246,0.58
te646,100
ma540,17.15
do253,89.91
br1208,6.26
ad1710,0.01
ch418,74.22
me435,96.53
ja1132,74.25
ce1049,8.08
el621,47.93
en475,60.71
ra1673,6.35
ro131,72.06
su1280,22.22
lo484,21.93
ch996,96.63
ch1266,3.01
la65,100
re953,100
ma239,87.84
ma1047,77.52
ti748,79.44
ca1311,87.65
dr413,30.27
br314,69.96
be632,64.19
he1584,2.03
li655,81.8
fe1159,63.86
ke937,85.41
ly890,83.27
my369,14.38
li390,91.21
la945,89.97
je925,4.38
do68,14.27
bo849,92.03
ja467,17.12
al1194,96.04
su1046,87.66
me267,94.85
pe1597,5.5
ic292,3.29
ir1393,100
ce1312,100
do1114,100
wy54,65.87
gu317,100
ja713,1.86
ha1202,100
pa739,87.26
ea11,4.47
ri1106,88.05
la123,100
lo394,100
jo1336,37.47
