netid,% of videos watched
ro570,79.66
en475,81.78
ra1430,59.61
cl348,100
co1342,34.04
la123,74.5
ca1048,38.21
jo66,86.64
au279,95.55
ti1022,96.95
ma325,55.7
lo941,100
po1134,88.18
bo849,80.14
am220,19.67
kr640,1.99
el1338,0.46
el247,84.67
ra1429,22.48
ch1605,8.98
st1421,100
je1609,2.69
ma1285,93.91
ti86,100
re724,52.06
bl686,35.67
mi41,83.51
el621,36.6
an693,76.88
co322,4.12
sa644,1.5
wi618,70.7
wi1249,22
ma786,78.74
ti748,74.18
ma60,100
el990,9.53
jo1084,41.87
kr1162,0.96
gr971,100
ur661,16.11
mi1515,2.16
zo1241,92.46
je826,82.25
an603,79.76
ma1383,8.63
re9,100
do705,47.5
ji1464,74.05
ni1517,6.83
te824,69.62
ma1708,3.61
gr291,26.33
me445,100
ma935,89.57
no1353,3.81
ja1165,93.01
le710,10.83
ma1686,0.09
gi1088,8.04
dr413,69.18
iv1714,2.67
jo842,1.81
li655,83.54
ko1647,1.9
wi1181,6.02
ka1364,80.67
or328,100
he852,100
to1363,100
bi643,70.16
mi1718,0.69
tr232,82.49
sh302,40.54
be1491,6.66
na397,74.03
ar904,100
ka817,3.74
ch61,86.44
ro131,100
wa992,100
ca1311,79.25
ja689,9.08
cu116,36.49
an1216,5.35
pa1348,100
ri1286,1.92
al1027,10
ve472,2.71
de939,55.83
ma773,94.82
ty1085,92
ch1411,4.41
ne300,13.26
ne995,72.26
lu403,100
ja101,53.96
ra461,7.34
da439,63.99
lu1143,100
ne867,7.08
ni130,18.65
al515,84.84
is193,27.41
me267,100
me1622,1.48
ma965,30.4
ri1606,11.13
ma75,87.77
ce691,85.65
hu1270,53.17
ki139,3.04
es82,85.52
es830,19.04
ja584,81.26
al957,100
qu245,100
ar1427,68.55
la976,43.99
br933,81
ju876,96.23
ju1187,84.28
ja202,85.52
ha1142,1.61
mi1590,14.39
bu181,10.19
br1203,38.07
an1394,20.54
sh230,100
za189,97.92
