netid,% of videos watched
jo167,90.71
sh620,81.83
th1423,7.48
tr894,18.82
ma417,81.49
to1363,85.35
zo1192,40.91
al216,52.28
id268,83.3
el1481,100
ha172,87.02
al805,50.23
do1451,95.75
ne161,1.23
ca1188,10.59
la492,18.7
jo1506,40.61
ju1187,91.91
ar39,12.9
he852,100
da1613,1.93
mo1076,76.44
me602,38.18
ch1369,100
sa175,30.01
cl69,62.48
ga659,75.2
ga231,73.58
he1584,2.21
ne1293,7.92
wh14,88.14
ja1618,1.15
ar410,100
ja931,9.41
el604,100
na234,100
iv1215,45.92
lo1008,54.04
la1253,10.84
ru51,91.74
sa1158,81.77
li1153,52.67
el1254,95.54
co622,70.45
gr291,32.8
lo1650,4.11
ge893,98.04
ja1077,26.75
em1230,70.82
fi1667,18.7
ga906,7.81
ga536,78.39
ar683,73.54
ca671,98.27
ro153,4.76
an1541,18.65
ti748,63.73
fe841,8.93
la1720,3.71
br314,25.59
el1648,0.48
ma1708,0.02
mi1458,50.2
by1379,9.23
ge648,14.96
bl686,30.05
qu245,92.71
mi1068,9.72
cr1457,0.94
ch55,100
no1353,17.07
ir1089,8.8
ni372,26.54
be77,67.52
sh1303,58.3
ju64,80.26
wy260,6.53
an687,100
ma1285,71.29
ca471,54.26
ru395,71.34
il792,6.32
ja516,13.47
ca898,83.8
me90,92.98
sa644,2.67
el1124,91.27
ba633,2.31
qu605,5.31
so961,26.68
ma556,100
tr1081,73.77
er669,78.57
gr162,3.37
ra1673,5.34
pr796,100
we1646,1.45
ca1340,14.41
le1637,2.39
da439,76.55
su1046,95.79
ma563,45.53
ca1297,2.95
he746,4.02
he398,77.29
br1103,77.12
ph462,100
ma872,100
do253,83.79
jo1469,7.8
sa782,58.8
do1308,27.96
ar1232,9.28
de1465,51.37
ce1537,4.01
ar1711,4.26
ma965,25.02
ro809,76.98
da46,77.39
wa1307,100
pe169,28.76
do1114,80.48
gr971,88.91
co33,49.78
ne797,26.99
al1355,43.04
ar35,31.7
ed1055,0.43
re1378,32.27
la1318,15.38
fr989,71.28
ri1606,2.52
ra1291,0.16
li655,71.02
me435,84.86
ma1119,6.66
la123,91.01
sh1627,8.52
ve682,4.88
el196,0.17
an626,16.02
mo1074,100
cl1030,17.89
de815,16.5
ra1503,2.55
wi707,43.76
re1059,10.43
ce766,60.15
el839,8.83
me834,7.29
mi459,85.35
da1160,100
ju1316,83.72
ch503,8.29
qu504,87.87
ed550,3.41
ro1087,88.31
el378,91.28
ad914,76.21
br353,100
cl1386,4.89
my1375,35.55
ti86,90.76
un204,100
he248,7.17
al868,22.9
co1104,45.29
ju284,73.96
an1394,37.19
be198,66.46
ma585,100
je734,67.98
le319,94.56
pe271,75.12
ni1257,86.9
la976,27.2
li905,84.93
ta940,75.44
bi599,9.02
sh1548,0.18
st311,40.15
bi1674,5.2
bl95,6.17
wy54,73.75
an603,81.41
cl392,95.97
eu1036,100
lu403,100
ja544,92.01
ho650,11.71
se1009,65.75
he745,47.26
ni1418,39.23
fr1195,57.27
ra698,89.81
fi1037,53.44
mi1590,3.71
hu356,2.75
ma540,71.74
ch996,93.73
ho1466,35.61
ra1429,59.13
li390,92.35
ro831,2.68
am1543,9.28
jo1639,3.69
in916,0.51
ne529,100
iv647,90.63
do89,100
st755,8.94
lo706,7.05
jo250,68.89
ea11,5.36
cu116,17.66
tr1694,1.78
ph1649,4.81
ab273,57.06
re724,23.52
ni85,81.78
ce1312,100
ca438,13.12
ko1585,0
ca1311,86.37
ly1410,71.58
le1284,58.89
lu1035,96.73
co1624,11.14
ly890,90.49
sh1652,0
la1556,10.71
do944,86.24
ty1085,86.51
de1317,38.29
de407,25.41
la195,80.24
za189,100
er1268,3.39
be437,58.07
al1204,100
na397,87.8
ch261,100
jo1084,76.65
ph1432,2.51
ro131,67.59
gr1256,100
ju876,88.25
wi1238,92.19
do1626,0.59
je1360,1.02
be1406,95.15
jo222,65.4
re953,100
ad840,0.98
ja1058,89.92
el621,25.39
ad1575,2.38
el1345,20.83
ge26,81.2
ko1267,86.66
wi5,91.03
le851,97.05
ni130,52.06
al515,73.32
br1203,20.44
je987,10.91
ri958,29.95
je1523,12.34
ta1231,4.07
ma325,48.44
ja1165,69.44
ju977,16.14
jo1193,88.53
el615,2.03
he384,6.64
vi1409,25.89
bi922,6.35
ra509,24.32
al1194,86.88
cl641,1.12
ma242,74.02
je104,97.95
sp474,100
cl760,63.4
be227,29.73
al283,3.77
ag238,77.57
ur1328,5.16
ke209,26.54
el1334,1.91
an488,90.83
ch61,88.23
fe1159,43.71
ju1562,20.23
ev176,100
rh730,57.75
br478,66.29
fo1029,100
sh1555,0.08
fa1396,45.69
za1321,6.75
al1111,4.14
ju1164,16.73
an156,90.9
an814,5.03
wi1249,70.23
la1183,35.8
jo1336,40.34
lo1420,83.84
tr232,97.71
je1609,4.56
ko1647,0.71
st1421,100
el776,23.65
le28,89.7
ra638,73.12
lu323,1.05
br1209,64.4
pa739,100
ke1130,21.65
do829,71.16
do1723,8.72
al87,77.72
la945,97.23
ar43,5.12
ja1480,7.37
lu1041,5.15
si1329,18.93
ma1144,100
os13,98.36
el414,11.26
sp155,100
ri569,44.41
el247,80.4
we984,91.12
ti1137,100
au790,6.29
lu23,41.41
fo1405,40.68
an1105,2.46
ro1150,0.85
jo1438,13.41
ju383,1.99
mo1001,83.23
lo394,87.37
ch1677,0.42
mi1515,2.22
jo871,78.25
di530,87.41
fr1462,3.75
gi963,91.27
re943,70.89
li1663,14.2
me445,100
ma453,20.22
ev456,32.18
te1190,27.91
ad1710,8.83
ha789,86.52
je1561,0.09
ja1025,91.34
fl752,95.59
ma1392,65.71
li1497,8.01
co1342,44.74
mo278,32.72
bo465,24.7
es827,3.24
bi643,11.01
mo847,50.46
ly134,94.12
et187,88.69
le747,1.04
an280,6.95
se986,1.49
lo660,7.92
ar1530,7.67
xi675,31.86
ma60,100
la449,95.26
ar904,89.05
ch1605,6.19
ro1433,4.56
pa1176,9.61
ll517,1.06
an1259,24.37
pa652,13.12
je826,77.43
ro570,82.15
be1010,8.97
de1659,2.17
to581,82.01
ma960,100
ir112,9.6
ce691,69.46
ar1185,85.49
ma114,89.21
de939,69.9
pa1129,4.61
ma1275,91.63
mi1718,0.31
gr895,28.3
jo427,3.46
di1428,40.81
oc836,100
je1724,0.93
au656,2.73
co1213,100
ha1441,10.16
ca1112,74.95
ez320,63.66
la1595,3.65
el1448,96.82
ka1166,0.44
em423,70.96
le729,2.67
za303,100
ro1563,0.53
gu151,76.91
ir1393,100
ma239,91.59
ka1364,88.08
li877,63.03
ko1356,85.65
ga733,67.46
ju17,16.08
as779,100
be108,92.58
we573,58.66
li694,7.88
wi1013,6.2
ka1733,7.09
ja1684,0
be632,83.73
do1599,4.27
ea653,98.65
ya1512,0.11
ch418,69.76
dr413,16.11
au279,92.85
ra1430,94.74
ma1415,100
sa1505,82.14
wa70,8.2
pr1024,16.63
ra1212,8.41
or328,100
ji1464,92.18
sa463,63.32
la1635,0.92
ma1092,78.21
jo911,82.66
ch568,96.69
me1531,0.09
ra725,86.77
br933,95.23
al957,88.14
or1182,32.07
fr635,2.73
es82,80.23
ji775,21.47
le1171,93.38
da1655,9.6
hi1234,100
sa1341,90.95
st1095,12.38
ma444,11.23
na915,61.78
ge566,44.27
ma1374,5.15
es1,100
du1413,22.54
cy934,13.4
vi495,77.31
co1475,50.69
wi1660,0.22
du1128,8.51
do705,51.58
fa180,86.53
mi592,100
ma1596,0
ed1080,20.05
co135,100
gl154,93.18
zo1241,89.11
de1521,15.23
me267,96.09
fr642,72.07
co1422,5.43
vi143,100
ra1587,0.32
na436,12.45
ve446,12.73
an1390,100
ja202,80.83
jo1576,0.01
er296,91.29
wi99,70.88
pa127,100
le710,6.22
bo849,83.07
wi618,75.19
ma1047,90.75
kr1472,68.13
em1494,96.1
de983,11.35
is1504,22.19
te1401,100
or1271,86.03
va10,100
ca714,100
ko1554,23.42
mi1693,0.43
ri1361,83.52
li1258,72.71
gu310,100
te1038,53.68
em806,11.76
wi1389,88.64
le120,59.62
li1335,11.24
wa992,84.62
su1344,100
ja924,100
wi636,8.14
la65,97.41
lu726,100
cl348,100
lu186,100
ch62,95.06
pe1597,0.15
di982,0.65
le229,9.48
oc386,3.15
br105,83.68
iz1621,0.44
ar1427,80.35
gl1688,1.08
sh1453,84.73
br1514,20.78
tr884,100
ka1566,23.52
ro697,94
ma935,73.63
po1134,77.57
an736,2.85
we243,5.15
ed1696,14.47
ma1205,8.81
ge501,45.66
do1146,79
co949,81.27
ow1043,35.31
je1598,8.07
an693,41.58
fe1456,76.48
zo431,100
ja584,59.36
en475,59.72
jo66,70.55
cl368,2.52
jo897,9.84
lu1143,60.99
hu235,69.15
ke111,75.92
ju1015,5.93
na1519,0.15
re1217,87.77
tr370,1.96
ma1686,18.92
ka1570,0.11
pe203,79.38
da40,91.05
si838,13.79
pa1348,100
ro1034,77.88
is1442,87.03
jo145,100
ed1017,93.59
br469,15.26
ne119,4.09
na1298,94.51
li345,14.62
gi1508,51.11
ca1048,50.9
ca1122,66.56
re92,0.75
ma773,71.31
me419,2.37
iv1714,1.07
ba1288,23.48
ja101,41.58
al393,88.63
br574,16.24
ni1517,1.5
gr513,88.55
ke380,68.8
ce1049,10.66
ez1470,26.23
he630,13.38
ta737,81.04
no1489,66.61
ke1292,66.87
ru1737,3.29
je673,44.38
do1083,3.24
de819,100
ed1281,51.17
al1612,0.01
ca833,80.96
ad1191,68.96
jo485,76.4
sh759,72.36
ma786,66.26
kr1477,2.79
ja918,21.99
gu317,51.62
te646,100
yo1289,68.7
ly479,0.24
bi1227,8.44
vi1200,100
et1054,9.89
ha1202,66.87
sh230,94.82
an354,40.19
ca1454,93.5
op498,86.92
fa1443,69.71
ma1178,100
ne995,73.92
em1500,90.91
em272,9.78
gu1247,85.36
li979,59.01
mi12,4.06
da1365,43.87
ti6,93.52
jo98,18.81
ke937,100
mi41,85.24
et1201,74.47
ja1132,100
ri1106,71.72
de771,22.86
el30,1.25
ev1670,0.25
ti1022,82
sh302,9.85
da1184,8.4
ce1679,15.17
lo941,75.57
ke1310,10.24
lu553,100
zu762,100
pa720,27.26
la1528,32.44
ka1397,74.8
ab330,79.22
