netid,% of videos watched
ma1092,90.14
el1064,33.19
ot848,72.58
rh730,64.96
vi143,100
ca251,45.49
id268,89.83
le1171,77.8
fe841,20.21
la449,77.18
pe271,54.48
ka1020,0.11
tr1694,0.11
do68,3.72
fa1443,97.94
na1519,14.93
te646,100
ja918,34.69
gl154,75.64
me267,100
al216,24.03
st1421,100
ri1606,6.22
wi618,92.17
bo197,0.31
la609,9.7
ti1446,33.9
pr1109,3.61
ju1187,86.24
un204,100
zo758,16.17
me1531,2.59
ve264,22.24
am1543,6
ri958,21.74
ch1677,9.53
do705,40.6
ad1191,86.45
va63,2.04
sa175,29.98
my1375,31.6
ju546,3.42
ro399,15.54
zu762,86.82
ja584,89.77
sh302,60.94
sh759,97.14
al87,100
do1626,0
va912,1.7
sa463,75.21
je1561,1.1
lu768,5.53
de1317,50.34
en475,86.83
yo1289,55.28
ja1618,1.3
ma540,87.12
jo571,8.51
ko1554,1.77
fa1396,71.34
fa1412,3.38
co135,100
la945,90.25
cl348,63.2
be632,81.51
tr743,12.16
ze1476,3.68
ke937,87.73
ja202,83.43
fe1456,100
lo941,100
mo278,43.99
ko1585,13.86
lu1143,64.42
ch1605,11.28
la1528,1.12
je104,81.22
ti1022,80.05
ev456,71.85
si838,2.82
ri93,2.45
ma417,87.6
ba1288,54.78
ri569,13.95
iz1621,1.4
ma932,0.59
ha172,85.67
wa992,87.83
vi891,9.44
ro1087,100
je826,57.41
sh1548,6.43
ma554,25.08
ja467,2.13
pe169,34.2
th224,20.4
le406,2.45
na1298,73.53
mo1076,98.43
lo1650,0.55
ro570,97.25
he398,100
kr1127,2.61
es547,4.78
or328,64.39
ka1566,35.73
el1448,100
an488,71.85
mo96,8.16
jo871,84.1
ri1106,100
ro1563,3.76
do1599,1.58
ma242,72.5
or1182,55.8
je1598,15.55
al805,8.95
ra638,90.65
an679,11.75
ho1466,31.82
ed1281,36.13
bo545,1.23
na397,55.58
ph462,100
ma773,71.91
ne995,98.35
co1213,100
fe240,88.19
de819,54.84
fr642,80.23
ke111,100
la1183,41.03
qu605,4.77
de1659,0.09
ca339,6.55
jo1193,100
ro290,6.13
da252,6.14
au701,5.14
di530,83.61
gi1508,28.34
wi159,0.62
br314,36.56
ge893,81.88
de160,0.86
fa534,18.82
lo1420,96.21
ma1275,100
re1217,59.51
gi468,1.78
do944,87.88
es434,1.64
ga733,62.66
ma585,100
ra1673,4.92
el1648,8.1
la166,82.96
vi1409,11.7
an603,77.17
li905,100
ja924,100
ch55,100
pr796,100
ul664,10.71
ne300,8.2
ga231,45.17
ur661,16.13
ca1112,97.71
qu504,100
ef917,28.41
lo1008,47.43
tr1279,0.04
su1046,96.92
re724,25.21
si508,7.11
br1203,38.97
em423,43.82
is1442,54.96
lu553,87.54
ro969,3.49
cu116,47.13
wh883,11.8
ca1454,100
we573,34.56
ma239,79.24
tr232,85.87
el604,100
sp474,100
la1556,0
ca892,0.6
si1351,0.47
ma798,0.04
ar837,14.5
al1355,77.33
ca1236,2.06
je723,2.82
je1609,1.63
el1334,3.08
br1209,100
ma60,100
ly1410,89.54
ca578,8.74
fi1667,5.52
wh14,88.49
ja1165,100
gu1247,82.67
ma1708,1.57
ha293,2.03
ro697,80.25
he1584,0
ko1647,8.38
di591,11.17
za303,93.66
ki305,6.21
ag238,73.85
je1039,1.05
ra509,28.56
cy672,10.23
ch62,100
ca833,92.52
ma563,25.51
an1394,64.14
li1153,36.91
mi1718,0
ei38,100
da1655,1.5
ab273,79.76
ro809,86.05
de588,11.31
na915,78.96
cl487,25.7
ha53,3.21
gr291,21.56
al649,63.69
ga133,3.4
lu23,79.52
qu245,100
lu186,100
ro1149,3.57
jo66,85.1
ma1392,80.6
an595,10.46
je1523,0.38
ea653,83.26
fr989,78.19
an354,64.99
os13,92.34
co1104,43.78
gu151,79.3
em1230,90.06
