netid,% of videos watched
bi643,17.7
an603,63.9
se1009,87.38
el1124,100
ka1566,1.74
li1153,42.36
le851,100
er490,8.27
ga659,67.69
an1259,32.46
al1204,100
re943,95.14
ho764,7.15
vi1409,75.97
ni85,100
ja711,6.34
ca438,54.75
te1401,100
al1501,1.76
iv1215,45.27
ch1369,90.26
qu504,66.77
br1209,100
jo145,100
la1635,0.05
ne995,92.96
th347,32.16
jo250,4.76
no221,0.71
ch27,0.16
da860,5.03
em1494,94.18
ra1673,0.07
za303,100
jo1395,19.04
ar1232,6.22
je1561,0.26
ro570,90.08
fe841,0.67
li1258,94.24
ja924,100
al515,93.22
ma926,2.17
me1622,1.48
da118,31.34
et187,66.23
ge893,81.57
co33,61.72
do705,50.88
tr884,100
lu1251,10.29
en475,58.17
ca714,100
gl154,77.44
sh302,53.75
fa1443,70.12
jo1506,66.61
wi618,93.72
ch261,87.07
te579,1.08
jo167,70.31
ro697,88.8
bl686,67.1
el1093,1.35
ph462,97.94
we1646,0.8
st311,21.11
wa201,3.76
lu186,100
mo1074,100
ma325,50.05
jo1576,1.18
yo1289,51.96
da1613,13.49
tr232,76.97
ma239,85.98
ch1605,4.98
ar1427,78.4
ca1011,14.49
ma114,79.88
ti748,73.83
kr1472,28.9
ju1187,83.01
em1500,54.07
gu151,32.13
op498,98.14
my1375,58.81
jo1362,2.12
br1514,6.51
he1584,0.16
le1637,3.93
un204,100
co1104,28.44
an687,100
ta1066,1.7
za189,47.5
ar208,1.78
al87,91.92
le120,62.12
su1344,76.5
be1406,83.04
or1271,81.88
hi1234,92.06
ly890,92.23
pe203,44.04
je1523,0.57
eu1036,82.07
sa1505,84.52
ri569,52.32
ba1288,65.96
ei38,91.13
mo847,49.22
la1528,11.76
lu1447,7.56
co870,8.44
ev1670,0.33
ka727,1.12
lu1041,9.72
fi1037,64.38
lo394,100
ti823,77.31
la123,84.29
bo849,89.17
el378,78.14
rh730,66.91
le1180,1.75
co949,87.17
ke678,0.62
ma1275,100
ne529,74.53
ju64,94.15
ma1686,0.04
sh909,2.19
