netid,% of videos watched
fr1195,14.44
ev456,24.15
ei38,100
co1213,87.58
sh230,81.75
co949,91.89
mi592,83.51
es547,11.5
na1519,0
de939,46.56
be437,33.54
do1114,50.93
ma935,97.63
rh730,69.94
de1465,39.48
as122,1.2
ph1649,9.66
je1561,21.27
sh1327,1.92
gl154,82.78
co622,37.65
ma786,93.91
al1111,0.83
ad840,3.95
cl760,84.08
ho1466,63.26
pr796,100
el1124,100
te646,71.63
bu19,0.79
an354,44.79
ni372,42.22
pe549,18.12
ca833,13.86
sa175,45.04
mi1458,52.55
jo20,5.37
ja1132,100
re953,81.29
de1659,2.1
zo1192,55.55
ma1047,83.26
ge26,84
bi643,33.7
tr885,20.4
tr1694,0.39
ev1670,0.01
ko1267,70.35
no1489,34.17
he852,100
to1363,100
do1626,0.11
fa920,9.39
an693,47.65
se1009,91.74
sh1453,65.81
an687,92.55
an1541,1.25
gu151,62.38
la1635,2.88
ad1710,1.31
de24,1
sh481,4.45
fi1037,95.87
ma554,56.96
fe1159,16.02
an488,87.32
li1258,64.83
es558,6.22
le28,88.36
ja101,52.74
ro1087,100
do89,100
ki991,4.39
ma239,85.64
my450,0.74
pe169,38.29
na234,92.1
et1255,2.71
el1334,1.02
la1183,40.88
an156,68.09
ti823,24.83
ma1383,32.5
mo278,61.15
ka1566,0.04
lu23,58.3
ab1434,8.23
ja689,17.1
do1723,1.05
am1543,0.59
ly134,91.56
sh759,100
wi1238,97.36
zo1241,78.48
ma1596,0.02
lu403,100
ma1686,6.56
ga906,65.72
ed1281,48.06
sa1505,91.33
da1468,24.7
yo1289,69.91
fi1667,2.02
ca1112,97.36
lo941,100
do1146,67.16
fo1029,89.15
ur661,35.96
ra1291,9.77
mi459,100
su1248,2.4
sp474,100
la166,71.04
el604,90.84
gi1508,77.86
ja1684,11.46
is1442,71.71
jo167,76.18
al1079,81.23
ke845,26.88
vi1200,63.17
el990,4.77
ka1364,89.06
ch61,86.47
ma1178,89.44
ja1602,2.6
el1338,17.22
do1451,86.48
le794,9.54
wa294,8.71
gr513,91.82
he745,29
ma960,81.27
ro158,22.75
li1153,45.79
ke380,83.66
co1624,0.12
je778,5.97
de930,13.34
je826,13.89
wi5,84.65
be198,72.8
hu1270,32.42
sh1303,41.86
br353,82.34
de1521,2.94
ch418,80.47
co1261,1.54
ra1673,1.39
vi495,88.34
iv1215,85.19
mo1074,94.91
ra725,47.28
gr1256,52.19
iv1714,11.97
al805,30.11
re740,82.93
ji1464,58.81
si508,2.41
gu1247,89.63
sh334,0.19
li655,79.69
la1720,0.01
ca1048,53.7
ja502,13.57
ga659,60.37
dr413,26.27
vi143,100
je673,76.24
ra1212,6.51
qu504,100
ja1165,98.51
lu1143,100
de948,2.08
sa463,94.31
ge501,18.21
ni1257,60.18
jo102,4.6
ca251,64.09
so961,15.62
ko1356,72.52
qu174,1.1
te1401,100
ma798,5.71
gl1688,2.54
ru395,100
ri1106,100
al957,94
ri958,92.28
br933,66.69
wi1249,75.45
al1194,77.56
fr989,84.28
be709,18.41
sh1548,0.17
mi185,0.84
ji775,38.5
ma1415,100
be77,55.74
do705,49.68
ly1410,75.45
my1375,42.1
ed804,0.64
ar1427,92.6
bl686,58.86
ly1357,6.49
la1528,0.23
me1042,17.22
ro131,100
ad902,0.48
fo1405,64.36
ro570,81.95
ir1459,8.11
et1201,83.5
fr642,87.35
ma965,65.61
jo1639,0.5
es1272,0.58
li905,100
as779,100
wi707,38.26
ge566,72.1
da1365,47.98
ma75,73.06
ab273,39.49
ju1187,88.13
iz1621,0.43
ro1175,3.72
ju1359,7.32
ga733,85.36
br1209,81.85
wa1307,100
wi618,81.36
co1094,11.3
or1182,79.94
ra1587,0.63
ch996,55.71
ka379,26.27
jo485,81.68
ti748,77.97
do944,84.68
ca714,87.81
el621,12.39
ar1530,7.23
an603,90.93
ch568,89.25
la976,10.47
ma60,100
al1501,1.04
er296,54.34
an387,12.5
ju1316,77.5
we984,79.85
wa992,100
he398,99.05
ju1562,1.96
ch1677,18.26
ch1369,100
ka1733,4.08
ni85,100
lu1041,4.79
so1051,1.21
al1355,28.55
ma1285,85.57
te824,94.06
ch55,100
wy54,84.82
mi41,68.96
id268,96.41
ca1188,8.46
to581,97.88
ha789,93.35
jo1576,0.03
le851,100
ja924,100
je987,8.33
ru51,77.13
ka1570,1.2
no1353,26.41
je104,69.04
su1046,82.36
el1345,11.7
va10,100
sh959,12.33
ni326,5.54
ne995,96.7
ag238,77.01
ho1151,1.74
pe1597,0.31
ez320,36.6
le856,6.8
er669,74.29
ea653,92.79
le120,48.02
mo1076,76.79
vi1409,14.56
ka1397,100
jo871,81.88
lu1035,84.8
cl69,89.08
ul664,12.93
op801,23.62
ra698,96.46
ra1161,1.78
la1169,11.7
br1103,100
ko1647,0.38
jo832,1.86
jo911,77.34
de819,77.5
ch404,1.29
la31,0.75
da40,100
ba91,11.36
lo1420,90.84
fa1473,0.11
he1584,7.63
kr981,22.57
da1655,10.71
ra316,10.38
pa428,20.62
je662,0.61
ke1310,3.92
ge893,75.25
