netid,% of videos watched
el1648,0.64
br1452,10.86
lo1420,79.59
ta737,100
co1342,65.16
ge501,55
no1489,34.11
vi891,1.56
ma1082,5.77
wi707,61.89
ma872,91.87
sa1341,81.69
jo117,14.9
es82,91.17
al868,35.8
bo465,56.54
ha1202,100
do944,94.48
bu19,16.35
ke937,79.18
ke1292,100
ar58,0.36
ra1429,25.3
op498,79.6
je1598,2.02
et1201,85.38
ma1144,100
jo250,44.89
al957,100
el1254,69.88
le28,89.96
el1064,19.74
al1204,100
ma60,100
ev456,19.17
ad1191,100
co955,12.31
fr946,8.36
ro158,2.23
ti823,31.44
ti6,92.05
wa70,10.11
co1475,18.64
sh1627,0.04
to1363,100
fo1029,100
do1146,46.16
el247,93.23
ro1563,9.02
su1046,80.52
ar1427,78.13
ch312,7.57
br1514,0
la65,100
na436,51.59
en475,96.22
ri1606,3.85
ez810,2.93
he852,84.83
ir147,7.07
li877,57.2
do89,100
pe1597,9.34
te646,100
ru1737,0.81
le851,100
ga231,56.38
er669,83.9
ha789,100
re1059,0.64
ce1537,2.08
la976,26.75
ga733,89.78
or328,100
br1203,19.66
ti748,94.94
co949,78.24
co135,100
wi5,71.65
ei38,60.86
ca1112,73
fi1667,1.24
gl154,84.68
de1659,0.17
jo1336,21.65
ho567,11.21
ca671,100
ma1186,0.59
ab1588,3.92
ne161,14.47
gi1508,20.21
be1406,90.21
ke845,4.94
el1334,7.29
te1190,40.4
fa180,82.73
ge893,67.26
we573,40.19
zo1192,17.24
ma965,56.95
de407,66.57
an128,1.17
ma551,3.56
do705,57.35
la1090,4.41
li390,74.59
ma556,100
gu1247,95.74
la1167,24.9
re92,3.42
ph1649,12.41
pe429,14.87
jo1469,0.1
mi41,83.11
te1401,100
we1646,11.41
li433,3.43
el539,3.48
am1543,13.18
st755,10.76
we1218,22.09
ha998,6.34
el378,59.76
ce1679,6.22
sh334,5.27
qu504,100
ly890,91.13
gu151,46.98
ro1493,33.26
he1584,1.93
ko1647,2.18
al1079,86
ad1710,0.71
be437,37.5
mi1515,3.26
ni1517,0.15
ga1056,23.35
ma1392,74.21
el1124,100
ch61,82.66
ja1025,72.83
tr884,100
jo136,0.7
fe240,100
ar683,100
ka1397,86.1
mi592,100
st42,25.16
sh1327,4.64
ed717,27.76
jo871,50.71
dr413,44.03
ma480,4.81
ti744,11.69
li45,3.31
la1635,0.96
li286,5.32
ni1418,51.52
ma1092,39.12
li979,38.88
do1723,0.01
de1521,4.17
sa175,28.87
an603,41.57
ke209,11.3
ga133,1.96
mo1074,100
ch568,65.79
da46,77.31
co360,16.42
de939,50.36
hu235,100
ce691,92.48
an1394,28.02
si1351,4.68
li905,100
lo394,100
po1134,67.31
di1428,33.49
ra1430,100
ca1454,100
jo1639,16.77
ja544,86.95
je1523,1.14
iz1621,15.35
sp474,100
re740,63.66
de24,2.67
al1194,88.13
gr971,100
ro276,6.54
me602,85.16
ro1034,88.41
ne867,5.16
la1057,3.61
ul664,2.44
sa782,75.1
al805,51.2
go150,6.79
ja101,26.49
ro570,83.61
em1494,86.87
lu553,68.27
ma325,36.19
da1655,0.34
vi1200,100
ce900,12.62
zo1241,82.53
gl1688,0.45
da1160,100
ju546,14.35
wi1660,0.89
ly134,97.6
ev1670,26.61
lo1008,54.17
ma1275,100
ka1570,0.39
ed1017,76.54
lu1143,100
ez320,68.59
li1486,7.47
zu762,100
