netid,% of videos watched
le229,7.47
ni1418,88.2
ja1132,74.47
ka1020,24.39
hu57,13.83
ra1673,17.12
ka1364,76.78
ma1415,100
ja101,61.84
ma242,100
ja202,83.93
sa175,14.36
la945,82.67
an603,66.01
mo278,17.48
mi329,19.39
ma1392,93.57
ro697,95.14
ch80,0.59
ja1165,100
wi707,36.35
do1146,81.76
la1556,1.03
an1394,37.12
ar1185,71.64
sh1163,4.03
mi1718,1.09
en475,85.6
da1468,11.71
pe572,6.94
jo1193,86.11
my450,10.89
ja584,84.2
op424,23.38
li1663,2.75
ma1047,83.17
sh1555,8.07
fr1195,44.6
fl752,90.77
do262,17.16
ar800,10.44
la449,82.69
ma773,87.28
qu245,100
su1248,10.96
or1271,84.79
me267,100
jo113,1.2
ni1257,81.26
es562,4.67
ei38,97.86
me90,90.49
ed1017,86.33
li877,39.78
ni130,21.01
ra1430,100
jo485,84.09
ke209,70.71
ri1606,2.43
br105,95.11
me435,90.56
ju1562,0.43
ma563,17.58
zo451,8.11
au279,78.49
al1204,100
ph462,100
ad1575,0.69
li286,22.12
am1543,5.56
na915,91.1
zo431,100
ch996,96.42
fr642,58.89
sh1548,20.54
ka1397,86.55
mi41,78.27
ja924,100
my1375,51.1
ca1454,100
lo1008,6.62
ow1461,3.3
ti86,100
ji249,4.91
pa1348,86.06
ch1677,0.36
gu1247,97.39
co33,33.19
li1486,1.88
ru51,93.18
to1363,74.99
is1442,75.3
la1595,11.2
la65,88.04
je104,89.63
re1217,70.11
ka1294,12.03
ma239,95.49
na234,100
wi5,60.03
be437,50.14
sa1505,91.53
wh14,100
os13,81.26
do705,36.25
je662,7.21
ro822,15.08
ja1618,0.05
er669,52.93
he852,88.63
ch62,76.69
id268,83.33
he745,46.36
so367,3.01
ke111,92.27
gi1508,21.84
el1448,100
ga906,48.41
na397,76.61
sa1158,100
de942,15.16
ho1466,71.28
te824,74.43
le319,81.57
ja1058,78.76
do1308,35.82
sa510,7.11
iv1714,0.96
do829,83.84
wi1249,50.49
jo1576,2.97
wi618,77.24
bi1674,2.79
gr291,62.21
be825,16.24
de1465,37.99
el1002,4.35
ko1647,5.05
ce766,50.56
al333,8.37
ma585,100
lu726,100
br933,63.71
di1428,26.17
ti744,9.36
zu762,100
ka1566,0.07
wa1269,13.18
el337,12.28
ma556,73.76
ge501,47.27
ca438,67.23
fa1412,9.03
pe203,48.79
be22,20.21
je259,36.5
sh1453,81.93
co1213,100
ev456,25.36
fe1159,64.31
fi1037,77.18
an693,39.95
sh230,100
da432,1.12
ju64,93.46
gi611,0.32
be1491,7.1
ca1112,76.84
sa1388,10.75
em1230,71.34
jo1506,32.51
or328,93.76
te1190,10.99
ag238,79.15
fa1443,74.49
fe240,64.67
ca898,74.28
ja1025,76.64
ch61,70.62
ro818,6.01
gi963,97.76
ta737,75.42
we573,40.88
jo222,47.15
kr1472,43.1
ma540,40.87
vi1200,78.3
ma1708,9.48
ke1130,37.43
ha1441,57.85
ar39,23.64
no1489,44.84
ma1285,95.23
al393,87.63
op498,73.28
ka1733,4.95
ma60,100
ca1048,13.13
jo66,77.78
al216,13.26
ch1369,77.92
em1500,100
ja753,1.42
su377,0.44
st311,62.43
te1401,95.92
pa720,61.13
ca471,57.06
ti1446,4.92
ju1316,100
so961,59.39
ma554,73.31
zo1241,89.07
ma1178,88.27
ka1570,2.44
ju876,57.19
ni85,100
sh620,90.07
ti6,79.67
ma1596,2.24
ke1135,10.98
ot848,26.33
gr895,13.93
kr981,2.14
li655,88.43
ty1085,88
de1317,64.51
ra698,94.37
re1378,77.4
de407,51.25
ma1144,94.35
qu1302,2.43
fr1155,62.88
an1541,1.33
ir696,39.93
hi1234,64.57
em423,90.72
el523,2.8
pr1109,14.86
el604,89.37
he1332,0.78
de1521,7.68
pa127,100
do1599,0.05
jo871,90.26
ge26,100
et1201,90.1
we1646,0.74
br353,72.75
ch418,85.05
el1648,10.45
ti823,41.25
al1612,0.7
xi675,36.3
an1259,36.87
ly134,93.2
el974,1.87
ni1449,8.72
sh1627,1.45
ja1086,20.57
pa739,100
ro1034,93.87
ch261,100
de83,10.29
cl392,90.88
vi495,100
br1514,0.96
co135,87.78
le1171,78.27
tr884,76.45
mi1458,54.44
wi1660,0.21
an1216,13.08
el1481,88.73
ma444,18.12
ma1373,4.3
fa180,83.28
je826,28.51
ko1267,85.72
ge893,92.72
al805,40.98
ma1265,0.35
be227,8.48
ca833,17.43
el654,7.42
za303,100
si1329,0.08
le1284,71.19
ti1137,100
ar904,84.28
ti748,95.56
ed1281,18.95
we732,2.07
ch552,1.36
cl760,86.08
le120,46.49
fo1405,30.53
la195,82.95
ve264,13.07
fe1456,100
ra638,85.03
sc1398,6.97
me1531,5.71
an354,49
je1561,2.16
su1046,82.8
ir1393,85.83
wy54,78.09
ra461,7.03
do253,99.42
er490,0.76
ve472,1.12
es1,75.2
al217,2.16
dr413,40.77
mi1590,4.56
ca251,45.69
ed206,1.9
lu23,83.21
ar1252,1.46
co1342,36.7
po1134,78.44
mi459,78.93
ra725,50.88
la1528,3.86
wi1238,95.7
mi592,100
in916,7.67
da1365,56.03
yo1289,42.09
ni7,5.74
ja1602,1.59
al1501,15.43
as779,100
ta940,79.14
su1344,61.24
fa1287,13.45
li390,65.71
me1235,7.52
el645,7.31
ce1679,0.04
ar683,93.13
jo1084,29.66
ga659,70.02
ga133,2.76
un204,100
la525,1.4
co622,40.28
ma551,0.85
ma935,77.98
an387,1.72
va10,72.26
bl686,33.11
ga231,6.27
la123,80.71
he398,86.17
ha1202,100
ca1122,92.78
wa1307,100
ji1464,98.31
mi1693,7.46
cl1030,57
wa992,100
te1343,12.93
al473,10.81
jo167,73.7
th335,1.89
me602,52.68
ro570,95.52
ri958,49.09
pr1024,10.75
oc836,100
ke678,0.01
ad861,10.04
ly1410,75.19
el621,31.94
lo1650,8.87
be198,77.92
of1250,5.11
co415,0.31
eu1036,100
je734,100
ke937,73.79
dw1214,1.26
ir388,0.06
me1622,0.09
vi143,72.55
be878,0.77
iv647,88.3
ch568,79.28
cu116,68.11
pi1032,27.3
ha172,85.88
ju977,1.15
el1064,21.27
ma417,77.65
ya1512,0.23
ca1311,86.68
wa1495,3.52
jo1469,12.07
ab1242,4.56
pe271,92.45
ba1196,5.88
ma965,49.56
le28,65.99
ru1737,0.1
ar43,4.33
cy672,5.57
iv1215,35.02
de588,0.89
he1584,16.26
ef1471,1.12
ro131,100
er1121,24.64
re9,86.55
al957,77.89
zo1417,8.77
ar1427,81.15
ab1588,7.36
iz1621,0.34
ev1670,17.54
be77,21.83
do1626,0.49
ch950,14.62
re740,58.25
ma408,15.59
an488,61.72
ne995,92.46
be1406,90.41
sh759,100
ve308,7.29
dy1520,0.01
am220,1.59
pe169,19.73
se1009,58.45
sp155,92.75
ga733,88.93
ja521,5.95
da1655,4.72
la976,58.07
ma786,77.33
qu504,68.22
el247,92.86
sh1652,0.7
ma872,61.34
em1494,86.29
ma103,0.88
lo706,23.18
ce691,87.05
ma1186,3.77
ly890,82.8
ow1043,81.48
ma1062,12.12
br314,46.29
je1724,1.72
jo1438,42.28
ad1191,100
co1104,27.63
jo1336,43.82
da439,83.84
co1624,0.59
lo394,100
ph1649,0.78
li519,16.56
fr989,62.02
co870,20.7
qu361,0.42
ab330,88.46
be785,8.64
br821,6.09
el378,52.9
ri569,2.9
gr506,4.9
ch55,82.89
je673,64.11
ez320,61.59
lu1143,73.43
di530,48.75
li905,100
ra1429,18.73
gr1256,76.28
cl115,7.45
ri1361,100
cl610,11.98
de939,79.45
gu317,92.58
le1637,0.04
al1194,81.11
pe1597,4.25
fi1667,1.56
do89,100
bo465,55.01
le555,5.42
ad914,76.15
jo145,73.41
ra1587,10.84
co949,85.64
an448,11.04
do1723,8.91
ha53,28.8
da40,100
ro1087,100
mo1001,69.98
ji775,17.16
fo1029,85.68
ce1537,5.46
ce1546,0.69
is808,2.8
vi1409,21.62
hu356,3.34
ja50,2.88
ro399,0.73
al87,100
el1124,72.72
si508,2.35
ge566,50.23
re943,55.85
sp474,100
ha191,0.35
wi99,89.19
sa1341,69.92
ha789,70.6
ad1710,5.91
ja918,33.34
ay1300,11.21
te1038,23.16
mo1074,68.89
ma325,85.37
ba1288,31.33
tr232,80.13
ja544,72.7
cl348,100
mi1515,2.52
de799,1.43
ko1554,0.01
ea653,100
is1210,0.39
am1436,0.25
be632,95.23
ne529,84.46
ar410,86.1
sh1303,26.07
ke1292,100
ma1686,0.01
gl1688,6.99
la1635,0
ga536,64.02
gr513,87.43
ra18,42.47
sh1096,15.23
br1103,100
ma960,84.57
da1613,4.41
jo250,82.55
bi643,24.49
is1504,3.32
sh302,25.1
za189,100
or1182,42.18
na436,11.78
re724,30.11
mi295,8.55
es16,20.44
do1114,100
lu1035,74.1
ru395,100
ce1312,100
je1523,0.02
ar1530,0.08
sh109,4.39
da1160,100
ur661,25.26
gr971,85.82
to581,80.45
hu1270,69.48
li1258,80.94
de1276,5.42
wi1389,64.45
an1105,20.68
ch1605,8.38
vi1407,10.48
co322,5.12
co1475,35.17
ma114,87.62
jo911,86.01
we984,74.15
me445,80.02
za1321,3.79
la1183,52.96
ni1517,0.07
al1355,64.24
ca671,39.75
ot577,13.72
je1598,15.79
ka1166,2.22
ar1711,11.22
da46,76.6
gl154,89.11
lo941,93.66
ro809,89.19
zo1192,26.78
mo847,36.07
ch312,4.27
le851,100
sa463,95.67
hu235,89.83
ma1116,29.64
pr796,90.34
la166,100
pa716,0.2
ju1221,26.3
ni372,45.08
ma75,100
jo1023,0.58
ju1187,85.94
er296,75.14
el1254,84.17
ma1275,90.79
sa289,0.13
na1298,74.03
pa1016,12.93
de71,12.49
br478,65.82
ze1476,4.38
la1720,0.31
ko1585,2.28
ri1106,100
jo1639,11.28
el30,18.26
la31,6.17
al649,88.22
ja749,12.01
ca714,100
li1153,26.29
ko1356,96.94
an1482,15.13
so863,12.23
je1609,0.49
al515,71.54
ca32,11.86
al1079,78.45
es82,62.52
st1421,100
wo699,7.1
rh730,87.61
ur1328,6.76
fa1396,34.48
ev176,100
gu310,61.95
do1451,81.34
tr1081,70.65
tr1694,0.13
be108,74.79
et187,86.74
ja1684,6.79
lu186,87.82
al868,54.04
ro780,15.19
li979,36.57
wa200,9.52
ma343,10.55
de819,100
bo849,96.18
ro1563,8.99
ed1696,3.77
tr907,88.07
ke380,93.39
me1098,1.76
an1390,100
te646,100
ju284,90.07
lu553,100
an687,76.45
ab273,61.48
lu403,100
ni326,15.44
de1659,27.53
mo1076,81.08
gu151,20
cl69,85.77
na1519,14.54
ma1092,58.38
br1209,65.46
re953,100
ti1022,60.83
an156,70.82
sa782,80.17
lo1420,82.8
br1203,52.5
do944,78.93
le425,15.4
