netid,% of videos watched
ro697,75.64
an1390,100
jo1336,18.6
al1501,12.84
ra1430,100
xi675,35.85
gi1508,33.55
lo1650,9.14
or1271,83.15
da1655,2.72
ly134,86.12
te142,4.14
co622,19.21
br353,100
ol1040,0.11
ca833,61.39
do829,82.78
ha789,100
fa865,8.87
ma417,90.34
ge501,41.91
al217,10.85
ke600,5.79
ir1393,100
ja918,22.83
ma1285,72.55
zo1192,20.02
es547,5.97
cl69,75.26
so863,14.17
le1637,8.05
da1365,44.05
ju1187,85.04
ko1267,88.72
ka1570,10.88
eu1036,100
ed1696,0.99
wi99,100
so961,11.61
ji249,17.36
co1104,51.3
od719,15.48
hu235,92.71
co1094,2.01
sh1652,3.91
fo1405,48.53
pe1597,3.55
li694,19.03
fi1037,85.44
gr895,0.64
sp474,100
be198,81.46
jo485,97.98
ur661,9.02
br105,89.85
do1599,4.75
zo431,100
cl368,0.37
ma241,2.05
ca1122,95.08
li1663,3.45
de1465,19.11
sh909,2.79
me1531,15.68
ch1677,2.03
ag238,86.73
la976,67.85
br1208,10.94
an595,3.45
ra1503,13.3
to1363,100
al1079,78.83
el1648,0.28
sa782,83.99
lu1143,92.44
tr907,89.62
my1375,22.96
ly244,11.01
ni326,26.65
or1182,56.6
da46,71.34
ly246,0.37
mi1718,17.24
em1230,88.02
ca898,92.48
la1720,0.01
ly1410,82.11
or328,79.82
au656,3.36
ev1670,11.6
do1626,0.6
la945,70.04
mi1515,11.23
ha191,38.5
br1514,2.48
ak1460,0.73
ka1566,4.55
je1598,20.36
el378,75.65
ma366,3.88
lu1035,58.81
ta1484,10.36
is138,4.25
el1481,76.85
ko1356,86.52
ro1034,81.2
me267,100
sh1627,0.61
ti1137,100
re724,19.96
co1475,57.79
ne529,100
fr1195,73.08
ad1191,100
mi592,100
ea194,3.12
fe1456,86.48
co1213,100
ma554,29.85
bi1674,2.34
fr1155,93.81
al393,95.6
fe240,100
ch338,16.15
le28,89.39
co135,89.2
mi1590,3.37
ti6,53.64
di530,91.7
la166,100
fa1443,88.72
al1204,100
ce691,66.82
ma585,100
ar257,3.41
po1134,74.18
be1491,17.98
ca1311,87.68
je104,82.36
na234,97.4
al805,40.65
ge26,100
ma634,27.72
al1612,16.43
ca606,10.53
ad914,68
zo1241,85.04
mi459,100
ke812,1.04
gu151,48.06
dy1520,2.75
os13,82.23
bl1487,5.89
vi1200,73.59
do440,13.37
kr1472,44.8
sh302,59.27
gu811,10.87
el226,43.38
ja467,1.17
ca251,60.27
ca1112,81.9
ca438,43.83
ta491,0.07
le851,100
st489,16.64
fo1029,100
ta940,58.02
st311,25.38
tr232,86.07
kr1127,5.32
ni372,24.65
ja584,83.68
ho1347,3.29
el1189,7.87
br1209,100
re943,81.02
ni1257,81.59
ja931,8.49
do1114,100
ke1310,12.98
gr506,13.17
pa342,14.66
ma1708,0
iz1621,10.05
be785,0.33
jo167,91.01
an488,73.15
ko1647,24.45
ti748,91.29
ra1429,26.11
ma1206,3.01
tr1277,1.68
al1431,21.47
ga906,36.06
ma1047,93.63
bu1367,5.79
el1064,29.9
he852,83.43
vi1409,66.21
be437,48.14
ce1546,8.85
lo394,84.12
el604,100
pa739,100
ti86,56.05
al515,89.34
ni85,100
fe1159,36.62
ya1512,1.08
ta737,100
lo1420,88.83
ca671,100
de939,30.45
ma1686,5.23
ke937,82.18
ro1087,86.43
ma60,100
fa180,83.71
ko1585,4.56
ad1575,4.21
al216,40.5
ca73,13.31
qu245,100
ga733,83.98
lu1251,1.23
sh1453,72.82
es830,26.44
co1624,0.09
ei38,85.31
mi1693,0.77
bu625,0.28
ni130,29.5
ab273,50.28
ca714,100
ga231,73.33
tr885,6.67
he256,5.79
li905,81.07
ga659,65.07
lo1008,60.13
te1190,28.76
ju1221,5.82
je1561,0.15
go150,4.43
ke380,94
jo1100,0.34
an1541,0.05
sa463,80.3
lu186,100
ke1292,100
kr981,9.19
gi1088,19.62
ju1562,0.25
fe1444,4.36
do705,35.04
wy54,69.67
ra1000,16.57
ar683,100
ma563,24.43
lu1240,4.51
ar904,82.02
je1523,4.38
gu310,100
we1646,0.58
al751,7.39
ha813,1.44
mo1001,78.26
ef639,11.3
ar1530,1.29
tr1081,43.49
es82,87.85
an354,44.47
me445,100
am1543,0.75
tr894,1.35
as1170,2.94
kr640,14.27
ar1232,17.06
ma325,17.83
rh730,85.58
pa29,3.62
