netid,% of videos watched
ir1393,100
ge501,54.2
de1521,5.39
li979,40.55
an387,2.1
mi1515,21.28
ni372,60.57
ar410,100
si1329,8.92
ev176,75.19
lo941,88.14
na234,100
ca898,82.22
le1171,84.92
le1637,2.78
be165,3.67
ma1178,77.73
wi1660,20.85
cr1457,1.91
ba91,3.97
ro809,82.82
ma1392,77.01
ca1048,75.63
ch261,100
ar1427,75.9
re1217,42.49
ro1493,0.33
la31,6.99
jo1639,2.13
ni85,100
co1104,40.37
le28,67.15
gu317,100
ph462,72.81
je1598,3.09
fa1396,44.5
do1146,80.49
ed1017,62.88
cl392,100
le120,20.96
ma564,3.42
do1308,36
pa79,15.09
jo1438,29.81
sh1327,0.33
ze1476,0.68
ro1034,76.74
fo1029,100
ur661,52.32
al957,100
co1475,86.45
el1254,47.64
zo1241,90.92
ga536,75.82
br105,70.02
an1105,7.27
ha1441,42.31
je826,41.36
do944,87.49
fa180,87.69
an156,86.26
te1401,88.34
al1204,100
ne529,66.75
ke1292,100
ca833,25.09
fr635,7.19
ot848,37.3
he1414,0.35
ch996,96.32
al868,46.4
la492,10.86
mo1001,93.55
le851,93.11
gr1256,100
kr1472,24.51
el1648,6.16
he398,85.13
ke111,100
ju1316,100
me846,8.07
ke1490,0.23
ja1025,90.43
au279,77.9
ar1530,0.11
di530,87.03
mi1590,1.18
ka817,1.88
je673,30.44
sh1652,0.29
gu1247,88.57
el1124,57.36
es830,26.35
de306,30.54
fr989,70.85
je104,54.65
be1406,91.94
jo911,81.09
el1481,74.56
ca1122,79.97
su1046,87.93
ig623,6.89
ab1434,0.97
ha712,12.64
el371,4.8
ti86,100
ni1257,71.3
el767,1.07
lo484,5.02
bo849,87.52
el337,12.65
la123,88.01
fi1667,7.94
fe841,4.86
me602,37.22
al393,90.44
ja1480,15.53
jo167,63.17
ah179,1.32
ro1087,100
iz1621,17.18
re9,77.02
oc836,97.63
ma1686,11.21
si838,2.25
mi1399,4.82
me1622,1.09
am1543,9.11
gr513,78.32
be1492,2.37
ke728,3.19
iv1714,1.01
mi1325,20.7
ru395,95.32
ni1418,50.18
ez320,48.19
re1378,59.63
cl69,88.04
os13,95.82
ma960,57.44
gu310,67.97
ce1546,3.82
ka1566,10.75
jo222,71.56
li655,81.03
ad1575,2.64
is193,17.28
fa1443,68.4
ei38,71.79
ve807,0.51
sh1555,2.34
ed1696,1.91
st351,2.71
ce1537,9.96
ar1711,0.16
ja218,4.51
do89,100
ga231,66.13
ca1454,65.27
bl686,8.32
ev456,28.94
la166,100
fr1462,1
wi99,100
ch552,6.99
ti1022,73.9
ka1071,12.44
do253,94.63
co1422,1.75
to1363,100
wh14,81.46
ma585,100
wi707,46.12
st311,52.19
ca471,52.22
ch61,87.31
is1442,90.88
ma1596,0.05
al1612,7.28
di1428,52.35
jo1084,12.05
pa127,89.74
tr884,100
ru443,1.11
wi190,11.3
la1090,8.49
sp474,65.67
br1103,57.77
ca1385,0.52
ke52,27.02
mi1718,6.23
je987,4.01
da1160,52.5
ch568,91.19
ma1285,73.27
te1190,61.04
br353,100
mi608,6.38
qu245,100
ti748,79.22
ed550,9.03
la1057,0.86
sa175,57.58
el1064,36.1
ke937,100
no1489,41.11
be22,6.28
ra638,75.53
ti823,62.33
ba1196,14.13
we573,14.89
op801,6.52
wi1181,10.32
ju1359,6.11
es1,74.62
ra1429,55.43
en475,81.81
ca671,67.98
co949,74.72
ra316,1.54
ko1585,0.41
sp777,13.45
me435,90.9
hu1270,30.37
re724,24.45
ma1067,3.08
lu726,100
wi1238,91.42
da40,84.76
li877,59.98
el1448,86.14
ji775,24.41
ge893,67.9
po1134,85.54
em1500,100
ru137,27.99
mo1074,100
sh1303,24.69
mi459,71.67
el1345,20.07
ma935,91.18
wo699,8.57
mi592,100
br478,90.24
ir147,9.42
st1421,100
ka1364,83.69
mi41,94.34
be437,25.69
de799,0.54
an693,50.6
sp155,81.42
jo871,97.94
cl610,13.73
ni326,0.06
zu762,100
qu605,4.9
pa1348,81.2
ev1670,2
ma596,3.31
da439,87.72
