netid,% of videos watched
ab273,23.68
wy54,76.13
zo1192,55.94
ru1091,9.81
ju1359,28.83
ta1484,4.14
br464,1.78
jo1576,15.53
ju64,93.2
br1203,20.89
ma1062,9.54
iz1621,1.69
st311,21.92
br314,72.41
at1173,4.53
sh1303,83.82
ed1281,37.78
iv647,100
da439,87.14
ju1221,23.89
ze1322,13.95
gi963,100
jo313,21.63
ga906,50.52
ce1546,5.24
de1465,79.93
ow1043,48.53
as1170,10.62
al805,21.26
ch568,75.31
fi1037,86.11
ma960,86.11
do944,78.89
jo1193,63.24
la1528,5.69
al333,9.39
oc836,100
cu116,48
jo871,81.08
le255,13.45
ma926,5.54
we984,95.63
os13,76.82
li390,91.6
gr1256,54.17
so961,26.54
ly1410,91.69
de999,15.79
la1167,1.46
jo1506,51.2
wi1181,5.88
gr513,80.92
zo451,10.53
tr1081,99.15
te824,80.52
za189,100
br1514,0.77
an354,50.64
be396,16.24
mi1590,3.99
wi1238,64.26
ko1647,9.4
sa289,11.24
ka1397,100
gi1088,3.67
na915,100
fr989,83.16
tr232,73.43
ge501,48.95
et187,85.23
na397,89.02
di1428,45.76
cl348,100
ig623,1.55
ni1418,20.13
me419,6.04
ye1323,1.13
jo20,10.02
ka1733,0.9
mo1001,96.15
lu186,100
ca1048,54.92
ke1130,48.73
ma773,89.21
au701,16.79
ed1696,0.35
ri1606,3.63
th335,6.23
co135,100
de1659,0.59
ro1003,4.55
to581,84.95
vi1200,83.2
de400,0.97
ru1737,0.92
ka1570,6.96
de407,29.07
ju876,82.2
as779,100
lu23,95.84
lu403,57.85
jo250,40.39
ji775,54.61
do1723,5
or328,100
cy672,0
cl487,2.59
ko1554,9.29
re740,83.67
fe1159,33.56
cl69,95.79
sh620,100
ve1299,0.81
bi1674,0.01
sh1327,12.59
su575,7.37
la166,100
ev456,86.5
ma1374,16.1
ha1202,100
ur661,20.93
na1519,9.72
wi1660,0.87
je673,66.61
iv1215,20.47
bu625,5.51
br353,69.18
sa1505,68.48
fl752,94.14
ma1044,1.35
jo911,84.9
co1342,29.77
ma556,100
te1401,100
ro1563,0.46
pe203,31.1
ma554,35.07
la65,100
li1153,74.97
ja1165,100
re1378,69.51
mo628,0.51
em423,63.23
ti1137,100
zu762,100
el621,82.09
br1452,1.99
do829,88.13
wi1371,0.5
ch418,85.59
al868,64.03
li45,10.08
jo405,3.52
me445,100
gr971,100
va1154,16.53
le120,19.18
da1655,6.8
ni130,34.68
ma1596,1.8
ch1677,0.05
ar1427,83.92
jo1639,1.67
la1595,0.29
ro1034,83.15
lo941,100
jo66,57.46
ea653,95.92
no1353,4.06
ke111,93.12
fr1117,2.22
an693,62.68
ja1684,6.59
qu504,87.42
al393,69.79
pe572,1.29
br933,76.38
ja1025,73.44
da1118,11.89
ka1479,6.38
ca1236,7.04
ph462,100
jo167,91.16
ca438,22.56
ja711,14.15
al957,100
co1422,19.38
zo1241,85.68
la1720,6.47
ia1014,6.7
de1376,1.66
ge1115,2.72
bl1487,1.54
ca1122,87.89
ch261,87.05
ra725,26.83
le1284,66.17
br594,12.34
ka1566,7.09
ru395,100
be108,72.31
co322,10.46
do1626,18.84
ad1710,30.76
la1183,8.13
is1504,2.07
ve528,5.87
sa782,85.14
fr1195,45.93
we565,8.67
ot848,49.23
ko1267,100
sa1341,80.55
vi1409,72.41
do253,84.54
ol1040,6.84
hu235,100
je985,6.34
fr288,2.7
he398,100
bi643,14.64
ra1065,0.02
ra1429,34.88
ca251,50.78
re724,55.24
ad902,11.06
ri958,41.87
le710,5.68
vi495,100
bo465,45.34
an670,4.54
la449,85.8
ja218,5.62
pa739,100
ad861,2.85
br1209,91.01
re943,38.13
ta940,98.55
je1523,6.36
eu1036,78.15
ti1022,48.81
ro809,83.6
ma518,10.26
is37,18.28
sp155,68.18
pa962,13.41
co949,89.31
li1335,16.19
ja584,81.06
ma1285,88.42
ce691,45.89
ar410,100
ca714,100
ra638,72.48
ce1537,4.19
da46,98.06
ma1067,3.35
li655,69.12
sa175,43.78
ya1512,0.09
ha172,84.05
su1344,100
je826,19.08
ma634,2.12
cl1030,53.99
lu726,77.23
ti823,30.85
al1194,96.87
qu245,100
ni372,22.46
am1436,5.44
fr56,5.91
be709,4.03
we1646,0.04
la1556,7.58
ma325,64.92
be632,88.39
ju1164,11.91
je104,80.15
dr413,42.38
wa927,2.73
ji1464,78.68
gr291,46.7
jo145,100
ri1286,3.43
ke937,100
lo988,4.63
my1375,55.65
ro614,6.87
ca1311,91.59
lu1035,83.2
le1171,83.19
br1208,7.93
sh759,100
al1612,4.18
me435,81.39
jo1438,42.85
ge566,52.25
ro131,100
jo140,30.18
de815,5.83
pe866,19.11
wi5,87.18
ed1017,82.25
la945,86.09
zo1417,11.47
fe1456,100
ra1587,4.88
oc386,12.71
jo1084,47.82
em1494,93.21
ca833,40.42
mo1076,89.3
co1624,0.09
co622,44.53
jo102,13.9
ja1132,100
do1308,43.33
iv1714,31.78
su1046,89.07
sh1548,2.24
ch996,71.87
mo278,63.95
ja924,79.08
ei38,100
ph1649,6.33
ko1356,91.13
et1054,2.44
ca1112,96.44
ar1530,0.57
mi459,88.2
ty1085,74.35
ce1312,100
pa1348,100
no1489,49.95
ca1454,100
hi1234,100
ke728,14.6
ly890,81.83
tr674,10.05
ro1499,7.6
be1445,3.12
an1541,3.31
je1598,0.56
de1317,22.09
ja1058,100
mi1693,10.26
mi1718,0.02
an603,87.85
ma1092,75.76
ju1562,0.34
sh302,17.47
an687,100
ma242,65.59
cl1425,2.83
un204,100
da1613,0.93
st1095,14.57
ni1257,80.64
fo1029,100
da1365,19.52
ko1585,5.6
he746,12.09
ra1430,100
al1355,27.08
je1561,6.23
em1230,85.51
gu1247,93.51
sh1627,1.45
ju284,78.68
ge26,100
ni85,100
ll517,9.34
ev1670,18.24
ab1588,1.7
ti6,77.24
me1531,0.09
za303,100
de939,36.38
ja101,45.43
cu297,13.48
na1298,75.25
le319,100
ma563,72.11
sa463,96.29
ch1369,61.46
kr1472,28.48
ge648,10.63
fo1405,46.5
la976,38.8
ke209,30.87
ma1178,100
ot577,11.64
la1635,4.8
sa1380,1.88
ce791,2.99
ir1393,75.71
ez320,54.08
jo1336,26.74
ve373,15.77
el604,100
ma1708,13.72
fa180,97.7
wi618,96.14
sa1158,100
ma1144,100
je496,1.95
ja918,42.81
ve682,27.86
na234,100
ma1415,68.91
me1223,1.5
cl760,68.73
re953,100
ri569,32.17
ju1316,100
he852,100
ma60,100
tr884,100
lu1143,100
ar873,2.57
le1060,9.45
be198,75.54
ma1275,100
ba1288,40
sh1555,1.68
tr907,85.94
do1114,69.19
ro969,10.63
pr1109,1.36
te646,100
al1027,7.87
co360,15.05
de1521,13.47
pe169,35.72
ja1618,11.56
am1543,13.97
ja202,87.15
gu310,100
vi143,100
cl392,100
ma935,75.89
va10,100
pa127,100
br105,94.1
wa1307,100
ne703,8.05
fr642,80.84
ne529,100
jo222,92.75
gu151,35.11
ma786,81.24
jo1362,9.24
cl610,4.01
al1079,70.11
an488,84.99
mi1515,42.04
sh230,100
ga733,67.53
ju1187,96.77
gu317,100
sh1453,72.41
ta737,85.16
ro1087,100
he1584,1.22
es827,7.2
pe271,86.04
ja1602,1.11
ri1361,100
ra910,24.74
ru51,78.08
ch62,100
ve446,2.16
cl1306,3.9
em416,2.38
al216,34.93
ro697,88.4
er296,63.93
mo1387,12.77
ti86,100
wi1296,3.93
ma1478,9.83
li877,25.33
mi592,79.6
ca671,69.69
se1009,86.47
ri1106,100
do705,21.78
be437,68.95
ev176,100
do1146,83.13
er669,93.96
ma114,93.5
al649,89.62
br1103,100
lo1420,89.05
ch312,12.5
wi1249,34.69
bu1367,2.95
to1363,100
an1259,53.41
he601,9.68
is1442,73.02
wi99,100
pa720,83
es1,100
dy1520,0.03
do1599,47.79
sh959,0.26
le1637,1.09
ni1517,7.11
rh730,74.66
ca339,7.15
ro570,55.68
te482,10.67
co1213,100
lu553,100
le28,71.54
wi1013,6.72
ju685,0.62
jo1384,1.51
we573,42.55
ea970,0.82
br478,75.11
ir112,6.82
hu1270,40.98
fe240,100
st1421,98.97
el1648,1.86
ho1466,37.88
el1124,100
me602,48.01
me267,100
es82,80.39
le879,4.13
da40,100
ha1441,38.43
or1271,83.5
ra1673,1.49
ga536,86.06
el1254,80.07
ma417,89.07
ma540,68.59
ca163,1.99
el1002,21.48
me90,95.28
au279,66.37
do1451,100
en475,58.56
th1423,20.29
li979,42.46
ha53,3.32
wi707,12.2
fa1443,99.12
je734,100
ag238,90.19
fi1667,0.03
em1500,100
ma872,100
pe1597,0.04
gi1508,41.41
ch1605,9.53
do1083,17.13
ad914,94.18
fr1155,74.59
ja1480,13.27
mi1458,19.54
mo1074,100
yo1289,28.77
ha789,100
ne995,95.86
si1329,1.16
el378,78.29
op498,85.58
di530,89.67
so1051,0.8
be77,22.92
le851,100
di982,3.3
id268,73.5
ar904,100
ne1293,5.94
al617,4.82
an1394,72.23
la123,100
el1448,100
co1104,11.88
os263,24.38
ti748,93.19
ad1575,5.45
me1622,5.4
no1133,1.83
de819,100
ch55,100
ce1679,1.72
gl1688,0.11
ab330,86.02
et1201,92.99
ge893,91.4
ma965,30.48
lu157,7.82
br821,12.53
co33,28.17
xi675,63.63
ka1364,86.14
bl686,28.61
je1724,0.54
li905,100
mi41,80.79
gl154,84.43
da1160,100
ch61,83.95
ma75,83.72
ze1476,5.34
ma1686,2.71
te1190,54.19
ja544,89.36
mo847,56.02
ca898,46.38
ad840,2.65
ly134,79.07
or1182,50.91
fe332,16.81
el247,72.2
wi1389,68.52
jo1100,2.78
ar1711,0
re1217,26.15
el1481,100
re9,100
an156,88.53
ga231,21.19
lo1650,0.44
tr170,3.27
ma1047,69.96
ra698,84.91
fa1396,88.37
ga659,72.76
ar1185,84.9
pr796,100
zo431,100
je1609,16.63
ar683,100
do89,100
ma1392,82.37
lo1008,68.76
ca471,37.86
ma585,100
sh1652,0.22
ke1292,100
sp474,100
jo832,5.75
is808,24.03
fl1097,5.23
al87,100
wh14,100
ma239,75.14
ja50,17.25
he265,4.84
ja168,7.82
jo485,74
el616,0.24
te1038,54
el1064,25.08
lo394,100
mi1450,0.46
bo849,68.38
wa992,100
be1406,87.84
an1390,67.34
po1134,95.05
al515,98.91
la195,97.38
gi468,0.89
ea194,23.5
li1258,84.98
co1475,35.39
pi1032,10.01
ce766,84.87
ke380,60.02
al1204,100
la1075,11.04
li1663,7.57
tr1694,2.07
ja516,5
za1321,35.56
ad1191,100
he745,50.09
ka1071,1.85
