netid,% of videos watched
gu151,33.87
ar58,2.78
et187,70.92
od560,24.07
cl1030,61.3
al494,0.66
de718,5.01
ti823,49.28
iv647,100
ja516,0.66
he745,50.9
st351,3.23
ez810,32.94
ha1202,79.66
ke380,83.7
fe1456,100
re724,37.85
ar683,100
or1271,82.02
de930,6.1
ko1267,100
br1381,1.52
do262,17.76
ei38,100
do253,82.72
ju1187,93.88
co1422,16.26
br314,14.69
la1595,9.28
as779,100
be437,25.18
je734,100
ju1316,100
te646,100
jo1576,3.31
ir696,7
sh1327,7.53
ge566,48.61
am1543,17.16
ri1106,100
al217,12.68
co1104,16.83
qu605,5.12
pe169,39.55
sh1453,71.13
ed1696,0
je104,93.19
ma1044,26.3
jo250,21.26
we243,3.99
ar1185,93.6
wi707,39.17
di530,71.8
bi643,47.28
fi1037,72.34
ca251,59.16
sh230,72.39
ha789,100
lo1420,83.38
de819,93.69
el1448,100
fe240,100
bi1674,0.54
na1519,0.45
ko1647,0.11
te142,7.21
vi1200,100
me1531,0.12
al515,86.3
be108,78.46
al617,0.08
ad1191,100
lo1008,46.02
fa1473,8.85
wa70,2.21
ja1618,8.96
zo431,100
ko1554,1.47
lu23,88.38
na915,100
je1523,10.29
ka1364,91.83
ka1566,9.31
an1394,25.67
te1401,100
de1391,11.77
em1494,83.42
st42,25.78
ka1397,83.22
ro809,86.95
pe271,93.44
em423,86.08
do944,90.52
sh1555,1.1
le851,100
ti1137,100
ga133,11.78
le120,34.5
al957,91.96
lo816,6.31
an603,87.47
co622,31.76
lu553,100
ke600,16.96
fi1667,0.3
ma1092,92.22
ja1602,0.02
de942,3.47
lu403,100
ce1537,4.65
ma965,38.06
la1090,2.39
co1261,6.13
br2,7.02
do1114,100
ta737,100
fo1029,100
ar1427,80.41
re9,100
ev176,95.8
an387,15.17
ch61,80.35
em272,0.78
al1194,75.1
so961,54.14
di1428,40.07
es434,6.63
zu762,64.36
ra1430,93.74
ja202,71.12
bu625,12.68
de939,41.28
ja1684,19.34
li905,100
ch1605,6.99
ho1466,55.37
pe1597,0.25
da1365,51.35
ja918,55.06
fa1396,12.1
ma1415,81.53
do1146,79.89
