netid,% of videos watched
ni1517,8.69
me435,88.47
we1646,0.25
sa782,79.95
yo1289,70.85
fi1667,0.04
au279,92.84
ma1392,83.04
tr1694,2.14
ce691,90.47
ca471,49.15
gl1688,0.46
ro290,6.76
sa1463,4.95
ha1202,100
la1528,12.2
bi1674,1.31
ma114,87.09
da1655,11.86
my1375,18.29
ma242,100
ke937,100
ab1282,1.18
se1009,82.97
li877,63.87
em1500,76.42
we573,69.29
tr232,78.3
ja1602,0.68
he1584,16.7
pe203,51.42
ly134,80.37
ke728,0.96
do253,74.57
sh1548,0.56
oc836,100
ly1410,89.33
iv647,100
kr1472,52.05
ro285,1.9
ra698,83.31
do1114,100
ti748,54.29
vi143,100
pe572,2.12
ne529,91.75
ca1122,78.86
id268,59.88
fa735,28.81
ro809,82.01
ge566,51.43
le1284,90.95
jo1084,24.73
gr1256,100
ho1466,13.16
cl610,27.51
ty1085,88.9
mo1072,1.71
tr1081,38.27
al1355,21.12
me1622,0.47
le879,10.97
an488,86.46
al473,3.61
br105,75.12
ev176,100
fe1159,19.05
sh1555,2.55
fr1155,94.43
ri569,25
am1543,11.04
fr1195,58.24
et187,79.99
wi5,87.37
lo1420,66.97
zo431,77.68
ca1112,66.44
de1314,3.33
ma1686,0.73
no1489,49.8
vi899,7.6
be437,49.82
ma1140,5.7
he852,100
ro570,87.39
ni130,18.19
ma374,5.8
ar410,80.44
ru586,10.78
cl348,91.66
fr989,85.05
al1194,89.83
jo66,76.06
ch418,72.24
am1436,6.73
mi459,100
ch1677,0.01
ma563,13.51
mo1076,89.91
ji775,32.07
ko1585,0.11
li1258,82.12
wi99,100
et1201,75.81
fi722,8.99
an1510,21
te1401,100
an603,66.55
ru1737,9.64
ti1137,100
ma786,78.89
fa1396,50.3
ma1178,100
al1612,0.38
el839,0.85
am152,6.65
lu186,100
li1497,0.05
do89,100
za303,92.36
el1481,100
pa342,0.48
ad1575,14.36
sa175,48.61
do1337,7.58
ga733,72.7
eu1036,100
ir1459,8.51
li655,75.28
is124,34.52
el990,6.08
br1203,34.2
ma417,92.87
ra1430,100
fo1029,57.84
za189,100
cl69,82.62
to581,78.48
el1124,100
wa992,100
ha789,100
wi1249,20.67
ri1361,100
pa652,0.69
co1213,100
ad914,83.57
fe240,100
ri1106,81.56
al805,17.3
ed1017,89.97
ur1328,4.07
el1435,10.34
ol1040,3
da439,85.05
kr1127,2.04
sh1303,40.09
fa1443,62.81
do705,83.42
ma325,38.74
ca833,22.54
mi1590,8.59
do1308,47.71
cl681,3.42
jo871,59.41
ta737,100
al393,74.84
te1038,37.59
vi1409,51.57
sp155,100
wy54,76.15
es434,7.06
ja202,77.2
be770,20.78
la1635,1.04
sh109,17.16
is1442,60.02
ja924,100
sh1627,7.39
cr1457,20.06
fa1287,2.64
cu116,27.69
je1177,12.21
te646,100
di530,92.43
me1223,1.11
mo278,59.39
ko1554,4.61
da110,6.31
le856,40.36
do1723,17.08
qu245,100
al515,83.74
an693,51.12
lu403,100
an156,88.26
ja132,6.64
na915,100
ki25,1.59
ke380,97.36
ke1490,2.41
jo145,72.6
el1064,74.23
el247,78.46
ce1049,3.12
ti744,17.66
ma239,71.86
di1428,54.5
el523,2.01
ez320,71.9
fa1412,3.51
je1724,22.91
lo1008,39.09
se1197,3.09
ca1311,86.37
ma1047,97.21
co870,2.02
le1637,6.86
ni85,100
wh14,99.22
ab273,15.06
ro1563,3.06
em1230,86.1
ra725,13.87
jo1336,53.25
va10,76.96
be993,15.89
ti86,100
gu317,100
we984,95.97
ke1292,100
la1167,10.61
do1599,25.91
ma1275,90.4
dr413,12.17
ch1369,84.42
de1465,45.64
fe1456,94.3
ce1312,100
re953,100
ed1696,0.72
je1561,0.21
ar1711,1.18
ma1374,12.96
je1523,6.53
ma1377,0.04
sh557,5.31
al283,1.58
st42,3.99
al1204,100
ri958,58.76
cr275,9.17
ru1152,0.22
os13,90.07
do1626,0.47
he398,100
an1259,64.16
co1475,30.85
li1663,27.76
sa1341,89.36
li905,71.26
ka1570,9.77
bo465,79.68
de1659,0.05
br1103,100
em1494,96.75
co33,39.72
ja1132,100
ma556,100
he1439,4.66
ro969,16.8
ch261,47.37
co135,87.97
ce1546,9.57
bi643,33.59
ka1364,88.82
ra1291,1.13
ja50,5.78
pr796,100
do944,95.1
tr674,3.06
ro697,77.53
ca1048,58.7
ab330,86.02
ro1175,0.99
wi1660,3.26
co1342,71.45
ga231,27.56
bi922,1.32
ly890,70.47
be77,57.43
ow1043,37.66
cy934,42.39
jo1576,0.03
re724,40.44
or1271,68.66
jo20,1.75
be126,4.81
da1160,100
ko1647,0.87
ch1404,17.16
ju284,71.9
ki442,0.8
cl1030,57.18
ph1649,2.67
ho764,37.65
me602,47.6
fr642,58.18
ed717,12.1
ma554,38.23
el539,19.5
ad1710,8.38
iy1309,11.51
lo941,100
la1556,0.38
br314,37.73
er296,96.2
st828,5.33
an687,100
mi1515,7.34
qu504,69.04
gi1088,4.79
ma1144,100
na1519,1.09
do1083,2.84
pa739,100
ma960,86.03
st1421,100
ka1733,11.43
zo1192,17.47
ar1185,88.99
ab1588,2.27
er1268,4.49
ma1092,93.07
hu356,10.28
co949,88.38
sh1453,70.14
el604,88.78
em423,77.66
ga906,29.04
br933,89.77
su1344,79.62
pe169,26.69
ma1285,92.8
el1189,31.3
ju1316,82.16
ja1025,95.31
dw1214,1.46
lu768,35.7
ad1191,100
fl752,80.88
de939,46.6
me445,100
sh620,100
gi963,100
or328,90.64
pe271,89.07
dr36,13.36
ar1427,74.48
lu1035,68.25
je826,54.7
ca714,75.89
ch996,70.36
or1182,53.83
el371,4.23
ta940,79.56
es82,68.54
ju1187,82.91
me267,100
je1609,20.49
iv1215,48.27
br1209,100
ma1708,16.26
ni1418,40.34
el621,23.02
ak1460,6.29
na1298,90.14
je673,51.09
as1170,5.1
jo1506,53.78
lo1650,3.14
ro158,9.05
hu235,100
ch61,71.12
br874,3.31
zo1241,94.75
vi761,7.5
do1451,100
je734,76.96
la945,95.89
wa1269,9.02
ja1165,100
ca438,26.4
cr1156,10.18
mi1458,17.38
hu1270,28.56
lu23,59.62
wa927,3.06
ga536,89.03
jo911,84.95
co1104,29.18
ca624,6.48
je104,86.63
ka385,11.3
mi41,72.56
co622,50.86
te824,92.21
te1190,34.08
pa580,7.99
me1531,7.49
sa1158,100
st311,67.8
je1598,1.81
la1595,1.87
le120,35.89
fi1037,79.87
jo842,29.48
sh759,89.74
op498,92.94
ra509,1.74
wa1307,100
na397,59.66
de819,100
ra1429,39.28
fl430,16.9
al1079,75.55
ru395,100
el1648,1.1
jo1639,3.28
ga659,81.25
di978,1.22
gr291,5.49
ar1530,8.44
el1448,86.12
ri1286,12.52
gr971,100
ti1022,70.81
of1250,3.64
ag238,78.99
la976,32.46
ur661,57.98
so961,84.74
ch62,100
mi1718,4.27
ko1267,100
ed1080,8.72
ri421,1.09
ca251,29.75
ma540,58.64
la65,87.42
io34,6.51
re1378,30.66
da1613,13.92
sa1505,89.86
ot848,19.46
op801,6.64
gr513,83.53
ca1454,92.87
ch55,100
pa720,40.17
an1136,5.35
an354,71.86
al957,100
ru137,3.17
ir112,3.76
sp474,100
mo1001,83.81
be700,3.35
la195,81.78
si1329,4
dy1520,2.56
al617,10.76
ja584,94.96
sh1652,5.89
ko1356,73.51
as779,96.85
cl392,100
ma1067,3.18
de407,49.35
sh230,100
ha1441,31.34
ke209,49.61
gi1508,61.24
ka1566,20.57
fa180,72.2
ne995,64.53
me846,11.32
un204,93.3
al1027,16.08
da46,92.78
zu762,100
ce1537,1.3
jo1023,4.18
de948,7.24
ge893,69.89
pa127,100
po1134,92.85
ja1058,100
