netid,% of videos watched
ca438,42.71
na397,88.22
gi963,77.86
he852,71.7
fr1155,66.27
ne867,10.17
ve373,2.11
do1599,5.28
th721,9.27
ga733,86.69
be108,88.9
jo964,6.31
ma60,100
bl686,24.65
em1230,83.77
di530,84.71
ba1288,70.26
ce1312,100
br1203,55.96
ca251,39.14
mo956,12.58
am1543,3.38
lo394,100
lu1251,26.79
ja924,77.14
we1646,0.07
ka1370,0.86
jo167,66.32
pe572,0.37
un204,100
ma75,91.96
do705,47.85
ch261,100
es82,81.59
gu811,4.31
vi1200,80.49
ma540,21.72
la1595,2.75
ma242,100
al1079,76.4
an1394,38.08
ch62,100
kr1472,34.08
an1541,5.02
je673,21.76
ot848,52.68
ri590,5.37
ra715,1.26
ka1397,100
ro1087,90.21
do253,82.4
qu504,76.95
an928,0.41
ke380,78.9
ma1144,81.88
ph462,92.01
pr1109,0.01
wi1238,91.43
le28,99.51
la1720,4.77
pa1147,12.52
ch80,12.62
mi1515,6.37
al805,19.51
cl1425,21.88
my1375,28.12
pa720,21.32
ri358,2.23
co949,70.24
op498,77.27
ma1377,3.45
rh72,22.52
st1421,100
re724,65.89
em1500,100
sa782,90.33
sh759,73.54
de1317,9.38
ro131,100
id268,92.88
tr1694,17.85
ge893,90.74
ur661,31.36
de24,3.15
to765,11.23
da1184,8.32
an603,81.74
iz1621,0.01
mi1590,1.01
ci1339,3.86
ul664,3.83
jo1506,43.87
jo911,58.63
ja1165,100
la945,87.31
tr885,7.01
ad914,88.13
an670,17.77
mo1074,100
ni1257,86.86
or1437,2.79
cl760,84.86
ma1178,100
de400,9.58
ar683,100
ad1710,3.42
ri1606,6.33
wi1249,36.09
xi675,54.65
li655,82.73
al957,100
ke362,0.05
sh1555,0.58
li286,2.81
mo1076,95.66
la976,60.29
ga906,42
lu186,100
ka1570,0.68
sh302,27.23
mi1718,1.81
ma786,78.34
je826,77.3
wi1389,87.74
ma1374,46.86
ma872,83.83
te1038,67.47
ja918,72.8
ge1115,11
ve177,7.51
ga659,67.61
le851,100
he745,54.76
me1622,2.9
jo1438,25.3
fi1037,86.95
ri958,48.57
ma1047,82.34
an1390,82.4
jo98,8.41
an354,35.93
ne336,1.07
br933,92.74
su1344,89.52
ma1596,11.69
vi1409,43.29
ri1361,100
co1104,43.89
le1637,3.97
al515,44.6
hu235,100
ro818,1.55
ju1187,83.43
lo1420,89.88
lo941,81.99
al1194,83.12
ro290,0.21
ev1670,27.83
gl154,98.58
ea653,100
ho650,5.16
eu1036,100
do829,77.52
ac466,24.93
oc836,96.93
ef1471,2.92
au279,84.23
ph598,7.55
ab273,40.64
se1009,87.78
ra1503,1.73
ho597,14.13
ke1292,100
co1422,0.45
co1624,1.19
os13,80.36
cr1457,14.32
je1561,1.63
pe429,2.1
jo1395,5.46
jo1639,8.02
em1494,90.14
la173,21.79
ly479,11
el247,92.84
ce1679,4.96
et1201,77.85
lo205,7.26
jo102,38.28
la84,14.73
bi1382,6.73
me435,74.45
el1448,100
sa1505,86.06
da439,82.35
ma960,100
el1648,3.35
wa1307,100
ju64,95.63
ni85,100
ka1364,85.68
de948,3.05
ri1106,82.06
me90,96.44
is37,8.61
li877,65.78
lu726,67
da1613,0.35
gr971,75.49
fr635,3.56
ga231,36.31
ha1441,42.26
lu403,100
mo628,4.15
jo559,1.62
da1118,10.84
so961,39.42
el1435,7.95
ag238,94.04
sp474,100
ma935,83.35
be632,67.65
fo1405,22.91
pa739,100
th1423,20.48
bu307,2.82
ha789,87.6
ki25,7.32
jo485,91.31
je104,88.38
ja749,3.8
ma1708,0.48
lu756,17.41
be198,88.95
do1723,1.14
mi459,72.91
is1442,96
ch61,77.42
sa463,86.29
rh730,84.03
sa644,12.19
bi599,2.99
iv1215,45.23
ev176,96.46
ju284,88.35
li979,29.68
el378,86.95
ja1684,4.76
mi41,90.75
iv1714,4.44
bo849,89.53
re943,71.07
le120,28.46
bi1674,1.7
lu553,100
ce1546,8.02
me445,100
ge26,84.26
do1626,1.52
su1046,97.78
al216,65.64
he256,33.69
ma1275,100
do1451,85.53
cl348,100
da968,5.57
ma417,77.03
te579,10.04
pr1024,4.48
mo1001,93.34
os236,2.16
re740,68.83
ev456,31.65
ga133,15.89
pa79,3.57
tr512,5.38
vi143,81.87
ra638,73.49
do89,100
ju1316,100
ch338,19.06
er296,100
ri569,45.56
be1406,84.42
an488,88.93
pa127,91.84
wo699,2.95
wh14,100
ge566,21.16
fa1396,48.85
el1124,100
ke111,89.43
sh1652,0.13
pa716,4.07
ty1085,68.01
es1,100
ro1003,1.69
ji1464,87.06
ph1649,8.22
gu1247,75.31
ch418,82.69
ka1166,5.23
ra973,4.58
ba1243,10.49
br478,82.26
de407,53.38
ca471,10.35
ce1537,0.9
ly134,86.17
gi1508,50.86
ja1025,89.76
ko1267,100
li1258,87.85
no1133,18.18
wi99,100
ra725,16.74
mi1458,57.01
he398,46.79
sp155,100
ne119,4.03
cu116,29.19
ju876,92.3
ha172,90.88
ta1426,8.97
fl752,76.91
me1223,8.64
hu1270,66.35
bu1367,0.91
we984,82.29
ma585,87.83
ko1585,0.06
ly1410,93.57
ju178,6.16
re953,65.83
lo282,20.15
ma556,100
li519,8.98
