netid,% of videos watched
lu186,100
al15,0.61
jo1576,4.58
an448,2.54
gl154,90.92
es1,100
an182,6.75
li905,100
mi1320,11.74
jo313,8.24
ru51,62.58
al649,71.45
be437,53.29
lo988,8.67
ab1588,2.64
ma453,1.46
ni1257,89.77
ca1048,69.45
ez1470,5.23
lo1650,0.4
mi1325,9.36
mo278,34.07
er364,0.88
fa1412,11.43
sh1548,2.54
el604,94.49
br478,91.67
br1209,100
sh481,2.56
vi1200,100
mi1693,0.12
jo911,84.15
sp474,62.67
ja1132,100
al1612,7.61
rh901,19.12
al216,73.89
ru1152,6.95
me90,96.06
ma1686,0.1
ma1374,6.3
ce1546,1.55
an1394,57.32
tr370,17.46
ko1585,0.18
ke728,1.05
mo1074,100
wi5,98.36
ma1178,100
le319,100
gu317,100
li877,28.96
ke1138,17.3
pa127,100
lu726,100
ro780,22.46
de407,60.55
ca1454,100
al393,96.13
re740,77.95
fe1456,100
wi21,4.97
co33,54.58
ko1647,0.08
mi1718,0.34
ar1185,79.86
or1271,76.21
ni85,100
ro809,56.03
bl686,54.96
ca892,8.24
st1421,100
je826,48.58
bu625,1.28
fe240,100
cu116,41.84
et187,94.78
ri1361,100
ce691,75.16
ch418,97.86
da1160,67.65
ti86,100
al515,95.84
ra638,92.56
na915,100
je1609,3.36
ch568,84.18
ja502,6.04
di591,4.13
mi1458,23.94
pe169,38.2
sa1388,8.98
ma935,97.04
ce1679,0.46
ar208,3.4
am220,0.45
el247,81.14
pr1024,15.79
tr1694,22.58
re953,100
ev456,64.95
ga659,91.55
ir1393,100
st311,28.72
he398,89.59
lo941,100
al868,38.55
dw1214,30.24
go422,7.59
ka1570,0.82
ta1484,7.35
na397,74.42
la166,100
ke111,100
le729,10.34
lu323,8.75
ro1087,100
wh14,100
ma239,82.88
ri1106,100
es447,3.66
jo1336,42.82
ma585,100
iz1621,0.8
be770,32.46
ma374,25.44
ri958,49.01
ev1670,11.35
ly134,82.22
is1442,88.43
kr1472,49.53
la195,90.68
lo1420,92.29
jo222,88.22
da1365,44.11
ze1322,1.18
fl752,82.83
zo431,100
ju1562,0.36
tr1081,73.57
wi1238,73.32
lo1008,18.42
ly244,15.25
ro131,100
va912,7.43
fr946,4.61
sa782,80.85
em1230,83.91
oc836,100
ki991,19.4
hu235,100
ly1224,20.86
sh1555,1.68
de1376,0.54
or328,100
ma1708,0.6
co135,100
ol1488,22.02
le1284,88.4
ro570,74.33
ph462,82.8
ch1266,1.86
ja101,67.78
ru1737,5.61
vi761,2.22
ja584,84.15
pe203,40.2
ot848,61.08
ho650,17.14
wi1389,89.1
hi1234,100
so212,0.32
es82,55.15
to269,9.14
ke380,86.95
de1317,78.92
ci1339,10.13
et1201,84
wa927,12.85
fr989,65.39
mo1076,83.93
pe271,78.02
no97,5.36
ia1014,1.23
be48,1.41
jo1506,58.59
yo1289,33.14
pa1045,23.81
cl1030,13.31
ri1606,1.59
ne529,72.57
ea970,8.07
pe429,4.79
ba1288,79.61
an687,100
so961,50.1
mi1068,7.15
es827,15.75
je673,40.05
zo1417,0.6
ei38,100
da1613,4.51
iv1215,83.76
mi1590,0.11
sh759,100
cr1457,2.97
wa1307,76.88
za189,100
do1308,22.64
al1355,34.83
he745,77.87
ch1677,3.82
be396,1.08
fi1037,86.73
di1319,18.52
sh1652,1.24
wi1660,0.31
li1335,13.19
ha520,37.57
ni7,1.46
al1204,100
ja1684,1.09
ra1000,13.65
be632,90.72
gr971,70.75
ch1369,100
wi327,1.78
he630,6.32
la1635,3.41
me435,84.51
eu1036,100
es434,8.47
ar1530,1.8
pa720,46.41
la1556,5.87
ch55,100
ti1022,85.02
de1659,1.56
an1259,38.27
ho1466,61.75
am1543,1.37
cl760,70.47
as779,100
ma417,67.77
es1272,10.7
te646,100
un204,100
ja924,82.13
pa1348,100
ch61,92.99
ma1392,71.2
se1009,95.59
ta737,100
ch996,81.68
wi1249,28.7
em1494,57.24
li655,77.05
ca1311,85.51
la945,78.58
ji775,39.88
au279,86.72
be59,0.75
lu23,90.85
br594,18.14
jo1384,2.34
wa200,21.21
po1134,93.96
ju486,15.53
jo1193,100
ma75,92.27
na1298,85.36
fi561,5.69
gl1688,5.9
do253,79.72
ma1275,98.71
ar1711,0.22
mi41,76.8
ge893,86.17
ch88,10.15
sh1453,93.54
do1146,82.97
ga231,57.2
fr1155,68.87
cl392,100
ma408,7.64
fo1029,65.64
tr907,74.51
ly1410,78.71
wa1495,5.62
jo1639,16.15
el1124,100
ro1563,0.42
sh1303,63.06
ma1346,1.35
ru395,100
br1203,66.34
ke937,100
fa1443,86.59
li1486,22.3
ce766,64.02
we573,37.49
fe332,2.49
ga733,82.37
iv647,100
ni372,54.28
fa1396,64.01
sh302,34.85
za303,94.25
ca1112,78.21
fr288,0.99
es16,10.76
de930,8.61
ti823,58.15
da118,2.04
el621,60.14
me1622,12.11
ed206,12.76
se1197,9.23
do1114,100
ma537,5.08
me267,100
ke1130,16.61
ur661,54.16
sp155,100
me1531,1.5
do89,100
gr291,21.76
ra1587,8.28
he852,100
an488,54.32
ma325,53.64
sh230,100
do1723,0.05
ke1292,100
me602,73.86
re943,83.61
ko1267,100
jo485,80.22
en475,60.66
re1378,34.23
sa463,81.63
th347,6.86
va1154,16.79
dr413,71.25
od719,5.66
te1070,3.28
sa1463,4.76
re1485,3.55
wi707,10.17
de1521,0.07
du1413,2.06
jo1438,62.47
wa294,10.22
ra509,4.67
ca1372,7.13
ph1649,9.82
da40,54.58
et1255,2.99
tr512,0.61
jo145,100
bi1674,19.76
do1626,0.08
ch62,100
st755,8.15
ad914,95.59
wi618,89.72
ko1554,1.95
ma1596,3.33
ja202,93.22
li390,78.74
le1637,0.07
je1724,0.06
cl348,100
ma554,66.93
ad1191,100
sa175,42.34
ca251,20.86
ka1733,0.13
mi295,8.38
er296,58.65
el767,6.43
ra1429,48.59
co1475,36.62
ma1186,15.32
na234,85.75
ma798,3.57
ga346,4.16
ju876,69.82
is1244,4.35
br499,10.99
he483,4.84
em423,76.91
ev176,100
we243,2.41
as122,0.91
be77,47.32
ro614,1.78
ka1566,0.24
ph1432,12.66
da46,83.69
br1208,3.73
mi592,100
bl1331,7.3
ka1294,1.41
la1595,0
ju886,13.85
ni1418,49.52
de514,5.58
ja1061,35.73
ja544,79.65
ce1537,1.5
ca1122,72.99
le28,82.6
ka1364,93.58
mo847,24.86
el1648,10.22
do843,6.02
co1261,18.7
la1183,41.73
le952,2.56
la976,41.03
ha1441,23.92
le1171,81.22
al751,8.41
ma936,5.52
ti748,82.04
be198,81.97
ju1359,1.08
ge501,80.21
ko1356,96.75
sh1327,4.45
ed1017,60.93
el1448,100
wa992,80.35
hu1270,21.59
re1217,57.15
sa1158,100
co1342,21.66
te1038,23.89
na680,0.62
ja1618,21.61
fo1405,14.89
jo1084,15.81
pr796,100
ga906,29.1
de24,13.81
an1390,100
di530,90.4
ma872,100
de1465,39.54
ch531,6.99
fa180,96.42
ar410,100
gi1508,42.92
jo871,68.17
ad1575,0.71
an1541,0.77
zo1192,40.69
ca471,39.56
th803,6.51
rh730,72.5
qu504,100
ar904,74.42
ne995,88.31
pa739,100
na1519,9.44
ga536,79.63
vi495,100
ti1137,100
be1492,0.03
ra1430,85.71
ja1025,90.98
we1646,5.73
vi980,5.29
ha1202,90.24
ce1312,100
su1046,58.99
zo1241,84.66
ha172,76.91
we984,74.27
st42,4.09
my1375,31.01
ha789,100
la449,89.94
ma114,94.72
ji1464,80.04
tr232,90.4
ri569,23.97
ab330,86.99
pe1131,1.34
ka1397,100
sa1341,62.28
te1343,1.29
fo853,3.49
lu1143,61.97
je1039,1.54
ro967,6.74
de999,5.68
be108,50.31
de819,100
gi468,12.4
ar1427,91.58
jo250,49.24
ca438,39.06
ra461,4.54
ja516,7.5
la123,100
ly890,83.58
sh620,100
da1655,7.85
bi391,0.49
fe1159,79.48
la65,100
do829,91.88
sa1505,76.42
ti6,70.9
gu151,77.99
br105,68.02
br1514,1.25
dy1520,4.64
so863,15.39
lu1035,91.68
ke845,10.73
kr981,12.11
pa1176,3.12
li1153,72.28
br1103,100
ma60,88.06
ed1696,4.56
el1254,77.71
ju383,15.95
di1428,44.26
pa428,14.38
jo1362,4.95
ty1085,83.91
mo1072,8.8
el1064,80.3
ga133,3.01
je734,100
al957,100
ma1092,68.27
cl610,11.98
sh334,5.92
fr642,65.29
ma563,28.97
