netid,% of videos watched
ch1605,1.48
el1002,10.51
fe1159,54.13
ca1454,93.06
be1010,23.05
fr1155,80.34
ti86,100
jo1084,29.54
pe1597,0.01
do705,33.14
cu116,77.19
jo222,98.32
ja1602,0.84
ja1165,100
jo250,26.94
sa463,73.83
we1646,28.72
da1655,7.72
se1168,2.09
hu235,100
tr885,7.52
hi1234,100
el604,100
ne797,4.31
ri1106,90.73
el523,3.45
lu1143,96.06
os619,6.93
al515,75.24
lo1650,3.01
do829,88.59
cl760,89.94
ha1441,31.61
cl115,8.66
gr1262,5.61
lo1420,97.09
li1663,3
ha172,90.65
gr513,81.24
cl69,75.87
la123,100
ja918,29.78
op424,9.01
lo941,83.9
gi963,100
ab1588,5.07
ha1142,1.96
ma1047,93.47
cl348,78.05
li1153,45.13
pa962,19.87
ra698,85.13
as779,90.92
hu356,4.27
he248,5.82
st1421,100
do1723,2.48
je673,20.89
da1160,100
he265,27.94
ge566,35.46
cu297,7.92
ja1480,9.81
wi315,3.89
fr288,6.57
al228,1.2
em1230,82.65
je826,20.6
de24,4.62
ke678,6.47
wi1660,2.47
ev176,88.76
mi1458,13.62
hu57,8.38
ma786,92.25
ju1562,5.75
ja1077,7.74
ar1530,0.04
ca714,92.1
de400,10.69
xi675,75.64
co1213,67.82
la1556,1.28
id268,98.05
ba1288,61.87
al207,12.31
ab330,85.94
pa141,1.09
ra638,87.04
ir665,2.49
el1124,100
le1284,81.69
le851,83.79
an1233,2.11
sh230,100
su1046,97.74
ch1369,93.8
bl686,54.38
ju178,43.09
re100,6.01
ga536,78.31
la449,87.16
na1519,9.7
ja1025,81.41
ma75,100
an1390,100
jo1639,4.79
al1194,98.4
ad914,74.26
jo1395,8.63
ma1275,100
br105,59.6
be1406,88.83
be770,7.01
ko1554,9.86
an670,12.9
sh1303,66.23
pe169,41.83
iz1621,3.57
me1622,9.24
iv647,83.64
ca163,1.58
ad1710,0.02
fi1037,88.44
be785,4.95
al87,100
le319,100
ru1737,7.39
tr232,88.57
mo1001,63.18
li1258,84.91
na234,100
te1190,82.63
ro457,9.23
al1204,100
pe203,43.11
ji775,10.22
la65,96.88
al957,90.48
sa1158,100
mi185,18.27
yo1289,67.97
le747,10.46
ce1312,68.29
an156,68.9
ro822,14.23
lu403,100
na1298,94.5
sa1505,86.67
sh1652,6.63
ar683,100
ja202,85.97
or328,93.93
ro153,1.94
ed1696,3.54
ti1022,76.91
il792,14.59
wi5,70.34
ma585,94.91
ma1144,93.58
ed1080,10.6
no1489,54.69
ma960,100
an1394,37.09
gu317,100
fe1456,94.24
ju1316,100
de407,59.99
do843,0.05
ig1012,9.94
ne995,91.68
je1523,7.79
ed1017,84.29
te1401,100
ly1410,74.28
da110,1.14
an603,89.57
li979,41.52
he398,100
na436,1.4
sh1548,5.97
lo394,85.09
ma1392,65.42
zo431,100
fl752,52.14
wa294,23.28
ph462,100
co135,79.98
jo167,72.16
ch568,90.04
da1613,0.21
kr981,13.94
an1541,0
ir1393,90.72
fa180,90.73
br574,6.08
bo465,28.53
co33,55.9
ma1686,0.38
an1510,9.67
wi1238,79.52
oc386,3.84
la1595,4.89
je1598,1.98
sh759,86.87
de948,7.63
ja689,7.6
ca671,100
zu762,86.54
ru51,77.17
fo1029,100
ke1130,46.2
fl493,2.06
ge355,1.74
ra1587,6.07
es82,96.08
er296,91.09
an1259,39.65
ra1430,100
ca606,11.64
jo66,83.25
dr413,6.38
ch996,50.72
ru1211,0.86
jo1496,5.31
el645,24.38
ro131,100
th721,2.36
jo832,10.39
be878,16.37
lu1035,69.02
me435,88.6
sa782,87.09
ha293,1.02
le28,97.03
ha1202,100
ke111,59.98
sa1341,86.73
me324,5.61
ro399,0.57
fa1396,26.95
gi1088,43.11
ja584,83.68
fa865,5.91
ge26,85.17
br1209,100
sp474,93.44
ka1397,100
ta737,100
ed299,10.56
sh1555,0.14
as1170,15.21
ch61,94.8
ta1484,1.6
ca1122,90.2
gl154,82.07
ce1537,10.92
ma1374,28.13
ru1152,3.93
ch62,100
ba1196,1.12
pe835,0.55
ka1364,90.45
oc836,100
lu726,100
sh620,100
ni1449,5.42
an488,66.69
gu811,4.32
di530,85.86
mo1076,78.3
ma540,61.25
ar410,100
le583,0.29
ge501,77.1
wa992,100
dy1520,0.01
li877,51.21
ma1285,78.92
ka1570,0.02
je1609,0.5
tr674,27.64
me90,95.59
br314,30.75
ma554,60.24
ju1164,8.21
or1271,64.12
to581,76.65
ha789,100
gi1508,46.35
te824,82.34
ed1281,36.55
ad861,0.34
wy54,95.33
be632,76.72
al1612,2.34
pa720,34.91
zo1192,65.34
ja753,4.57
ja1684,10.27
ha191,5.68
te1139,0.3
pa342,4.45
ju977,23.95
pa1348,82.44
da439,68.48
ma242,100
re298,2.81
ma773,72.95
lu23,83.99
ra458,3
ra1673,4.05
se1197,2.87
te1038,61.82
ja521,11.6
de1521,0.23
me445,88.54
ja188,4.86
mi1590,30.91
co622,9.11
ca1311,95.4
fr635,9.17
he1332,4.8
sa175,67.74
ma325,15.56
su1344,100
es1,95.75
ca251,64.14
jo1336,55.39
el839,2
er669,55.19
wi618,91.84
el30,19.31
re9,100
ni1257,60.03
de999,3.75
br1203,48.6
co1475,27.31
jo485,89.85
an687,79.64
we984,83.25
ca1340,0.24
sh302,40.89
sh1627,0.33
ea653,100
qu245,88.27
ni85,100
jo98,8.55
jo1506,32.45
de939,42.31
wi707,51.87
je987,2.02
so212,12.58
mo74,13.09
vi980,4.43
le879,9.93
or1182,58.07
am1543,1.46
je662,13.71
je104,86.67
ot848,42.49
la1635,1.39
fr1195,52.84
he745,41.4
ba1283,14.62
le229,11.27
vi1200,88.82
de1659,4.74
gu1247,87.81
ja544,83.71
ca1157,10.17
ju631,6.1
wi1389,88.68
ca1048,31.29
ow1043,53.73
el621,57.43
eu1036,100
le120,42.12
li390,84.13
ta940,48.24
ma1478,6.39
le1637,2.94
ar1711,5.44
al649,87.51
ri1606,2.66
ch55,100
ph598,3.35
za189,90.9
do89,100
no1353,5.52
ga906,21.39
an354,70.23
we573,38.03
ma556,100
el990,8.73
ju1187,88.11
el1448,87.05
do944,73.43
me602,54.26
gr291,58.82
da341,3.57
he1584,2.34
vi1409,51.67
ca438,73.97
wh14,100
la1528,18.45
ch418,67.13
ke209,71.01
al216,25.19
ko1647,3.9
cl392,100
ma1205,9.75
al1355,32.93
ro1087,100
do1308,75.9
em272,8.86
gl1688,0.77
li519,10.84
wa201,18.35
pr796,100
wi99,100
ni372,21.81
jo1576,4.54
gr1256,100
ro1034,91.68
be437,30.07
ko1267,93.27
ro697,66.59
vi495,100
ev1670,8.53
pa739,100
ch1266,6.36
co949,75.82
ro276,5
el247,96.23
re740,66.76
ja101,48.58
su575,7.07
ay1300,0.59
os13,95.79
be108,93.91
ke1292,91.89
ra725,14.19
ez320,59.26
cl1030,36.17
br469,7.34
to1363,100
me1531,3.82
li905,100
tr907,86.53
an693,30.09
ho650,1.19
ce691,77.82
ly890,79.39
au279,69.86
ty1085,80.3
po1134,89.46
na915,94.09
ca833,63
na397,61.47
ni130,33.25
re953,78.53
ke380,81.71
iv1714,0.44
ne529,82.46
al805,34.84
ya1512,0.02
er1121,11.49
be700,18.29
st311,15.26
gr971,42.84
ho1466,37.3
ri958,59.26
do253,86.4
ma1092,96.05
co955,1.62
la976,48.14
de942,5.48
sh1453,89.14
ni1517,6.41
ru395,100
fa1443,95.72
br821,0.7
ar904,100
na680,3.38
mi592,100
le375,21.3
lu157,16.85
br933,93.37
es447,10.67
mi41,71.18
ni1418,47.35
vi143,100
mo278,43.79
ja1618,3.12
hu1270,67.83
ju64,90.28
me267,86.82
tr170,21.54
bi1674,2.28
li655,89.87
ma1708,15.91
op498,87.56
ma872,64.59
lu186,100
je1561,24.01
mo929,8.6
gu151,32.6
la1720,0.17
ga231,22.8
gi266,11.49
ko1356,97.07
ja516,0.34
ma935,85.16
la195,96.94
mi1693,0.52
ro1563,19.05
ja1132,100
et187,93.82
ev456,80.01
de787,1.08
pe271,73.24
ka1294,9.48
co1104,30.68
ma1206,2.95
ab273,44.26
ca898,90.49
ro290,0.87
le255,0.53
ra1429,75.37
tr1694,9.53
wi1249,40.12
ma1178,100
da1365,24.37
jo1438,7.99
ne1293,2.66
re1378,51.27
zo1241,84.66
ti823,45.17
tr884,100
jo911,63.26
wa1307,100
jo145,100
em1494,75.5
vi1366,26.07
mi1718,12.01
ro570,59.44
ja1058,100
ma60,94.31
ga733,87.41
la166,100
ma965,59.55
ca1188,18.11
te646,100
se1009,72.24
ka211,9.44
lo1008,56.91
pa127,96.33
ma114,90.78
eu254,5.38
de819,100
gr903,25.56
ke937,100
ve446,1.35
ma239,94.51
ji1464,60.02
my1375,58.44
ce121,6.38
gu310,73.55
ag238,88.05
jo871,88.44
ne336,1.06
va10,100
ri569,62.62
be1483,18.27
le1171,82.56
ri1361,100
ma1044,3.46
be77,48.06
el1481,100
di1428,47.79
al393,80.52
do1146,81.03
je1360,17.35
do1451,57.53
ca1112,83.48
ga659,81.47
ka1733,5.63
ti748,68.82
ka183,2.9
el654,13.54
et1201,84.12
ma417,88.37
mo1074,94.35
ch338,17.62
ti6,92.13
do1599,2.73
lu553,100
tr1279,17.52
fo1405,48.78
br353,100
ad1575,0.51
es434,11.68
un204,100
an1419,28.95
de1317,36.73
el378,91.3
ur661,65.38
so961,27.06
jo1193,100
lo535,1.4
ro809,84.55
ma563,24.56
em423,95.18
ar1185,84.39
ma1415,94.37
bo849,82.19
qu504,54.82
