"city","latitude","longitude","population","country","province"
"Genoa",44.40998822,8.930038614,624724,"Italy","Liguria"
"Lagos de Moreno",21.37041262,-101.9299905,89402,"Mexico","Jalisco"
"Ulundi",-28.32960285,31.41001013,13167,"South Africa","KwaZulu-Natal"
"Goranboy",40.6102778,46.7897222,7333,"Azerbaijan","Goranboy"
"Medinipur",22.3304057,87.15001868,169127,"India","West Bengal"
"Ertis",53.34530845,75.44990596,6311,"Kazakhstan","Pavlodar"
"Al Marj",32.50045677,20.82998409,127427.5,"Libya","Al Hizam Al Akhdar"
"Tbilisi",41.72500999,44.79079545,1052628.5,"Georgia","Tbilisi"
"Can Tho",10.04999249,105.7700191,690299,"Vietnam","Can Tho"
"Teresina",-5.095000388,-42.7800092,746860.5,"Brazil","Piauí"
"Jinhua",29.12004295,119.6499987,617529,"China","Zhejiang"
"San Carlos",9.657999007,-68.58999854,77192,"Venezuela","Cojedes"
"Alotau",-10.30207273,150.4590743,11624,"Papua New Guinea","Milne Bay"
"Hailun",47.45042279,126.9300195,104848.5,"China","Heilongjiang"
"Capitan Pablo Lagerenza",-19.91611123,-60.78327722,1200,"Paraguay","Alto Paraguay"
"Burgos",42.35039817,-3.67996688,150251,"Spain","Castilla y León"
"Palmeira dos Indios",-9.416597067,-36.61663863,41095,"Brazil","Alagoas"
"Phongsali",21.68330399,102.0999967,6000,"Laos","Phôngsali"
"El Cayo",17.15599807,-89.06100252,13451,"Belize","Cayo"
"Mocambique",-15.03989895,40.68218367,40700.5,"Mozambique","Nampula"
"Dahuk",36.86670013,43.00000263,620500,"Iraq","Dihok"
"Buenaventura",3.872402425,-77.05045329,246596,"Colombia","Valle del Cauca"
"Makiyivka",48.02966392,37.97462235,318882.5,"Ukraine","Donets'k"
"Gavarr",40.3588889,45.1266667,21680,"Armenia","Gegharkunik"
"Mikhaylova",75.09498863,86.98243201,10,"Russia","Taymyr"
"Al Hudaydah",14.79794558,42.95297481,627610.5,"Yemen","Al Hudaydah"
"Lewiston",46.41660992,-117.016589,40096.5,"United States of America","Idaho"
"Tokat",40.30599617,36.56300452,129702,"Turkey","Tokat"
"Qarshi",38.87042971,65.80000403,304629.5,"Uzbekistan","Kashkadarya"
"Brikama",13.28036379,-16.65994979,136418,"The Gambia","Banjul"
"Fuyang",30.0533333,119.9519444,771000,"China","Zhejiang"
"Santa Barbara",14.91900304,-88.23599963,15119,"Honduras","Santa Bárbara"
"Rahimyar Khan",28.4202407,70.29518184,353203,"Pakistan","Punjab"
"Tak",16.88474326,99.12933915,28647.5,"Thailand","Tak"
"Laryak",61.10119163,80.25136999,10,"Russia","Khanty-Mansiy"
"Jacksonville",34.75432436,-77.43055567,72651.5,"United States of America","North Carolina"
"Asti",44.92998232,8.209979206,63410.5,"Italy","Piemonte"
"Miercurea-Cuic",46.36099808,25.52400051,40004.5,"Romania","Harghita"
"Serrinha",-11.64958738,-39.01000676,52953.5,"Brazil","Bahia"
"Nancha",47.13635927,129.285948,104570.5,"China","Heilongjiang"
"Tsau",-20.15961058,22.45996212,1409,"Botswana","North-West"
"Fort St. John",56.24998903,-120.8332811,18089,"Canada","British Columbia"
"Babanusa",11.33335085,27.79999792,19700,"Sudan","South Kordofan"
"Helsinki",60.17556337,24.93412634,836728.5,"Finland","Southern Finland"
"Kristianstad",56.03367149,14.1332869,26763.5,"Sweden","Skåne"
