"city","latitude","longitude","population","country","province"
"Bikin",46.82025454,134.2649206,19264.5,"Russia","Khabarovsk"
"Belabo",4.933689798,13.30000443,11455.5,"Cameroon","Est"
"Dzuunharaa",48.86658958,106.4666174,16074,"Mongolia","Selenge"
"Bulgan",48.81059816,103.5317061,17348,"Mongolia","Bulgan"
"Usakos",-21.99954995,15.5800203,5393.5,"Namibia","Erongo"
"Chattanooga",35.06998985,-85.25000086,206571.5,"United States of America","Tennessee"
"Ayakoz",47.96473248,80.42970536,39670,"Kazakhstan","East Kazakhstan"
"Yamburg",68.35038739,77.13331742,48488,"Russia","Yamal-Nenets"
"Kyzyl",51.70670046,94.38306555,106310.5,"Russia","Tuva"
"Caserta",41.05996014,14.33735714,164744,"Italy","Campania"
"Dallas",32.82002382,-96.84001693,3004852,"United States of America","Texas"
"Ithaca",42.44057355,-76.4969434,45544.5,"United States of America","New York"
"Bilecik",40.14999902,29.9829966,40285,"Turkey","Bilecik"
"Queanbeyan",-35.3546004,149.2113468,32408,"Australia","Australian Capital Territory"
"Trujillo",-8.120035381,-79.01996769,521046,"Peru","La Libertad"
"Kolkata",22.4949693,88.32467566,9709196,"India","West Bengal"
"Gjovik",60.80002138,10.7000081,20157.5,"Norway","Oppland"
"Sfintu-Gheorghe",45.86799611,25.79300148,60677,"Romania","Covasna"
"Athabasca",54.71703351,-113.2665853,2399.5,"Canada","Alberta"
"Bulaevo",54.90531659,70.43997921,5383,"Kazakhstan","North Kazakhstan"
"Glendale",33.58194114,-112.1958238,363360.5,"United States of America","Arizona"
"Harrisonburg",38.44942181,-78.86917586,42131.5,"United States of America","Virginia"
"Weyburn",49.66656659,-103.8500025,9302.5,"Canada","Saskatchewan"
"Madiun",-7.634586976,111.5149914,186099,"Indonesia","Jawa Timur"
"Alenquer",-1.939585756,-54.78999964,26290,"Brazil","Pará"
"Taua",-5.999492982,-40.31003076,29188,"Brazil","Ceará"
"Garden City",37.97521303,-100.8640866,27494.5,"United States of America","Kansas"
"Cochabamba",-17.41001097,-66.16997685,804138,"Bolivia","Cochabamba"
"Solikamsk",59.669987,56.74996212,97397,"Russia","Perm'"
"Rio Claro",-22.40996417,-47.56002751,177710,"Brazil","São Paulo"
"Broken Hill",-31.94995034,141.4331136,17232.5,"Australia","New South Wales"
"Homestead",25.46830202,-80.47778569,60673,"United States of America","Florida"
"Sassari",40.73000612,8.57000891,102822.5,"Italy","Sardegna"
"Coffs Harbour",-30.3070532,153.1122973,48961,"Australia","New South Wales"
"Maridi",4.91511212,29.47694983,7757.5,"South Sudan","West Equatoria"
"Milagro",-2.179622784,-79.59998397,55433.5,"Ecuador","Guayas"
"Upper Hutt",-41.13548786,175.0290474,34591,"New Zealand","Manawatu-Wanganui"
"Oktyabrskiy",52.66359296,156.2387215,67386,"Russia","Kamchatka"
"Balqash",46.8532241,74.95024654,80586,"Kazakhstan","Qaraghandy"
"Ames",42.05385297,-93.61972254,56855,"United States of America","Iowa"
"Sanaa",15.3547333,44.20659338,1921926.5,"Yemen","Amanat Al Asimah"
"Mukhomornoye",66.4170687,173.333337,55,"Russia","Chukchi Autonomous Okrug"
"Zhangjiakou",40.83000002,114.9299768,802820.5,"China","Hebei"
"Itapecuru Mirim",-3.400013409,-44.36001611,22347,"Brazil","Maranhão"
"Erie",42.12992067,-80.08499313,138991.5,"United States of America","Pennsylvania"
"Bhiwani",28.81001019,76.12500688,190855,"India","Haryana"
"Puerto San Julian",-49.30000242,-67.71665247,2347,"Argentina","Santa Cruz"
"Rayevskiy",54.06738324,54.92692094,13578.5,"Russia","Bashkortostan"
"Batman",37.89041201,41.14001054,276337.5,"Turkey","Batman"
